vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-121;1;4;4;4;4;4;4
0;001;2;B-105;1;0;0;0;0;0;0
0;001;2;B-106;1;9;9;9;9;9;9
0;001;2;B-107a;13;437;6;20;35;44;87
0;001;2;B-111;1;4;4;4;4;4;4
0;001;2;B-112ap;11;1630;37;87;166;198;248
0;001;2;B-112b;1;121;121;121;121;121;121
0;001;2;B-116o;9;4;0;0;0;1;1
0;001;2;B-116p;13;125;4;4;4;7;36
0;001;2;B-119b;4;40;8;8;8;12;16
0;001;2;B-120;1;2;2;2;2;2;2
0;001;2;B-121;9;78;1;6;7;9;22
0;001;2;B-124p;1;512;512;512;512;512;512
0;001;2;B-125p;1;360;360;360;360;360;360
0;001;2;B-131;9;12;0;0;1;1;6
0;001;2;B-132;2;35;1;1;17;34;34
0;001;2;B-134o;9;228;3;4;13;20;130
0;001;2;B-134p;10;1627;41;88;134;205;463
0;001;3;B-105;5;4;0;1;1;1;1
0;001;3;B-106;9;264;6;27;31;32;50
0;001;3;B-107a;30;733;2;11;16;29;63
0;001;3;B-107b;5;304;7;14;41;91;151
0;001;3;B-108a;1;845;845;845;845;845;845
0;001;3;B-108b;3;1763;331;331;568;865;865
0;001;3;B-109;12;1992;28;84;153;203;492
0;001;3;B-110;7;68;7;7;7;14;16
0;001;3;B-111;9;225;7;8;13;15;120
0;001;3;B-112ap;27;3718;54;61;101;186;310
0;001;3;B-112b;3;358;27;27;27;303;303
0;001;3;B-112c;1;28;28;28;28;28;28
0;001;3;B-113;1;78;78;78;78;78;78
0;001;3;B-114;2;1091;339;339;546;752;752
0;001;3;B-116o;9;10;0;0;1;1;5
0;001;3;B-116p;33;2304;4;7;12;131;255
0;001;3;B-118;1;3;3;3;3;3;3
0;001;3;B-119a;1;16;16;16;16;16;16
0;001;3;B-119b;4;46;5;6;12;17;17
0;001;3;B-120;3;10;2;2;2;5;5
0;001;3;B-121;19;143;2;4;7;11;19
0;001;3;B-124p;5;1254;73;137;147;294;603
0;001;3;B-125o;5;113;12;16;17;27;39
0;001;3;B-125p;2;121;60;60;60;61;61
0;001;3;B-126b;1;12;12;12;12;12;12
0;001;3;B-127;1;5;5;5;5;5;5
0;001;3;B-131;26;36;0;1;1;2;4
0;001;3;B-132;15;306;1;4;7;15;117
0;001;3;B-134o;22;518;3;5;8;21;113
0;001;3;B-134p;34;2328;6;6;42;68;329
0;001;4;B-105;9;6;0;0;0;1;1
0;001;4;B-106;29;1202;3;12;28;54;137
0;001;4;B-107a;76;1758;2;11;14;26;69
0;001;4;B-107b;13;1018;2;6;54;131;267
0;001;4;B-108a;4;2402;143;375;649;826;961
0;001;4;B-108b;19;11151;24;72;520;913;1970
0;001;4;B-109;40;6537;32;63;135;204;430
0;001;4;B-110;17;198;3;3;7;13;52
0;001;4;B-111;32;1268;4;7;9;28;237
0;001;4;B-112ap;60;9659;13;61;88;230;396
0;001;4;B-112b;32;12334;13;28;117;539;1532
0;001;4;B-112c;8;7025;56;176;753;1479;2153
0;001;4;B-113;1;20;20;20;20;20;20
0;001;4;B-114;17;25497;113;594;893;2495;4695
0;001;4;B-115;1;780;780;780;780;780;780
0;001;4;B-116o;10;49;0;1;2;9;17
0;001;4;B-116p;90;7487;4;16;30;117;265
0;001;4;B-119a;4;208;4;6;12;98;181
0;001;4;B-119b;4;226;8;13;21;100;176
0;001;4;B-120;7;65;2;2;4;5;44
0;001;4;B-121;54;1483;2;6;11;19;175
0;001;4;B-122;2;132;10;10;66;122;122
0;001;4;B-123;1;37;37;37;37;37;37
0;001;4;B-124o;1;330;330;330;330;330;330
0;001;4;B-124p;34;20158;50;117;257;922;2041
0;001;4;B-125o;23;863;3;17;26;41;114
0;001;4;B-125p;28;11626;37;92;295;673;1410
0;001;4;B-126b;2;35;8;8;17;27;27
0;001;4;B-131;79;175;0;1;2;3;6
0;001;4;B-132;34;1733;2;4;14;77;314
0;001;4;B-134o;70;3857;3;8;14;59;302
0;001;4;B-134p;93;36738;6;6;25;226;2375
0;002;2;B-106;2;100;41;41;50;59;59
0;002;2;B-107b;1;11;11;11;11;11;11
0;002;2;B-110;6;296;14;31;40;48;123
0;002;2;B-111;9;389;16;30;30;40;104
0;002;2;B-112b;1;656;656;656;656;656;656
0;002;2;B-112c;1;28;28;28;28;28;28
0;002;2;B-114;1;255;255;255;255;255;255
0;002;2;B-116p;5;280;12;16;39;99;115
0;002;2;B-120;1;4;4;4;4;4;4
0;002;2;B-121;4;82;7;12;22;29;31
0;002;2;B-124p;1;155;155;155;155;155;155
0;002;2;B-125o;1;21;21;21;21;21;21
0;002;2;B-125p;1;61;61;61;61;61;61
0;002;2;B-131;4;11;2;2;3;3;4
0;002;2;B-134o;5;165;16;31;34;39;45
0;002;2;B-134p;2;241;80;80;120;160;160
0;002;3;B-106;1;578;578;578;578;578;578
0;002;3;B-107b;2;32;10;10;16;22;22
0;002;3;B-108a;1;826;826;826;826;826;826
0;002;3;B-109;1;48;48;48;48;48;48
0;002;3;B-110;10;294;17;21;29;38;42
0;002;3;B-111;16;821;21;22;36;49;229
0;002;3;B-112ap;2;567;161;161;283;406;406
0;002;3;B-112b;3;2763;547;547;575;1641;1641
0;002;3;B-112c;1;56;56;56;56;56;56
0;002;3;B-114;3;3409;279;279;311;2819;2819
0;002;3;B-116p;12;1550;8;23;51;170;668
0;002;3;B-119a;4;169;28;34;40;51;61
0;002;3;B-120;2;7;2;2;4;5;5
0;002;3;B-121;7;183;5;10;16;47;71
0;002;3;B-124p;4;1984;110;128;425;864;1024
0;002;3;B-125o;1;27;27;27;27;27;27
0;002;3;B-125p;2;519;121;121;260;398;398
0;002;3;B-131;9;18;2;2;2;2;3
0;002;3;B-134o;17;414;2;10;19;36;59
0;002;3;B-134p;11;867;29;37;80;117;167
0;002;4;B-106;14;2917;3;47;109;299;814
0;002;4;B-107a;10;218;2;3;5;41;96
0;002;4;B-107b;15;1131;3;9;25;150;236
0;002;4;B-108a;4;2030;128;237;461;778;980
0;002;4;B-108b;11;11835;24;264;769;2105;3219
0;002;4;B-109;5;1173;24;70;114;189;776
0;002;4;B-110;40;1446;7;20;33;48;77
0;002;4;B-111;22;1265;7;22;30;59;134
0;002;4;B-112ap;10;2215;28;40;232;243;627
0;002;4;B-112b;20;12406;62;265;393;759;2115
0;002;4;B-112c;9;3297;111;196;251;419;1091
0;002;4;B-114;27;44636;167;735;1329;2376;4242
0;002;4;B-115;1;117;117;117;117;117;117
0;002;4;B-116p;56;10981;16;47;136;251;715
0;002;4;B-118;3;37;3;3;7;27;27
0;002;4;B-119a;11;355;7;17;23;48;83
0;002;4;B-119b;8;1236;33;90;106;221;369
0;002;4;B-120;9;224;2;2;5;39;110
0;002;4;B-121;40;3201;7;22;46;96;281
0;002;4;B-122;2;419;10;10;209;409;409
0;002;4;B-124p;23;16262;27;56;178;888;1894
0;002;4;B-125o;14;803;3;17;43;90;209
0;002;4;B-125p;13;10783;91;152;369;759;5533
0;002;4;B-127;1;2;2;2;2;2;2
0;002;4;B-131;46;309;1;2;3;5;14
0;002;4;B-132;6;350;1;6;44;106;148
0;002;4;B-134o;60;2947;2;14;31;49;233
0;002;4;B-134p;44;20261;29;59;81;179;2089
0;003;1;B-105;25;333;2;8;12;19;26
0;003;1;B-106;1;26;26;26;26;26;26
0;003;1;B-107a;1;4;4;4;4;4;4
0;003;1;B-107b;5;157;5;6;7;61;77
0;003;1;B-108b;13;11387;312;408;721;1321;2034
0;003;1;B-110;7;75;3;3;13;14;21
0;003;1;B-111;2;23;7;7;11;16;16
0;003;1;B-112ap;2;129;32;32;64;97;97
0;003;1;B-112b;13;5264;81;242;437;566;684
0;003;1;B-112c;13;8029;28;139;643;863;1587
0;003;1;B-114;9;6110;47;530;707;849;1075
0;003;1;B-115;2;231;115;115;116;117;117
0;003;1;B-116p;11;925;4;21;85;136;203
0;003;1;B-117;1;2;2;2;2;2;2
0;003;1;B-119a;1;1;1;1;1;1;1
0;003;1;B-119b;5;938;32;168;201;202;335
0;003;1;B-120;1;12;12;12;12;12;12
0;003;1;B-121;20;264;0;7;13;22;28
0;003;1;B-124p;25;12631;82;193;354;520;1838
0;003;1;B-125o;34;1267;2;22;36;45;84
0;003;1;B-125p;14;4075;30;121;213;443;795
0;003;1;B-126b;8;121;7;9;14;21;24
0;003;1;B-127;1;2;2;2;2;2;2
0;003;1;B-131;16;82;0;2;3;6;20
0;003;1;B-132;5;291;3;23;35;113;117
0;003;1;B-134o;64;9154;5;55;127;175;378
0;003;1;B-134p;38;13984;37;124;339;580;850
0;003;2;B-105;11;209;3;16;19;27;32
0;003;2;B-107b;11;642;6;15;23;86;221
0;003;2;B-108b;5;4333;24;745;946;1129;1489
0;003;2;B-110;1;7;7;7;7;7;7
0;003;2;B-111;2;210;8;8;105;202;202
0;003;2;B-112ap;3;747;32;32;290;425;425
0;003;2;B-112b;16;7761;82;256;526;684;862
0;003;2;B-112c;30;20536;167;391;657;835;1531
0;003;2;B-114;21;9722;28;167;503;660;817
0;003;2;B-115;1;47;47;47;47;47;47
0;003;2;B-116p;23;2419;21;63;96;128;224
0;003;2;B-119a;2;161;31;31;81;130;130
0;003;2;B-121;6;85;4;7;15;20;25
0;003;2;B-124p;32;15910;70;106;421;678;1691
0;003;2;B-125o;54;1960;5;24;33;45;82
0;003;2;B-125p;19;4222;30;91;181;369;443
0;003;2;B-126b;13;147;3;8;10;17;21
0;003;2;B-127;1;6;6;6;6;6;6
0;003;2;B-131;27;150;1;1;2;3;27
0;003;2;B-132;6;518;1;46;76;98;222
0;003;2;B-134o;85;14227;7;72;150;239;400
0;003;2;B-134p;55;18276;31;130;290;477;904
0;003;3;B-105;42;701;3;9;14;23;34
0;003;3;B-106;2;59;12;12;30;47;47
0;003;3;B-107a;6;74;1;1;7;14;45
0;003;3;B-107b;14;1238;2;15;63;132;356
0;003;3;B-108a;2;1675;735;735;837;940;940
0;003;3;B-108b;16;9622;72;408;524;809;1159
0;003;3;B-112ap;2;89;32;32;44;57;57
0;003;3;B-112b;49;36367;137;492;684;957;1586
0;003;3;B-112c;44;32830;167;432;731;1002;1482
0;003;3;B-114;42;27886;28;453;618;893;1245
0;003;3;B-115;8;3909;115;381;513;608;792
0;003;3;B-116p;51;6516;21;54;96;149;384
0;003;3;B-119a;11;795;1;11;74;91;212
0;003;3;B-119b;2;438;8;8;219;429;429
0;003;3;B-121;11;216;5;9;18;28;49
0;003;3;B-124o;3;497;166;166;166;166;166
0;003;3;B-124p;72;44239;60;236;434;900;1688
0;003;3;B-125o;102;3776;8;20;32;51;76
0;003;3;B-125p;48;12875;30;83;191;297;863
0;003;3;B-126b;20;204;2;6;9;13;24
0;003;3;B-127;1;1;1;1;1;1;1
0;003;3;B-131;26;126;1;2;2;4;22
0;003;3;B-132;21;593;1;3;8;45;82
0;003;3;B-134o;159;26292;5;40;110;266;470
0;003;3;B-134p;103;53732;25;163;287;539;953
0;003;4;B-105;37;779;2;11;18;29;55
0;003;4;B-106;3;1155;20;20;29;1106;1106
0;003;4;B-107a;13;586;1;5;14;40;279
0;003;4;B-107b;25;2190;2;12;58;135;244
0;003;4;B-108a;7;3625;61;173;393;1011;1057
0;003;4;B-108b;34;31424;120;528;793;1182;2378
0;003;4;B-110;3;34;7;7;8;19;19
0;003;4;B-111;6;197;4;4;7;16;159
0;003;4;B-112ap;2;600;147;147;300;453;453
0;003;4;B-112b;64;57854;191;465;688;1237;1996
0;003;4;B-112c;80;55734;98;336;601;879;1656
0;003;4;B-114;78;79049;112;453;877;1216;2772
0;003;4;B-115;15;5108;23;140;303;513;802
0;003;4;B-116o;1;9;9;9;9;9;9
0;003;4;B-116p;103;19333;18;63;126;256;509
0;003;4;B-118;1;8;8;8;8;8;8
0;003;4;B-119a;22;3580;2;24;123;234;531
0;003;4;B-119b;12;1938;2;43;101;210;501
0;003;4;B-120;3;47;7;7;19;21;21
0;003;4;B-121;28;545;1;7;21;26;41
0;003;4;B-122;3;611;31;31;92;489;489
0;003;4;B-124o;2;324;162;162;162;162;162
0;003;4;B-124p;135;126694;42;294;656;1225;3126
0;003;4;B-125o;113;4038;4;20;33;47;77
0;003;4;B-125p;64;18714;30;82;191;391;797
0;003;4;B-126b;20;226;2;6;10;14;28
0;003;4;B-131;55;1194;0;2;4;32;101
0;003;4;B-132;41;3145;1;7;46;92;236
0;003;4;B-134o;188;32138;5;42;112;234;555
0;003;4;B-134p;139;175581;41;226;394;936;6667
0;004;1;B-107b;6;447;7;36;60;133;150
0;004;1;B-108b;7;3974;216;384;552;780;922
0;004;1;B-110;11;224;3;7;21;21;62
0;004;1;B-111;8;558;12;51;56;81;172
0;004;1;B-112ap;2;131;7;7;65;124;124
0;004;1;B-112b;1;512;512;512;512;512;512
0;004;1;B-112c;4;2203;84;167;585;935;951
0;004;1;B-114;5;4533;670;754;817;1103;1188
0;004;1;B-115;1;504;504;504;504;504;504
0;004;1;B-116p;6;1790;64;96;181;296;971
0;004;1;B-119a;2;65;3;3;33;63;63
0;004;1;B-119b;1;59;59;59;59;59;59
0;004;1;B-120;4;11;2;2;2;4;5
0;004;1;B-121;1;34;34;34;34;34;34
0;004;1;B-124p;2;1520;596;596;760;924;924
0;004;1;B-125o;1;16;16;16;16;16;16
0;004;1;B-125p;1;687;687;687;687;687;687
0;004;1;B-126b;1;8;8;8;8;8;8
0;004;1;B-131;1;8;8;8;8;8;8
0;004;1;B-132;4;58;4;8;12;21;30
0;004;1;B-134o;3;145;2;2;3;140;140
0;004;1;B-134p;2;2187;1077;1077;1094;1110;1110
0;004;2;B-106;5;400;11;46;52;75;216
0;004;2;B-107a;3;78;17;17;23;38;38
0;004;2;B-107b;35;4383;9;41;117;176;298
0;004;2;B-108a;3;427;10;10;134;283;283
0;004;2;B-108b;16;9347;117;288;489;834;1585
0;004;2;B-109;2;1155;381;381;578;774;774
0;004;2;B-110;35;1052;7;7;21;41;113
0;004;2;B-111;15;1444;4;32;56;112;361
0;004;2;B-112ap;5;817;20;72;193;236;297
0;004;2;B-112b;6;2413;108;191;246;719;902
0;004;2;B-112c;14;9821;28;251;671;1091;1594
0;004;2;B-113;1;20;20;20;20;20;20
0;004;2;B-114;9;7785;57;481;837;1289;2121
0;004;2;B-115;1;1049;1049;1049;1049;1049;1049
0;004;2;B-116p;30;4908;4;64;142;213;382
0;004;2;B-117;1;19;19;19;19;19;19
0;004;2;B-118;1;5;5;5;5;5;5
0;004;2;B-119a;3;52;5;5;11;36;36
0;004;2;B-119b;3;351;49;49;75;226;226
0;004;2;B-120;8;27;2;2;2;4;9
0;004;2;B-124o;1;3303;3303;3303;3303;3303;3303
0;004;2;B-124p;9;2263;14;168;268;360;536
0;004;2;B-125o;11;397;2;9;22;77;114
0;004;2;B-125p;11;4313;90;152;394;590;1033
0;004;2;B-126b;2;5;1;1;2;4;4
0;004;2;B-127;4;3;0;0;1;1;2
0;004;2;B-131;5;10;0;2;2;3;3
0;004;2;B-132;6;506;3;14;44;164;237
0;004;2;B-134o;15;370;2;3;8;28;92
0;004;2;B-134p;11;5567;21;166;497;698;1478
0;004;3;B-105;2;40;5;5;20;35;35
0;004;3;B-106;30;2805;6;26;74;130;300
0;004;3;B-107a;17;401;0;6;9;24;97
0;004;3;B-107b;160;18113;6;34;92;147;298
0;004;3;B-108a;19;10506;19;115;528;810;2167
0;004;3;B-108b;94;72195;168;378;667;1009;1922
0;004;3;B-109;23;5941;24;128;211;359;548
0;004;3;B-110;112;2318;6;7;14;22;73
0;004;3;B-111;77;8373;13;40;86;169;345
0;004;3;B-112ap;38;10299;13;64;168;386;1047
0;004;3;B-112b;54;38942;64;328;625;1052;1941
0;004;3;B-112c;79;52069;110;334;504;923;1837
0;004;3;B-113;2;78;19;19;39;59;59
0;004;3;B-114;70;53416;85;346;685;1117;1584
0;004;3;B-115;11;3116;23;93;233;443;629
0;004;3;B-116p;139;23377;18;64;128;213;512
0;004;3;B-117;4;94;2;8;24;39;45
0;004;3;B-118;5;31;0;5;7;9;10
0;004;3;B-119a;44;4868;11;24;65;162;400
0;004;3;B-119b;19;3539;8;27;157;252;930
0;004;3;B-120;17;189;2;2;5;6;52
0;004;3;B-121;15;503;1;8;20;42;151
0;004;3;B-122;1;173;173;173;173;173;173
0;004;3;B-123;4;21;5;5;5;5;5
0;004;3;B-124o;3;662;166;166;166;331;331
0;004;3;B-124p;59;38228;34;165;524;956;1966
0;004;3;B-125o;40;1201;4;14;20;37;83
0;004;3;B-125p;82;48332;66;221;382;848;1680
0;004;3;B-126b;11;98;4;5;8;12;16
0;004;3;B-127;10;39;1;1;3;5;14
0;004;3;B-131;19;679;1;3;8;41;225
0;004;3;B-132;20;1701;3;16;87;122;226
0;004;3;B-134o;100;4931;2;4;9;39;296
0;004;3;B-134p;66;40923;58;186;423;801;1616
0;004;4;B-105;39;2102;0;12;30;61;303
0;004;4;B-106;199;26844;3;32;85;190;395
0;004;4;B-107a;164;7631;1;9;24;57;124
0;004;4;B-107b;831;112594;9;50;113;195;350
0;004;4;B-108a;121;67203;32;231;433;711;1470
0;004;4;B-108b;583;453053;71;360;673;1057;1826
0;004;4;B-109;136;47697;24;164;286;502;844
0;004;4;B-110;516;13544;3;7;19;30;79
0;004;4;B-111;452;53813;8;36;93;182;299
0;004;4;B-112ap;277;74075;28;87;223;368;623
0;004;4;B-112b;387;271708;81;301;602;971;1655
0;004;4;B-112c;531;389549;83;322;587;946;1706
0;004;4;B-113;32;2122;8;20;39;59;250
0;004;4;B-114;603;700271;113;447;849;1527;3139
0;004;4;B-115;123;56230;47;163;396;652;1101
0;004;4;B-116o;7;88;0;2;7;19;44
0;004;4;B-116p;1006;199321;21;64;148;256;564
0;004;4;B-117;36;794;1;2;7;27;99
0;004;4;B-118;24;373;1;6;9;14;33
0;004;4;B-119a;289;33783;8;25;75;156;368
0;004;4;B-119b;91;15946;8;41;134;240;478
0;004;4;B-120;125;3826;2;2;5;28;151
0;004;4;B-121;79;4124;2;5;22;48;252
0;004;4;B-122;13;4479;132;183;275;428;950
0;004;4;B-123;10;174;5;5;11;21;64
0;004;4;B-124o;17;7081;17;166;166;330;3311
0;004;4;B-124p;608;472349;34;181;452;1006;2720
0;004;4;B-125o;283;10194;4;12;23;44;101
0;004;4;B-125p;608;324530;37;184;387;682;1373
0;004;4;B-126b;48;357;1;3;5;10;16
0;004;4;B-127;64;197;0;1;2;4;8
0;004;4;B-131;191;5163;1;4;17;39;85
0;004;4;B-132;258;23092;2;15;58;124;283
0;004;4;B-134o;535;32485;2;4;11;59;301
0;004;4;B-134p;652;528894;41;227;494;852;2258
0;005;1;B-107b;43;5716;5;23;105;198;368
0;005;1;B-108b;4;2501;328;404;654;846;865
0;005;1;B-110;49;1424;7;14;21;26;91
0;005;1;B-111;11;1109;8;17;35;206;297
0;005;1;B-112ap;2;753;302;302;377;451;451
0;005;1;B-112b;1;40;40;40;40;40;40
0;005;1;B-113;1;39;39;39;39;39;39
0;005;1;B-116p;5;384;36;51;64;105;128
0;005;1;B-117;2;13;4;4;7;9;9
0;005;1;B-118;1;6;6;6;6;6;6
0;005;1;B-119a;4;127;8;15;23;49;74
0;005;1;B-119b;12;1079;5;52;92;133;148
0;005;1;B-120;2;7;2;2;4;5;5
0;005;1;B-121;1;12;12;12;12;12;12
0;005;1;B-124p;2;444;197;197;222;247;247
0;005;1;B-125o;4;80;2;10;21;30;37
0;005;1;B-125p;5;2607;152;258;629;646;922
0;005;1;B-132;14;1110;1;23;62;157;181
0;005;1;B-134o;4;18;2;2;3;6;9
0;005;2;B-106;1;207;207;207;207;207;207
0;005;2;B-107a;6;27;1;1;1;6;17
0;005;2;B-107b;62;6371;7;24;76;137;432
0;005;2;B-108b;6;4943;246;288;787;1393;1441
0;005;2;B-110;78;2791;3;10;21;44;116
0;005;2;B-111;15;1984;5;15;56;236;482
0;005;2;B-112ap;2;517;159;159;259;358;358
0;005;2;B-112b;4;1237;54;54;214;564;755
0;005;2;B-112c;1;473;473;473;473;473;473
0;005;2;B-113;1;39;39;39;39;39;39
0;005;2;B-114;4;3988;368;608;896;1386;1829
0;005;2;B-115;2;1352;466;466;676;886;886
0;005;2;B-116p;15;1441;9;36;63;128;388
0;005;2;B-117;6;284;23;32;36;55;104
0;005;2;B-119a;5;219;8;16;25;74;97
0;005;2;B-119b;40;3412;17;39;83;113;182
0;005;2;B-120;7;120;2;2;2;17;85
0;005;2;B-121;1;14;14;14;14;14;14
0;005;2;B-124p;3;709;76;76;139;494;494
0;005;2;B-125o;11;550;15;18;56;80;98
0;005;2;B-125p;3;516;91;91;182;243;243
0;005;2;B-127;1;3;3;3;3;3;3
0;005;2;B-131;2;7;3;3;4;4;4
0;005;2;B-132;23;1382;3;7;14;84;170
0;005;2;B-134o;20;406;2;3;5;18;117
0;005;2;B-134p;3;394;21;21;166;207;207
0;005;3;B-105;1;51;51;51;51;51;51
0;005;3;B-106;2;15;6;6;8;9;9
0;005;3;B-107a;11;173;1;4;12;27;40
0;005;3;B-107b;65;9064;8;59;142;206;333
0;005;3;B-108b;10;5364;120;216;477;721;1419
0;005;3;B-109;1;16;16;16;16;16;16
0;005;3;B-110;59;2440;3;7;21;49;183
0;005;3;B-111;21;1768;8;24;76;134;168
0;005;3;B-112ap;3;1183;312;312;419;453;453
0;005;3;B-112b;8;5168;108;342;621;861;1411
0;005;3;B-112c;4;2175;112;139;461;948;1141
0;005;3;B-113;1;20;20;20;20;20;20
0;005;3;B-114;5;4196;167;339;594;1200;1895
0;005;3;B-115;1;531;531;531;531;531;531
0;005;3;B-116p;27;2874;12;42;64;121;307
0;005;3;B-117;3;59;6;6;13;40;40
0;005;3;B-118;2;16;2;2;8;14;14
0;005;3;B-119a;6;554;7;16;40;205;246
0;005;3;B-119b;21;2852;17;75;100;187;252
0;005;3;B-120;8;81;2;2;2;8;56
0;005;3;B-121;1;4;4;4;4;4;4
0;005;3;B-124p;9;4637;112;201;373;754;1303
0;005;3;B-125o;14;748;1;27;40;52;222
0;005;3;B-125p;15;6848;148;181;435;590;1228
0;005;3;B-127;2;2;0;0;1;2;2
0;005;3;B-131;4;20;0;2;4;8;11
0;005;3;B-132;18;817;1;12;19;86;120
0;005;3;B-134o;24;323;2;3;5;10;39
0;005;3;B-134p;3;663;124;124;228;311;311
0;005;4;B-105;1;21;21;21;21;21;21
0;005;4;B-106;13;1448;3;33;115;142;402
0;005;4;B-107a;7;354;1;7;22;44;224
0;005;4;B-107b;93;14341;11;49;137;202;441
0;005;4;B-108a;6;3709;19;423;605;904;1153
0;005;4;B-108b;40;26616;120;360;509;913;1812
0;005;4;B-109;7;2743;235;238;326;513;762
0;005;4;B-110;58;1787;6;7;19;35;96
0;005;4;B-111;29;3779;4;32;120;217;311
0;005;4;B-112ap;17;5504;32;103;340;397;1146
0;005;4;B-112b;17;14693;82;383;629;1203;2243
0;005;4;B-112c;19;12499;56;223;557;979;2013
0;005;4;B-114;25;23990;31;377;849;1188;2659
0;005;4;B-115;1;164;164;164;164;164;164
0;005;4;B-116p;63;10670;21;60;122;235;416
0;005;4;B-117;3;26;2;2;2;22;22
0;005;4;B-119a;18;2228;13;29;84;172;399
0;005;4;B-119b;33;3691;22;55;84;159;360
0;005;4;B-120;12;373;2;8;16;43;111
0;005;4;B-121;6;117;1;4;13;36;51
0;005;4;B-123;1;5;5;5;5;5;5
0;005;4;B-124o;1;33;33;33;33;33;33
0;005;4;B-124p;19;8923;17;147;329;693;1859
0;005;4;B-125o;17;579;1;18;28;57;82
0;005;4;B-125p;27;12454;33;181;332;667;1413
0;005;4;B-126b;3;24;3;3;7;14;14
0;005;4;B-127;2;3;1;1;2;2;2
0;005;4;B-131;7;62;4;4;7;17;18
0;005;4;B-132;28;2327;1;10;70;126;272
0;005;4;B-134o;42;1676;2;3;10;39;167
0;005;4;B-134p;23;11786;41;207;435;739;904
0;020;1;B-106;3;94;3;3;14;77;77
0;020;1;B-107b;33;3028;6;13;61;135;262
0;020;1;B-108a;1;615;615;615;615;615;615
0;020;1;B-108b;2;1441;312;312;721;1129;1129
0;020;1;B-110;98;1375;3;7;7;14;34
0;020;1;B-111;9;716;4;7;54;140;257
