vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;1;180.74
0;001;2;1;56.81
0;001;3;28;296.8
0;001;4;143;686.86
0;002;2;1;1234.44
0;002;3;15;1671.85
0;002;4;123;3390.79
0;003;1;43;41.46
0;003;2;71;73.53
0;003;3;182;46.44
0;003;4;396;37.99
0;004;1;5;194.56
0;004;2;45;489.68
0;004;3;164;449.31
0;004;4;2130;975
0;005;1;54;127.82
0;005;2;135;134.57
0;005;3;129;165.23
0;005;4;184;309.48
0;020;1;108;142.67
0;020;2;169;174.04
0;020;3;164;233.94
0;020;4;240;395.1
0;021;1;1100;684.04
0;021;2;1482;1532.39
0;021;3;838;835.33
0;021;4;799;1181.8
0;022;1;148;847.59
0;022;2;293;682.69
0;022;3;116;521.71
0;022;4;94;614.34
0;023;1;586;1043.6
0;023;2;342;760.83
0;023;3;187;1098.69
0;023;4;56;1496.82
0;024;1;1052;261.92
0;024;2;2356;209.73
0;024;3;715;333.16
0;024;4;100;888.08
0;025;1;2402;244.13
0;025;2;255;1315.2
0;025;3;54;7.52
0;025;4;13;10.73
0;026;1;689;505.1
0;026;2;561;2188.6
0;026;3;338;2470.8
0;026;4;114;1478.35
0;040;1;159;104.1
0;040;2;200;110.01
0;040;3;146;76.43
0;040;4;52;18.78
0;041;1;339;6.35
0;041;2;1301;2.47
0;041;3;1059;10.25
0;041;4;257;21.52
0;042;1;2029;0.68
0;042;2;5824;2.22
0;042;3;3379;4.93
0;042;4;529;15.54
0;043;1;1173;0.29
0;043;2;763;1.87
0;043;3;206;50.46
0;043;4;29;13.27
0;044;1;337;0.96
0;044;2;947;2.18
0;044;3;1239;8.19
0;044;4;583;24.02
0;045;1;884;0.56
0;045;2;6886;4.05
0;045;3;4004;4.8
0;045;4;2092;27.71
0;046;1;363;9.51
0;046;2;1506;10.55
0;046;3;659;2.29
0;046;4;194;22.72
0;047;1;1267;0.01
0;047;2;4665;1.48
0;047;3;1490;4.07
0;047;4;136;6.55
0;048;1;1349;26.33
0;048;2;2660;16.89
0;048;3;2265;12.02
0;048;4;134;20.31
0;049;1;112;0
0;049;2;359;0.65
0;049;3;142;3.55
0;049;4;150;10.33
0;050;1;213;0.08
0;050;2;289;0.32
0;050;3;108;1.85
0;050;4;62;23.87
0;051;1;623;0
0;051;2;254;0.02
0;051;3;34;1.27
0;051;4;18;4.71
0;052;1;615;0.02
0;052;2;566;1.55
0;052;3;619;16.88
0;052;4;285;17.29
0;053;1;6327;0.03
0;053;2;4760;0.5
0;053;3;2722;1.13
0;053;4;532;13.46
0;054;1;2779;0.09
0;054;2;1570;0.29
0;054;3;218;0.11
0;054;4;10;0.15
0;055;1;625;0.22
0;055;2;662;1.09
0;055;3;431;3.28
0;055;4;223;34.74
0;056;1;753;0.01
0;056;2;413;0.55
0;056;3;132;5.31
0;056;4;40;34.29
0;057;1;7959;0.02
0;057;2;1242;0.24
0;057;3;142;1.67
0;057;4;18;8.25
0;058;1;13914;3.6
0;058;2;7810;5.85
0;058;3;1618;25.42
0;058;4;276;45.79
0;070;1;354;26.7
0;070;2;175;71.13
0;070;3;26;92.43
0;071;1;2880;192.07
0;071;2;2455;188.52
0;071;3;93;195.18
0;071;4;8;526.9
0;072;1;1558;56.82
0;072;2;525;104.84
0;072;3;39;106.43
0;072;4;9;106.56
0;073;1;3506;195.96
0;073;2;1770;208.29
0;073;3;124;251.69
0;073;4;11;233.74
0;080;1;215;0
0;080;2;119;2.6
0;080;3;25;0.26
0;080;4;3;58.87
0;081;1;282;1.31
0;081;2;410;0.13
0;081;3;96;0.33
0;081;4;5;0.32
0;082;1;815;6.83
0;082;2;1354;4.12
0;082;3;478;1.19
0;082;4;39;18.09
0;090;1;72;3.12
0;090;2;66;187.77
0;090;3;33;337.04
0;090;4;91;364.2
0;091;1;290;10848.42
0;091;2;149;3717.42
0;091;3;34;635.11
0;091;4;91;90.99
0;092;1;3139;207.5
0;092;2;450;214.18
0;092;3;45;202.9
0;092;4;11;452.98
0;093;1;5640;7.76
0;093;2;1034;10.78
0;093;3;49;479.75
0;093;4;11;238.51
0;094;1;1173;3.26
0;094;2;456;4.08
0;094;3;65;169.45
0;094;4;17;53.82
0;095;1;433;3.67
0;095;2;136;1.65
0;095;3;10;1.17
0;096;1;750;0.4
0;096;2;264;40.68
0;096;3;16;0
0;096;4;1;0
0;097;1;7288;0.3
0;097;2;1220;0.24
0;097;3;57;1.85
0;097;4;7;25.65
0;098;1;11332;17.64
0;098;2;1812;71.06
0;098;3;164;25.33
0;098;4;27;64.29
0;110;1;407;19.74
0;110;2;744;22.08
0;110;3;565;55.58
0;110;4;159;70.42
0;111;1;1941;0.07
0;111;2;1906;0.33
0;111;3;415;0.63
0;111;4;17;5.7
0;112;1;569;1.88
0;112;2;333;2.11
0;112;3;160;6.37
0;112;4;22;63.17
0;113;1;6533;0.07
0;113;2;5191;0.28
0;113;3;798;1.24
0;113;4;110;3.05
0;114;1;2655;6.73
0;114;2;1102;4.87
0;114;3;408;10.67
0;114;4;103;21.64
0;115;1;2338;4.39
0;115;2;3590;0.23
0;115;3;253;2.4
0;115;4;48;22.5
0;120;1;289;428.53
0;120;2;707;375.32
0;120;3;425;372.71
0;120;4;262;572.12
0;121;1;1023;189.9
0;121;2;1754;205.35
0;121;3;897;217.62
0;121;4;520;358.51
0;122;1;173;177.62
0;122;2;190;171.48
0;122;3;137;194.94
0;122;4;105;416.85
0;130;1;6;0
0;130;2;30;15.08
0;130;3;208;28.69
0;130;4;1507;53.33
0;131;1;68;7.35
0;131;2;167;10.81
0;131;3;376;11.79
0;131;4;122;27.17
0;132;1;11;0
0;132;2;31;0.31
0;132;3;34;0.14
0;132;4;4;0
0;133;1;379;1.95
0;133;2;1143;1.77
0;133;3;1787;4.87
0;133;4;900;22.12
0;134;1;410;1.42
0;134;2;1860;3.21
