vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-112ap;1;5.3;5.3;5.3;5.3;5.3;5.3
0;001;1;B-124p;1;3;3;3;3;3;3
0;001;1;B-134o;1;2;2;2;2;2;2
0;001;1;B-134p;1;6;6;6;6;6;6
0;001;2;B-105;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;2;B-107a;3;14.1;4.5;4.5;4.6;5;5
0;001;2;B-109;1;2.5;2.5;2.5;2.5;2.5;2.5
0;001;2;B-110;1;1.2;1.2;1.2;1.2;1.2;1.2
0;001;2;B-112ap;2;11.3;5.3;5.3;5.7;6;6
0;001;2;B-134p;1;8;8;8;8;8;8
0;001;3;B-105;4;1;0.3;0.3;0.3;0.3;0.3
0;001;3;B-106;5;34.9;4.3;4.5;4.8;5.7;15.7
0;001;3;B-107a;19;84.9;0.5;2.3;3.6;5;20
0;001;3;B-107b;4;18;0.3;0.3;3.4;8.7;10.9
0;001;3;B-108b;2;23.1;8.6;8.6;11.6;14.6;14.6
0;001;3;B-109;17;82.5;1.5;2.5;4;6;11
0;001;3;B-110;1;0.4;0.4;0.4;0.4;0.4;0.4
0;001;3;B-111;3;1.7;0.3;0.3;0.3;1;1
0;001;3;B-112ap;16;80.7;2.3;3.3;4.5;6.5;9
0;001;3;B-112b;1;9.2;9.2;9.2;9.2;9.2;9.2
0;001;3;B-112c;1;14.5;14.5;14.5;14.5;14.5;14.5
0;001;3;B-114;1;2;2;2;2;2;2
0;001;3;B-116o;3;4.8;0.7;0.7;1.2;3;3
0;001;3;B-116p;19;108;0.5;1;3.3;6.7;34
0;001;3;B-119a;1;2;2;2;2;2;2
0;001;3;B-124p;15;64;0.5;3;4;5;8
0;001;3;B-125o;2;20.5;7.5;7.5;10.3;13;13
0;001;3;B-125p;2;11;4;4;5.5;7;7
0;001;3;B-131;10;131.5;2.5;5.5;7.8;9;70
0;001;3;B-134o;9;226.5;2;7.5;8;41.5;67.5
0;001;3;B-134p;16;85;1;1;3.5;8.5;19
0;001;4;B-105;12;30.8;0.3;0.3;0.3;0.4;26.8
0;001;4;B-106;34;253.4;0.5;2;3.9;4.8;19.5
0;001;4;B-107a;101;467.8;0.5;2;2.5;4.8;14.3
0;001;4;B-107b;21;184.9;0.6;2.9;6.9;10;29.7
0;001;4;B-108b;31;277.4;0.6;6;8.9;11.4;20.3
0;001;4;B-109;65;421.5;1;3;5;7.5;17
0;001;4;B-110;37;40.8;0.4;0.4;0.8;1.2;3.2
0;001;4;B-111;46;97;0.3;0.3;0.7;1.7;10.3
0;001;4;B-112ap;76;385.3;2;3;3.3;6;13
0;001;4;B-112b;30;244.8;0.8;2.4;5.8;9.2;22.4
0;001;4;B-112c;10;116.5;2;4;10.8;17;25.5
0;001;4;B-114;29;521.7;2;2.7;12;22;67
0;001;4;B-115;2;18.8;2.4;2.4;9.4;16.4;16.4
0;001;4;B-116o;5;17.7;1;2.3;2.5;2.8;9
0;001;4;B-116p;132;1120.2;0.3;1.3;4.1;11.1;30.7
0;001;4;B-119a;16;75.5;0.4;1;2.9;7.6;13
0;001;4;B-119b;11;27.6;0.3;0.3;0.3;5.7;8.6
0;001;4;B-120;3;8;0.3;0.3;0.3;7.3;7.3
