vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;4;3335;0;0;707.81;1667.26;1918.91
0;001;2;46;48047;0;0;570.2;1607.44;4752.72
0;001;3;94;140626;0;0;633.92;1817.08;6015.25
0;001;4;115;479667;0;1096.15;2669.61;5180.58;13002.25
0;002;2;7;1478;0;118.03;245.57;258.22;363.6
0;002;3;77;124519;0;236.06;612.31;1838.01;5961.48
0;002;4;108;355866;118.03;483.2;1478.17;4563.17;12345.33
0;003;1;287;775304;0;1056.12;1601.61;3191.6;9268.81
0;003;2;381;1349146;269.84;1343.39;2293.64;4012.74;12040.48
0;003;3;159;1087660;730.44;2383.16;4839.69;8027.74;21215.62
0;003;4;94;1381084;1214.28;4440.74;9425.83;18077.56;44609.34
0;004;1;11;16852;0;0;236.06;3394.16;7785.07
0;004;2;46;35868;0;0;118.03;655.54;4248.66
0;004;3;227;254469;0;0;354.09;1062.37;4359.13
0;004;4;1145;2570553;0;236.06;838.96;2396.82;9092.95
0;005;1;2;118;0;0;59.01;118.03;118.03
0;005;2;11;1098;0;0;0;0;590.15
0;005;3;69;12044;0;0;0;236.06;944.24
0;005;4;252;232453;0;0;236.06;826.21;4235.94
0;006;2;1;0;0;0;0;0;0
0;006;3;7;2109;0;0;236.06;472.12;1035.95
0;006;4;2;1222;387.33;387.33;610.81;834.29;834.29
0;020;1;283;11227;0;0;0;0;236.06
0;020;2;102;7854;0;0;0;0;540.03
0;020;3;253;64065;0;0;0;236.06;1214.28
0;020;4;187;61675;0;0;0;366.84;1404.96
0;021;1;1177;16482;0;0;0;0;0
0;021;2;1768;55285;0;0;0;0;216.63
0;021;3;1130;75853;0;0;0;0;366.84
0;021;4;601;121098;0;0;0;183.42;1137.3
0;022;1;241;300;0;0;0;0;0
0;022;2;234;1469;0;0;0;0;0
0;022;3;82;2264;0;0;0;0;216.63
0;022;4;24;1524;0;0;0;0;472.22
0;023;1;844;3966;0;0;0;0;0
0;023;2;459;15165;0;0;0;0;157.99
0;023;3;146;16131;0;0;0;36.44;585.3
0;023;4;36;9925;0;0;0;251.99;1221.62
0;024;1;2111;8049;0;0;0;0;0
0;024;2;1560;16137;0;0;0;0;0
0;024;3;1142;37937;0;0;0;0;183.42
0;024;4;216;28873;0;0;0;42.82;781.06
0;026;1;2036;3849;0;0;0;0;0
0;026;2;755;6823;0;0;0;0;0
0;026;3;294;21549;0;0;0;36.44;354.09
0;026;4;67;20059;0;0;117.06;354.09;1298.33
0;040;1;124;1786;0;0;0;0;18.22
0;040;2;181;3117;0;0;0;0;36.44
0;040;3;99;3284;0;0;0;0;234.12
0;040;4;16;4015;0;0;0;36.44;2891.25
0;041;1;340;5294;0;0;0;0;36.44
0;041;2;1111;29206;0;0;0;0;216.63
0;041;3;1195;62521;0;0;0;0;236.06
