vrai_hop;rdrg;SI;N;moy_gemid
0;096;1;761;0.5
0;096;2;188;0
0;096;3;17;18.83
0;096;4;1;0
0;097;1;10384;0.02
0;097;2;831;0.4
0;097;3;67;0.54
0;097;4;5;0
0;098;1;12488;7.26
0;098;2;1790;28.52
0;098;3;129;24.45
0;098;4;22;95.61
0;110;1;474;9.39
0;110;2;771;12.56
0;110;3;508;46.73
0;110;4;95;33.39
0;111;1;1720;0.36
0;111;2;1382;0.78
0;111;3;291;0.02
0;111;4;11;2.59
0;112;1;653;3.38
0;112;2;306;4.68
0;112;3;127;4.63
0;112;4;12;0
0;113;1;6270;1.4
0;113;2;4258;4.89
0;113;3;684;0.86
0;113;4;69;0
0;114;1;4082;0.26
0;114;2;914;0.14
0;114;3;222;3.95
0;114;4;42;15.49
0;115;1;2109;0.12
0;115;2;1632;0.11
0;115;3;184;1.48
0;115;4;32;2.32
0;120;1;235;346.31
0;120;2;654;373.63
0;120;3;365;403.49
0;120;4;248;575.06
0;121;1;1036;104.49
0;121;2;1653;135.25
0;121;3;824;187.91
0;121;4;401;315.32
0;122;1;146;18.31
0;122;2;170;112.82
0;122;3;126;168.5
0;122;4;132;208.93
0;130;1;14;0
0;130;2;70;7.21
0;130;3;309;22.3
0;130;4;1113;45.86
0;131;1;57;0
0;131;2;159;4.83
0;131;3;277;5.94
0;131;4;97;14.63
0;132;1;13;0
0;132;2;14;0
0;132;3;21;0
0;132;4;7;0
0;133;1;711;9.69
0;133;2;828;2.96
0;133;3;1430;8.91
0;133;4;524;26.23
0;134;1;587;0.61
0;134;2;1869;1.28
0;134;3;1475;2.39
0;134;4;468;26.83
0;135;1;546;0
0;135;2;563;2.61
0;135;3;297;6.63
0;135;4;81;16.93
0;136;1;867;8.62
0;136;2;4367;11.94
0;136;3;3673;23.2
0;136;4;497;26.19
0;137;1;653;1.05
0;137;2;1702;2.87
0;137;3;2124;6.84
0;137;4;1553;10.72
0;138;1;172;0
0;138;2;89;1.21
0;138;3;49;0
0;138;4;11;0
0;139;1;7768;0.58
0;139;2;9096;1.66
0;139;3;7169;2.09
0;139;4;2777;10.54
0;140;1;4169;0.53
0;140;2;9107;1.36
0;140;3;8210;2.63
0;140;4;2627;12.59
0;141;1;6571;0.19
0;141;2;3703;0.09
0;141;3;1364;0.84
0;141;4;177;5.22
0;142;1;171;18.54
0;142;2;544;2.88
0;142;3;343;3.19
0;142;4;126;17.25
0;143;1;802;38.06
0;143;2;1220;28.93
0;143;3;629;28.72
0;143;4;188;76.12
0;144;1;9781;0.46
0;144;2;8311;2.62
0;144;3;3865;3.47
0;144;4;805;16.13
0;160;1;5;1106.24
0;160;2;14;1310.48
0;160;3;38;1757.21
0;160;4;52;2510.77
0;161;1;159;4050.91
0;161;2;174;4213.09
0;161;3;205;4640.63
0;161;4;51;3281.08
0;162;1;25;3650.57
0;162;2;80;4066.28
0;162;3;339;4063.23
0;162;4;247;4961.94
0;163;1;205;2881.71
0;163;2;499;4349.2
0;163;3;1089;4304.29
0;163;4;679;4383.25
0;164;2;2;1606.18
0;165;1;35;1336.45
0;165;2;594;1253.73
0;165;3;1526;1466.35
0;165;4;684;2032.16
0;166;1;254;1192.34
0;166;2;2207;1213.12
0;166;3;1735;1359.75
0;166;4;601;1625.92
0;167;1;265;2681.58
0;167;2;207;2617.34
0;167;3;144;1846.58
0;167;4;61;3811.26
0;168;1;521;1029.83
0;168;2;1200;1177.96
0;168;3;730;1332.39
0;168;4;584;1821.03
0;169;1;133;1622.75
0;169;2;279;1400.15
0;169;3;226;1160
0;169;4;166;1066.82
0;170;1;24;4457.15
0;170;2;117;5120.68
0;170;3;119;5551.61
0;170;4;51;5133.89
0;171;1;1517;5114.91
0;171;2;2251;5297.5
0;171;3;982;5224.93
0;171;4;198;5340.69
0;172;1;93;49.71
0;172;2;233;145.94
0;172;3;336;297.2
0;172;4;180;485.22
0;173;1;5317;916.47
0;173;2;5444;925.6
0;173;3;2279;893.64
0;173;4;530;1161.86
0;174;1;1148;2041.56
0;174;2;1545;2047.34
0;174;3;512;2039.91
0;174;4;285;2403.49
0;175;1;9200;1327.28
0;175;2;6763;1862.11
0;175;3;1595;1728.55
0;175;4;305;1997.98
0;176;1;869;4064.12
0;176;2;761;4113.61
0;176;3;251;3876.19
0;176;4;31;4664.08
0;177;1;392;3099.26
0;177;2;349;2475.52
0;177;3;140;1713.85
0;177;4;22;1251.61
0;178;1;95;113.25
0;178;2;255;13.61
0;178;3;180;32.14
0;178;4;30;10.91
0;179;1;12041;1.31
0;179;2;711;29.08
0;179;3;38;119.33
0;179;4;7;252.09
0;180;1;261;14.77
0;180;2;354;36.1
0;180;3;181;47.15
0;180;4;134;85.4
0;190;1;2031;169.8
0;190;2;5386;153.47
0;190;3;2275;92.03
0;190;4;1498;80.25
0;191;1;3130;61.92
0;191;2;2348;60.18
0;191;3;1830;82.5
0;191;4;309;108.27
0;192;1;12103;57.67
0;192;2;9152;62.46
0;192;3;1032;63.68
0;192;4;79;225.14
0;193;1;11;29.7
0;193;2;52;14.6
0;193;3;87;8.18
0;193;4;64;6.56
0;194;1;1397;10.85
0;194;2;7199;5.82
0;194;3;6457;7.48
0;194;4;1596;26.17
0;195;1;416;1.49
0;195;2;387;0.07
0;195;3;405;5.97
0;195;4;62;45.31
0;196;1;207;2.56
0;196;2;315;6.53
0;196;3;370;8.69
0;196;4;336;29.3
0;197;1;2882;39.01
0;197;2;3800;31.19
0;197;3;1959;39.55
0;197;4;253;33.07
0;198;1;1602;225.65
0;198;2;2252;144.52
0;198;3;744;57.9
0;198;4;119;36.38
0;199;1;1005;0.16
0;199;2;1712;1.95
0;199;3;593;0.51
0;199;4;47;31.74
0;200;1;230;23.75
0;200;2;641;11.92
0;200;3;457;22.75
0;200;4;60;14.43
0;201;1;5453;3.64
0;201;2;7961;8.78
0;201;3;3396;15.56
0;201;4;634;19.63
0;202;1;2738;91.46
0;202;2;3187;69.44
0;202;3;907;45.65
0;202;4;111;64.87
0;203;1;2569;6.27
0;203;2;2059;0.96
0;203;3;303;8.01
0;203;4;13;0
0;204;1;3205;0.1
0;204;2;3507;2.21
0;204;3;971;1.13
0;204;4;88;7.12
0;205;1;112;4.32
0;205;2;336;10.29
0;205;3;286;11.31
0;205;4;59;12.53
0;206;1;159;74.14
0;206;2;350;60.83
0;206;3;265;38.2
0;206;4;97;70.73
0;207;1;2084;36.05
0;207;2;1712;41.66
0;207;3;752;53.15
0;207;4;231;30.63
0;220;1;2417;267.64
0;220;2;874;219.42
0;220;3;1248;386.07
0;220;4;675;447.21
0;221;1;2185;331.5
0;221;2;4532;317.1
0;221;3;4166;325.85
0;221;4;1860;343.18
0;222;1;339;9.69
0;222;2;183;16.99
0;222;3;110;72.63
0;222;4;32;42.58
0;223;1;535;101.27
0;223;2;502;119.86
0;223;3;241;132.46
0;223;4;90;144.98
0;224;1;951;59.08
0;224;2;533;48.81
0;224;3;254;52.8
0;224;4;83;62.92
0;225;1;9026;116.98
0;225;2;3975;109.42
0;225;3;381;114.89
0;225;4;91;102.64
0;226;1;8859;2.12
0;226;2;1324;14.17
0;226;3;218;24.89
0;226;4;49;66.27
0;227;1;5813;68.4
0;227;2;2231;83.34
0;227;3;359;107.21
0;227;4;68;117.76
0;228;1;15426;164.47
0;228;2;3499;135.66
0;228;3;375;120.63
0;228;4;65;132.95
0;229;1;855;31.67
0;229;2;712;58.81
0;229;3;441;71.3
0;229;4;290;104.16
0;240;1;1186;14.85
0;240;2;3173;21.83
0;240;3;2287;35.51
0;240;4;421;27.49
0;241;1;2599;0.41
0;241;2;4500;2.18
0;241;3;1988;3.48
0;241;4;528;11.5
0;242;1;178;0
0;242;2;342;3.7
0;242;3;247;6.82
0;242;4;82;22.23
0;243;1;4354;0.15
0;243;2;3958;0.59
0;243;3;1116;0.44
0;243;4;361;7.2
0;244;1;2665;0.29
0;244;2;2831;4.36
0;244;3;959;1.7
0;244;4;335;3.74
0;245;1;1226;0.11
0;245;2;1106;2.11
0;245;3;354;1.23
0;245;4;228;5.62
0;246;1;229;0.28
0;246;2;397;1.41
0;246;3;266;2.71
0;246;4;181;4.94
0;247;1;2270;0.26
0;247;2;2521;0.93
0;247;3;1189;3.81
0;247;4;575;7.65
0;248;1;171;1.12
0;248;2;172;9.85
0;248;3;135;12.67
0;248;4;64;15.49
0;249;1;17417;0.07
0;249;2;8356;0.29
0;249;3;2099;2.42
0;249;4;745;3.41
0;250;1;13311;0.32
0;250;2;8808;2.05
0;250;3;2814;4.61
0;250;4;1280;12.32
0;260;1;213;55.81
0;260;2;508;113.21
0;260;3;396;194.07
0;260;4;404;211.98
0;261;1;140;89.27
0;261;2;323;142.66
0;261;3;207;145.31
0;261;4;156;168.4
0;262;1;353;92.93
0;262;2;417;68.39
0;262;3;169;58.13
0;262;4;152;115.51
0;263;1;9335;281.47
0;263;2;4982;257.11
0;263;3;948;193.46
0;263;4;160;215.93
0;264;1;301;66.36
0;264;2;319;100.09
0;264;3;254;95.04
0;264;4;191;129.11
0;280;1;353;5.17
0;280;2;1467;5.39
0;280;3;1640;6.85
0;280;4;612;20.66
0;281;1;549;20.48
0;281;2;2015;40.7
0;281;3;1654;49.35
0;281;4;294;45.26
0;282;1;1493;15.53
0;282;2;2096;32.44
0;282;3;769;27.25
0;282;4;556;39.94
0;283;1;1456;3.56
0;283;2;1507;6.56
0;283;3;926;11.07
0;283;4;276;30.16
0;284;1;2134;44.51
0;284;2;2992;58.35
0;284;3;1274;61.91
0;284;4;447;74.68
0;300;1;27;2372.13
0;300;2;59;1941.23
0;300;3;112;2035.76
0;300;4;19;1785.84
0;301;1;924;1403.76
0;301;2;2099;1441.01
0;301;3;2296;1466.09
0;301;4;415;1484.41
0;302;1;13629;1883.35
0;302;2;9868;1870.63
0;302;3;2462;1753.26
0;302;4;284;2027.38
0;303;1;91;4925.08
0;303;2;51;4806.31
0;303;3;26;5639.46
0;303;4;11;4346.19
0;304;1;3485;2643.33
0;304;2;884;2763.05
0;304;3;358;3151.46
0;304;4;26;3864.04
0;305;1;29;22.51
0;305;2;56;34.76
0;305;3;51;105.02
0;305;4;29;146.28
0;306;1;699;504.76
0;306;2;314;501.96
0;306;3;79;499.01
0;306;4;18;1964.38
0;307;1;213;179.43
0;307;2;43;105.2
0;307;3;15;249.94
0;307;4;6;354.86
0;308;1;2749;342.7
0;308;2;3566;348.89
0;308;3;2213;393.98
0;308;4;523;494.7
0;309;1;947;144.27
0;309;2;538;266.67
0;309;3;294;547.55
0;309;4;57;502.08
0;310;1;12039;145.71
0;310;2;4517;630.29
0;310;3;575;462.93
0;310;4;70;660.49
0;311;1;60;2.21
0;311;2;8;14.07
0;311;3;1;0
0;311;4;1;0
0;312;1;356;24.8
0;312;2;286;60.82
0;312;3;126;123.56
0;312;4;36;332.9
0;313;1;21604;49.63
0;313;2;4296;99.7
0;313;3;621;178.54
0;313;4;87;251.23
0;314;1;8292;36.21
0;314;2;1636;40.91
0;314;3;211;153.17
0;314;4;20;101.22
0;315;1;17700;31.13
0;315;2;5679;106.7
0;315;3;485;107.22
0;315;4;103;241.91
0;316;1;5656;28.39
0;316;2;682;44.47
0;316;3;60;36.69
0;316;4;10;17.58
0;317;1;6896;7.04
0;317;2;798;36.5
0;317;3;105;153.27
0;317;4;27;198.88
0;318;1;4548;5.56
0;318;2;736;10.12
0;318;3;74;5.48
0;318;4;12;34.29
0;319;1;3211;9.48
0;319;2;502;23.07
0;319;3;87;12.59
0;319;4;14;85.56
0;320;1;4578;64.67
0;320;2;887;532.85
0;320;3;219;232.08
0;320;4;57;323.29
0;340;1;443;5.04
0;340;2;492;1.01
0;340;3;171;7.67
0;340;4;49;7
0;341;1;899;0.03
0;341;2;1172;0.59
0;341;3;771;1.42
0;341;4;105;3.43
0;342;1;7688;0.19
0;342;2;1971;0.5
0;342;3;581;1.71
0;342;4;98;4.71
0;343;1;1115;4.88
0;343;2;2594;8.01
0;343;3;1828;13.32
0;343;4;291;21.23
0;344;1;93;7.37
0;344;2;233;1.98
0;344;3;78;0.73
0;344;4;22;10.23
0;345;1;95;0
0;345;2;154;0
0;345;3;58;6.56
0;345;4;22;27.99
0;346;1;1504;2.88
0;346;2;1143;2.89
0;346;3;332;4.07
0;346;4;84;19.71
0;347;1;13172;3.4
0;347;2;5060;2.29
0;347;3;1051;0.93
0;347;4;133;16.38
0;348;1;1879;0
0;348;2;2090;1.42
0;348;3;699;2.76
0;348;4;58;24.57
0;349;1;947;0.34
0;349;2;694;0.19
0;349;3;158;2.84
0;349;4;19;11.96
0;350;1;1722;0.17
0;350;2;1028;3.37
0;350;3;262;1.94
0;350;4;32;10.45
0;351;1;2200;1.12
0;351;2;1028;2.49
0;351;3;360;2.04
0;351;4;55;18.11
0;360;1;289;3.08
0;360;2;518;25.78
0;360;3;266;64.32
0;360;4;94;59.93
0;361;1;2683;21.76
0;361;2;771;18.85
0;361;3;128;29.76
0;361;4;29;116.74
0;362;1;3368;25.94
0;362;2;2303;24.42
0;362;3;144;30.79
0;362;4;17;42.15
0;363;1;8740;14.97
0;363;2;4054;20.24
0;363;3;115;189.89
0;363;4;15;44.07
0;364;1;6306;7.66
0;364;2;1288;56.06
0;364;3;342;130.26
0;364;4;70;139.18
0;380;1;189;0
0;380;2;715;1.04
0;380;3;605;2.12
0;380;4;175;8.72
0;381;1;589;0
0;381;2;573;0.2
0;381;3;249;1.92
0;381;4;26;8.7
0;382;1;219;3.5
0;382;2;680;3.27
0;382;3;483;8
0;382;4;72;7.36
0;383;1;4057;0.2
0;383;2;2366;1.83
0;383;3;827;2.31
0;383;4;183;8.94
0;384;1;3950;0
0;384;2;1647;0.28
0;384;3;593;0.67
0;384;4;98;4.95
0;385;1;1972;1.43
0;385;2;1051;0.29
0;385;3;257;0.2
0;385;4;31;5.5
0;400;1;76;121.62
0;400;2;14;0
0;400;3;91;218.47
0;400;4;34;633.81
0;401;1;177;26.94
0;401;2;107;34.17
0;401;3;47;54.99
0;401;4;13;65.62
0;402;1;124;1.5
0;402;2;81;35.91
0;402;3;49;87.59
0;402;4;22;162.9
0;403;1;5273;57.9
0;403;2;981;163.15
0;403;3;113;138.55
0;403;4;33;259
0;404;1;3994;0.97
0;404;2;1735;0.9
0;404;3;134;8.27
0;404;4;16;50.74
0;405;1;680;148.64
0;405;2;264;233.4
0;405;3;300;431.62
0;405;4;142;446.87
0;420;1;4782;0.87
0;420;2;2958;0.47
0;420;3;1507;1.59
0;420;4;320;8.2
0;421;1;914;0
0;421;2;2705;0.13
0;421;3;788;1.54
0;421;4;139;14.87
0;422;1;2640;0.01
0;422;2;3047;0.84
0;422;3;1744;1.91
0;422;4;825;4.32
0;423;1;157;2.11
0;423;2;201;1.63
0;423;3;55;11.83
0;423;4;17;19.92
0;424;1;924;0
0;424;2;1399;3.02
0;424;3;617;5.26
0;424;4;72;16.29
0;440;1;29;0
0;440;2;123;5.81
0;440;3;113;22.19
0;440;4;29;111.11
0;441;1;129;1770.67
0;441;2;269;101.75
0;441;3;468;63.92
0;441;4;107;215.97
0;442;1;481;21.99
0;442;2;559;27.38
0;442;3;290;62.55
0;442;4;170;135.98
0;443;1;1446;36.64
0;443;2;979;45.17
0;443;3;331;103.25
0;443;4;150;145.88
0;444;1;58;162.53
0;444;2;84;142.66
0;444;3;9;24.19
0;445;1;1192;182.24
0;445;2;452;130.03
0;445;3;150;90.79
0;445;4;44;43.67
0;446;1;7967;2.22
0;446;2;4635;6.34
0;446;3;699;19.75
0;446;4;88;78.42
0;447;1;502;608.86
0;447;2;717;434.43
0;447;3;331;306.93
0;447;4;72;352.34
0;460;1;268;8.9
0;460;2;1289;8.33
0;460;3;1342;7.91
0;460;4;419;20.99
0;461;1;242;12.02
0;461;2;594;13.97
0;461;3;474;24.29
0;461;4;89;32.86
0;462;1;244;0.42
0;462;2;284;1.09
0;462;3;139;20.32
0;462;4;17;22.18
0;463;1;5033;0.25
0;463;2;4851;0.74
0;463;3;2123;1.71
0;463;4;382;7.34
0;464;1;1450;0.35
0;464;2;920;1.44
0;464;3;63;1.04
0;464;4;4;0
0;465;1;6671;0.78
0;465;2;3165;1.61
0;465;3;387;4.3
0;465;4;40;136.87
0;466;1;145;3.2
0;466;2;517;4.72
0;466;3;286;4.78
0;466;4;45;14.44
0;467;1;1216;0.31
0;467;2;1025;0.83
0;467;3;297;6.28
0;467;4;36;4.96
0;468;1;1539;8.02
0;468;2;2090;10.94
0;468;3;590;11.37
0;468;4;55;16.93
0;480;1;2633;6.29
0;480;2;1441;8.58
0;480;3;211;35.61
0;480;4;44;46.26
0;481;1;1102;7.7
0;481;2;137;554.73
0;481;3;30;1.25
0;481;4;6;6.2
0;482;1;5187;1.07
0;482;2;3206;7.87
0;482;3;646;12.49
0;482;4;106;27.81
0;483;1;3964;14.01
0;483;2;603;25.58
0;483;3;57;23.29
0;483;4;10;228.03
0;484;1;1539;0.99
0;484;2;601;5.22
0;484;3;253;7.74
0;484;4;21;23.45
0;500;1;293;3.85
0;500;2;719;9.85
0;500;3;356;9.58
0;500;4;54;5.71
0;501;1;1435;1.38
0;501;2;930;0.75
0;501;3;267;0.78
0;501;4;39;65.78
0;510;1;1040;44.72
0;510;2;771;38.68
0;510;3;126;72.7
0;510;4;134;132.82
0;511;1;168;72.75
0;511;2;248;116.15
0;511;3;94;119.14
0;511;4;25;246.22
0;512;1;484;78.15
0;512;2;244;102.18
0;512;3;32;90.38
0;512;4;13;224.37
0;513;1;19648;90.19
0;513;2;4678;85.51
0;513;3;323;79.24
0;513;4;65;144.14
0;514;1;5555;258.59
0;514;2;1152;283.54
0;514;3;117;226.1
0;514;4;20;242.44
0;515;1;1810;12.72
0;515;2;361;30.6
0;515;3;41;47.84
0;515;4;4;25.49
0;516;1;2680;21.11
0;516;2;398;42.24
0;516;3;56;70.46
0;516;4;4;101.21
0;517;1;2618;4.56
0;517;2;619;6.17
0;517;3;77;34.93
0;517;4;15;153.9
0;518;1;626;48.16
0;518;2;272;83.77
0;518;3;65;90.72
0;518;4;26;97.15
0;530;1;200;11.58
0;530;2;512;17.4
0;530;3;482;31.75
0;530;4;110;37.11
0;531;1;615;0
0;531;2;281;0
0;531;3;35;9.44
0;532;1;1464;13.53
0;532;2;550;13.2
0;532;3;86;4.46
0;532;4;5;50.7
0;540;1;9069;0.18
0;540;2;6872;0.46
0;540;3;2397;0.52
0;540;4;119;26.97
0;541;1;234;2.07
0;541;2;216;0
0;541;3;68;0
0;541;4;3;30.25
0;542;1;93;2.61
0;542;2;136;4.56
0;542;3;59;0
0;542;4;7;58.84
0;543;1;206;31.86
0;543;2;109;6.32
0;543;3;30;4.13
0;543;4;5;0
0;544;1;2603;1.7
0;544;2;466;12.64
0;544;3;36;0
0;544;4;1;0
0;560;1;52186;0.01
0;560;2;25484;0.04
0;560;3;4696;0.26
0;560;4;40;7.69
0;561;1;405;0
0;561;2;289;0
0;561;3;67;0
0;561;4;6;18.93
0;562;1;986;155.38
0;562;2;290;152.32
0;562;3;30;105.17
0;562;4;6;121.35
0;563;1;5001;0
0;563;2;1158;1.24
0;563;3;289;0
0;563;4;3;0
0;564;1;745;0
0;564;2;173;0
0;564;3;21;0
0;565;1;932;0
0;565;2;70;0
0;565;3;6;0
0;565;4;1;0
0;566;1;3950;0.05
0;566;2;3671;0.1
0;566;3;760;0
0;566;4;7;8.12
0;580;1;77;0
0;580;2;75;2.27
0;580;3;39;4.35
0;580;4;2;1118.15
0;581;1;19;0
0;581;2;11;0
0;581;3;7;0
0;581;4;3;0
0;583;4;2;1907.66
0;590;4;14;91.48
0;591;1;1;0
0;591;2;2;154.92
0;591;3;9;55.65
0;591;4;33;13.04
0;592;4;19;165.42
0;593;1;9;0
0;593;2;12;9.47
0;593;3;26;7.65
0;593;4;55;11.71
0;600;2;2;0
0;600;3;1;612.46
0;600;4;19;228.93
0;601;1;1;0
0;601;2;17;0
0;601;3;27;4.21
0;601;4;37;16.56
0;602;1;11;2.59
0;602;2;27;0
0;602;3;49;3.49
0;602;4;62;14.12
0;603;1;49;1.16
0;603;2;71;1.2
0;603;3;45;0
0;603;4;21;21.68
0;610;2;3;8.19
0;610;3;4;617.38
0;610;4;11;91.2
0;611;1;15;0
0;611;2;19;0
0;611;3;32;4.75
0;611;4;19;8.81
0;612;1;19;3
0;612;2;40;7.77
0;612;3;53;4.3
0;612;4;40;9.74
0;613;1;10;0
0;613;2;27;0
0;613;3;14;0
0;613;4;9;0
0;614;1;156;0.55
0;614;2;88;1.62
0;614;3;37;0
0;614;4;11;5.18
0;620;1;1;0
0;620;2;4;14.2
0;620;3;5;145.37
0;620;4;13;143.5
0;621;1;26;56.26
0;621;2;33;0
0;621;3;33;0
0;621;4;19;34.23
0;622;1;29;0
0;622;2;44;1.02
0;622;3;32;7.82
0;622;4;17;6.68
0;623;1;32;0
0;623;2;21;0
0;623;3;17;3.34
0;623;4;14;4.06
0;624;1;96;0
0;624;2;87;0
0;624;3;24;0
0;624;4;4;14.25
0;625;1;53;0
0;625;2;40;2.85
0;625;3;16;0
0;625;4;4;28.4
0;626;1;112;0
0;626;2;79;0
0;626;3;77;0
0;630;2;4;308.65
0;630;3;13;769.68
0;630;4;60;956.44
0;631;1;9;44.61
0;631;2;33;53.53
0;631;3;22;131.73
0;631;4;33;124.29
0;632;1;157;0.37
0;632;2;26;23.78
0;632;3;17;6.08
0;632;4;11;245.86
0;633;1;91;5.15
0;633;2;136;0
0;633;3;96;5.2
0;633;4;59;30.48
0;634;1;54;1.04
0;634;2;72;3.54
0;634;3;71;4
0;634;4;39;16.64
0;635;1;16;0
0;635;2;19;0
0;635;3;18;6.32
0;635;4;11;7.78
0;636;1;102;0
0;636;2;130;0.34
0;636;3;61;3.32
0;636;4;26;24.63
0;637;1;700;0
0;637;2;351;1.02
0;637;3;147;1.86
0;637;4;9;0
0;638;1;1122;0.05
0;638;2;344;0.62
0;638;3;35;0
0;638;4;6;9.47
0;639;1;84;0
0;639;2;97;0
0;639;3;56;3.72
0;639;4;9;0
0;640;1;125;0
0;640;2;189;0.05
0;640;3;74;0
0;650;1;94;239.66
0;650;2;79;232.63
0;650;3;53;192.9
0;650;4;36;147.14
0;651;1;543;6.85
0;651;2;111;36.24
0;651;3;60;96.18
0;651;4;16;181.93
0;660;1;146;0
0;660;2;624;7.91
0;660;3;607;14.4
0;660;4;98;13.11
0;661;1;740;0.08
0;661;2;375;10.58
0;661;3;293;3
0;661;4;62;20.09
0;662;1;95;6.92
0;662;2;82;1.95
0;662;3;38;0
0;662;4;5;0
0;663;1;1322;1.1
0;663;2;3056;1.92
0;663;3;2977;3.56
0;663;4;401;12.12
0;664;1;880;1.53
0;664;2;450;4.71
0;664;3;311;5.17
0;664;4;51;29.77
0;680;1;157;72.58
0;680;2;100;179.43
0;680;3;67;266.15
0;680;4;92;284.13
0;681;1;382;47.83
0;681;2;288;70.48
0;681;3;220;201.67
0;681;4;120;267.93
0;682;1;427;19.73
0;682;2;334;54.28
0;682;3;89;132.75
0;682;4;79;204.46
0;683;1;558;52.96
0;683;2;358;97.88
0;683;3;138;225.34
0;683;4;50;193.17
0;690;1;269;23.21
0;690;2;241;25.6
0;690;3;351;31.48
0;690;4;408;33.77
0;691;1;1166;31.43
0;691;2;1471;19
0;691;3;1010;14.67
0;691;4;542;27.72
0;692;1;349;5.52
0;692;2;229;5.51
0;692;3;85;12.59
0;692;4;38;9.61
0;693;1;15151;18.08
0;693;2;7761;18.15
0;693;3;1908;21.49
0;693;4;470;27.11
0;694;1;380;18.24
