vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107b;1;5.7;5.7;5.7;5.7;5.7;5.7
0;001;1;B-108b;1;3.1;3.1;3.1;3.1;3.1;3.1
0;001;1;B-110;3;3.6;0.8;0.8;1.2;1.6;1.6
0;001;1;B-125p;1;4;4;4;4;4;4
0;001;2;B-107a;14;57.3;2.3;3.4;3.9;4.6;7
0;001;2;B-107b;3;17.7;2.3;2.3;4.3;11.1;11.1
0;001;2;B-108b;8;49.7;1.1;2.6;5;10.4;12.6
0;001;2;B-110;16;14.8;0.4;0.4;0.8;1.2;2.4
0;001;2;B-111;11;25.3;0.3;1;2;3;7.3
0;001;2;B-112ap;15;73;2.7;3;4;5;10
0;001;2;B-112b;1;5.6;5.6;5.6;5.6;5.6;5.6
0;001;2;B-114;1;7;7;7;7;7;7
0;001;2;B-115;1;0.8;0.8;0.8;0.8;0.8;0.8
0;001;2;B-116p;6;9.3;0.3;0.3;1.3;3;3
0;001;2;B-118;2;16.5;5;5;8.3;11.5;11.5
0;001;2;B-119b;2;0.9;0.3;0.3;0.5;0.6;0.6
0;001;2;B-123;1;1;1;1;1;1;1
0;001;2;B-124p;3;6.5;0.8;0.8;1.3;4.5;4.5
0;001;2;B-125o;6;33.5;1;5;6.3;7;8
0;001;2;B-125p;1;9;9;9;9;9;9
0;001;2;B-131;25;122.5;1.5;3;4.5;7;9
0;001;2;B-132;3;2.7;0.7;0.7;1;1;1
0;001;2;B-134o;13;390.5;4;16;28;35;75
0;001;2;B-134p;6;21;1;2;3;6;6
0;001;2;B-259;1;2.5;2.5;2.5;2.5;2.5;2.5
0;001;3;B-106;2;14.3;1.3;1.3;7.1;13;13
0;001;3;B-107a;34;127.6;0.5;2;2.9;4;12
0;001;3;B-107b;12;81.4;0.3;0.7;4.1;9.1;23.1
0;001;3;B-108b;30;212;0.9;2.6;5.1;10.9;17.1
0;001;3;B-109;2;7.5;2;2;3.8;5.5;5.5
0;001;3;B-110;37;36.4;0.4;0.4;0.8;1.2;3.2
0;001;3;B-111;35;100.7;0.7;1.3;3;4.3;5.7
0;001;3;B-112ap;33;125;0.7;2.7;3.3;5;8
0;001;3;B-112b;11;25.6;0.4;0.4;2.4;4;6.4
0;001;3;B-114;6;104.7;1.3;2;9.3;26.7;56
0;001;3;B-115;1;4.4;4.4;4.4;4.4;4.4;4.4
0;001;3;B-116p;23;37.5;0.7;1;1.3;2;4.7
0;001;3;B-119a;2;1.6;0.4;0.4;0.8;1.2;1.2
0;001;3;B-119b;4;24.9;0.3;0.5;4.9;11.9;14.7
0;001;3;B-121;5;10;0.7;1.3;1.3;2;4.7
0;001;3;B-123;2;2;1;1;1;1;1
0;001;3;B-124p;17;161;0.5;2.3;3.3;8.8;70.8
0;001;3;B-125o;12;92.5;0.5;2;3;7;44
0;001;3;B-125p;10;39.5;1;2;3.8;6.5;7
0;001;3;B-126b;1;6.5;6.5;6.5;6.5;6.5;6.5
0;001;3;B-131;38;182;0.5;2.5;5;7;9
0;001;3;B-132;16;52.7;0.3;0.3;1;3.5;18.3
0;001;3;B-134o;52;2113.5;4;8.5;22.8;67.5;97.5
0;001;3;B-134p;30;204;1;1;2;6;23
0;001;4;B-105;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;4;B-106;12;143.5;0.3;2.1;7.8;20.5;41.5
0;001;4;B-107a;66;466.3;0.9;3.1;4;7.6;20.8
0;001;4;B-107b;34;202.6;0.3;0.9;3.4;10.3;20
0;001;4;B-108b;60;520.9;0.4;1.7;5.1;13.7;24
0;001;4;B-109;15;98;1;3.5;6.5;9.5;15
0;001;4;B-110;47;78;0.4;0.4;0.8;1.6;3.6
0;001;4;B-111;42;141.8;0.3;0.7;2.2;4;9.8
0;001;4;B-112ap;63;367.7;1;3;4;7;17
0;001;4;B-112b;32;375.6;0.4;2;4;6.8;87.6
0;001;4;B-112c;3;46;4;4;13;29;29
0;001;4;B-114;44;660.3;1.3;3.8;12.2;18.8;38.3
0;001;4;B-115;3;60.8;16;16;18;26.8;26.8
0;001;4;B-116o;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;4;B-116p;45;229.3;0.7;1.2;2;4;12
0;001;4;B-118;5;159;8;10;11;41;89
0;001;4;B-119a;15;174.6;0.4;0.8;1.6;6;112.4
0;001;4;B-119b;4;61.7;0.6;4.3;12;26.6;37.1
0;001;4;B-120;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;4;B-121;16;162;0.7;1.7;2.7;12;55.3
0;001;4;B-124p;67;628;0.5;2.3;5.5;11.3;33
0;001;4;B-125o;32;477;1;4;9;20;47.5
0;001;4;B-125p;29;285;0.5;3;6;10;34
0;001;4;B-126b;10;81.5;0.5;3;5.5;13;22
0;001;4;B-127;2;28.1;3.1;3.1;14.1;25;25
0;001;4;B-131;63;657;1.5;4.5;7.5;12;30.5
0;001;4;B-132;33;263;0.3;1;4;14.7;24.7
