vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;3;79.16;11.2;11.2;16.72;51.24;51.24
0;-p;001;1;B;3;4599.76;149.08;149.08;351.6;4099.08;4099.08
0;-p;001;1;C;3;90.76;2.16;2.16;5.44;83.16;83.16
0;-p;001;1;D;1;3.36;3.36;3.36;3.36;3.36;3.36
0;-p;001;1;H;3;160.27;52.6;52.6;52.88;54.79;54.79
0;-p;001;1;J;3;23234.29;16;16;604.69;22613.6;22613.6
0;-p;001;1;L;3;6069.43;2006.89;2006.89;2009.4;2053.14;2053.14
0;-p;001;1;M;3;47.44;11.4;11.4;17.92;18.12;18.12
0;-p;001;1;N;3;259.08;65.56;65.56;76.8;116.72;116.72
0;-p;001;1;R;1;5.44;5.44;5.44;5.44;5.44;5.44
0;-p;001;1;V;1;29.68;29.68;29.68;29.68;29.68;29.68
0;-p;001;2;A;52;1271.74;6.2;14.1;21.64;31.64;56.5
0;-p;001;2;B;52;41639.24;98.56;163.3;431.87;1125.14;2695.08
0;-p;001;2;C;48;446.36;0.44;1.82;3.48;6.66;43.92
0;-p;001;2;D;7;16.56;1.68;1.68;1.68;3.32;4.84
0;-p;001;2;H;52;1796.75;7.72;16.18;36.76;47.86;60.96
0;-p;001;2;J;52;64697.71;16;109.74;231.62;601.53;8535.47
0;-p;001;2;L;52;63038.54;55.9;108.88;1427.38;2024.09;2787.11
0;-p;001;2;M;51;688.6;5.68;9.76;11.4;17.08;31.32
0;-p;001;2;N;52;4677.56;7.4;33.32;79;109.02;165.32
0;-p;001;2;P;3;20.36;0.68;0.68;9.84;9.84;9.84
0;-p;001;2;R;20;138.13;0.14;0.76;5.44;10.48;28.28
0;-p;001;2;S;2;2.96;1.32;1.32;1.48;1.64;1.64
0;-p;001;2;V;22;1527.96;3.88;13.76;46.94;116.92;165.36
0;-p;001;3;A;93;3021.57;6;17;29.56;43.17;72.92
0;-p;001;3;B;93;123154.8;162.48;375.68;982.72;2041.92;3759.16
0;-p;001;3;C;89;1189.56;0.44;1.96;4.88;10.4;53.04
0;-p;001;3;D;25;53.72;1.68;1.68;1.68;3.32;3.36
0;-p;001;3;G;1;0.08;0.08;0.08;0.08;0.08;0.08
0;-p;001;3;H;92;4017.92;6.92;16.44;33.94;49.42;70.2
0;-p;001;3;J;93;95247.26;20.4;128.24;417.93;654.6;5433.15
0;-p;001;3;L;93;129241.14;57.27;155.39;1948.06;2144.23;2853.03
0;-p;001;3;M;91;2133.16;4.88;7.44;12.28;19.6;63.24
0;-p;001;3;N;93;9329.84;17.92;46.8;88.2;128.6;188
0;-p;001;3;P;2;3.96;1.2;1.2;1.98;2.76;2.76
0;-p;001;3;R;44;490.48;0.17;2.48;5.44;12.82;44.6
0;-p;001;3;S;7;35.68;1.64;1.64;2.88;9.56;10.04
0;-p;001;3;V;54;2834.02;1.76;11.8;34.7;75;194.92
0;-p;001;4;A;129;11509.45;16.76;33.68;58.36;107.36;265.32
0;-p;001;4;B;129;484762.04;512.96;1673.24;2739.39;4901.38;11695.34
0;-p;001;4;C;126;5086.1;0.52;4;12.24;34.4;145.64
0;-p;001;4;D;39;146.16;1.68;1.68;3.32;3.36;16.76
0;-p;001;4;G;6;41.3;0.01;0.96;5.94;11.44;17.01
0;-p;001;4;H;127;51649.16;11.28;35.61;73.92;414.32;1996.62
0;-p;001;4;J;129;423475.52;147.72;548.91;1177.06;3791.85;14875.67
0;-p;001;4;L;129;203156.6;57.62;210.11;1911.52;2336.15;3599.27
0;-p;001;4;M;127;3101.56;5.68;11.4;17.92;25.76;68
0;-p;001;4;N;129;33388.68;23.56;87.32;137.24;229.76;707.68
0;-p;001;4;P;21;340.8;0.48;2.28;3.64;9.24;78.56
0;-p;001;4;R;85;1686.04;0.32;3.64;6.48;16.28;74.32
0;-p;001;4;S;13;86.6;0.28;3.16;3.16;9.48;22.72
0;-p;001;4;V;112;13541.36;12.2;38.58;78.16;160.2;369.56
0;-p;002;1;A;1;17.16;17.16;17.16;17.16;17.16;17.16
0;-p;002;1;B;1;432.96;432.96;432.96;432.96;432.96;432.96
0;-p;002;1;C;1;47;47;47;47;47;47
0;-p;002;1;H;1;58.4;58.4;58.4;58.4;58.4;58.4
0;-p;002;1;J;1;77.08;77.08;77.08;77.08;77.08;77.08
0;-p;002;1;L;1;2755.55;2755.55;2755.55;2755.55;2755.55;2755.55
0;-p;002;1;M;1;10.32;10.32;10.32;10.32;10.32;10.32
0;-p;002;1;N;1;64.16;64.16;64.16;64.16;64.16;64.16
0;-p;002;1;R;1;29.4;29.4;29.4;29.4;29.4;29.4
0;-p;002;1;S;1;13.64;13.64;13.64;13.64;13.64;13.64
0;-p;002;2;A;3;187.04;46.6;46.6;64.08;76.36;76.36
0;-p;002;2;B;3;3748.48;1041.11;1041.11;1320.13;1387.24;1387.24
0;-p;002;2;C;2;3.08;0.92;0.92;1.54;2.16;2.16
0;-p;002;2;D;3;8.36;1.68;1.68;1.68;5;5
0;-p;002;2;H;3;286.3;72.69;72.69;92.54;121.07;121.07
0;-p;002;2;J;3;2846.01;775.18;775.18;913.46;1157.37;1157.37
0;-p;002;2;L;3;6873.78;2108.49;2108.49;2284.33;2480.96;2480.96
0;-p;002;2;M;3;56.6;13.04;13.04;20.76;22.8;22.8
0;-p;002;2;N;3;522.72;77.24;77.24;134.76;310.72;310.72
0;-p;002;2;R;2;5.64;2.04;2.04;2.82;3.6;3.6
0;-p;002;2;V;3;24.44;5.28;5.28;6.96;12.2;12.2
0;-p;002;3;A;69;3787.16;9.05;17.8;45.48;73;116.92
0;-p;002;3;B;69;96952.04;179.91;401.95;969.63;1490.77;3583.47
0;-p;002;3;C;69;6941.49;3;12.24;31.87;67.08;385.36
0;-p;002;3;D;28;67.04;1.68;1.68;1.68;3.32;6.68
0;-p;002;3;G;3;12.87;1.16;1.16;3.44;8.27;8.27
0;-p;002;3;H;68;6414.96;36.96;59.88;71.2;106.7;220
0;-p;002;3;J;69;67764.25;12.58;265;677.5;1420.34;2896.92
0;-p;002;3;L;69;165853.6;269.19;1925.51;2168.03;2685.68;5321.53
0;-p;002;3;M;67;908.44;4.88;7.36;11.4;17.08;28.48
0;-p;002;3;N;69;12335.96;44.64;82;127.52;209;394.88
0;-p;002;3;P;2;21.24;2.36;2.36;10.62;18.88;18.88
0;-p;002;3;R;42;1546.11;0.12;1.72;7.16;27.98;223.85
0;-p;002;3;S;11;38.2;0.64;1.84;4.16;4.44;6.88
0;-p;002;3;V;48;9946.91;1.76;2.72;17.65;54.96;2687.27
0;-p;002;4;A;106;11538.15;17.6;43.12;77.98;138.96;307.08
0;-p;002;4;B;106;256671;334.31;990.23;1565.81;3043.05;7057.09
0;-p;002;4;C;106;28947.19;1.72;7.72;23.46;151.2;1678.36
0;-p;002;4;D;50;198.8;1.68;1.68;1.68;3.36;16.64
0;-p;002;4;G;9;1802.66;0.31;2.39;10.72;185.88;846.77
0;-p;002;4;H;106;14363.86;43.88;76.52;102.66;161.96;304.72
0;-p;002;4;J;106;380074.67;277.41;1103.69;2004.3;3812.03;13714.98
0;-p;002;4;L;106;259982.4;515.15;1846.66;2301.57;2915.69;4561.46
0;-p;002;4;M;105;3494.24;5.76;11.4;18.36;28.72;79.72
0;-p;002;4;N;106;56947.13;68.56;131.36;223.48;468.52;1779.84
0;-p;002;4;P;16;322.48;1.08;8.92;18.88;21.92;77.92
0;-p;002;4;R;92;4815.82;0.32;1.89;6.45;31.46;192.76
0;-p;002;4;S;36;206.92;0.64;2.7;4.16;8.06;16.24
0;-p;002;4;V;97;6510.48;1.96;10.48;35;79.2;277.12
0;-p;003;1;A;270;40231.36;27.44;92.16;133.72;196.96;295.52
0;-p;003;1;B;269;156597.98;100.04;197.88;436.68;851.32;1534.68
0;-p;003;1;C;233;1880.72;0.28;1.2;2.12;4.8;13.6
0;-p;003;1;D;15;97.76;2.04;3.08;3.24;6.48;37.4
0;-p;003;1;G;17;74.76;0;0.48;2.48;5.36;26.28
0;-p;003;1;H;229;5081.43;2.12;4.56;9.6;17.64;58.28
0;-p;003;1;J;261;371116.23;63.01;400.67;703.61;1334.95;6586.27
0;-p;003;1;L;266;1213940;505.63;1712.11;2225.02;5081.6;12844.53
0;-p;003;1;M;71;720.8;0.08;0.24;0.36;0.68;93.12
0;-p;003;1;N;235;3958.23;0.48;4.08;9.88;20.2;60.52
0;-p;003;1;P;33;910.96;1.36;18.88;18.88;37.8;68
0;-p;003;1;R;129;596.86;0.02;0.03;0.09;1.58;32.19
0;-p;003;1;S;19;76.52;0.88;1.88;2.8;5.92;11.32
0;-p;003;1;V;72;7791.83;1.8;26.44;55.71;122.61;249.77
0;-p;003;2;A;392;62964.2;54.84;100.54;146.59;202.3;321.5
0;-p;003;2;B;391;267039.81;117.2;243.16;580.08;933.64;1621.44
0;-p;003;2;C;339;3295.44;0.4;1.32;3.44;6.6;19.16
0;-p;003;2;D;35;415.44;1.56;2.96;5.4;13;71.48
0;-p;003;2;G;24;165.49;0.36;0.88;2.7;6.3;25.64
0;-p;003;2;H;363;9833.97;2.12;4.24;9.2;21.2;85.16
0;-p;003;2;J;391;586306.77;136.87;412.05;704;1333.16;5582.71
0;-p;003;2;L;391;1952043.67;774.93;1785.61;2422.28;7316.52;13530.99
0;-p;003;2;M;165;858.4;0.08;0.2;0.32;0.52;5.2
0;-p;003;2;N;372;8630.57;1.52;6.68;13.98;27.12;78.2
0;-p;003;2;P;84;1776.16;1.08;18.88;18.88;28.56;38.88
0;-p;003;2;R;225;919.79;0.02;0.02;0.12;1.49;31.96
0;-p;003;2;S;30;142.96;1.64;2.8;3;5.6;10.24
0;-p;003;2;V;120;23318.05;1.66;26.44;35.74;113.11;744.8
0;-p;003;3;A;149;28153.95;37.48;106.84;163.52;242;379.44
0;-p;003;3;B;149;156461.87;128.28;458.24;804.84;1342.2;2762.28
0;-p;003;3;C;137;3669.72;0.28;2.12;6.4;17.2;81.4
0;-p;003;3;D;22;152.68;1.56;2.4;3.32;6.48;22.4
0;-p;003;3;G;12;102.2;0.04;0.5;2.3;10.68;42.68
0;-p;003;3;H;131;11088.76;2.12;7.52;20.32;50.44;330.55
0;-p;003;3;J;149;540721.48;314.29;791.7;1503.93;4113.3;13290.85
0;-p;003;3;L;147;729419.74;1010.13;1836.98;2656.26;9075.87;11833.02
0;-p;003;3;M;63;672.68;0.08;0.32;0.56;4.6;61.24
0;-p;003;3;N;145;13764.72;1.96;10.28;20.08;45.52;318.92
0;-p;003;3;P;46;1181.76;0.88;16.72;18.88;37.76;98.2
0;-p;003;3;R;98;982.51;0.02;0.09;1.45;8.19;50.63
0;-p;003;3;S;20;89.56;1.48;2.7;4.04;5.76;8.66
0;-p;003;3;V;66;8490.73;7.04;34.24;59.87;124.88;456.55
0;-p;003;4;A;95;26896.19;83.49;146.65;215.52;392.28;656.48
0;-p;003;4;B;95;215182.05;366.52;677.36;1377.44;2549.56;7412.45
0;-p;003;4;C;91;4409;1.08;4.92;13.76;42.72;215
0;-p;003;4;D;22;255.48;2.16;3.24;7.26;17;34
0;-p;003;4;G;12;97.16;0.12;0.4;2.16;6.02;64.88
0;-p;003;4;H;90;14671.85;8.08;19.84;57.68;171.32;537.52
0;-p;003;4;J;95;1082660.94;831.94;2185.68;7906.03;14562.12;36253.45
0;-p;003;4;L;95;594633.37;502.97;3152.55;5054.17;8055.21;17697.43
0;-p;003;4;M;49;1963.08;0.28;0.64;6.64;32.6;143.76
0;-p;003;4;N;93;20590.45;4.96;18.68;37.44;152.56;1432.72
0;-p;003;4;P;32;985.52;1.96;18.88;18.88;37.8;88.4
0;-p;003;4;R;61;984.7;0.06;0.41;2.32;17.92;91.33
0;-p;003;4;S;17;113.96;1.56;2.8;3.28;5.56;31.6
0;-p;003;4;V;73;20626.07;14.32;44.52;89.48;182.44;1326.06
0;-p;004;1;A;9;157.58;0.44;0.44;7.28;18.24;95.84
0;-p;004;1;B;10;1793.56;3.48;3.48;143.6;262.4;575.72
0;-p;004;1;C;6;416.72;0.28;0.52;2;86.96;324.96
0;-p;004;1;H;5;236.79;0.08;7.6;19.88;64.24;144.99
0;-p;004;1;J;7;663.9;8.72;10.48;68.96;122.44;359.24
0;-p;004;1;M;6;378.56;2.84;7.44;12.8;17.24;325.44
0;-p;004;1;N;9;2661.72;1.88;1.88;45.48;101.8;1837.68
0;-p;004;1;R;4;88.27;0.64;4.87;17.89;39.26;51.84
0;-p;004;1;V;5;152;1.8;27.28;31.08;43.48;48.36
0;-p;004;2;A;31;1001.2;0.88;4.4;20.52;51.52;111.52
0;-p;004;2;B;33;23902.75;24.12;113.83;234.28;486.88;3511.71
0;-p;004;2;C;29;3285.08;0.76;3.36;12.04;93.64;446.8
0;-p;004;2;D;1;1.68;1.68;1.68;1.68;1.68;1.68
0;-p;004;2;G;2;2.24;0.92;0.92;1.12;1.32;1.32
0;-p;004;2;H;21;1833.4;0.44;7.08;40.56;78.2;261.88
0;-p;004;2;J;32;10589.69;3.12;18.04;61.9;400.69;1792
0;-p;004;2;L;2;161.91;1.69;1.69;80.95;160.22;160.22
