vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;4;193.38;2.18;9.37;25.97;87.32;139.27
0;-p;001;1;B;4;2785.43;433.89;503.87;716.09;888.85;919.37
0;-p;001;1;C;4;36.63;2.67;4.76;7.24;13.56;19.49
0;-p;001;1;G;1;1.61;1.61;1.61;1.61;1.61;1.61
0;-p;001;1;H;4;615.13;11.02;91.77;176.45;215.8;251.21
0;-p;001;1;J;4;1648.83;348.54;371.67;398.95;452.75;502.4
0;-p;001;1;L;4;1676.08;37.21;227.36;468.09;610.68;702.69
0;-p;001;1;M;4;225.3;37.81;47.54;60.45;65.12;66.6
0;-p;001;1;N;4;853.44;48.19;146.22;250.47;280.51;304.32
0;-p;001;1;R;1;7.34;7.34;7.34;7.34;7.34;7.34
0;-p;001;1;S;1;2.26;2.26;2.26;2.26;2.26;2.26
0;-p;001;1;V;2;7.19;2.21;2.21;3.6;4.98;4.98
0;-p;001;2;A;26;825.08;7.46;18.15;25.93;38.28;75.96
0;-p;001;2;B;26;16743.95;281.75;317.9;618.1;834.22;1144.58
0;-p;001;2;C;23;2479.02;2.58;4.63;16.86;122.3;345.91
0;-p;001;2;D;5;28.64;1.69;2.85;5.16;8.73;10.21
0;-p;001;2;G;3;26.25;2.43;2.43;11.7;12.12;12.12
0;-p;001;2;H;24;2195.49;16.75;30.93;64.21;139.9;246.08
0;-p;001;2;J;26;38598.72;82.05;302.13;783.12;1335.97;7965.03
0;-p;001;2;L;23;11197.37;107.98;339.51;440.03;642.62;868.35
0;-p;001;2;M;26;1649.99;7.24;37.36;56.05;72.53;156.81
0;-p;001;2;N;26;5399.95;58.75;105.05;187.64;296.54;400.91
0;-p;001;2;R;13;152.46;0.05;4.64;8.95;17.85;33.72
0;-p;001;2;S;1;2.26;2.26;2.26;2.26;2.26;2.26
0;-p;001;2;V;13;1215.05;0.77;4.98;14.92;120.87;414.58
0;-p;001;3;A;45;1941.78;6.37;23.07;29.6;41.71;122.85
0;-p;001;3;B;45;41049.71;135.85;537.49;817.83;1118.59;1917.69
0;-p;001;3;C;43;8268.37;1.98;5.44;21.49;288.59;871.82
0;-p;001;3;D;22;194.87;1.66;5.2;5.94;10.31;22.01
0;-p;001;3;G;1;2.13;2.13;2.13;2.13;2.13;2.13
0;-p;001;3;H;43;4669.1;7.44;29.13;71.23;147.55;252.68
0;-p;001;3;J;43;70772.3;26.55;269.02;524.08;1483.97;7601.45
0;-p;001;3;L;42;29550.01;137.96;281.8;415.16;686.89;1314.01
0;-p;001;3;M;43;2000.83;5.55;18.69;30.58;66.6;108.48
0;-p;001;3;N;45;8591.9;53.62;91.75;126.38;227.82;532.4
0;-p;001;3;R;13;128.94;0.22;1.19;3.77;9.54;59.9
0;-p;001;3;V;34;5063.08;2.13;8.53;118.68;263.96;395.94
0;-p;001;4;A;79;6120.03;14.13;36.14;58.58;116.98;179.09
0;-p;001;4;B;79;164999.57;344.04;793.7;1133.32;2332.81;8671.09
0;-p;001;4;C;77;22565.69;2.23;16.53;58.48;298.81;1228.96
0;-p;001;4;D;55;880.14;0.32;5.2;7.53;14.73;45.17
0;-p;001;4;G;2;153.57;6;6;76.79;147.57;147.57
0;-p;001;4;H;79;22082.34;16.31;34.71;106.17;259.04;2025.15
0;-p;001;4;J;79;200214.19;88.75;278.06;823.98;3887.64;9514.04
0;-p;001;4;L;77;72597.52;110.39;326.11;548.48;955.06;5769.77
0;-p;001;4;M;75;4082.34;7.24;18.69;33.96;66.23;165.32
0;-p;001;4;N;79;23342.99;35;114.92;151.66;246.12;1294.68
0;-p;001;4;P;2;29.17;14.4;14.4;14.59;14.77;14.77
0;-p;001;4;R;49;698.43;0.35;1.78;4.64;18.81;37.5
0;-p;001;4;S;9;36.01;1.88;2.26;2.26;2.5;16.94
0;-p;001;4;V;69;16165.37;2.78;47.25;263.21;306.78;646.65
0;-p;002;1;A;2;40.64;11.31;11.31;20.32;29.33;29.33
0;-p;002;1;B;2;1585.59;731.93;731.93;792.8;853.66;853.66
0;-p;002;1;C;2;26.33;4.27;4.27;13.17;22.06;22.06
0;-p;002;1;H;2;287.51;88.97;88.97;143.76;198.54;198.54
0;-p;002;1;J;2;793.81;310.14;310.14;396.91;483.67;483.67
0;-p;002;1;L;2;6479.42;1147.62;1147.62;3239.71;5331.8;5331.8
0;-p;002;1;M;2;99.55;25.68;25.68;49.78;73.87;73.87
0;-p;002;1;N;2;139.82;3.99;3.99;69.91;135.83;135.83
0;-p;002;1;R;1;4.59;4.59;4.59;4.59;4.59;4.59
0;-p;002;2;A;7;392.81;8.98;39.23;44.16;88.59;102.41
0;-p;002;2;B;7;4295.44;340.58;394.03;453.62;1026.98;1075.2
0;-p;002;2;C;7;642.43;12.35;14.46;46.03;211.55;283.27
0;-p;002;2;D;1;5.2;5.2;5.2;5.2;5.2;5.2
0;-p;002;2;H;7;704.59;35.05;53.04;123.15;140.23;140.83
0;-p;002;2;J;7;7299.88;36.21;382.78;518.35;978.58;4277.93
0;-p;002;2;L;7;11427.71;356.87;375.39;594.67;2432.94;6175.83
0;-p;002;2;M;7;266.3;3.52;11.97;33.96;54.31;114.06
0;-p;002;2;N;7;1128.28;68.3;80.1;103.02;289.73;356.67
0;-p;002;2;R;4;81.89;8.83;10.75;16.65;30.2;39.76
0;-p;002;2;V;3;551.71;3.1;3.1;20.7;527.91;527.91
0;-p;002;3;A;32;2218.01;16.61;27.77;51.32;89.07;184.15
0;-p;002;3;B;34;26145.96;178.04;477.09;646.62;972.12;1810.47
0;-p;002;3;C;33;4145.01;9.74;49.85;77.76;128.98;314.47
0;-p;002;3;D;13;97.09;1.31;5.43;7.24;7.26;18.17
0;-p;002;3;G;3;17.8;0.64;0.64;4.91;12.25;12.25
0;-p;002;3;H;33;5398.87;34.65;83;150.49;213.06;363.93
0;-p;002;3;J;33;31353.69;32.13;119.16;362.3;1417.93;4014.39
0;-p;002;3;L;32;77488.42;191.19;595.25;1933.37;3656.19;6964.59
0;-p;002;3;M;31;1393.37;3.52;21.32;29.7;51.26;128.79
0;-p;002;3;N;33;6338.71;41.33;90.57;126.92;206.79;669
0;-p;002;3;R;24;308.86;0.2;1.44;5.36;22.44;56.24
0;-p;002;3;S;3;9.76;1.31;1.31;3.74;4.71;4.71
0;-p;002;3;V;25;5428.1;4.66;81.43;263.96;361.83;443.19
0;-p;002;4;A;58;5967.62;21.14;44.98;67.59;140.09;295.73
0;-p;002;4;B;61;90930.51;313.65;576.17;1366.24;1974.34;3412.96
0;-p;002;4;C;61;20751.58;23.78;108.46;185.19;357.62;973.89
0;-p;002;4;D;33;565.28;2.03;4.46;7.24;13.58;53.87
0;-p;002;4;G;1;0.2;0.2;0.2;0.2;0.2;0.2
0;-p;002;4;H;60;18904.9;60.47;120.24;172.04;274.29;632.8
0;-p;002;4;J;60;219396.71;72.82;807.73;2517.24;4954.94;11702.63
0;-p;002;4;L;60;154037.65;334.29;1499.8;2603.45;3387.31;5208.06
0;-p;002;4;M;60;5014.36;5.99;20.45;46.29;78.51;310.59
0;-p;002;4;N;61;29421.58;52.27;150.15;231.58;476.42;1338.36
0;-p;002;4;R;44;2613.28;0.87;6.5;11.95;40.3;237.25
0;-p;002;4;S;16;125.07;1.54;4.53;7.53;10.51;16.19
0;-p;002;4;V;51;13869.4;4.12;141.15;263.96;394.82;482.16
0;-p;003;1;A;55;18181.64;0.99;82.8;300.58;481.58;760.16
0;-p;003;1;B;64;24809.96;4.31;49.81;345.47;618.53;1108
0;-p;003;1;C;43;26404.21;0.69;3.52;19.98;1279.82;3105.76
0;-p;003;1;D;1;3.67;3.67;3.67;3.67;3.67;3.67
0;-p;003;1;G;10;25.42;1.36;1.78;2.22;3.22;4.98
0;-p;003;1;H;50;2308.88;2.23;7.44;13.32;33.73;59.52
