vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1462582;818.97;2500.23;5409.07;12055.98;29932.11
0;002;1413626;2371.86;5281.22;7735.8;12312.27;30843.37
0;003;6002941;178.37;3354.81;6014.99;9836.69;26965.71
0;004;15860918;940.07;2992.91;5447.28;9320.17;20537.18
0;005;813313;163.97;506.16;839.49;2099.48;6688.43
0;020;747683;58.68;203.13;484.97;1399.11;4908.93
0;021;4245982;70.08;283.83;541.63;1063.9;3823.95
0;022;368176;32.45;76.08;143.35;386.8;2901.15
0;023;523426;8.68;63.64;129.92;337.61;1924.51
0;024;1043161;61.42;103.59;151.04;237.55;621.44
0;025;233159;2.16;16.7;40.83;62.86;159.15
0;026;652688;3.94;59.57;118.82;266.99;1860.55
0;040;157127;0;6.8;48.35;223.02;1236.13
0;041;1438839;14.51;109.88;231.19;513.67;2077.11
0;042;1836106;0;18.75;70.98;174.01;709.53
0;043;513862;0;14.38;194.7;353.76;696.83
0;044;1322286;3.65;37.96;131.81;383.05;1754.39
0;045;3575977;11.21;61.53;137.95;322.97;1404.43
0;046;1610820;6.31;48.86;106.39;221.6;1063.18
0;047;903734;2.14;20.37;57.24;118.77;353.38
0;048;2348620;0;12.27;45.69;129.07;2007.93
0;049;1526654;3.37;202.52;730.58;2495.81;7871.67
0;050;505807;0.22;53.38;253.84;765.79;3151.11
0;051;130524;0.12;23.68;80.07;207.81;881.43
0;052;432664;0;7.43;54.53;184.13;1043.31
0;053;1676641;0;3.5;23.97;89.55;476.94
0;054;218755;0;5.51;18.35;62.66;170.43
0;055;465550;0;18.91;82;239.7;1336.75
0;056;158414;0;2.99;25.32;95.72;440.88
0;057;166239;0;0;2.11;10.91;68.07
0;058;917753;0;0;0;1.8;209.12
0;070;74498;22.7;59.35;86.76;142.83;478.83
0;071;381272;9.26;32.62;54.09;77.3;145.85
0;072;162921;4.49;26.74;48.38;72.54;149.86
0;073;241141;6.26;13;24.53;44.13;76.09
0;080;45475;3.72;28.9;74.59;150.73;465.45
0;081;99940;0;12.24;77.59;202.66;448.08
0;082;373065;0;11.1;41.98;129.7;545.29
0;090;297556;38.6;114.19;457.2;918.08;3384.04
0;091;270182;62.59;137.52;201.98;368.57;1663.7
0;092;547113;47.95;86.01;128.08;196.61;355.52
0;093;769993;35.16;57.39;77.63;106.93;210.29
0;094;322142;23.3;47.65;70.33;128.58;383.26
0;095;47362;28.74;52.52;71.69;112.39;210.74
0;096;109428;34.13;55.52;77.88;112.69;200.01
0;097;582588;18.11;36.73;49.95;69.6;146.01
