vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;3202;1110.44;1110.44;1601.08;2091.73;2091.73
0;001;2;48694;780.39;1865.56;3641.53;7196.97;13514.3
0;001;3;176498;1147.1;1981.57;2673.56;5313.32;13598.22
0;001;4;1375784;1859.82;3080.79;5113.09;10469.9;23038.66
0;002;2;22360;3290.46;3290.46;4444.45;14625.25;14625.25
0;002;3;175457;1951.66;4548.08;6818.58;10680.85;14390.33
0;002;4;1485281;3222.08;6303.58;8188.73;12388.43;29095.97
0;003;1;103193;9.28;67.66;206.94;5142.34;8316.35
0;003;2;361470;17.24;139.11;3019.5;4921.49;10404.23
0;003;3;1195833;2127.15;3857.04;5325.83;9080.04;15238.55
0;003;4;4687464;2135.18;4007.76;7159.54;12597.66;33644.05
0;004;1;26390;38.64;115.42;406.02;2051.82;10909.02
0;004;2;31990;42.88;171.64;427.18;1104.05;2039.29
0;004;3;512090;175.32;1044.97;2222.02;3873.89;9081.03
0;004;4;16652684;1239.53;3284.53;5716.6;9717.26;22019.88
0;005;1;25326;69.08;273.68;383.56;661.5;2632.1
0;005;2;120231;98.4;347.2;567.71;941.19;1923.4
0;005;3;142459;96.64;393.94;714.7;1318.17;3422.9
0;005;4;532354;432.85;1171.08;1992.62;4236.95;10909.68
0;020;1;28927;37.84;86.52;157.46;274.6;724.34
0;020;2;76066;47.26;141.54;273.94;495.08;1102.64
0;020;3;109979;110.26;212.88;397.24;862.93;1986
0;020;4;695799;263.81;777.99;1835.24;3041.2;6203.51
0;021;1;372389;26.28;133.56;283.18;442.14;811.06
0;021;2;816464;66.56;223.52;397.92;601.2;1312.62
0;021;3;757421;194;448.6;673.6;1085.04;2616.34
0;021;4;2106918;310.56;930.81;1732.62;3299.76;7668.43
0;022;1;13219;34.16;54.8;72.44;97.12;209.4
0;022;2;57663;31.6;61.68;93.48;148.96;507.48
0;022;3;55206;43.32;117.42;219.71;486.29;1695.68
0;022;4;253730;262.95;635.29;1660.91;2785.31;6609.85
0;023;1;72937;4.56;40.22;70.2;122.13;333.36
0;023;2;123533;22.6;69.16;145.92;348.52;1147.78
0;023;3;185487;82.24;213.71;515.94;1058.84;2601.56
0;023;4;163996;299.58;907.44;1630.36;2664.45;5071.87
0;024;1;124278;43.92;79.08;103.75;136.31;248.32
0;024;2;366739;57.68;88.5;122.21;174.16;322.25
0;024;3;249588;78.04;139.3;235.4;392.58;1058.98
0;024;4;135524;202.32;440.39;1204.23;2036.06;4560.95
0;025;1;112680;3;16.28;35.01;54.75;115.32
0;025;2;25261;4.04;28.6;53.7;96.24;312.32
0;025;3;13176;24.12;45.64;85.28;384.64;848.32
0;025;4;16953;141.96;297.76;1080.48;4306.14;11126.36
0;026;1;88730;3.92;53.52;74.96;118.96;291.42
0;026;2;91135;12.28;52.6;104.17;172.4;591.84
0;026;3;133941;31.36;112.44;218.84;476.59;1951.18
0;026;4;154509;106.8;342.08;808.2;2316.71;4756.14
0;040;1;16844;0;1.68;29.56;76.32;616.96
0;040;2;41689;0;6.22;44.14;137;795.8
0;040;3;60765;0;34.4;124.38;409.04;1656.68
0;040;4;45900;38.52;292.5;633.32;1296.72;2855.3
0;041;1;51265;4.84;53.6;101.36;169.2;397.32
0;041;2;389701;12.96;83.12;157.6;306.8;1028.03
0;041;3;697082;38.73;154.6;313.36;681.37;2356.94
0;041;4;325205;89.28;367.72;787.25;1673.5;4263.23
0;042;1;203562;0;0.99;19.94;65.55;228.16
0;042;2;722174;0;20.05;60.08;124.08;373.96
0;042;3;812912;9.48;56.56;120.8;263.47;888.59
0;042;4;415760;31.96;188.18;404.03;1044.84;2531.73
0;043;1;234118;0;28.6;177.04;318.4;460.08
0;043;2;178917;0;52.28;194.96;343;588.08
0;043;3;64193;2.84;78.27;181.08;345.2;1185.16
0;043;4;31833;162.78;256.12;515.88;1963.2;4047.43
0;044;1;34139;0;10.94;35.61;101.2;407.23
0;044;2;168287;2.12;23.92;83.28;193.48;646.72
0;044;3;356029;6;48;138.8;355.21;1081.4
0;044;4;503929;37.8;258.53;581.53;1289.09;3363.17
0;045;1;74264;0.68;14.76;44.52;86.44;234.4
0;045;2;1064512;7.8;37.4;83.16;159.32;586.72
0;045;3;1154003;21.16;78.36;169.88;351.15;1045.64
0;045;4;1999133;60.16;250.04;568.89;1205.84;2978.39
0;046;1;19811;0;13.84;54.42;95.44;174.36
0;046;2;123163;4.48;32.08;72.76;124.08;300.2
0;046;3;103958;13.81;57.98;133.78;267.04;709.52
0;046;4;125451;63.6;218.44;591.88;1190.75;3510.73
0;047;1;61630;0.12;7.32;21.64;61;131.08
0;047;2;333794;2.52;17.48;44.52;91.08;208.2
0;047;3;245253;9.08;44.12;93.64;170.04;660.73
0;047;4;96436;33.56;144.36;337.84;934.48;2550.37
0;048;1;207423;0;5.64;21.08;70.18;256.21
0;048;2;239038;0.8;15.72;40.24;87.8;259.84
0;048;3;2800189;0;29.04;109.14;1945.66;6360.48
0;048;4;153011;70;191.08;623.74;1800.52;5497.77
0;049;1;42563;35.2;111.44;214.36;395.6;724.84
0;049;2;873527;0;91.8;745.6;4942.6;7797.62
0;049;3;235375;60.2;231.04;659.29;3470.07;7526.36
0;049;4;401258;92.8;601.55;1449.34;5020.82;9594.35
0;050;1;48304;7.04;38.12;154.32;302.72;814.5
0;050;2;76341;0;34.04;145.92;403;967.2
0;050;3;117780;22.22;231.02;722.02;1138.87;2331.9
0;050;4;199753;129.68;827.83;1772.91;3424.08;6741.67
0;051;1;93128;1.08;12.08;38.4;77.88;247.64
0;051;2;83270;3.48;24.44;66.76;174.4;996.85
0;051;3;18778;6.32;50.68;113.48;477.85;2784.12
0;051;4;13433;47.96;69.84;267.35;1474.59;6543.94
0;052;1;14713;0;0;5.64;25.44;94.76
0;052;2;47057;0;9.44;37.44;92.68;266.99
0;052;3;165318;4.2;40.28;116.86;279.16;1067.44
0;052;4;237862;35.68;253.88;514.34;1014.2;3673.73
0;053;1;166250;0;0;6.48;31.74;110.96
0;053;2;398570;0;6.56;29.84;89.68;277.84
0;053;3;429730;0;10.52;62.07;170;679.6
0;053;4;600289;53.48;269.63;629.07;1521.97;3849.54
0;054;1;98105;0;2.8;12.36;42.04;104.48
0;054;2;92579;0;8.84;27.68;70.16;178.04
0;054;3;18775;1.42;17.42;55.36;109.88;310.91
0;054;4;3022;0;4.4;123.32;706.68;1787.99
0;055;1;39893;0;3.4;19.06;62.4;236.36
0;055;2;112159;3.12;23.06;71.42;148.7;423.36
0;055;3;117457;8.76;57.88;144.6;320.32;983.84
0;055;4;285901;69.89;313.05;787.17;1663.42;4139.81
0;056;1;25668;0;0;9.32;35.76;126.32
0;056;2;42368;0;16.64;50.36;122.52;305.52
0;056;3;38541;20.76;64.76;155.64;314.73;948.33
0;056;4;60171;171.34;330.11;629.2;1405.76;5104.14
0;057;1;57646;0;0;0.48;8.08;31.09
0;057;2;37559;0;2.24;10.4;30.6;110.36
0;057;3;19722;1.24;14.56;81;162.68;461.8
0;057;4;19294;47.76;239.56;461.42;716.45;3915.66
0;058;1;94214;0;0;0;0;32.52
0;058;2;312220;0;0;0;10.84;167.28
0;058;3;264333;0;8.68;70.96;176.4;690.88
0;058;4;234825;26.04;182.68;446.6;1107.03;3370.82
0;070;1;34768;26.84;45.56;62.4;98.04;210.28
0;070;2;25771;32.76;58.92;86.82;158.88;371.32
0;070;3;7580;17.64;115.56;197.8;356.44;1126.28
0;070;4;2303;437.88;443.46;542.68;707.94;779.56
0;071;1;197162;8.84;22.97;49.12;74.96;113.12
0;071;2;166202;13.36;38.13;58.28;82.04;141.78
0;071;3;16888;23.88;38.48;67.12;135.84;761.72
0;071;4;199013;55.92;212.12;472.7;1354.04;195722.69
