vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;17981;7369.32;7369.32;8990.52;10611.72;10611.72
0;001;2;296974;4285.2;6693;7872.93;9211.65;11506.59
0;001;3;1185424;5895.4;8400.47;10597.25;15426.4;23144.76
0;001;4;3645253;8034.75;14263.26;28249.06;49084;76149.64
0;002;2;117714;10611.72;12318.27;16058.97;16625.53;17096.66
0;002;3;1151165;10900.98;13770.91;15622.81;19417.17;29477
0;002;4;3611475;8924;17358.57;24760.68;36942.21;85473.26
0;003;1;3584545;988.54;5212.01;10125.28;14501.5;22487
0;003;2;5718167;6335.2;10125.28;13559.42;17299.53;27786.17
0;003;3;2201916;6775.36;13244.59;18168.3;28858;57545.46
0;003;4;3066677;14414.4;20556.86;29674.89;49120;73693.2
0;004;1;14052;3649.6;3649.6;7026.2;10402.8;10402.8
0;004;2;330058;3024.64;5069.88;10495.98;14612.4;36523.96
0;004;3;3159845;631.7;8602.66;15796.78;26776.96;58335.52
0;004;4;31343984;2627.7;15590.16;26166.4;42955;77377.86
0;005;1;8212;8211.6;8211.6;8211.6;8211.6;8211.6
0;005;2;350984;3825.28;9979.2;12464.28;20225.7;64787.04
0;005;3;2981439;4203.6;9821.84;14708.1;22574.79;38688.93
0;005;4;15935061;6583.5;13772.75;22556.72;33935.38;64676
0;006;2;30534;6427.8;6427.8;10177.35;13929.03;13929.03
0;006;3;57369;6948.7;7151.37;8936.02;21532.91;32547.83
0;006;4;116702;26041.23;26646.84;27650.22;31704.02;35360.05
0;020;1;1386468;1135.86;2761.68;3904.25;6384.98;10405.46
0;020;2;647821;641.3;2916.06;4792.86;7172.4;17889.78
0;020;3;2408546;614;4067.5;7878.85;14344.8;29969.44
0;020;4;3074532;1627;7189.35;12472.89;22497.3;49589.13
0;021;1;5112893;1545.52;2518.02;3379.92;4820.85;10114.94
0;021;2;7483062;1654.56;3196.97;4326.08;6461.9;15352.75
0;021;3;8874331;1673.25;4200.91;7050.56;13340.97;29644.3
0;021;4;8288226;2403.24;6828.48;13897.4;25201.41;51312.53
0;022;1;670692;696.08;1548.84;2388.92;3224.16;7437.92
0;022;2;2361661;1086.06;2281;3516.03;7096.95;22590.12
0;022;3;3009346;774.42;3537.24;9919.49;17025.85;37387.35
0;022;4;2102171;419.67;4694.4;13063.05;26581.53;44637.61
0;023;1;1671105;398.71;879.56;1259.01;2195.62;5022.16
0;023;2;2827863;684.48;1319.34;2678.25;4954.95;20551.95
0;023;3;3123567;1842.84;4906.3;8042.97;18694.56;43311.42
0;023;4;811754;2448.46;8188.72;16774.31;26359.31;52939.24
0;024;1;3454492;666.8;1161.66;1512.32;2011.52;3277.2
0;024;2;4652471;773.16;1333.6;1824.28;2672.46;6384.98
0;024;3;6235368;1173.09;2375.7;4869.21;10597.25;27814.97
0;024;4;1475712;961.95;2568.18;9649.76;19470.27;41683.33
0;026;1;2907733;349.78;456.71;786.56;1351.35;3749.55
0;026;2;2140278;386.38;774.44;1325.68;2794.56;9469.26
0;026;3;2594978;834.46;3096.4;6132.62;11386.7;29577.43
0;026;4;1281712;3230.95;11712.07;20199.43;32012.64;77542.8
0;040;1;345801;423.46;786.56;1507.2;3230.88;8786.25
0;040;2;887344;419.67;1459.06;2933.6;5927.25;19433.9
0;040;3;1090492;912.4;3455.21;8597.54;14282.01;31280.07
0;040;4;473385;2163.88;6613.99;11656.98;27031.76;65523
0;041;1;984808;440.38;954.18;1618.88;2833.67;11030.29
0;041;2;5358271;609.8;1567.28;3001.22;5218.14;14737.78
0;041;3;10170235;827.28;2797.06;5637.12;10253.17;22501.3
0;041;4;1464442;772.76;3506;9359.7;17151.04;31319.61
0;042;1;7096557;402.37;1112.16;2283.55;4777.63;11014.24
0;042;2;41731410;773.94;2559.18;4786.92;8345.92;18423.3
0;042;3;32134167;1840.8;4646.64;7716.72;12335.8;26531.4
0;042;4;4153067;2593.32;6647.52;11188.24;17900.9;33431.32
0;043;1;2931113;367.51;701.2;1179.08;1931.9;3904.25
0;043;2;2838509;535.65;1143.93;1938.57;3502.35;11519.31
0;043;3;1119181;646.19;1437.84;4121.1;9114.53;18889.11
0;043;4;253568;5474.4;8344.6;17205.32;23399.25;28834.19
0;044;1;1560689;350.74;755.16;2113.92;4210.2;9816.8
0;044;2;4910589;362.25;1228.27;3429.29;6720.42;17029.99
0;044;3;10658994;354.4;1058.82;4224.31;9251.32;24792.74
0;044;4;3955073;417.23;1895.1;7307.67;16333.72;39276.74
0;045;1;3559914;423.46;1241.13;2087.19;3181.68;6258.98
0;045;2;41302492;786.56;1979.8;3332.25;5834.97;16494.73
0;045;3;45490821;1003.98;3237.54;6135.25;11395.75;28437.24
0;045;4;11976321;811.62;4376.16;9397.08;17335.6;35583.23
0;046;1;382232;355.81;729.36;1270.38;2390.8;6427.36
