vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;2;1;40;3597;67.17;87.53;91.52;95.37;100.44
0;001;2;2;40;2154;48.65;54.42;54.42;54.42;54.42
0;001;2;3;40;19429;295.81;370.16;436.91;537.11;753.27
0;001;3;1;94;8651;58.5;79.71;93.83;99.93;127.08
0;001;3;2;94;5131;44.64;54.42;54.42;54.42;54.42
0;001;3;3;94;73931;303.37;484.39;629.51;825.92;1810.37
0;001;4;0;1;0;0;0;0;0;0
0;001;4;1;98;8990;60.13;75.49;95.1;101.18;127.08
0;001;4;2;98;5133;44.64;52.66;54.42;54.42;54.42
0;001;4;3;98;196333;549.39;904.02;1603.76;2337.13;5833.24
0;002;1;1;2;184;69.65;69.65;92.13;114.61;114.61
0;002;1;2;2;109;54.42;54.42;54.42;54.42;54.42
0;002;1;3;2;895;267.54;267.54;447.27;627;627
0;002;2;1;5;480;72.89;95.74;96.96;96.96;117.08
0;002;2;2;5;261;44.64;52.66;54.42;54.42;54.42
0;002;2;3;5;4249;701.88;769.43;856.65;926.99;994.37
0;002;3;1;70;6957;63.23;87.49;98.44;111.56;123.73
0;002;3;2;70;3748;44.64;54.42;54.42;54.42;54.42
0;002;3;3;70;68252;648.14;761.99;859.61;967.11;1681.04
0;002;4;1;118;11899;68.67;95.74;98.92;110.39;155.99
0;002;4;2;118;6299;44.64;54.42;54.42;54.42;54.42
0;002;4;3;118;227313;603.93;973.06;1475.59;2476.73;5171.93
0;003;1;1;244;19514;45.3;74.84;78.21;91.61;108.17
0;003;1;2;244;12724;27.21;54.42;54.42;54.42;54.42
0;003;1;3;244;181664;303.84;526.19;723.05;926.99;1255.88
0;003;2;1;441;38388;59.51;75.49;87.28;96.96;114.61
0;003;2;2;441;23496;44.64;54.42;54.42;54.42;54.42
0;003;2;3;441;376759;440.04;616.84;808.82;1009.22;1463.18
0;003;3;1;146;13415;60.69;77.37;88.43;101.18;132.86
0;003;3;2;146;7870;27.21;54.42;54.42;54.42;54.42
0;003;3;3;146;168251;486.4;687.16;904.27;1210.9;2404.87
0;003;4;1;124;11025;60.13;75.49;91.71;99.93;127.08
0;003;4;2;124;6471;27.21;52.66;54.42;54.42;54.42
0;003;4;3;125;205642;490.86;1069.19;1451.35;1970.18;3503.44
0;004;1;1;9;633;45.3;56.21;76.69;81.55;85.02
0;004;1;2;9;488;52.66;54.42;54.42;54.42;54.42
0;004;1;3;9;3545;103.2;115.11;225.09;505.79;1288.38
0;004;2;1;42;3476;56.21;70.36;76.87;95.37;119.51
0;004;2;2;42;2253;52.66;54.42;54.42;54.42;54.42
0;004;2;3;42;24589;132.4;225.09;458.38;732.39;1265.28
0;004;3;1;228;18683;52.08;73.39;80.96;91.52;111.56
0;004;3;2;228;12311;52.66;54.42;54.42;54.42;54.42
0;004;3;3;228;188743;107.91;210.58;595.05;1078.4;2575.42
0;004;4;0;4;0;0;0;0;0;0
0;004;4;1;1112;91100;55.36;70.8;79.67;93.19;111.56
0;004;4;2;1107;59344;44.64;54.42;54.42;54.42;54.42
0;004;4;3;1115;1784438;159.56;677.54;1268.77;2113.58;4191.66
0;005;2;1;7;522;59.93;60.53;76.29;83.89;91.71
0;005;2;2;7;377;52.66;52.66;54.42;54.42;54.42
0;005;2;3;7;5964;284.37;373.88;717.77;1589.53;1696.32
0;005;3;1;73;5283;37.05;62.38;72.95;79.71;104.15
0;005;3;2;73;3925;44.64;54.42;54.42;54.42;54.42
0;005;3;3;73;66900;302.8;602.78;816.26;1150.55;1864.34
0;005;4;1;243;18763;54.43;66.53;74.03;82.43;103.84
0;005;4;2;242;13006;44.64;54.42;54.42;54.42;54.42
0;005;4;3;244;329429;406.17;703.85;1127.22;1758.4;3057.15
0;006;2;1;3;210;11.21;11.21;95.05;104.15;104.15
0;006;2;2;3;163;54.42;54.42;54.42;54.42;54.42
0;006;2;3;3;1176;266.96;266.96;436.48;472.68;472.68
0;006;3;1;4;408;87.49;92.22;104.26;111.56;111.56
0;006;3;2;4;218;54.42;54.42;54.42;54.42;54.42
0;006;3;3;4;2969;491.64;540.86;758.54;943.83;960.68
0;006;4;1;4;377;82.14;84.81;89.5;103.65;115.78
0;006;4;2;4;218;54.42;54.42;54.42;54.42;54.42
0;006;4;3;4;4738;545.27;771.27;1083.77;1597.8;2025.34
0;020;1;1;180;13953;55.27;68.21;76.94;83.73;103.26
0;020;1;2;180;9718;52.66;54.42;54.42;54.42;54.42
0;020;1;3;180;61942;146.41;197.04;266.1;350.97;934.4
0;020;2;1;114;8486;48.08;64.05;75.37;83.73;105.58
0;020;2;2;114;6150;52.66;54.42;54.42;54.42;54.42
0;020;2;3;114;52836;114.91;200.54;308.51;491.09;1565.3
0;020;3;1;211;16990;56.34;69.92;79.67;87.64;114.61
0;020;3;2;211;11409;52.66;54.42;54.42;54.42;54.42
0;020;3;3;211;141956;108.41;268.18;485.48;842.94;1961.51
0;020;4;0;1;0;0;0;0;0;0
0;020;4;1;216;17240;56.9;70.19;78.41;88.85;105.17
0;020;4;2;215;11594;52.66;54.42;54.42;54.42;54.42
0;020;4;3;217;241745;176.34;431.03;789.27;1441.34;3293.66
0;021;1;1;1078;85871;55.25;69.81;79.43;89.72;110.39
0;021;1;2;1077;58030;44.64;54.42;54.42;54.42;54.42
0;021;1;3;1077;310689;141.89;194.84;234.2;295.93;537.29
0;021;2;0;1;0;0;0;0;0;0
0;021;2;1;1636;131388;51.31;68.53;79.67;93.07;107.84
0;021;2;2;1635;87504;44.64;54.42;54.42;54.42;54.42
0;021;2;3;1637;618502;152.12;208.79;264.85;377.62;974.92
0;021;3;1;1249;102591;55.71;69.81;81.52;96.32;110.39
0;021;3;2;1245;66517;44.64;54.42;54.42;54.42;54.42
0;021;3;3;1249;733478;175.06;249.48;359.98;590.39;1868.84
0;021;4;0;1;0;0;0;0;0;0
0;021;4;1;744;60360;51.41;69.81;79.9;95.3;110.89
0;021;4;2;742;39799;44.64;54.42;54.42;54.42;54.42
0;021;4;3;746;798774;158.58;375.21;767.98;1382.05;3138.5
0;022;1;1;222;17006;55.06;68.42;76.94;86.54;99.7
0;022;1;2;222;11935;44.64;54.42;54.42;54.42;54.42
0;022;1;3;222;48935;126.58;155.83;182.75;236.94;406.58
0;022;2;0;1;0;0;0;0;0;0
0;022;2;1;190;15838;56.45;70.19;81.03;96.96;115.78
0;022;2;2;190;10214;44.64;54.42;54.42;54.42;54.42
0;022;2;3;190;64162;139.31;178.14;219.5;320.48;986.15
0;022;3;1;77;6511;49.21;70.8;81.52;96.96;127.08
0;022;3;2;77;4107;44.64;54.42;54.42;54.42;54.42
0;022;3;3;77;58926;161.93;220.19;358.53;726.38;2671.26
0;022;4;1;27;2209;51.41;72.78;82.03;96.96;104.15
0;022;4;2;27;1407;44.64;52.66;54.42;54.42;54.42
0;022;4;3;27;23160;226.94;434.63;742.04;1108.86;2579.86
0;023;1;1;714;52643;56.21;63.8;71.27;81.16;97.39
0;023;1;2;714;38641;54.42;54.42;54.42;54.42;54.42
0;023;1;3;714;116923;103.24;118.43;134.02;169.37;302.08
0;023;2;0;1;0;0;0;0;0;0
0;023;2;1;412;31338;49.4;64.56;75.3;87.49;105.36
0;023;2;2;412;21934;44.64;54.42;54.42;54.42;54.42
0;023;2;3;412;143156;118.43;162.23;228.17;327.85;1191.16
0;023;3;0;1;0;0;0;0;0;0
0;023;3;1;179;14416;56.34;67.92;79.67;95.74;105.17
0;023;3;2;179;9566;44.64;54.42;54.42;54.42;54.42
0;023;3;3;179;149323;168.78;291.18;439.73;899.33;3095.12
0;023;4;1;53;4346;58.77;68.21;82.06;96.32;115.78
0;023;4;2;53;2820;44.64;54.42;54.42;54.42;54.42
0;023;4;3;53;87954;240.34;650.8;1364.96;2269.82;4554.59
0;024;1;0;1;0;0;0;0;0;0
0;024;1;1;1872;141239;51.97;66.07;75.27;85.94;99.95
0;024;1;2;1870;100767;44.64;54.42;54.42;54.42;54.42
0;024;1;3;1873;307128;107.2;133.98;155.6;176.58;235.59
0;024;2;1;1724;131787;51.17;66.07;75.83;87.49;104.15
0;024;2;2;1723;92626;44.64;54.42;54.42;54.42;54.42
0;024;2;3;1724;354666;112.75;143.28;168.43;207.84;392.45
0;024;3;1;1506;124150;57.83;71.12;80.16;92.69;110.39
0;024;3;2;1501;81124;52.66;54.42;54.42;54.42;54.42
0;024;3;3;1506;685882;111.83;165.18;280.57;473.66;1569.78
0;024;4;1;305;25923;55.54;74.03;84.38;96.96;115.11
0;024;4;2;305;16477;52.66;54.42;54.42;54.42;54.42
0;024;4;3;305;245624;118.43;226.94;490.42;959.99;2519.94
0;026;1;0;1;0;0;0;0;0;0
0;026;1;1;1780;130367;42.38;61.12;74.84;85.18;101.18
0;026;1;2;1780;96489;54.42;54.42;54.42;54.42;54.42
0;026;1;3;1781;245464;78.07;105.51;118.98;145.08;219.5
0;026;1;4;201;73294;259.08;365.66;365.66;367.66;367.66
0;026;2;1;750;61322;54.07;69.81;79.43;96.32;114.61
0;026;2;2;747;40433;54.42;54.42;54.42;54.42;54.42
0;026;2;3;751;193168;103.76;121.78;152.12;231.04;803.46
0;026;2;4;2;1191;367.66;367.66;595.43;823.2;823.2
0;026;3;1;303;23750;51.97;65.02;75.68;96.32;105.36
0;026;3;2;297;15943;44.64;54.42;54.42;54.42;54.42
0;026;3;3;304;207670;129.1;245.66;400.06;776.62;2068.24
0;026;3;4;1;851;851.2;851.2;851.2;851.2;851.2
0;026;4;1;79;6169;43.86;67.92;75.02;88.85;107.84
0;026;4;2;78;4140;44.64;54.42;54.42;54.42;54.42
0;026;4;3;79;103057;275;633.53;1117.98;1779.61;3205.22
0;040;1;1;115;9012;56.34;66.14;75.49;88.85;110.39
0;040;1;2;115;6237;54.42;54.42;54.42;54.42;54.42
0;040;1;3;115;26149;103.89;122.78;154.89;217.38;434.63
0;040;2;1;168;12654;55.06;65.29;72.56;87.49;102.04
0;040;2;2;168;9104;54.42;54.42;54.42;54.42;54.42
0;040;2;3;168;75230;107.04;153.41;213.93;360.29;2204.08
0;040;3;1;87;6454;49.47;61.93;72.39;83.73;104.15
0;040;3;2;85;4558;44.64;54.42;54.42;54.42;54.42
0;040;3;3;88;57269;115.85;195.54;335.69;556.31;2877.68
0;040;4;1;17;1298;48.02;62.27;75.49;88.63;107.84
0;040;4;2;16;846;44.64;52.66;54.42;54.42;54.42
0;040;4;3;18;17840;121.59;191.78;386.38;826.18;6601.46
0;041;1;1;265;20080;51.97;64.89;74.84;87.49;100.54
0;041;1;2;265;14174;44.64;54.42;54.42;54.42;54.42
0;041;1;3;265;57774;103.02;130.7;164.42;221.48;557.06
0;041;2;1;987;73440;48.47;63.82;72.43;84.34;101.18
0;041;2;2;983;52344;44.64;54.42;54.42;54.42;54.42
0;041;2;3;987;267208;107.72;152.72;207.1;295.79;687.08
0;041;3;0;1;0;0;0;0;0;0
0;041;3;1;1243;94235;49.62;63.8;74.28;88;104.1
0;041;3;2;1238;65047;44.64;54.42;54.42;54.42;54.42
0;041;3;3;1243;486662;121.66;203.3;300.95;446.78;963.42
0;041;4;0;1;0;0;0;0;0;0
0;041;4;1;263;21156;49.71;68.24;79.67;96.96;111.56
0;041;4;2;263;13978;44.64;54.42;54.42;54.42;54.42
0;041;4;3;263;152203;132.28;303.84;465.24;735.7;1469.31
0;042;1;1;1907;141142;48.73;63.77;72.43;82.63;101.18
0;042;1;2;1907;103202;54.42;54.42;54.42;54.42;54.42
0;042;1;3;1911;458938;104.19;122.79;165.18;270.09;606.04
0;042;2;0;2;0;0;0;0;0;0
0;042;2;1;5560;409416;52.66;63.76;72.14;81.52;100.54
0;042;2;2;5548;299082;52.66;54.42;54.42;54.42;54.42
0;042;2;3;5565;2048955;118.43;196.78;293.28;435.08;843.99
0;042;3;0;3;0;0;0;0;0;0
0;042;3;1;3109;233369;52.08;64.96;72.75;83.65;101.18
0;042;3;2;3104;166725;44.64;54.42;54.42;54.42;54.42
0;042;3;3;3112;1544899;155.6;283.7;419.87;605.48;1072.88
0;042;4;1;360;27449;50.93;65.95;74.14;85.63;104.12
0;042;4;2;358;19175;44.64;54.42;54.42;54.42;54.42
0;042;4;3;363;249155;139.52;384.16;604.18;847.02;1617.89
0;043;1;0;1;0;0;0;0;0;0
0;043;1;1;1988;151898;53.69;68.21;74.84;86.93;101.18
0;043;1;2;1985;107704;54.42;54.42;54.42;54.42;54.42
0;043;1;3;1988;332092;103.21;115.85;139.58;178.64;293.27
0;043;2;0;1;0;0;0;0;0;0
0;043;2;1;1027;79944;55.53;68.53;75.02;87.95;101.18
0;043;2;2;1020;55319;54.42;54.42;54.42;54.42;54.42
0;043;2;3;1027;215096;103.68;118.46;142.76;197.64;510.8
0;043;3;1;153;12139;50.21;68.34;74.03;96.96;111.56
0;043;3;2;151;8093;44.64;54.42;54.42;54.42;54.42
0;043;3;3;153;58383;112.68;152.12;230.26;421.78;1461.14
0;043;4;1;21;1552;58.05;59.83;70.3;88.85;101.18
0;043;4;2;20;1077;48.65;54.42;54.42;54.42;54.42
0;043;4;3;21;17997;146.36;348.86;474.62;732.29;1968.42
0;044;1;1;441;32664;55.06;63.77;72.74;81.55;99.93
0;044;1;2;440;23829;54.42;54.42;54.42;54.42;54.42
0;044;1;3;441;127255;103.89;124.06;183.98;273.5;824.38
0;044;2;1;755;55783;53.18;64.56;72.43;81.52;97.82
0;044;2;2;754;40801;52.66;54.42;54.42;54.42;54.42
0;044;2;3;756;292569;105.51;156.32;245.17;393.2;1223.28
0;044;3;1;1388;106404;54.2;66.08;74.84;87.49;101.18
0;044;3;2;1387;74775;52.66;54.42;54.42;54.42;54.42
0;044;3;3;1389;615677;104.66;146.75;267.61;485.54;1483.06
0;044;4;0;1;0;0;0;0;0;0
0;044;4;1;460;36528;58.41;67.92;76.87;89.56;110.89
0;044;4;2;459;24852;52.66;54.42;54.42;54.42;54.42
0;044;4;3;460;264092;103.26;124.91;260.26;707.74;2052.46
0;045;1;1;1654;121227;54.2;62.7;70.57;79.98;99.93
0;045;1;2;1653;89524;54.42;54.42;54.42;54.42;54.42
0;045;1;3;1654;369460;108.41;141.76;176.74;225.38;474.62
0;045;2;0;2;0;0;0;0;0;0
0;045;2;1;7846;585681;54.43;64.51;72.43;82.08;100.42
0;045;2;2;7842;424269;52.66;54.42;54.42;54.42;54.42
0;045;2;3;7855;2749762;121.12;168.38;224.24;339.24;1081.05
0;045;3;0;5;0;0;0;0;0;0
0;045;3;1;4193;318532;54.2;64.96;72.97;84.48;104.15
0;045;3;2;4189;225351;52.66;54.42;54.42;54.42;54.42
0;045;3;3;4196;2315857;134.36;224.26;350.26;603.03;1757.6
0;045;4;0;2;0;0;0;0;0;0
0;045;4;1;908;69667;52.08;65.95;74.03;85.15;105.36
0;045;4;2;907;48735;44.64;54.42;54.42;54.42;54.42
0;045;4;3;909;675444;123.78;266.34;501.42;877.79;2239.34
0;046;1;1;125;9462;51.97;62.99;72.76;88.68;100.95
0;046;1;2;125;6742;52.66;54.42;54.42;54.42;54.42
0;046;1;3;125;19720;96.41;114.48;130.7;173.45;301.18
0;046;2;0;1;0;0;0;0;0;0
0;046;2;1;307;23357;50.21;64.85;72.75;88.85;110.39
0;046;2;2;307;16558;52.66;54.42;54.42;54.42;54.42
0;046;2;3;308;64568;107.33;139.21;179.74;242.68;423.59
0;046;3;0;1;0;0;0;0;0;0
0;046;3;1;125;9743;54.89;67.63;75.25;88.85;104.19
0;046;3;2;125;6695;44.64;54.42;54.42;54.42;54.42
0;046;3;3;125;44860;129.12;196.89;274.37;421.09;853.4
0;046;4;1;9;757;45.45;70.64;85.26;91.52;119.51
0;046;4;2;9;480;44.64;54.42;54.42;54.42;54.42
0;046;4;3;9;6044;107.91;148.06;328.55;733.78;1979.78
0;047;1;1;2679;193421;54.18;62.31;70.29;79.67;96.96
0;047;1;2;2677;144992;54.42;54.42;54.42;54.42;54.42
0;047;1;3;2682;419165;102.77;121.12;143.08;176.14;250.43
0;047;2;1;3747;272282;53.18;63.73;71.05;80.61;97.82
0;047;2;2;3748;201715;52.66;54.42;54.42;54.42;54.42
0;047;2;3;3749;753941;106.51;135.8;168.9;220.5;391.14
0;047;3;1;923;68550;51.45;64.64;72.85;81.52;99.67
0;047;3;2;923;49558;44.64;54.42;54.42;54.42;54.42
0;047;3;3;923;292640;122.51;180.26;250.43;376.22;709.88
0;047;4;1;90;6472;52.61;62.31;70.81;79.06;96.96
0;047;4;2;90;4831;44.64;54.42;54.42;54.42;54.42
0;047;4;3;90;54137;152.62;295.93;421.26;705.2;1562.34
0;048;1;0;1;0;0;0;0;0;0
0;048;1;1;1475;109400;53.69;64.56;72.07;82.18;100.54
0;048;1;2;1475;79680;54.42;54.42;54.42;54.42;54.42
0;048;1;3;1475;246502;101.84;114.2;138.89;182.02;312.38
0;048;2;1;1448;108722;54.91;66.11;72.75;84.41;99.93
0;048;2;2;1448;78312;54.42;54.42;54.42;54.42;54.42
0;048;2;3;1449;311354;103.2;122.62;160.84;237.92;493.18
0;048;3;1;1031;78636;52.16;66.08;74.03;85.74;104.15
0;048;3;2;1025;55222;52.66;54.42;54.42;54.42;54.42
0;048;3;3;1031;381787;111.12;166.06;252.45;430.88;1053.58
0;048;4;1;75;5626;44.12;61.8;73.52;87.49;108.17
0;048;4;2;70;3757;44.64;54.42;54.42;54.42;54.42
0;048;4;3;75;49683;209.62;376.76;510.72;777.59;1894.8
0;049;1;1;101;7154;45.3;59.83;70.19;79.9;96.51
0;049;1;2;100;5382;52.66;54.42;54.42;54.42;54.42
0;049;1;3;101;29542;123.48;189.61;262.87;326.06;578.86
0;049;2;1;333;24915;50.21;63.37;72.96;85.02;102.04
0;049;2;2;332;17915;52.66;54.42;54.42;54.42;54.42
0;049;2;3;334;127240;120.47;183.89;252.25;392.85;1226.3
0;049;3;1;159;11993;47.38;61.07;74.03;87.49;105.84
0;049;3;2;158;8415;44.64;54.42;54.42;54.42;54.42
0;049;3;3;159;104760;124.96;274.9;428.02;647.82;2103.18
0;049;4;1;66;5160;50.73;66.14;75.16;93.21;104.15
0;049;4;2;66;3544;44.64;54.42;54.42;54.42;54.42
0;049;4;3;66;60853;131.1;322.08;681.98;1204.74;2422.01
0;050;1;1;232;17304;54.07;61.12;70.64;84.71;108.41
0;050;1;2;232;12540;52.66;54.42;54.42;54.42;54.42
0;050;1;3;233;55147;110.6;147.5;196.51;273.52;531.5
0;050;2;1;464;34688;51.31;64.4;74.41;83.78;100.95
0;050;2;2;464;24847;44.64;54.42;54.42;54.42;54.42
0;050;2;3;464;127799;105.64;154.61;215.11;311.61;627.8
0;050;3;1;243;18373;50.48;63.56;72.75;86.54;101.62
0;050;3;2;242;12962;44.64;54.42;54.42;54.42;54.42
0;050;3;3;243;118872;147.34;266.92;367.77;531.32;1396.82
0;050;4;1;61;4679;55.06;63.77;74.14;88.85;104.15
0;050;4;2;60;3211;44.64;54.42;54.42;54.42;54.42
0;050;4;3;61;59204;123.78;454.14;657.41;967.33;3468.23
0;051;1;1;689;50376;45.3;61.4;72.58;83.16;99.93
0;051;1;2;689;37276;54.42;54.42;54.42;54.42;54.42
0;051;1;3;690;107983;105.88;129.34;150.8;175.85;232.72
0;051;2;1;339;25705;52.43;67.8;74.1;84.46;100.95
0;051;2;2;338;18340;54.42;54.42;54.42;54.42;54.42
0;051;2;3;340;78734;119.86;147.62;182.84;252.16;516.82
0;051;3;1;46;3504;54.83;66.42;76.14;85.02;101.18
0;051;3;2;46;2481;52.66;54.42;54.42;54.42;54.42
0;051;3;3;46;14144;112.01;190.47;286.59;356.42;664.91
0;051;4;1;8;584;51.09;63.83;67.11;85.51;99.93
0;051;4;2;8;405;27.21;52.66;54.42;54.42;54.42
0;051;4;3;8;6557;307.9;521.01;686.44;894.47;2044.95
0;052;1;1;1051;78195;54.28;63.8;72.43;81.77;99.88
0;052;1;2;1051;56934;54.42;54.42;54.42;54.42;54.42
0;052;1;3;1051;138186;99.18;106.51;116.2;136.22;210.14
0;052;2;1;602;44599;51.68;63.55;72.39;84.41;101.18
0;052;2;2;601;32138;44.64;54.42;54.42;54.42;54.42
0;052;2;3;602;127691;104.26;119.27;162.51;235.66;496.42
0;052;3;1;746;55769;47.8;64.43;72.75;83.89;102
0;052;3;2;746;39604;44.64;54.42;54.42;54.42;54.42
0;052;3;3;747;246283;113.31;167.73;251.94;380.1;772.84
0;052;4;1;134;10391;54.07;64.49;76.04;88.7;104.19
0;052;4;2;133;7072;44.64;54.42;54.42;54.42;54.42
0;052;4;3;135;85853;117.13;223.06;407.27;792.23;1810.37
