vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-106;1;9;9;9;9;9;9
0;001;1;B-107a;1;12;12;12;12;12;12
0;001;1;B-110;2;22;6;6;11;16;16
0;001;1;B-112ap;1;9;9;9;9;9;9
0;001;1;B-112b;1;23;23;23;23;23;23
0;001;1;B-116p;1;12;12;12;12;12;12
0;001;1;B-121;1;75;75;75;75;75;75
0;001;1;B-125o;1;4;4;4;4;4;4
0;001;1;B-131;1;0;0;0;0;0;0
0;001;1;B-132;1;5;5;5;5;5;5
0;001;1;B-134o;1;27;27;27;27;27;27
0;001;2;B-107a;21;317;1;10;15;19;29
0;001;2;B-107b;7;135;6;9;14;35;39
0;001;2;B-108b;10;1540;9;93;115;144;434
0;001;2;B-110;12;109;2;2;8;15;22
0;001;2;B-111;18;361;7;15;18;22;65
0;001;2;B-112ap;21;858;8;28;37;55;67
0;001;2;B-114;3;289;22;22;110;157;157
0;001;2;B-116p;9;53;4;4;5;7;10
0;001;2;B-119a;1;0;0;0;0;0;0
0;001;2;B-119b;1;4;4;4;4;4;4
0;001;2;B-121;2;28;9;9;14;19;19
0;001;2;B-124p;1;203;203;203;203;203;203
0;001;2;B-125o;3;7;0;0;1;6;6
0;001;2;B-125p;4;236;12;31;62;87;99
0;001;2;B-126b;1;0;0;0;0;0;0
0;001;2;B-131;24;6;0;0;0;0;1
0;001;2;B-132;6;34;1;2;6;10;10
0;001;2;B-134o;25;729;5;12;16;22;99
0;001;2;B-134p;10;420;8;15;19;46;205
0;001;2;B-259;1;318;318;318;318;318;318
0;001;3;B-105;3;99;1;1;20;77;77
0;001;3;B-106;3;48;6;6;6;36;36
0;001;3;B-107a;45;699;2;10;12;17;32
0;001;3;B-107b;13;176;0;2;4;18;50
0;001;3;B-108b;21;3014;59;102;127;187;229
0;001;3;B-109;3;1519;257;257;399;864;864
0;001;3;B-110;27;232;2;2;3;10;19
0;001;3;B-111;22;540;7;18;22;33;51
0;001;3;B-112ap;47;1905;25;33;34;42;67
0;001;3;B-112b;8;527;12;36;61;94;134
0;001;3;B-114;6;1008;11;33;158;252;395
0;001;3;B-115;4;413;17;52;112;155;172
0;001;3;B-116o;1;1;1;1;1;1;1
0;001;3;B-116p;30;182;2;4;5;7;14
0;001;3;B-118;2;445;1;1;223;444;444
0;001;3;B-119b;4;71;2;2;16;34;37
0;001;3;B-120;1;2;2;2;2;2;2
0;001;3;B-121;12;158;9;9;9;18;28
0;001;3;B-123;3;12;4;4;4;4;4
0;001;3;B-124p;21;2880;14;47;84;117;524
0;001;3;B-125o;20;46;0;1;2;3;6
0;001;3;B-125p;10;443;12;13;25;75;128
0;001;3;B-126b;2;1;0;0;0;1;1
0;001;3;B-131;58;66;0;0;0;0;2
0;001;3;B-132;8;60;1;2;5;14;16
0;001;3;B-134o;65;1903;6;12;17;26;105
0;001;3;B-134p;28;1511;8;15;15;39;92
0;001;4;B-105;1;1;1;1;1;1;1
0;001;4;B-106;14;2460;6;17;102;298;573
0;001;4;B-107a;58;1217;2;9;14;26;83
0;001;4;B-107b;24;972;4;8;20;52;146
0;001;4;B-108b;70;23667;51;123;243;412;1206
0;001;4;B-109;19;9756;110;184;332;771;1495
