vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;48;2;42;55;62;68
0;002;49;18;42;52;61;68
0;003;47;14;37;50;60;69
0;004;62;26;53;67;75;82
0;005;57;38;49;57;67;79
0;020;50;6;30;53;73;87
0;021;55;16;43;57;70;81
0;022;49;3;21;56;73;81
0;023;50;13;40;50;63;78
0;024;70;53;65;71;77;83
0;025;54;25;42;54;69;81
0;026;55;9;39;57;75;87
0;040;50;4;26;53;74;87
0;041;61;29;52;63;72;81
0;042;72;39;68;76;82;89
0;043;46;22;36;45;56;75
0;044;70;40;62;74;81;90
0;045;74;51;68;76;82;90
0;046;75;52;69;76;83;91
0;047;74;50;68;76;82;90
0;048;58;27;47;61;72;83
0;049;34;0;7;30;58;77
0;050;37;1;10;32;65;81
0;051;16;0;5;9;26;41
0;052;59;7;43;65;78;89
0;053;37;1;12;37;56;79
0;054;37;9;21;36;49;73
0;055;50;3;25;52;75;88
0;056;32;0;5;25;53;84
0;057;25;1;7;18;37;75
0;058;51;0;41;53;68;83
0;070;49;7;30;50;70;84
0;071;62;26;53;67;75;84
0;072;47;3;16;53;72;85
0;073;74;52;70;77;81;89
0;080;31;0;3;16;62;83
0;081;52;13;36;53;70;83
0;082;56;4;42;62;74;87
0;090;58;26;51;60;69;80
0;091;47;3;37;53;64;76
0;092;33;14;18;29;44;68
0;093;41;14;29;40;54;71
0;094;44;10;28;44;58;77
0;095;20;0;0;7;41;56
0;096;53;21;41;53;67;80
0;097;17;3;5;16;25;41
0;098;36;7;21;34;48;69
0;110;60;42;51;58;68;80
0;111;61;25;49;65;76;86
0;112;66;26;57;71;78;89
0;113;14;0;1;4;20;64
0;114;26;2;15;20;35;71
0;115;36;0;6;39;57;79
0;120;62;38;56;65;71;78
0;121;60;22;51;64;73;81
0;122;59;26;51;62;72;83
0;130;68;36;62;72;79;87
0;131;19;1;12;18;25;38
0;132;1;0;0;0;2;7
0;133;72;39;66;75;82;91
0;134;69;36;61;72;80;90
0;135;63;27;48;66;79;89
0;136;67;47;60;68;75;83
0;137;65;3;55;73;81;91
0;138;3;0;0;0;2;7
0;139;50;0;6;63;79;91
0;140;68;43;62;71;78;87
0;141;18;0;0;2;32;76
0;142;63;22;52;69;77;86
0;143;54;19;32;58;75;88
0;144;43;0;3;49;73;88
0;160;8;0;0;0;5;60
0;161;64;38;57;67;73;81
0;162;69;43;63;71;78;84
0;163;66;32;61;70;76;81
0;164;61;50;50;60;71;71
0;165;67;49;61;69;75;81
0;166;66;49;60;68;74;80
0;167;40;0;10;47;64;77
0;168;65;44;58;67;74;81
0;169;70;52;64;71;77;83
0;170;78;61;74;79;83;91
0;171;75;56;71;77;82;90
0;172;73;53;66;74;81;91
0;173;67;46;60;69;76;85
0;174;62;42;53;63;72;81
0;175;63;40;55;65;73;81
0;176;76;52;71;77;83;90
0;177;75;51;70;77;82;90
0;178;70;47;63;71;78;90
0;179;52;30;41;52;63;75
0;180;68;38;61;71;78;88
0;190;69;45;59;71;79;89
0;191;63;36;55;67;74;81
0;192;65;45;57;66;73;80
0;193;65;35;59;68;77;88
0;194;77;57;72;79;85;92
0;195;64;30;51;68;78;89
0;196;70;36;61;74;81;90
0;197;68;42;60;70;78;88
0;198;69;48;62;71;78;87
0;199;65;36;54;69;78;87
0;200;65;0;58;74;82;90
0;201;69;39;63;73;80;89
0;202;68;45;59;71;78;88
0;203;58;30;47;59;72;83
0;204;62;13;49;71;80;89
0;205;68;40;59;71;79;89
0;206;59;9;50;65;73;83
0;207;63;22;51;68;78;89
0;220;54;24;40;54;68;81
0;221;66;35;56;69;77;87
0;222;41;0;0;48;73;86
0;223;57;2;46;63;75;85
0;224;53;18;37;52;70;84
0;225;27;8;13;21;36;64
0;226;48;24;37;47;59;77
0;227;54;17;44;55;68;79
0;228;54;5;42;58;71;81
0;229;55;16;40;57;73;86
0;240;69;46;61;71;78;89
0;241;60;14;46;66;78;89
0;242;57;21;42;58;74;88
0;243;42;0;2;47;71;87
0;244;67;40;55;69;78;88
0;245;44;16;28;41;59;80
0;246;73;41;67;76;84;92
0;247;60;4;45;69;81;91
0;248;53;7;40;56;71;86
0;249;24;0;2;11;41;79
0;250;48;1;19;55;74;87
0;260;59;33;49;61;71;79
0;261;67;37;57;71;78;89
0;262;64;32;54;68;76;86
0;263;56;27;43;57;69;80
0;264;62;33;51;64;76;88
0;280;57;38;48;56;66;79
0;281;69;48;62;71;78;88
0;282;53;27;40;50;66;82
0;283;52;14;40;54;67;80
0;284;66;30;55;70;80;90
0;300;72;45;65;74;80;92
0;301;80;63;75;81;87;93
0;302;68;48;63;70;76;82
0;303;28;10;14;17;46;71
0;304;49;29;39;47;58;74
0;305;63;29;50;68;77;89
0;306;68;44;61;71;77;86
0;307;34;0;16;30;55;74
0;308;75;28;71;80;87;94
0;309;46;6;18;46;71;86
0;310;51;29;40;49;63;77
0;311;40;5;20;38;59;74
0;312;52;15;35;53;72;85
0;313;45;17;30;44;60;77
0;314;51;16;37;53;65;78
0;315;53;11;40;56;70;83
0;316;46;12;29;48;63;78
0;317;46;17;34;45;58;76
0;318;46;15;30;45;61;79
0;319;43;14;27;42;57;77
0;320;48;16;32;47;64;80
0;340;64;2;52;77;85;93
0;341;72;22;65;78;86;93
0;342;48;6;14;53;76;89
0;343;71;42;65;74;81;90
0;344;43;1;14;48;67;82
0;345;45;1;13;51;69;86
0;346;57;11;45;61;73;84
0;347;56;25;42;56;72;85
