vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;4;975;201.74;221.34;241.41;266.2;290.52
0;001;1;4;4;144;27.78;27.78;32.41;43.98;50.93
0;001;1;5;4;159;22.3;23.84;27.7;55.58;81.16
0;001;1;7;4;94;17.98;20.61;24.49;26.5;27.28
0;001;1;8;4;88;15.16;15.23;21.03;28.75;30.75
0;001;1;9;4;72;15.4;15.98;17.52;19.83;21.19
0;001;2;1;46;16080;179.18;231.6;305.8;409.32;662.09
0;001;2;2;14;80;1.93;3.09;5.02;5.41;17.38
0;001;2;3;7;12;1.45;1.45;1.54;1.54;3.09
0;001;2;4;46;2275;23.15;32.41;43.98;60.19;94.14
0;001;2;5;45;2839;13.9;31.56;54.17;95.47;125.82
0;001;2;6;28;411;1.93;2.55;10.62;25.25;37.92
0;001;2;7;46;1731;17.98;24.64;32.86;46.19;69.44
0;001;2;8;46;1285;13.49;19.09;24.45;34.01;58.72
0;001;2;9;44;2670;5.79;5.79;15.4;139.88;197.51
0;001;3;1;94;44925;164.77;270.59;377.51;539.16;1328.83
0;001;3;2;31;311;1.93;3.09;5.02;14.67;43.65
0;001;3;3;22;172;1.54;1.54;1.54;2.99;9.65
0;001;3;4;91;7254;23.15;46.3;64.82;92.6;190.6
0;001;3;5;93;9081;12.2;47.92;76.09;106.87;242.04
0;001;3;6;71;1345;1.93;4.36;17.31;31.38;49.35
0;001;3;7;94;5157;15.81;32.64;43.82;62.85;146.32
0;001;3;8;94;3717;13.51;22.9;30.61;41.09;119.79
0;001;3;9;91;10253;5.79;18.49;135.06;176.71;244.65
0;001;4;1;115;145501;282.21;634.42;1103.84;1462.61;3245.57
0;001;4;2;73;1252;3.09;6.18;9.27;19.69;48.65
0;001;4;3;39;212;1.45;1.54;1.54;3.08;27.81
0;001;4;4;115;19613;41.67;84.11;125.77;230.34;438.78
0;001;4;5;115;39652;56.95;147.31;273.61;469.84;930.09
0;001;4;6;102;4029;2.55;12.08;26.28;51.29;125.45
0;001;4;7;115;16194;42.78;78.66;119.53;171.96;308.21
0;001;4;8;115;10777;28.07;52.7;80.34;118.96;198.98
0;001;4;9;114;19047;15.4;65.15;174.62;224.2;350.34
0;002;2;1;7;3365;199.01;397.11;481.95;589.84;743.48
0;002;2;2;3;29;1.93;1.93;6.95;20.46;20.46
0;002;2;3;3;32;10.8;10.8;10.8;10.8;10.8
0;002;2;4;7;758;50.93;69.82;105.32;129.64;203.72
0;002;2;5;7;1110;4.63;84.17;195.98;215.95;280.95
0;002;2;6;7;118;4.25;9.65;12.98;25.25;30.65
0;002;2;7;7;311;20.15;23.17;33.09;61.38;90.44
0;002;2;8;7;250;12.51;16.84;32.03;59.46;70.34
0;002;2;9;7;887;20.07;25.07;168.23;218.36;218.36
0;002;3;1;77;41536;282.06;416.64;521.24;654.16;848.28
0;002;3;2;51;319;1.93;3.47;5.02;8.88;14.67
0;002;3;3;22;237;10.8;10.8;10.8;10.8;10.8
0;002;3;4;77;6748;27.78;55.56;78.71;120.38;175.94
0;002;3;5;77;10541;20.99;59.26;104.41;225.02;289.67
0;002;3;6;63;1280;5.4;12.98;23;25.25;31.88
0;002;3;7;77;4450;23.71;42.78;55.18;67.8;92.69
0;002;3;8;77;2356;13.26;20.7;25.26;34.53;69.47
0;002;3;9;77;10888;11.58;46.27;163.21;199.85;249.67
0;002;4;1;108;133014;335.63;615.71;893.92;1571.23;3286.26
0;002;4;2;82;1815;3.09;6.95;13.12;28.95;64.89
0;002;4;3;43;460;9.26;10.8;10.8;10.8;10.8
0;002;4;4;107;19632;53.24;95.3;143.53;216.45;457.21
0;002;4;5;108;36943;73.24;169.12;254.73;420.98;877.09
0;002;4;6;97;2712;4.36;19.85;25.19;30.65;67.38
0;002;4;7;108;12604;37.66;63.2;86.79;140.1;266.29
0;002;4;8;108;9813;16.42;25.73;40.42;91.37;192.41
0;002;4;9;108;18228;23.16;117.11;184.01;211;307.48
0;003;1;1;287;54559;49.14;140.22;176.06;234;344.52
0;003;1;2;77;630;1.93;3.09;6.95;15.06;17.76
0;003;1;3;11;296;12.35;24.7;24.7;37.05;37.05
0;003;1;4;140;9966;5.01;12.35;83.34;110.34;152.49
0;003;1;5;280;36741;9.87;53.21;117.38;178.51;323.39
0;003;1;6;268;10493;5.79;16.59;35.68;54.97;85.88
0;003;1;7;287;12048;9.61;29.76;37.56;51.58;78.49
0;003;1;8;272;3536;2.01;7.49;11.98;17.85;28.76
0;003;1;9;222;4791;1.54;4.62;11.77;29.32;67.8
0;003;2;1;380;89208;102;163.21;208.02;271.76;434.46
0;003;2;2;146;1066;1.93;3.86;4.44;7.33;17.37
0;003;2;3;1;10;9.65;9.65;9.65;9.65;9.65
0;003;2;4;223;15407;2.7;8.1;50.93;115.75;190.98
0;003;2;5;380;75619;25.16;107.59;179.87;260.88;448.49
0;003;2;6;356;16128;5.4;21.6;37.8;65.49;103.4
0;003;2;7;381;18842;22.46;33.83;43.06;58.16;94.77
