vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;4;1280;187.56;234.35;308.25;405.89;476.43
0;001;1;4;4;274;7.02;31.19;63.94;105.59;138.65
0;001;1;5;4;146;6.94;17.64;28.66;55.21;81.43
0;001;1;6;4;29;3.5;4.13;7.46;10.16;10.16
0;001;1;7;4;114;12.84;19.07;26.29;37.69;48.09
0;001;1;8;4;133;11.06;21.81;33.98;44.66;53.92
0;001;1;9;4;486;113.36;117.16;121.25;125.63;129.72
0;001;2;1;26;8003;164.87;253;286.32;338.2;495.74
0;001;2;2;5;105;11.48;15.62;17.85;22.93;36.69
0;001;2;3;9;77;1.59;7.59;7.66;8.92;22.98
0;001;2;4;24;1071;7.64;27.05;47.85;56.79;83.99
0;001;2;5;25;1237;4.96;13.36;28.73;74.42;138.35
0;001;2;6;24;557;3.17;9.21;20.17;31.29;61.95
0;001;2;7;25;687;19.09;23.85;26.7;32.18;37.04
0;001;2;8;26;710;6.97;18.96;26.76;34.01;40.98
0;001;2;9;26;2669;8.18;89.64;127.54;134.28;141.99
0;001;3;1;45;13009;18.84;196.11;259.57;332.7;505.01
0;001;3;2;3;12;2.55;2.55;3.82;6.05;6.05
0;001;3;3;1;31;30.64;30.64;30.64;30.64;30.64
0;001;3;4;42;2685;15.27;41.99;59.5;76.35;103.07
0;001;3;5;45;3054;6.59;25.58;41.15;89.34;192.14
0;001;3;6;35;943;1.59;6.99;18.42;41.89;74.96
0;001;3;7;41;1152;1.98;20.08;26.87;33.39;47.84
0;001;3;8;45;1302;3.37;15.57;26.97;35.8;56.15
0;001;3;9;45;4399;12.17;29.65;127.27;139.09;229.25
0;001;4;1;79;40120;149.63;238.65;308.8;725.34;1217.11
0;001;4;2;24;552;1.59;2.55;8.3;25.31;37.26
0;001;4;3;5;275;1.26;2.55;15.17;126.15;130
0;001;4;4;78;7971;40.75;57.26;76.35;124.72;267.23
0;001;4;5;78;13547;15.47;41.92;87.37;200.25;691.75
0;001;4;6;60;3180;1.59;10.33;39.06;69.08;194.31
0;001;4;7;77;4034;18.59;27.62;36.69;69.53;122.16
0;001;4;8;79;3979;14.4;21.39;34.71;69.81;138.05
0;001;4;9;79;8996;7.64;40.68;129.92;151.39;241.05
0;002;1;1;2;479;219.58;219.58;239.7;259.82;259.82
0;002;1;4;2;106;38.37;38.37;52.76;67.15;67.15
0;002;1;5;2;44;19.46;19.46;22.23;24.99;24.99
0;002;1;6;2;64;29.4;29.4;32.1;34.8;34.8
0;002;1;7;2;52;22.01;22.01;25.86;29.7;29.7
0;002;1;8;2;11;4.54;4.54;5.71;6.87;6.87
0;002;1;9;2;169;29.75;29.75;84.59;139.42;139.42
0;002;2;1;7;2300;141.18;169.34;337.48;467.55;524.54
0;002;2;2;4;112;6.05;19.41;33.57;36.44;38.52
0;002;2;3;2;15;7.66;7.66;7.66;7.66;7.66
0;002;2;4;6;258;11.45;28.78;43.17;60.76;70.35
0;002;2;5;7;594;40.03;43.55;67.95;131.68;149.98
0;002;2;6;7;244;13.34;13.34;45.76;47.97;56.87
0;002;2;7;7;233;19.88;22.66;31.88;44;46.83
0;002;2;8;7;189;13.86;14.38;23.33;34.73;60.34
0;002;2;9;7;930;31.19;34.33;143.21;216.68;227.81
0;002;3;1;35;10492;29.85;172.93;220.2;368.1;708.63
0;002;3;2;16;328;2.55;5.23;13.68;22.91;95.86
0;002;3;3;4;61;7.66;11.49;15.32;19.15;22.98
0;002;3;4;34;1989;7.64;41.57;49.73;68.72;139.42
0;002;3;5;34;3529;14.06;39.76;65.79;146.9;315.1
0;002;3;6;34;1157;1.59;16.83;31.67;44.97;86.07
0;002;3;7;35;1207;2.75;23.8;29;42.44;69.29
0;002;3;8;34;760;4.91;9.69;15.58;29.5;86.24
0;002;3;9;34;3869;10.86;28.76;137.19;152.43;211.58
0;002;4;1;61;27576;158.18;267.25;379.55;558.73;965.02
0;002;4;2;32;536;1.59;4.14;6.05;20.86;65.3
0;002;4;3;2;31;7.66;7.66;15.32;22.98;22.98
0;002;4;4;58;6501;31.98;61.95;88.98;134.31;288.97
0;002;4;5;60;11885;12.24;73.94;149.82;259.68;529.66
0;002;4;6;61;2187;8.58;21.86;26.67;50.5;79.4
0;002;4;7;60;2911;14.7;32.02;41.25;61.74;100.18
0;002;4;8;61;2271;5.16;15.3;28.11;47.07;93.65
0;002;4;9;61;8608;19.88;110.26;142.51;161.63;249.33
0;003;1;0;5;0;0;0;0;0;0
0;003;1;1;60;7436;4.7;52.53;127.53;175.5;268.48
0;003;1;2;14;69;1.59;3.82;3.82;6.05;12.74
0;003;1;4;29;1227;1.91;11.3;47.97;60.76;107.96
0;003;1;5;60;5962;4.58;16.24;54.12;118.59;352.09
0;003;1;6;46;888;3.5;11.11;15.25;21.27;66.68
0;003;1;7;63;1631;1.12;5.75;26.13;40.53;56.77
0;003;1;8;54;693;1.17;4.12;13.49;16.96;28.33
0;003;1;9;49;1687;2.43;15.49;30.12;42.04;74.72
