vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;-p;001;1;A;A02BA;1;5.56
0;-p;001;1;A;A02BC;1;29.16
0;-p;001;1;A;A10AB;2;16.44
0;-p;001;1;B;B01AB;2;133.92
0;-p;001;1;B;B02AB;1;92.85
0;-p;001;1;B;B05AA;2;197.22
0;-p;001;1;B;B05BA;2;39.04
0;-p;001;1;B;B05BB;2;114.52
0;-p;001;1;B;B05XA;1;3.36
0;-p;001;1;C;C01CA;1;1.88
0;-p;001;1;C;C02AC;1;0.44
0;-p;001;1;C;C03CA;1;0.32
0;-p;001;1;C;C08CA;2;123.84
0;-p;001;1;H;H02AB;2;286.96
0;-p;001;1;J;J01CA;2;39.24
0;-p;001;1;J;J01DB;1;9.16
0;-p;001;1;J;J01DD;2;217.44
0;-p;001;1;J;J01EE;2;2.08
0;-p;001;1;J;J02AC;2;490.52
0;-p;001;1;J;J05AB;1;165.11
0;-p;001;1;L;L04AA;2;125.41
0;-p;001;1;L;L04AD;2;711.94
0;-p;001;1;M;M01AE;1;0.2
0;-p;001;1;M;M03AC;2;84.08
0;-p;001;1;N;N01AB;2;69.08
0;-p;001;1;N;N01AH;2;5.48
0;-p;001;1;N;N01AX;2;71.4
0;-p;001;1;N;N02AC;1;0.4
0;-p;001;1;N;N02AX;1;3.64
0;-p;001;1;N;N02BA;1;0.84
0;-p;001;1;N;N02BE;2;31
0;-p;001;1;N;N05AD;1;3.28
0;-p;001;1;N;N05AX;1;23.36
0;-p;001;1;R;R06AE;1;0.76
0;-p;001;1;V;V08AB;1;102.24
0;-p;001;2;A;A02BA;7;45.52
0;-p;001;2;A;A02BC;6;135.16
0;-p;001;2;A;A03FA;3;2.08
0;-p;001;2;A;A05AA;1;4.12
0;-p;001;2;A;A10AB;9;97.2
0;-p;001;2;A;A10AC;2;10.96
0;-p;001;2;A;A10AD;2;10.96
0;-p;001;2;A;A10BA;2;2.16
0;-p;001;2;A;A10BB;1;1.04
0;-p;001;2;B;B01AB;9;454.96
0;-p;001;2;B;B02AB;2;185.7
0;-p;001;2;B;B02BC;3;779.1
0;-p;001;2;B;B05AA;8;1663.51
0;-p;001;2;B;B05BA;9;233.76
0;-p;001;2;B;B05BB;10;778.04
0;-p;001;2;B;B05BC;2;9.68
0;-p;001;2;B;B05CB;3;6.04
0;-p;001;2;B;B05XA;2;6.72
0;-p;001;2;C;C01BD;1;1.84
0;-p;001;2;C;C01CA;4;12.84
0;-p;001;2;C;C01EA;1;164.64
0;-p;001;2;C;C02AC;2;3.08
0;-p;001;2;C;C03CA;4;5.64
0;-p;001;2;C;C03DA;1;0.76
0;-p;001;2;C;C07AB;3;12.04
0;-p;001;2;C;C07AG;2;5.92
0;-p;001;2;C;C08CA;5;124.12
0;-p;001;2;C;C08DB;1;4.48
0;-p;001;2;C;C09AA;2;42.76
0;-p;001;2;D;D03AX;1;27.1
0;-p;001;2;H;H02AB;10;1244.64
0;-p;001;2;J;J01CA;10;540.32
0;-p;001;2;J;J01CE;3;1.69
0;-p;001;2;J;J01CF;1;52.64
0;-p;001;2;J;J01DC;1;5.4
0;-p;001;2;J;J01DD;9;689.12
0;-p;001;2;J;J01DH;1;424.2
0;-p;001;2;J;J01EE;8;11.88
0;-p;001;2;J;J01XA;1;235
0;-p;001;2;J;J02AA;1;11.54
0;-p;001;2;J;J02AC;9;1762.28
0;-p;001;2;J;J05AB;8;10728.34
0;-p;001;2;J;J06BB;1;5819.4
0;-p;001;2;L;L04AA;7;18494.42
0;-p;001;2;L;L04AD;7;2485.66
0;-p;001;2;M;M03AC;8;228.8
0;-p;001;2;N;N01AB;6;396.16
0;-p;001;2;N;N01AH;9;164.6
0;-p;001;2;N;N01AX;10;390.72
0;-p;001;2;N;N02AC;2;1.64
0;-p;001;2;N;N02AX;7;22.84
0;-p;001;2;N;N02BE;4;20.64
0;-p;001;2;N;N05AX;1;1.72
0;-p;001;2;N;N05CD;1;1.64
0;-p;001;2;R;R03AC;1;3
0;-p;001;2;R;R03AK;2;11.76
0;-p;001;2;R;R06AB;1;0.16
0;-p;001;2;V;V03AE;1;29.64
0;-p;001;2;V;V08AB;1;82.28
0;-p;001;3;A;A02BA;33;316.48
0;-p;001;3;A;A02BC;18;560.16
0;-p;001;3;A;A03FA;26;90.24
0;-p;001;3;A;A04AA;2;24.96
0;-p;001;3;A;A05AA;14;143.32
0;-p;001;3;A;A06AD;2;15.36
0;-p;001;3;A;A07AA;8;83.64
0;-p;001;3;A;A07DA;2;0.8
0;-p;001;3;A;A07EC;1;43.04
0;-p;001;3;A;A10AB;32;444.52
0;-p;001;3;A;A10AC;1;5.48
0;-p;001;3;A;A10AD;3;28.08
0;-p;001;3;B;B01AA;1;0.88
0;-p;001;3;B;B01AB;39;1404.56
0;-p;001;3;B;B02AA;9;46.28
0;-p;001;3;B;B02AB;7;835.63
0;-p;001;3;B;B02BC;20;10388
0;-p;001;3;B;B02BD;2;1979.82
0;-p;001;3;B;B05AA;37;25210.8
0;-p;001;3;B;B05BA;39;2705.16
0;-p;001;3;B;B05BB;39;3869.08
0;-p;001;3;B;B05BC;21;109.36
0;-p;001;3;B;B05CB;3;21.11
0;-p;001;3;B;B05XA;12;79.12
0;-p;001;3;C;C01AA;1;0.04
0;-p;001;3;C;C01BC;1;1.24
0;-p;001;3;C;C01CA;16;86.4
0;-p;001;3;C;C01CE;1;236.76
0;-p;001;3;C;C01DA;6;34.04
0;-p;001;3;C;C01EA;4;493.92
0;-p;001;3;C;C02AC;12;16.76
0;-p;001;3;C;C03CA;18;94.92
0;-p;001;3;C;C03DA;6;10.12
0;-p;001;3;C;C07AA;2;0.72
