vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;2;1454;436.4;436.4;726.82;1017.24;1017.24
0;001;2;0;3;0;0;0;0;0;0
0;001;2;1;14;27259;169.54;679.76;1397.04;2473.25;6234.92
0;001;3;0;11;0;0;0;0;0;0
0;001;3;1;57;112693;169.54;605.94;1393.32;2405.03;5950.66
0;001;3;3;1;37;36.81;36.81;36.81;36.81;36.81
0;001;3;4;1;197;197.2;197.2;197.2;197.2;197.2
0;001;4;0;3;0;0;0;0;0;0
0;001;4;1;149;733492;218.2;1127.11;2884.07;6450.28;13706.84
0;001;4;3;18;925;18.22;36.81;36.81;61.23;139.81
0;001;4;4;1;2115;2114.58;2114.58;2114.58;2114.58;2114.58
0;002;1;1;1;239;238.66;238.66;238.66;238.66;238.66
0;002;2;1;10;7515;238.66;357.99;516.5;977.45;1897.78
0;002;2;3;7;350;36.81;36.81;36.81;36.81;128.65
0;002;3;0;2;0;0;0;0;0;0
0;002;3;1;24;35027;238.66;795.54;1336.2;2133.99;2958.02
0;002;3;3;5;460;36.81;36.81;128.65;128.65;128.65
0;002;3;4;1;2115;2114.58;2114.58;2114.58;2114.58;2114.58
0;002;4;0;3;0;0;0;0;0;0
0;002;4;1;127;371912;218.2;623.5;1377.55;3322.46;11272.82
0;002;4;3;21;1566;29.38;36.81;55.03;128.65;128.65
0;002;4;4;1;313;313.21;313.21;313.21;313.21;313.21
0;003;1;0;63;0;0;0;0;0;0
0;003;1;1;17;43589;119.33;1016.82;1518.22;3335.3;7013.21
0;003;1;4;21;41762;238.19;291.13;1456.72;3395.08;4499.24
0;003;2;0;33;0;0;0;0;0;0
0;003;2;1;125;247340;401.12;840.34;1511.21;2851.99;4640.12
0;003;2;3;3;273;36.81;36.81;36.81;199.63;199.63
0;003;2;4;14;40890;317.6;2481.47;3077.31;3341.42;5769.58
0;003;3;0;17;0;0;0;0;0;0
