vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;2;2;13667.17;3210.32;3210.32;6833.58;10456.85;10456.85
0;001;2;17;17;47764.92;638.49;1473.54;1735;2160.56;14379.3
0;001;3;68;68;342530.63;647.22;1560.08;2784.03;4464.56;17887.72
0;001;4;152;152;1686082.31;1083.19;3163.53;6648.81;14732.09;34041.63
0;002;1;1;1;5072.39;5072.39;5072.39;5072.39;5072.39;5072.39
0;002;2;10;10;54605.9;2947.64;3535.81;3820.5;5799.85;13088.26
0;002;3;27;27;129438.26;1674.36;3462.92;4096.09;5510.45;11008.23
0;002;4;130;130;1637520.72;3995.58;5318.77;7852.65;13862.78;32048.11
0;003;1;101;100;115091.99;15;55.7;107.28;1182.95;6836.32
0;003;2;171;171;615898.17;60.16;1680.65;2918.48;4831.66;10077.58
0;003;3;369;369;2144737.9;1259.99;2912.6;4091.98;6401.36;16543.39
0;003;4;284;284;4098649.36;2832.57;5206.51;8759.97;19073.05;45855.7
0;004;1;13;13;16482.56;42.4;147.36;183.64;2148.99;7522.58
0;004;2;52;52;95801.19;67.04;506.38;1168.42;2159.91;7024.25
0;004;3;219;219;686500.93;232.94;911.32;2006.87;3818.68;10968.1
0;004;4;1840;1836;14003042.08;1156.72;3129.37;5397.87;9393.82;21109.04
0;005;1;32;32;11050.44;39.4;130.42;258.71;454.38;1030.01
0;005;2;126;126;71935.24;72.64;256.18;408.31;723.24;1275.27
0;005;3;117;117;127538.28;155.3;417.44;726.68;1265.76;3156.86
0;005;4;171;171;568069.65;417.68;1009.48;1724.76;3682.93;9735.06
0;020;1;157;157;29487.15;26.6;74.76;121.44;265.42;457.26
0;020;2;225;225;79639.88;45.52;117.96;203.8;409.44;1288.39
0;020;3;184;182;108969.35;88.18;214.76;420.1;789.04;1601.91
0;020;4;296;295;878263.14;311.32;777.46;1561.3;2897.76;6910.84
0;021;1;1214;1214;490378.27;45.28;139.12;300.52;463.26;1370.82
0;021;2;1964;1961;1136415.81;106.88;249.77;378.89;589.49;1677.15
0;021;3;746;745;831020.77;168.78;396.77;651.13;1168.06;3180.36
0;021;4;719;717;1740393.93;280.24;891.44;1780.08;3202.2;6314.57
0;022;1;139;139;15977.79;26.04;50.12;63.96;95.04;226.6
0;022;2;336;336;57751.6;32.08;61.54;89.28;163.08;650.12
0;022;3;120;117;61760.46;45.56;128.28;256.8;527.61;2132.12
0;022;4;112;111;225154.72;99.92;462.1;1171.84;2444.88;6823.47
0;023;1;671;654;67882.38;5.88;41.04;69.48;115.76;297.5
0;023;2;374;368;110650.78;16.52;66.48;159.83;344.96;1075.48
0;023;3;195;194;151286.1;62.27;182;433.7;979.93;2338.91
0;023;4;74;73;136537.15;178.07;538.86;1184.01;2709.04;6235.94
0;024;1;1022;1022;109086.23;36.36;66.76;90.39;123.24;225.96
0;024;2;2262;2259;331040.65;49.04;77.52;106.72;159.24;295.56
0;024;3;599;599;222850.6;69.32;133.74;222.84;405.68;1239.6
0;024;4;99;98;166628.85;175.16;626.6;1134.94;2087.68;5898.36
0;025;1;1900;1872;88917.12;3.44;19.04;36.28;54.9;118.2
0;025;2;277;274;34824.36;5.72;26.72;47.84;107.96;354.66
0;025;3;43;42;20234.89;4.8;20.64;44.58;110.32;680.89
