vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;55;22;49;60;66;71
0;002;53;24;47;57;63;66
0;003;52;12;47;58;64;70
0;004;60;26;53;64;72;82
0;005;66;39;59;68;75;84
0;006;47;29;40;46;52;74
0;020;60;12;46;67;79;88
0;021;58;18;48;61;71;84
0;022;55;0;34;65;75;84
0;023;55;21;46;55;67;80
0;024;69;45;63;71;79;87
0;026;56;18;43;57;71;87
0;040;54;16;38;56;72;87
0;041;63;30;55;66;74;85
0;042;76;41;71;80;86;92
0;043;55;25;41;56;69;83
0;044;74;45;66;78;86;92
0;045;74;49;66;77;85;92
0;046;70;40;62;73;83;90
0;047;73;46;65;76;84;91
0;048;61;20;49;64;76;88
0;049;43;0;18;46;65;82
0;050;49;2;24;55;73;86
0;051;20;0;0;15;32;63
0;052;62;6;53;68;80;90
0;053;39;2;11;38;64;85
0;054;40;10;24;39;53;79
0;055;67;15;55;74;85;92
0;056;62;11;46;68;83;91
0;057;26;0;3;12;47;84
0;058;54;12;38;55;74;89
0;070;55;17;41;59;72;87
0;073;66;32;59;69;77;87
0;080;53;2;27;62;80;91
0;082;57;2;36;63;80;91
0;089;46;5;26;50;63;81
0;090;60;3;55;64;72;84
0;091;53;1;45;59;70;82
0;092;29;15;17;23;38;64
0;093;46;18;33;46;59;73
0;095;4;0;0;0;5;22
0;097;26;3;17;26;35;55
0;098;41;9;25;40;57;75
0;110;65;45;58;65;72;85
0;111;65;31;54;69;80;89
0;113;22;0;0;4;36;86
0;114;34;1;5;28;58;83
0;115;53;24;44;54;63;77
0;120;63;27;58;67;74;84
0;121;62;22;55;66;74;86
0;130;66;14;60;70;78;87
0;131;27;3;17;26;36;56
0;132;2;0;0;0;2;16
0;133;67;0;60;73;83;92
0;134;68;36;58;71;82;91
0;135;67;28;54;72;84;92
0;136;70;52;63;71;78;88
0;137;68;5;60;75;86;93
0;138;2;0;0;0;0;3
0;139;60;1;40;72;85;93
0;140;71;52;64;72;80;89
0;141;38;1;7;37;65;86
0;142;66;30;57;69;79;88
0;143;52;0;28;60;74;89
0;144;50;0;19;56;79;91
0;160;18;0;0;4;31;72
0;161;64;41;57;66;73;82
0;162;66;34;59;70;76;84
0;163;69;41;64;72;79;85
0;165;69;50;61;69;76;84
0;166;68;52;62;69;75;82
0;167;61;2;54;67;76;86
0;169;69;51;62;69;76;86
0;170;79;57;73;80;86;91
0;171;78;59;72;79;85;91
0;174;67;46;57;67;77;87
0;175;66;41;59;68;75;85
0;176;74;44;67;78;86;93
0;177;71;45;64;73;81;89
0;180;64;34;54;67;76;87
0;181;71;53;64;71;79;88
0;182;64;20;56;69;78;87
0;190;73;48;63;74;84;92
0;191;69;50;62;70;76;85
0;192;67;39;58;69;78;86
0;193;72;35;65;76;84;92
0;194;81;61;75;83;88;94
0;196;70;31;63;75;84;93
0;197;69;34;60;72;83;92
0;198;70;47;61;71;81;90
0;199;70;39;60;74;83;91
0;200;71;0;68;81;87;93
0;201;71;38;63;74;82;91
0;203;60;25;48;61;75;88
0;204;67;13;58;75;84;92
0;205;64;22;55;68;80;90
0;206;65;22;57;69;79;88
0;207;62;15;48;68;81;90
0;220;59;29;48;61;72;84
0;221;63;28;54;66;76;87
0;222;43;0;25;48;64;82
0;223;59;20;47;62;74;86
0;224;58;27;45;57;73;88
0;225;32;8;16;28;45;69
0;226;52;24;39;51;64;82
0;227;59;32;49;60;70;82
0;228;61;27;50;63;74;86
0;229;58;25;46;61;72;85
0;240;72;49;64;73;82;90
0;241;56;5;38;62;78;89
0;242;57;5;40;62;78;89
0;243;46;0;3;58;74;88
0;244;67;39;55;68;80;89
0;245;46;14;26;44;63;84
0;246;73;43;63;76;85;93
0;247;61;5;49;69;82;92
0;248;44;1;14;47;72;88
0;249;32;0;2;17;64;87
0;251;46;8;26;46;67;86
0;252;53;17;39;55;69;83
0;253;70;21;62;76;85;92
0;254;56;3;39;65;78;89
0;260;63;38;55;65;73;83
0;261;68;39;59;70;80;90
0;262;66;35;59;70;78;88
0;263;55;26;41;56;69;83
0;264;64;37;55;65;75;87
0;279;60;26;50;62;71;84
0;280;59;41;52;60;67;77
0;281;71;49;63;72;81;89
0;282;55;27;43;55;67;85
