vrai_hop;rdrg;SI;N;moy_gemid
0;001;2;13;504.49
0;001;3;34;615.88
0;001;4;153;976.12
0;002;2;4;3374.12
0;002;3;24;2350.2
0;002;4;109;2529.3
0;003;1;66;35.13
0;003;2;82;16.6
0;003;3;140;15.33
0;003;4;463;20.79
0;004;1;9;315.63
0;004;2;58;357.93
0;004;3;189;423.49
0;004;4;2123;1180.65
0;005;1;39;50.4
0;005;2;145;109.58
0;005;3;104;229.34
0;005;4;154;294.7
0;020;1;118;194.55
0;020;2;188;241.46
0;020;3;188;278.52
0;020;4;301;420.69
0;021;1;1170;476.04
0;021;2;1678;1808
0;021;3;716;1171.88
0;021;4;783;1297.45
0;022;1;160;1103.39
0;022;2;311;912.11
0;022;3;111;885.96
0;022;4;76;642.86
0;023;1;734;1166.4
0;023;2;401;471.96
0;023;3;207;1691.56
0;023;4;66;1106.68
0;024;1;1154;181.72
0;024;2;2319;170.59
0;024;3;634;282.41
0;024;4;112;835.35
0;025;1;2284;384.34
0;025;2;297;1272.48
0;025;3;43;2.14
0;025;4;5;64.75
0;026;1;730;707.37
0;026;2;474;2847.38
0;026;3;269;2560.39
0;026;4;115;1919.36
0;040;1;153;80.16
0;040;2;199;51.77
0;040;3;133;13.63
0;040;4;45;51.52
0;041;1;345;3.04
0;041;2;1297;7.12
0;041;3;1048;10.16
0;041;4;242;29.72
0;042;1;2417;2.21
0;042;2;5988;4.98
0;042;3;3086;7.46
0;042;4;485;16.16
0;043;1;1216;0.5
0;043;2;750;1.99
0;043;3;182;4.35
0;043;4;23;16.8
0;044;1;362;8.84
0;044;2;987;11.83
0;044;3;1216;9.4
0;044;4;514;57.01
0;045;1;830;3.14
0;045;2;7798;1.45
0;045;3;3976;4.84
0;045;4;2142;27.92
0;046;1;238;13.63
0;046;2;948;4.14
0;046;3;358;6.29
0;046;4;87;44.08
0;047;1;1526;0.55
0;047;2;4601;2.81
0;047;3;1187;5.54
0;047;4;112;8.31
0;048;1;1463;5.79
0;048;2;1541;6.21
0;048;3;1881;2.77
0;048;4;80;30.34
0;049;1;107;22.22
0;049;2;357;1.79
0;049;3;133;1.96
0;049;4;114;20.15
0;050;1;206;0.07
