vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;4;4;13887.33;2650.02;2905.04;3397.54;4038.62;4442.23
0;001;2;46;46;201017.79;928.42;2396.12;2854.89;4346.2;16489.98
0;001;3;94;94;539116.84;885.06;1796.61;3412.72;6070.61;18572.69
0;001;4;115;115;1447826.92;1530.43;4147.93;7156.9;14407.44;41025.02
0;002;2;7;7;39909.97;4961.5;4982.72;5223.3;6179.98;8188.82
0;002;3;77;77;431776.04;1817.95;4267.06;5590.65;7028.98;9259.55
0;002;4;108;108;1176292.67;3250.12;5717.77;7912.83;12789.07;29436.07
0;003;1;287;286;1836380.46;1110.68;3126.63;4388.71;9605.16;14833.46
0;003;2;381;381;3039447.81;1807.31;3442.04;6138.53;10980.28;19488.32
0;003;3;159;159;1670892.63;2457.96;4050.06;8998.46;15079.93;26229.58
0;003;4;94;94;2298895.55;3443.77;8437.62;17015.92;28036.84;72646.13
0;004;1;11;11;16958.42;9.08;303.56;603.8;1812.48;9162.5
0;004;2;46;46;87473.8;78.08;370.84;1046.39;1978.6;9400.6
0;004;3;227;225;715666.02;300.44;1040.44;2287.48;3585.52;8785.04
0;004;4;1145;1140;7316071.37;729.33;2314.55;4329.56;7201.79;18087.21
0;005;1;2;2;1880.96;400.64;400.64;940.48;1480.32;1480.32
0;005;2;11;11;15445.8;54.92;339.49;905.52;2020.28;5805.52
0;005;3;69;68;224071.13;253.4;1334.9;2473.24;3712.45;9965.5
0;005;4;252;251;1427446.71;833.48;2224.32;3948.2;6912.68;18357.41
0;006;2;1;1;5986.57;5986.57;5986.57;5986.57;5986.57;5986.57
0;006;3;7;7;45063.69;2908.24;4752.58;5621.29;9457.03;10009.77
0;006;4;2;2;20866.75;7692.65;7692.65;10433.37;13174.1;13174.1
0;020;1;283;283;76516.03;36.08;73.48;130.12;261.61;781.96
0;020;2;102;102;41445.69;68;130.44;226.38;432.4;1601.06
0;020;3;253;251;194449.58;73.8;208.52;434.24;969.12;2557.7
0;020;4;187;185;405452.99;351.96;905.33;1574.18;2770.26;4544.86
0;021;1;1177;1174;390511.73;44.36;118.2;249.42;408.64;809.32
0;021;2;1768;1767;1036560.73;74.64;226.64;376.76;590.54;1860.37
0;021;3;1130;1129;1081597.84;148.32;380.85;589.68;1188.45;2959.62
0;021;4;601;600;1306333.38;276.66;728.06;1595.04;2690.86;6176.87
0;022;1;241;240;20727.89;25.98;38.84;53.64;82.5;199.22
0;022;2;234;234;35393.18;28.2;50.8;72.08;142.36;444.08
0;022;3;82;82;36716.68;39.56;74.56;181.71;428.07;1663.88
0;022;4;24;24;47202.06;154.12;296.86;1175.69;2520.06;9136.47
0;023;1;844;823;93410.06;6.56;31.36;49.36;79.08;331.25
0;023;2;459;452;123897.44;10.76;52.82;116.68;298.37;816.12
0;023;3;146;145;222554.57;59.88;190.74;429.24;921.4;6883.64
0;023;4;36;36;102501.85;191.64;660.34;1297.04;2114.79;9185.96
0;024;1;2111;2109;273742;32.72;57;84.12;150;370.88
0;024;2;1560;1559;272466.71;38.52;67.56;107.6;198.36;538.92
0;024;3;1142;1142;471492.65;62.48;130.12;221.58;534.21;1239.32
0;024;4;216;216;230264.68;150.92;398.3;741.57;1364.48;3033.56
0;026;1;2036;2010;111964.43;3.28;20.52;35.06;52.76;157.12
0;026;2;755;747;101138.02;5.28;25.6;46.8;101.44;420.92
0;026;3;294;291;167587.58;24.96;79.08;194.84;514;1973.96
0;026;4;67;67;121133.63;87.4;367.21;1158.2;1870.49;6849.23
0;040;1;124;106;21673.85;1.48;21.88;65.24;187.6;504.49
0;040;2;181;168;49001.09;1.48;17.58;58.84;203.52;868.52
0;040;3;99;98;57283.97;5.56;55.76;142.9;481.96;3609.88
0;040;4;16;16;24935.16;45.32;89.14;327.64;1766.51;8819.28
0;041;1;340;329;59525.41;5.2;38.48;75.24;134.6;684.72
0;041;2;1111;1095;427771.54;9.72;54.28;102.92;197.4;1731.92
0;041;3;1195;1190;864323.33;27.84;87.44;174.39;374.89;3431.12
0;041;4;202;201;283644.75;26.56;164.56;355.16;1010.52;5620.37
0;042;1;2212;1881;182573.78;0.56;4.96;17.72;49.84;211.72
0;042;2;6057;5829;592312.86;2.44;13.28;36.24;78.24;258.72
0;042;3;2882;2836;490905.36;6.16;31.8;77.43;168.58;572.6
0;042;4;310;308;194946.13;24.2;124.53;274.02;704.25;2304.28
0;043;1;2279;2134;11326723.81;6.56;153.48;2141.94;4941.62;26204.8
0;043;2;918;900;3446035.21;5.16;142.58;1285.89;4512.52;10030.35
0;043;3;146;146;284722.02;21.64;110.8;361.59;3354.94;6563.85
0;043;4;26;26;42918.29;172.08;363.24;631.6;1134.06;8072.69
0;044;1;506;478;44001.77;1.68;13.79;47.82;95.72;310.6
0;044;2;914;892;162639.85;3.97;25.72;73.4;184.41;755.12
0;044;3;1477;1425;377550.9;4.68;39.24;111.56;261.64;972.15
0;044;4;439;419;269125.75;4.88;31.88;173.8;750.98;2721.57
0;045;1;1891;1869;159337.12;1;8.44;31.71;67.04;609.92
0;045;2;8295;8265;1452161.32;4.84;26.92;61.96;135.44;836.71
0;045;3;3859;3852;1259902.61;14.88;63.32;145.25;366.5;1106.52
0;045;4;915;911;668892.95;27.4;173.02;452.2;963.86;2258.64
0;046;1;141;134;7759.59;2.64;18.24;46.56;69.4;149.92
0;046;2;288;285;22127.65;2.88;26.96;52.88;87.72;181.6
0;046;3;153;153;26746.39;9.36;48.6;88.8;146.16;669.4
0;046;4;12;12;4635.29;27.96;128.96;293.18;569.14;1110.45
0;047;1;2876;2817;96294.01;0.44;4;15.08;42.4;95.04
0;047;2;3804;3763;227063.68;1.76;11.8;31.72;65;162.83
0;047;3;827;824;139856.04;6.84;32.42;67.52;137.22;551.8
0;047;4;74;74;37170.4;25.76;105.52;251.39;636.84;2041.56
0;048;1;1654;1507;284239.83;0.64;8.24;30.6;62.52;284.08
0;048;2;1321;1282;1490925.17;1.88;22.88;63.5;1331.36;5764.26
0;048;3;951;910;703680.33;2.36;23.64;63.85;204.64;4746.76
0;048;4;54;54;44432.86;25.84;127.44;306.92;922.08;4745.34
0;049;1;104;104;31990.37;36.24;129.16;240.44;404.68;862.2
0;049;2;376;361;1286600.62;10.4;177.56;1514.8;6617.46;10242.07
0;049;3;140;139;365385.51;26.32;356.42;766.32;4050.4;9971.89
0;049;4;67;67;234767.85;215.28;531.24;1452.68;6117.46;11792.51
0;050;1;234;228;42223.83;7.12;40.76;108.94;251.39;645.66
0;050;2;430;413;182090.92;4.2;55.76;183.88;372.98;1767.34
0;050;3;175;174;140792.81;39.17;200.48;473.29;849.88;3422.14
0;050;4;68;68;211064.08;269.1;927.75;1595.14;3518.91;10226
0;051;1;917;875;57324.92;3.8;14.32;34.64;67.24;196.28
0;051;2;319;306;66606.8;6.52;33.04;68.32;272.35;797.36
0;051;3;27;26;7253.45;40.76;70.88;189.58;446.66;676.74
0;051;4;4;4;14311.33;659.69;820.14;1259.94;6335.52;11131.76
0;052;1;1024;722;14195.23;0.12;1.68;6.04;28.12;68.4
0;052;2;641;563;43277.06;1.76;11.24;34.12;72.96;253.52
0;052;3;651;624;143406.55;6.32;39.58;92.96;201.26;619.76
0;052;4;138;138;108498.97;26.12;162.36;407.74;1071.99;3266.98
0;053;1;7536;4859;132248.83;0.44;3.32;10.56;29.96;95.16
0;053;2;5320;4473;348200.21;1.56;8.56;27.56;69.92;243.44
0;053;3;2709;2366;459446.21;2.16;15.72;54.02;145.96;719.01
0;053;4;499;496;427373.89;25.28;143.26;383.76;989.76;2908.2
0;054;1;4549;3965;147140.15;0.6;6.64;19.6;49.04;116.92
0;054;2;1636;1529;105858.62;1.16;8.68;30.44;66.76;180.92
0;054;3;197;193;24318.73;1.24;13.92;51.08;105.38;462.13
0;054;4;10;10;11435.01;7.96;76.48;319.38;1421.6;5883.43
0;055;1;1009;926;55813.63;1.68;8;25;59.48;182.08
0;055;2;1396;1366;159119.04;3.36;18.8;48.82;116.56;423.76
0;055;3;723;709;201897.64;7;38;116.72;277;947.84
0;055;4;190;188;169207.85;26.36;173.02;553.64;1168.43;3041.68
0;056;1;114;90;2743.05;1.52;7.56;16.4;32.8;127.72
0;056;2;124;117;17774.32;1.48;9.28;32;103.96;628.14
0;056;3;42;40;5534.11;5.7;38.98;96.9;196.76;445.7
0;056;4;5;5;5589.49;189.52;231.32;654.84;1056.41;3457.4
0;057;1;6677;2920;49464.17;0.16;2.28;5.48;12.66;52.15
0;057;2;1630;1349;61460.57;0.56;4.84;15.16;40.07;140.48
0;057;3;257;245;43625.96;7.56;31.6;79.88;187.84;693.95
