vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;4;4;8052.62;934.63;1620.47;2310.83;2405.84;2496.34
0;001;2;26;26;80514.23;1141.35;1756.56;2282.38;3427.77;9536.25
0;001;3;45;45;172233.02;698.33;1707.24;2937.41;3940.12;13232.63
0;001;4;79;79;533967.36;1288.71;2422.76;4597.18;8941.36;19386.06
0;002;1;2;2;9457.26;2839.6;2839.6;4728.63;6617.66;6617.66
0;002;2;7;7;26796.24;1350.52;1815.56;2875.92;7762.31;8198.73
0;002;3;35;34;160343.65;725.77;2699.24;3782.37;6456.57;9661.66
0;002;4;61;61;561598.14;2744.03;5286.11;7552.22;12035.34;22494.96
0;003;1;74;65;400393.08;57.21;1426.15;6120.82;9048.92;13877.6
0;003;2;100;92;633553.08;138.95;3088.92;6005.52;8795.17;16792.4
0;003;3;187;187;1589185.39;2055.45;4021.88;6734.26;10774.66;22804.29
0;003;4;184;184;2567800.02;3258.45;6924.27;10889.07;16321.75;41644.08
0;004;1;31;31;85550.84;60.54;292.57;1065.3;4785.04;11886.79
0;004;2;88;88;293052.9;170;663.71;1917.08;5547.21;9990.32
0;004;3;328;328;1380458.03;389.22;1639.12;3299.02;5635.69;10891.82
0;004;4;1322;1321;8955714.15;1045.39;3055.64;5368.57;8765.75;16978.2
0;005;1;110;110;98806.12;78.53;263.52;587.46;939.96;2478.58
0;005;2;118;116;111018.83;137.26;470.46;713.2;1134.28;2371.35
0;005;3;79;77;150125.52;362.65;850.29;1494.78;2332.1;6604.36
0;005;4;126;124;419704.5;523.29;1140.8;2374.14;4362.26;8669.28
0;020;1;152;152;50102.79;19.57;108.34;189.33;316.46;1397.18
0;020;2;134;133;77815.67;70.28;155.5;299.6;649.21;2582.49
0;020;3;147;147;136961.2;109.15;256.61;444.38;1035.39;3470.69
0;020;4;176;175;422970.41;288.66;678.39;1596.07;3342.26;6640.95
0;021;1;1492;1484;579534.21;34.12;144.06;304.44;524.02;1023.66
0;021;2;1050;1049;749514.09;99.81;295.78;500.4;814.21;1890.89
0;021;3;680;678;999617.92;149.73;460.76;886.94;1700.17;5043.41
0;021;4;527;526;1475359.56;315.4;961.58;2023.97;3636.86;8059.4
0;022;1;230;229;33205.35;31.63;61.72;91.42;144.65;458.7
0;022;2;263;262;88131.83;43.96;89.05;144.35;310.33;1299.7
0;022;3;103;103;83093.17;70.45;179.08;377.82;953.96;3741.12
0;022;4;72;72;177465.39;228.46;616.69;1528.07;3070.68;8515.48
0;023;1;607;588;87135.18;8.97;49.16;94.27;153.95;433.81
0;023;2;290;288;122892.62;22.41;93.09;177.25;482.09;1606.53
0;023;3;188;187;164008.11;68.51;116.25;406.85;1329.83;3101.8
0;023;4;42;42;106410.23;369.8;1006.47;1758.51;3800.48;7453.77
0;024;1;1410;1407;238380.21;57.62;101.76;138.4;200.18;359.63
0;024;2;1648;1648;370631.21;79.16;128.14;179.74;265.66;488.14
0;024;3;515;515;243121.37;101.34;186.47;285.14;468.37;1322.47
0;024;4;67;66;98454.53;194.79;416.21;794.44;1995.53;4829.04
0;025;1;3509;3409;158075.81;2.6;12.1;32.62;55.46;119.92
0;025;2;172;169;22567.82;4.93;25.8;70.33;147.04;507.4
0;025;3;44;43;18117.52;5.7;58.9;149.53;438.16;1949.04
0;025;4;4;4;5459.78;1085.17;1108.74;1175.42;1621.16;2023.77
0;026;1;671;626;79340.89;4.96;42.08;81.63;140;300
0;026;2;391;382;112143.84;11.62;61.58;136.87;292.77;1302
0;026;3;196;195;157090.95;44.26;154.65;331.37;1052.89;3097.47
0;026;4;65;65;141540.58;160.37;584.96;1233.56;2587.37;8228.32
0;040;1;268;220;18048.32;1.33;7.27;20.72;75.31;419.37
0;040;2;237;213;57480.08;1.66;14.5;63.81;211.2;1097.54
0;040;3;116;111;52207.13;7.63;54.37;162.51;530.12;1864.96
0;040;4;25;25;26551.02;43.87;81.78;482.84;1395.26;3762.7
0;041;1;595;585;130135.49;8.6;64.55;130.02;238.88;739.09
0;041;2;976;959;315698.49;16.53;79.25;180.24;380.6;1211.65
0;041;3;613;610;421565.36;29.18;156.2;372.85;803.17;2159.69
0;041;4;104;104;153014.52;132.99;413.92;885.86;2187.48;4897.81
0;042;1;2384;1951;149148.79;1.54;9.9;30.39;80.21;258.63
0;042;2;3163;2979;350802.99;2.85;18.17;51.83;126.87;433.64
0;042;3;1393;1366;421606.02;9.12;48.11;129.9;316.61;1337.14
0;042;4;197;197;194941.17;33.63;197.5;552.27;1125.35;3675.06
0;043;1;1310;1019;257090.97;2.48;70.2;215.81;366.16;552.04
0;043;2;508;460;116745.67;4.13;54.04;185.51;367.13;715.79
0;043;3;112;109;49001.69;11.68;76.04;231.64;504.58;1701.58
0;043;4;10;10;9639.92;46.52;591.49;660.13;933.65;2861.7
0;044;1;654;631;86883.42;3.49;18.36;57.87;137.65;493.24
0;044;2;946;927;210467.51;5.43;34.45;95.09;247.87;938.63
0;044;3;942;920;428287.12;7.37;67.26;194.77;521.9;1571.85
0;044;4;300;298;392724.62;33.49;250.36;685.41;1873.6;4572.89
0;045;1;768;750;83962.46;5.28;27.83;74.55;133.22;356.99
0;045;2;2577;2560;471722.69;9.97;46.45;104.6;210.56;648.38
0;045;3;1236;1231;518734.83;20.3;93.58;226.69;510.64;1528.01
0;045;4;489;489;530704.57;92.22;325.22;674.51;1407.44;3476.02
0;046;1;2399;2307;241993.95;4.71;28.73;76.73;128.13;304.8
0;046;2;5484;5410;860445.26;8.64;41.37;93.88;174.17;518.18
0;046;3;2304;2293;916674.67;21.45;86.47;194.19;480.86;1446.51
0;046;4;786;785;815095.44;66.94;288.63;669.99;1348.95;3145.18
0;047;1;2186;2067;124629.21;2.95;12.58;32.19;79.88;183.18
0;047;2;4638;4527;412728.92;4.57;21.73;51.09;106.72;278.42
0;047;3;1295;1289;303226.67;8.75;44.78;98.83;246.74;975.43
0;047;4;136;136;126895.68;33.85;208.03;579.76;1223.56;3137.2
0;048;1;2118;1893;111349.89;1.98;7.74;18.35;61.16;200.42
0;048;2;2043;1930;204943.19;2.14;14.49;37.23;87.28;300.82
0;048;3;1366;1213;315170.18;2.25;20.55;66.04;163.09;877.36
0;048;4;50;49;49617.2;49.57;212.3;532.28;1514.06;3815.13
0;049;1;313;308;154352.4;25.09;187.75;353.95;647.34;1371.54
0;049;2;390;348;560731;2.21;54.73;377.51;2016.65;6600.09
0;049;3;127;126;224881.21;44.13;246.05;700.23;1649.88;7896.03
0;049;4;92;92;212083.23;140.38;468.95;1088.21;2865.63;9118.97
0;050;1;418;389;106303.28;6.08;24.94;116.83;357.64;919.43
0;050;2;380;347;140401.97;4.04;25.48;117.99;391.14;1444.33
0;050;3;118;115;136250.51;20.23;172.47;794.38;1666.05;3663.21
0;050;4;31;31;82573.36;76.15;915.89;1416.7;4187.96;9488.68
0;051;1;2741;2552;274096.14;3.92;14.7;53.07;129.71;414.34
0;051;2;439;422;81775.78;5.6;26;83.75;180.95;878.01
0;051;3;101;100;17748.57;6.72;17.26;81.42;136.57;808.4
0;051;4;18;18;13363.59;8.54;67.13;284.12;1132.78;3550.81
0;052;1;647;480;22719.66;1.71;5.87;16.58;54.35;179.67
0;052;2;578;547;102151.8;4.9;22.51;57.32;160.54;740.6
0;052;3;537;523;188268.7;4.81;41.94;128.06;392.22;1424.6
0;052;4;235;233;219995.52;33.19;233.87;528.92;1270.46;3289.15
0;053;1;6741;5365;240507.93;1.59;6.32;17.18;49.33;155.69
0;053;2;3449;3188;339528.47;2.85;14.66;44.01;108.04;389.37
0;053;3;1825;1639;367790.59;3.15;22.16;70.51;206.04;914.1
0;053;4;231;231;317098.23;68.77;307.66;844.76;1990.35;4501.46
0;054;1;3396;2782;106280.41;1.81;7.34;18.22;45.24;125.58
0;054;2;1151;1029;62295.67;1.88;10.46;29.01;70.84;197.58
0;054;3;127;122;13832.35;4.81;20.31;48.56;125.63;477.27
0;054;4;7;7;6246.71;6.35;24.45;1249.99;1468.19;1533.14
0;055;1;661;576;54685.48;1.88;9.94;33.77;87.26;353.99
0;055;2;408;388;76745.28;6.76;28.18;95.39;218.38;773.69
0;055;3;214;211;71734.79;10.49;70.12;178.17;460.47;1205.45
0;055;4;102;102;124785.67;40.06;271.62;675.84;1565.03;3199.91
0;056;1;1013;685;34840.88;0.89;5.43;17.28;53.66;210.09
0;056;2;282;260;31971.61;3.24;17.61;52.98;142.8;544.84
0;056;3;83;79;31591.47;12.49;60.41;176.54;458.43;1636.57
0;056;4;27;26;29879.19;55.98;217.05;481.71;1630.67;3582.8
0;057;1;12122;6242;111436.24;0.82;3.52;7.86;17.33;67.42
0;057;2;1125;918;41692.79;1.21;6.68;18.79;52.71;170.92
0;057;3;157;143;29462.48;2.35;24.56;94.13;245.41;793.37
0;057;4;17;17;17730.19;16.19;85.88;360.36;1138.66;7662.65
0;058;1;9804;2325;164863.52;1.39;7.86;27.02;86.66;246.85
0;058;2;4491;2731;346346.05;2.13;16.53;56.59;129.28;464.02
0;058;3;1438;1201;339970.75;4.41;43.34;117.25;302.47;1122.66
0;058;4;231;225;230405.28;50.9;233.61;525.46;1265.5;3509.65
0;070;1;372;369;48319.45;32.32;52.6;81.07;162.09;385.55
0;070;2;145;145;34520.38;21.07;62.01;134.88;279.78;587.07
0;070;3;18;18;12011.71;38.56;190.11;391.96;624.53;4137.76
0;070;4;5;5;2782.61;153.7;261.7;338.44;393.45;1635.32
0;071;1;3626;3613;351274.22;10.27;46.51;75.13;133.02;234.72
0;071;2;1696;1687;217827.13;15.15;55.64;90.93;151.62;326.68
0;071;3;61;61;15896.67;39.92;88.75;128.31;259.46;593.32
0;071;4;6;6;1552.68;104.56;110.55;157.07;510.63;512.81
0;072;1;3520;3459;306740.06;8.45;36.48;59.28;121.99;244.05
0;072;2;467;467;65352.82;10.84;48.89;103.23;170.37;385.49
0;072;3;47;47;10888.17;10.32;54.13;155.24;292.53;747.37
0;072;4;2;2;2402.99;667.34;667.34;1201.5;1735.65;1735.65
0;073;1;12227;12197;1940954.41;78.09;110.72;149.68;190.89;278.85
0;073;2;2403;2399;416927.73;79.14;121.99;154.91;207.22;316.62
0;073;3;181;180;49635.75;84.99;132;184.04;256.91;773.13
0;073;4;13;13;11290.2;13.95;501.1;575.74;1280.51;2451.2
0;080;1;200;194;27367.11;8.9;38.45;89.3;170.39;422.75
0;080;2;64;62;16774.79;20.6;57.88;173.28;396.23;845.87
0;080;3;10;10;5874.22;54.8;137.19;404;696.67;2210.73
0;080;4;1;1;23.46;23.46;23.46;23.46;23.46;23.46
0;081;1;291;243;30631.44;1.34;15.32;69.65;199.16;402.09
0;081;2;287;259;45689.53;2.9;32.48;94.64;263.17;507.74
0;081;3;52;49;23751.43;2.6;23;75.13;170.53;1476.63
0;081;4;6;6;2024.57;3.3;148;250.56;660.52;711.64
0;082;1;1060;886;56450.58;1.74;7.19;20.06;53.62;245.85
0;082;2;1205;1126;147628.75;2.97;15.47;44.96;142.77;547.43
0;082;3;361;354;117249.97;8.41;54.76;167.43;458.61;1200.66
0;082;4;17;17;25450.48;23.23;72.88;256.03;1505.12;6644.63
0;090;1;93;93;12913.31;22.01;42.9;55.2;97.84;311.57
0;090;2;196;196;112646.53;40.89;152.54;373.43;644.5;1839.61
0;090;3;47;47;55130.67;265.91;460.85;896.91;1602.3;3083.09
0;090;4;76;76;154784.39;247.43;553.93;1008.26;3126.57;6526.19
0;091;1;229;229;55860.12;50.29;115.86;210.83;271.77;575.37
0;091;2;147;147;58575.44;57.43;121.53;247.14;475.2;1029.93
0;091;3;22;22;16270.34;124.49;135.12;425.23;758.53;3242.8
0;091;4;42;42;72654.7;291.89;532.77;1078.61;2164.41;5985.5
0;092;1;2193;2189;346062.69;45.41;80.38;123.38;197.42;374.73
0;092;2;278;278;70416.54;43.24;91.77;185.95;307.9;717.23
0;092;3;41;41;34096.45;145.61;250.76;355.48;914.86;2828.3
0;092;4;8;8;23071.8;356.5;1679.53;2540.18;3368.92;7538.05
0;093;1;7034;7026;658571.13;33.17;56.7;77.74;109.48;206.95
0;093;2;549;548;96877.67;40.96;70.62;104.16;164.85;556.46
0;093;3;48;48;48214.22;49.14;118.95;383.39;1046.41;5747.27
0;093;4;4;4;6356.22;340.13;626.71;1121.49;2551.4;3773.11
0;094;1;2000;1991;176680.72;22.37;43.43;62.58;95.42;227.22
0;094;2;326;324;55201.16;25.59;51.23;80.99;163.23;580.29
0;094;3;46;44;35839.13;33.39;73.79;279.23;842.79;3014.22
0;094;4;7;7;7659.24;348.77;442.18;933.23;2009.76;2266.06
0;095;1;330;330;25713;24.89;45;66.2;92.62;192.18
0;095;2;65;65;5631.81;29.14;49.73;61.23;108.62;185.68
0;095;3;8;8;1713.21;47.98;78.44;152.41;221.25;761.04
0;096;1;736;735;67852.33;34.95;53.92;74.97;111.2;193.64
0;096;2;165;164;17717.64;38.27;61.98;87.36;132.69;254.02
