vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;2;4466;2102.18;2102.18;2232.95;2363.72;2363.72
0;001;2;0;2;0;0;0;0;0;0
0;001;2;1;22;35516;91.72;676.78;1122.96;1820.8;4039.4
0;001;2;3;2;74;36.81;36.81;36.81;36.81;36.81
0;001;3;0;2;0;0;0;0;0;0
0;001;3;1;49;77190;104.12;412.74;1020.1;2187.69;4551.36
0;001;3;3;1;37;36.81;36.81;36.81;36.81;36.81
0;001;4;0;7;0;0;0;0;0;0
0;001;4;1;110;297059;183.44;694.1;1386.97;3424.71;9987.79
0;001;4;3;14;645;29.38;36.81;36.81;61.23;103
0;002;2;0;1;0;0;0;0;0;0
0;002;2;1;13;7907;133.86;366.88;607.34;991.58;1046.12
0;002;2;3;7;258;36.81;36.81;36.81;36.81;36.81
0;002;3;0;6;0;0;0;0;0;0
0;002;3;1;24;20781;91.72;281.36;691.62;1051.07;2508.69
0;002;3;3;9;331;36.81;36.81;36.81;36.81;36.81
0;002;4;0;2;0;0;0;0;0;0
0;002;4;1;70;144185;158.65;562.72;1079.57;2286.82;5490.85
0;002;4;3;23;1679;36.81;36.81;73.62;73.62;171.29
0;003;1;0;22;0;0;0;0;0;0
0;003;1;1;62;162402;204.51;818.04;1486.73;2508.68;7714.42
0;003;1;3;13;563;29.38;36.81;36.81;36.81;128.65
0;003;2;0;9;0;0;0;0;0;0
0;003;2;1;84;168469;286.32;708.97;1121.1;2079.2;7371.12
0;003;2;3;2;110;36.81;36.81;55.21;73.62;73.62
0;003;3;0;8;0;0;0;0;0;0
0;003;3;1;155;366494;347.05;743.68;1427.86;3109.8;6922.42
0;003;3;3;14;1126;29.38;36.81;36.81;147.24;222.36
0;003;3;4;1;2638;2638.41;2638.41;2638.41;2638.41;2638.41
0;003;4;0;3;0;0;0;0;0;0
0;003;4;1;193;1239779;510.66;1494.8;3056.53;6848.04;19506.73
0;003;4;3;20;1259;24.42;36.81;36.81;58.13;259.72
0;004;1;0;19;0;0;0;0;0;0
0;004;1;1;9;3845;133.86;200.79;468.51;535.44;944.47
0;004;2;0;40;0;0;0;0;0;0
0;004;2;1;48;23370;66.93;145.02;334.65;529.87;1933.57
0;004;2;3;7;650;36.81;36.81;98.42;128.65;183.68
0;004;3;0;120;0;0;0;0;0;0
0;004;3;1;179;108175;66.93;183.44;334.65;701.53;2466.54
0;004;3;3;35;2055;24.42;36.81;36.81;73.62;165.46
0;004;4;0;298;0;0;0;0;0;0
0;004;4;1;1186;1367629;104.12;267.72;582.55;1271.67;3706.01
0;004;4;3;209;13154;29.38;36.81;36.81;73.62;135.23
0;004;4;4;3;212;59.49;59.49;74.37;77.7;77.7
0;005;1;0;51;0;0;0;0;0;0
0;005;1;1;26;6273;91.72;133.86;183.44;275.16;681.71
0;005;1;3;10;664;36.81;36.81;52.12;73.62;173.15
0;005;2;0;103;0;0;0;0;0;0
0;005;2;1;42;9911;66.93;104.12;200.79;334.65;468.51
0;005;2;3;9;856;36.81;36.81;36.81;173.15;222.36
0;005;3;0;52;0;0;0;0;0;0
0;005;3;1;59;17536;66.93;133.86;200.79;352.02;985.38
0;005;3;3;24;1458;29.38;36.81;36.81;57.7;173.15
0;005;4;0;32;0;0;0;0;0;0
0;005;4;1;96;60080;133.86;240.45;366.88;640.8;1405.56
0;005;4;3;29;1842;36.81;36.81;36.81;73.62;122.83
0;020;1;0;150;0;0;0;0;0;0
0;020;1;1;15;8542;66.93;66.93;133.86;409.03;3293.26
0;020;1;3;2;221;36.81;36.81;110.43;184.05;184.05
0;020;2;0;103;0;0;0;0;0;0
0;020;2;1;24;10316;66.93;112.79;171.04;368.11;1152.7
0;020;2;3;3;160;36.81;36.81;36.81;86.02;86.02
0;020;3;0;107;0;0;0;0;0;0
0;020;3;1;58;24800;66.93;183.44;244.17;565.2;1431.58
0;020;3;3;11;742;36.81;36.81;36.81;73.62;282.47
0;020;4;0;65;0;0;0;0;0;0
0;020;4;1;143;56760;66.93;133.86;267.72;468.51;1026.28
0;020;4;3;16;1072;18.22;36.81;73.62;73.62;147.24
0;020;4;4;1;214;213.81;213.81;213.81;213.81;213.81
0;021;1;0;1121;0;0;0;0;0;0
0;021;1;1;89;20776;66.93;66.93;133.86;267.72;505.7
0;021;1;3;79;4530;36.81;36.81;36.81;49.21;110.43
0;021;2;0;940;0;0;0;0;0;0
0;021;2;1;99;23794;66.93;91.72;133.86;286.32;713.94
0;021;2;3;118;7881;29.38;36.81;36.81;73.62;209.96
0;021;2;4;1;37;37.18;37.18;37.18;37.18;37.18
0;021;3;0;457;0;0;0;0;0;0
0;021;3;1;139;34937;66.93;91.72;133.86;267.72;810.61
0;021;3;3;116;6683;29.38;36.81;36.81;73.62;147.24
0;021;4;0;249;0;0;0;0;0;0
0;021;4;1;245;94655;66.93;133.86;200.79;366.88;1140.3
0;021;4;3;73;4700;36.81;36.81;36.81;73.62;173.15
0;022;1;0;241;0;0;0;0;0;0
0;022;1;1;4;677;66.93;79.32;137.58;259.04;334.65
0;022;1;3;5;307;36.81;36.81;49.21;73.62;110.43
0;022;2;0;270;0;0;0;0;0;0
0;022;2;1;7;1921;69.42;91.72;133.86;275.16;1046.11
0;022;2;3;19;1186;18.22;36.81;49.21;73.62;173.15
0;022;3;0;80;0;0;0;0;0;0
0;022;3;1;11;1931;66.93;104.12;133.86;275.16;334.65
0;022;3;3;19;1529;36.81;49.21;73.62;104.24;214.67
0;022;4;0;47;0;0;0;0;0;0
0;022;4;1;17;5062;66.93;133.86;245.42;458.6;699.07
0;022;4;3;7;503;36.81;36.81;55.03;110.43;128.65
0;023;1;0;704;0;0;0;0;0;0
0;023;1;1;11;1743;66.93;91.72;133.86;133.86;505.7
0;023;1;3;18;971;36.81;36.81;36.81;49.21;173.15
0;023;2;0;287;0;0;0;0;0;0
0;023;2;1;23;5942;52.06;66.93;133.86;334.65;733.76
0;023;2;3;21;1009;36.81;36.81;36.81;55.03;73.62
0;023;3;0;105;0;0;0;0;0;0
0;023;3;1;48;14391;66.93;133.86;179.1;390.43;784.59
0;023;3;3;37;1927;36.81;36.81;36.81;49.21;110.43
0;023;4;0;8;0;0;0;0;0;0
0;023;4;1;25;32763;66.93;200.79;371.84;586.28;3367.65
0;023;4;3;10;607;36.81;36.81;55.21;73.62;128.65
0;024;1;0;1206;0;0;0;0;0;0
0;024;1;1;60;8422;66.93;66.93;133.86;136.34;334.65
0;024;1;3;33;1639;36.81;36.81;36.81;49.21;98.42
0;024;2;0;1570;0;0;0;0;0;0
0;024;2;1;120;18427;66.93;66.93;104.12;133.86;467.9
0;024;2;3;114;6968;36.81;36.81;49.21;73.62;110.43
0;024;2;4;1;69;69.29;69.29;69.29;69.29;69.29
0;024;3;0;394;0;0;0;0;0;0
0;024;3;1;80;16523;66.93;66.93;133.86;200.79;678.61
0;024;3;3;85;5113;36.81;36.81;36.81;73.62;110.43
0;024;3;4;1;83;83.14;83.14;83.14;83.14;83.14
0;024;4;0;44;0;0;0;0;0;0
0;024;4;1;50;30251;66.93;183.44;313.58;691.62;2191.36
0;024;4;3;24;1527;36.81;36.81;36.81;92.02;141.05
0;024;4;4;1;74;74.37;74.37;74.37;74.37;74.37
0;025;1;0;3463;0;0;0;0;0;0
0;025;1;1;8;1078;66.93;85.52;118.99;167.32;267.72
0;025;1;3;30;1301;36.81;36.81;36.81;36.81;73.62
0;025;2;0;173;0;0;0;0;0;0
0;025;2;1;2;335;133.86;133.86;167.32;200.79;200.79
0;025;2;3;7;330;18.22;36.81;36.81;73.62;73.62
0;025;3;0;33;0;0;0;0;0;0
0;025;3;1;2;359;91.72;91.72;179.72;267.72;267.72
0;025;3;3;6;405;36.81;36.81;36.81;110.43;146.87
0;025;4;0;8;0;0;0;0;0;0
0;025;4;1;1;451;451.17;451.17;451.17;451.17;451.17
0;026;1;0;638;0;0;0;0;0;0
0;026;1;1;1;92;91.72;91.72;91.72;91.72;91.72
0;026;1;3;39;3197;36.81;36.81;36.81;55.03;480.07
0;026;2;0;353;0;0;0;0;0;0
