vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;60;53;53;60;67;67
0;001;2;53;19;51;55;59;66
0;001;3;58;38;52;58;66;71
0;001;4;53;8;48;58;64;68
0;002;1;57;57;57;57;57;57
0;002;2;51;17;37;58;64;67
0;002;3;45;9;31;49;61;65
0;002;4;51;20;44;56;61;65
0;003;1;42;9;30;43;55;70
0;003;2;51;22;41;54;63;69
0;003;3;54;24;48;57;63;70
0;003;4;46;7;34;53;61;68
0;004;1;51;8;48;60;67;73
0;004;2;65;42;55;66;75;84
0;004;3;61;20;54;64;75;85
0;004;4;64;35;56;66;76;84
0;005;1;58;43;53;60;66;71
0;005;2;59;40;53;59;66;78
0;005;3;57;19;50;60;66;81
0;005;4;61;39;54;61;72;82
0;020;1;47;2;22;50;73;85
0;020;2;61;12;45;69;80;88
0;020;3;67;21;56;74;81;88
0;020;4;63;22;51;69;80;88
0;021;1;55;15;43;56;70;83
0;021;2;54;21;44;55;66;81
0;021;3;53;13;44;56;67;81
0;021;4;59;11;49;63;76;85
0;022;1;51;0;25;62;74;85
0;022;2;53;1;32;60;75;83
0;022;3;56;5;39;66;76;87
0;022;4;54;0;40;62;78;83
0;023;1;51;30;44;51;61;74
0;023;2;54;20;44;55;68;80
0;023;3;56;14;42;61;72;85
0;023;4;60;14;50;67;78;87
0;024;1;70;53;63;71;78;84
0;024;2;72;56;66;73;79;85
0;024;3;73;55;67;74;80;87
0;024;4;76;52;72;79;83;89
0;025;1;54;24;43;54;67;84
0;025;2;53;17;45;56;68;83
0;025;3;62;10;53;73;79;87
0;025;4;74;57;57;78;85;88
0;026;1;46;7;29;51;62;79
0;026;2;58;12;45;62;76;87
0;026;3;68;13;60;76;83;89
0;026;4;61;3;50;70;82;89
0;040;1;34;4;13;32;51;72
0;040;2;48;7;26;51;68;84
0;040;3;60;7;48;64;79;90
0;040;4;51;6;17;64;75;84
0;041;1;55;13;44;58;69;82
0;041;2;62;35;53;64;73;83
0;041;3;64;34;56;65;75;86
0;041;4;58;5;53;63;72;86
0;042;1;70;28;64;75;82;89
0;042;2;78;56;74;80;85;90
0;042;3;80;61;77;82;86;91
0;042;4;79;59;77;81;86;91
0;043;1;42;20;32;42;52;64
0;043;2;49;23;39;50;58;75
0;043;3;57;22;50;60;68;80
0;043;4;61;36;57;65;73;78
0;044;1;72;32;62;78;85;92
0;044;2;74;47;66;78;84;91
0;044;3;72;43;62;77;83;90
0;044;4;74;48;66;78;85;90
0;045;1;69;43;59;71;80;89
0;045;2;73;48;64;75;83;90
0;045;3;79;57;74;81;87;92
0;045;4;79;58;74;81;86;92
0;046;1;68;38;61;72;81;89
0;046;2;73;51;66;76;82;88
0;046;3;78;57;74;80;86;91
0;046;4;81;65;76;82;86;94
0;047;1;68;40;56;70;80;89
0;047;2;75;50;68;77;84;90
0;047;3;80;60;75;82;87;92
0;047;4;81;64;79;84;88;92
0;048;1;52;13;38;53;68;84
0;048;2;63;36;52;64;75;85
0;048;3;65;39;54;65;77;86
0;048;4;71;47;64;74;82;88
0;049;1;20;0;3;10;33;70
0;049;2;45;2;29;49;62;80
0;049;3;47;0;18;56;70;84
0;049;4;51;0;22;63;75;83
0;050;1;53;4;30;58;76;86
0;050;2;45;2;21;48;68;85
0;050;3;51;0;28;58;75;87
0;050;4;52;1;32;62;76;88
0;051;1;17;0;5;13;29;43
0;051;2;29;0;10;28;43;64
0;051;3;30;0;3;30;51;79
0;051;4;42;0;7;47;71;97
0;052;1;52;3;38;58;71;85
0;052;2;64;11;52;72;83;91
0;052;3;66;14;57;72;82;90
0;052;4;66;25;57;70;80;90
0;053;1;28;1;6;23;47;70
0;053;2;45;2;20;50;67;85
0;053;3;45;2;17;49;69;87
0;053;4;59;3;48;62;78;87
0;054;1;35;7;21;34;47;66
0;054;2;47;12;31;47;61;82
0;054;3;54;11;39;54;73;86
0;054;4;57;2;39;66;84;97
0;055;1;46;0;21;51;70;88
0;055;2;65;15;53;71;82;90
0;055;3;72;30;63;79;85;91
0;055;4;68;20;59;76;84;91
0;056;1;31;0;4;24;54;79
0;056;2;58;4;42;64;80;89
0;056;3;67;17;60;76;83;91
0;056;4;71;33;61;79;85;93
0;057;1;20;0;4;12;29;68
0;057;2;46;2;15;50;74;87
0;057;3;63;6;51;73;83;91
0;057;4;73;22;66;80;88;101
0;058;1;44;0;33;46;57;75
0;058;2;56;18;44;57;72;86
0;058;3;71;27;62;77;84;91
0;058;4;69;21;61;74;83;91
0;070;1;50;15;32;50;67;84
0;070;2;55;17;39;58;75;85
0;070;3;63;21;46;68;80;90
0;070;4;82;79;79;79;89;89
0;071;1;64;31;56;67;75;84
0;071;2;63;28;55;66;75;84
0;071;3;68;37;61;71;79;87
0;071;4;70;39;55;67;89;91
0;072;1;55;4;42;61;74;86
0;072;2;64;15;56;70;78;87
0;072;3;66;6;62;74;83;88
0;072;4;31;3;3;31;59;59
0;073;1;76;54;71;78;83;90
0;073;2;76;57;71;78;82;88
0;073;3;75;58;68;76;82;89
0;073;4;77;56;78;81;81;90
0;080;1;19;0;2;4;28;79
0;080;2;46;0;7;55;78;90
0;080;3;49;2;20;58;73;90
0;080;4;46;46;46;46;46;46
0;081;1;45;5;26;46;63;80
0;081;2;59;23;46;63;75;86
0;081;3;69;37;61;74;81;87
0;081;4;71;43;65;76;82;82
0;082;1;41;1;12;40;65;87
0;082;2;58;3;43;65;79;89
0;082;3;71;13;65;77;84;91
0;082;4;74;33;66;80;83;91
0;090;1;56;23;48;59;67;79
0;090;2;58;27;52;59;70;77
0;090;3;59;43;53;59;65;77
0;090;4;62;47;56;64;70;77
0;091;1;39;2;8;46;62;77
0;091;2;55;2;48;60;68;83
0;091;3;59;41;54;59;65;78
0;091;4;60;34;53;61;68;80
0;092;1;30;15;17;24;40;60
0;092;2;40;16;22;39;55;78
0;092;3;49;14;28;54;67;79
0;092;4;59;23;38;64;80;87
0;093;1;42;15;30;42;55;71
0;093;2;51;16;38;54;65;80
0;093;3;51;0;32;56;68;86
0;093;4;52;7;26;56;78;90
0;094;1;45;8;31;47;60;79
0;094;2;55;21;45;55;68;82
0;094;3;63;26;55;66;74;85
0;094;4;64;40;52;63;79;86
0;095;1;25;0;1;28;43;55
0;095;2;31;0;1;38;51;63
0;095;3;4;0;0;0;4;48
0;095;4;32;2;2;32;61;61
0;096;1;53;22;42;54;65;79
0;096;2;62;31;53;64;73;84
0;096;3;68;17;58;74;81;95
0;096;4;81;71;71;81;91;91
0;097;1;23;3;13;23;32;45
0;097;2;26;2;7;24;35;63
0;097;3;22;2;3;6;44;74
0;097;4;39;5;7;45;63;82
0;098;1;36;9;22;35;48;66
0;098;2;46;8;31;49;62;79
0;098;3;54;3;41;59;72;86
0;098;4;54;0;19;65;81;88
0;110;1;62;46;55;61;69;81
0;110;2;63;46;56;63;71;83
0;110;3;63;47;56;62;69;82
0;110;4;63;47;55;63;72;80
0;111;1;57;23;45;57;71;84
0;111;2;70;41;61;73;81;89
0;111;3;75;49;70;79;83;90
0;111;4;73;61;66;73;79;82
0;112;1;63;7;54;68;80;89
0;112;2;72;39;66;76;83;90
0;112;3;71;39;64;76;84;90
0;112;4;69;6;63;71;81;94
0;113;1;12;0;0;3;19;47
0;113;2;17;0;1;3;29;73
0;113;3;28;0;2;6;62;87
0;113;4;35;0;2;30;61;89
0;114;1;27;1;7;22;41;70
0;114;2;37;1;4;35;64;84
0;114;3;52;2;31;59;73;87
0;114;4;53;3;44;61;71;87
0;115;1;47;0;40;51;59;73
0;115;2;53;1;45;55;64;77
0;115;3;61;2;55;66;77;89
0;115;4;67;12;57;74;82;90
