vrai_hop;rdrg;N;moy_gemid
0;001;259;762.25
0;002;192;2961.52
0;003;921;35.46
0;004;1429;2711.38
0;005;334;224.89
0;006;10;325.33
0;020;825;470.75
0;021;4676;1043.1
0;022;581;1216.01
0;023;1485;1129.96
0;024;5029;1314.74
0;026;3152;2212.5
0;040;420;66.7
0;041;2848;10.29
0;042;11461;4.89
0;043;3369;2.78
0;044;3336;14.52
0;045;14960;16.94
0;046;594;5.48
0;047;7581;3.16
0;048;3980;4.08
0;049;687;17.71
0;050;907;13.68
0;051;1267;1.08
0;052;2454;7.29
0;053;16064;1.86
0;054;6392;0.66
0;055;3318;10.96
0;056;285;1.09
0;057;8602;0.99
0;058;18008;11.33
0;070;516;189.3
0;073;10463;254.5
0;080;650;5.61
0;082;2833;5.4
0;089;1982;435.03
0;090;324;544.4
0;091;696;8105.12
0;092;4832;392.48
0;093;4835;89.15
0;095;161;3.99
0;097;7636;4.87
0;098;12985;65.63
0;110;1560;53.94
0;111;5752;1.83
0;113;19900;1.46
0;114;4175;9.29
0;115;58532;0.87
0;120;3495;894.71
0;121;3650;476.5
0;130;948;56.48
0;131;837;36.27
0;132;126;6.17
0;133;1065;14.52
0;134;5338;7.55
0;135;3613;22.84
0;136;7396;44.25
0;137;8314;15.93
0;138;11776;0.98
0;139;30183;5.96
0;140;29629;4.96
0;141;5397;1.11
0;142;1993;16.8
0;143;5918;33.51
0;144;24377;3.74
0;160;77;3397.97
0;161;1577;14299.95
0;162;482;5036.52
0;163;3435;4923
0;165;1030;1791.79
0;166;4531;1605.46
0;167;3184;3309.32
0;169;2198;1336.88
0;170;318;5180.28
0;171;6629;4593.1
0;174;8809;1852.47
0;175;27021;2329.05
0;176;2299;6192.62
0;177;727;1772.17
0;180;2874;102.86
0;181;19060;1313.83
0;182;4686;1791.02
0;190;7114;84.63
0;191;13611;90.34
0;192;14186;135.77
0;193;241;30.28
0;194;23375;19.14
0;196;1077;47.2
0;197;5380;54.41
0;198;4515;25.28
0;199;2675;5.13
0;200;1213;14.55
0;201;19522;124.24
0;203;4935;1.83
0;204;10722;12.65
0;205;395;50.71
0;206;1337;103.03
0;207;5300;45.31
0;220;3515;614.01
0;221;15754;975.58
0;222;4771;251.4
0;223;4320;267.55
0;224;1661;152.79
0;225;12617;193.86
0;226;6505;121.13
0;227;8009;622.69
0;228;14650;494.51
0;229;2915;357.59
0;240;6415;145.57
0;241;7936;32.4
0;242;723;47.87
0;243;7134;93.99
0;244;9831;9.65
0;245;3431;13.55
0;246;1493;13.75
0;247;8140;10.17
0;248;4951;7.43
0;249;31339;2.78
0;251;6166;4.08
0;252;2567;94.22
0;253;2833;38.14
0;254;20976;31.46
0;260;2578;771.76
0;261;1402;690.65
0;262;638;189.53
0;263;19792;244.34
0;264;2706;330.12
0;279;1281;62.39
0;280;3639;34.32
0;281;4570;269.17
0;282;6611;67.33
0;283;2619;54.11
0;284;10111;231.5
0;301;30082;1918.27
0;302;25701;2716.16
0;303;366;5433.22
0;304;8225;2460.87
0;305;1163;257.87
0;308;10726;778.38
0;309;3859;410.23
0;310;16737;112.35
0;312;736;82.42
0;313;17323;467.44
0;314;16316;291.77
0;315;34697;571.02
0;316;4944;225.29
0;317;9475;224.6
0;320;10434;452.72
0;321;7077;1108.34
0;322;1261;1689.59
0;340;1688;36.93
0;341;3522;2.89
0;342;8609;12.35
0;343;2291;28.51
0;344;1557;13.12
0;346;3309;9.43
0;347;19230;6.42
0;349;2308;15.23
0;351;13058;10.96
0;361;4862;46.98
0;362;4899;226.26
0;363;14279;72.19
0;364;7022;81.12
0;380;1936;13.01
0;381;752;6.66
0;382;978;61.19
0;383;12595;2.25
0;384;7016;2.37
0;385;4902;5.68
0;401;638;210.29
0;403;14543;1068.71
0;404;6709;300.71
0;405;319;461.85
0;420;10709;4.27
0;421;6235;24.95
0;422;4543;4.4
0;423;486;17.2
0;424;3103;4.48
0;425;3850;7.93
0;440;474;124.86
0;441;1514;493.18
