vrai_hop;rdrg;N;moy_gemid
0;442;2125;372.38
0;443;8196;195.35
0;444;994;73.45
0;445;1414;846.84
0;446;13387;92.42
0;447;533;718.47
0;461;1859;38.24
0;462;853;5.85
0;463;22855;7.52
0;465;11311;65.82
0;466;2555;34.51
0;468;9946;18.88
0;469;2591;34.79
0;470;2578;57.35
0;480;4038;944.12
0;481;1201;750.36
0;482;8025;47.85
0;483;2190;28.8
0;484;1909;206.99
0;500;1245;19.62
0;501;5059;7.87
0;510;961;514.21
0;511;673;414.36
0;512;1073;386.03
0;513;13750;212.28
0;514;4285;411.43
0;517;677;61.25
0;518;1969;187.88
0;519;4509;211.09
0;530;1098;40.33
0;531;895;4.86
0;532;1927;24.14
0;540;23908;1.82
0;541;2670;3.3
0;542;1559;3.76
0;544;1559;5.87
0;545;1226;151.2
0;546;543;51.48
0;560;85498;0.19
0;561;1742;2.03
0;563;3712;0.18
0;564;791;0.03
0;565;1158;0
0;566;11459;1.24
0;580;80;42.71
0;581;33;25.48
0;583;11;2494.03
0;588;64;612.26
0;589;19;91.5
0;591;101;121.23
0;593;179;118.59
0;602;178;79.11
0;603;48;66.87
0;607;258;74.5
0;608;115;53.04
0;609;54;617.48
0;611;153;52.04
0;612;267;58.3
0;613;43;56.8
0;614;345;35.72
0;621;124;45.18
0;622;206;34.67
0;623;49;8.58
0;625;215;14.81
0;626;222;4.42
0;630;81;1429.88
0;631;98;409.01
0;633;366;50.72
0;634;438;27.86
0;636;198;3.96
0;639;512;7.37
0;640;1526;0.65
0;650;180;385.15
0;651;854;104.84
0;660;3824;7.21
0;661;1169;3.82
0;662;648;1.47
0;663;9971;21.42
0;680;934;666.47
0;681;3660;173.7
0;690;968;43.98
0;691;3398;40.47
0;692;531;11.45
0;694;2526;48.32
0;695;1115;16.15
0;696;21622;29.43
0;710;2792;430.8
0;711;2077;215.36
0;720;12077;29.4
0;721;3835;19.01
0;722;3571;2.03
0;723;8992;1.27
0;724;3177;5.66
0;740;406;398.27
0;750;521;1.36
0;751;2151;2.23
0;752;364;0.13
0;753;1179;7.14
0;754;2595;3
0;755;2530;1.92
0;756;3589;1.3
0;757;4584;2.14
0;758;572;2.25
0;759;284;4.81
0;760;4508;1
0;770;579;0.4
0;772;1463;5.93
0;773;517;63.79
0;774;441;0.26
0;775;8218;3.47
0;776;852;0.36
0;791;4219;419.07
0;811;1337;1.81
0;812;10432;2.09
0;813;4877;50.58
0;815;2289;2.03
0;816;1740;3.28
0;841;14;423.46
0;842;244;19.63
0;843;12;46.05
0;844;677;10.55
0;850;10193;1237.54
0;860;2791;10.63
0;861;35176;8.13
0;862;14467;30.9
0;863;935;0.85
0;890;135;85.68
0;892;228;40.87
0;893;54;35.32
0;894;303;21.42
0;910;171;1076.93
0;911;185;1118.2
0;912;1077;1330.39
0;930;1201;24.58
0;950;4781;863.63
0;951;13040;329.76
0;952;5256;276.2
0;955;49;4.49
0;956;308;15.76
