vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;2;149.22
0;001;2;10;190.66
0;001;3;39;442.85
0;001;4;173;728.52
0;002;2;3;2224.53
0;002;3;23;1662.31
0;002;4;126;3965.79
0;003;1;40;52.76
0;003;2;99;57.88
0;003;3;176;38.57
0;003;4;425;42.38
0;004;1;12;111.42
0;004;2;43;139.96
0;004;3;168;441.09
0;004;4;2112;1065.17
0;005;1;35;129.62
0;005;2;162;157.06
0;005;3;128;145.01
0;005;4;159;286.45
0;020;1;131;197.34
0;020;2;173;214.75
0;020;3;177;251.76
0;020;4;312;357.23
0;021;1;1128;518.91
0;021;2;1575;1664.97
0;021;3;797;1036.73
0;021;4;802;1199.93
0;022;1;147;1003.5
0;022;2;350;869.64
0;022;3;124;712.14
0;022;4;112;571.04
0;023;1;656;1044.37
0;023;2;386;654.18
0;023;3;216;1334.01
0;023;4;79;1612.4
0;024;1;1052;243.37
0;024;2;2302;184.5
0;024;3;683;310.77
0;024;4;83;641.39
0;025;1;2124;324.87
0;025;2;266;1433.01
0;025;3;41;244.17
0;025;4;5;90.89
0;026;1;747;518.69
0;026;2;482;2801.66
0;026;3;279;2689.11
0;026;4;102;2657.47
0;040;1;163;5.91
0;040;2;232;12.02
0;040;3;168;69.53
0;040;4;44;65.94
0;041;1;334;3.06
0;041;2;1237;5
0;041;3;1108;10.82
0;041;4;257;10.83
0;042;1;2252;5.97
0;042;2;6124;1.69
0;042;3;3229;5.68
0;042;4;496;16.99
0;043;1;1209;0.15
0;043;2;743;1.35
0;043;3;192;6.31
0;043;4;27;29.72
0;044;1;340;0.46
0;044;2;986;1.09
0;044;3;1221;25.59
0;044;4;508;34.26
0;045;1;943;0.09
0;045;2;7215;2.45
0;045;3;3851;3.92
0;045;4;2150;28.05
0;046;1;298;21.36
0;046;2;1205;5.49
0;046;3;460;24.14
0;046;4;117;25.13
0;047;1;1453;1.32
0;047;2;4685;3.95
0;047;3;1349;4.95
0;047;4;119;9.86
0;048;1;1436;27.93
0;048;2;2399;11.68
0;048;3;2154;4.66
0;048;4;102;23.29
0;049;1;145;0.03
0;049;2;361;1.05
0;049;3;114;1.97
0;049;4;135;19.06
0;050;1;188;0.02
0;050;2;263;0.07
0;050;3;140;0.51
0;050;4;83;16.36
0;051;1;1321;0
0;051;2;403;0.03
0;051;3;33;3.45
0;051;4;11;0
0;052;1;663;0.03
0;052;2;561;4.27
0;052;3;597;6
0;052;4;255;15.39
0;053;1;6284;0.04
0;053;2;4806;0.67
0;053;3;2652;2.75
0;053;4;519;12.45
0;054;1;3203;0.05
0;054;2;1721;0.44
0;054;3;200;0.08
0;054;4;7;0
0;055;1;712;1.52
0;055;2;728;0.54
0;055;3;445;6.02
0;055;4;236;20.08
0;056;1;830;0.36
0;056;2;443;2.55
0;056;3;130;1.92
0;056;4;47;20.2
0;057;1;7766;0.05
0;057;2;1217;0.1
0;057;3;151;1.16
0;057;4;24;16.99
0;058;1;14690;1.94
0;058;2;8171;4.24
0;058;3;1539;3.06
0;058;4;248;60.05
0;070;1;342;96.22
0;070;2;186;125.15
0;070;3;21;120.31
0;070;4;4;13.68
0;071;1;2835;223.73
0;071;2;2381;227.35
0;071;3;83;249.8
0;071;4;7;632.61
0;072;1;1723;82.05
0;072;2;568;139.05
0;072;3;48;124.68
0;072;4;6;82.93
0;073;1;3678;209.66
0;073;2;1726;218.17
0;073;3;133;280.35
0;073;4;8;357.75
0;080;1;215;1.54
0;080;2;120;5.04
0;080;3;18;15.94
0;080;4;3;0
0;081;1;281;0.01
0;081;2;368;0.58
0;081;3;72;0.06
0;081;4;3;23.17
0;082;1;823;9.77
0;082;2;1318;3.48
0;082;3;453;14.31
0;082;4;42;9.98
0;090;1;75;1.69
0;090;2;69;177.96
0;090;3;33;311.56
0;090;4;133;327.51
0;091;1;280;10369.97
0;091;2;169;4199.03
0;091;3;43;1945.63
0;091;4;105;355.18
0;092;1;3198;216.32
0;092;2;487;239.11
0;092;3;42;236.76
0;092;4;11;284.55
0;093;1;5751;10.02
0;093;2;1062;14.63
0;093;3;62;60.43
0;093;4;16;253.16
0;094;1;1190;2.94
0;094;2;457;6.18
0;094;3;55;13.08
0;094;4;26;43.35
0;095;1;441;1.64
0;095;2;164;3.11
0;095;3;10;0
0;095;4;2;71.29
0;096;1;750;0.54
0;096;2;258;4.92
0;096;3;19;0
0;096;4;1;6.89
0;097;1;7107;0.44
0;097;2;1073;1.67
0;097;3;59;20.49
0;097;4;11;53.22
0;098;1;11068;14.42
0;098;2;1767;20.5
0;098;3;148;165.9
0;098;4;36;140.97
0;110;1;431;18.98
0;110;2;791;22.13
0;110;3;655;60.14
0;110;4;160;78.98
0;111;1;2115;0.03
0;111;2;1934;0.32
0;111;3;348;1.05
0;111;4;13;0.18
0;112;1;505;1.51
0;112;2;307;0.08
0;112;3;159;1.24
0;112;4;18;0.13
0;113;1;6945;0.1
0;113;2;5260;1.55
0;113;3;865;1.17
0;113;4;106;8.45
0;114;1;2683;6.66
0;114;2;1060;5.94
0;114;3;349;3.71
0;114;4;99;19.55
0;115;1;2536;1.37
0;115;2;4082;0.47
0;115;3;264;2.5
0;115;4;67;10.57
0;120;1;268;376.66
0;120;2;775;349.89
0;120;3;410;387.54
0;120;4;249;457.08
0;121;1;1007;152.31
0;121;2;1702;196.04
0;121;3;863;259.75
0;121;4;457;319.26
0;122;1;147;179.89
0;122;2;217;211.66
0;122;3;132;287.68
0;122;4;118;370.37
0;130;1;4;0
0;130;2;40;12.46
0;130;3;224;22.72
0;130;4;1544;51.52
0;131;1;61;0.18
0;131;2;206;6.61
0;131;3;385;9.44
0;131;4;109;25.2
0;132;1;17;0
0;132;2;47;0.05
0;132;3;27;0
0;132;4;9;0
0;133;1;327;0.89
0;133;2;1047;2.6
0;133;3;1626;4.61
0;133;4;713;32.29
0;134;1;462;0.85
0;134;2;2017;4.83
0;134;3;1563;5.63
0;134;4;403;19.06
0;135;1;472;0.34
0;135;2;663;3.82
0;135;3;361;8.54
0;135;4;85;64.64
0;136;1;621;37.6
0;136;2;3957;21.34
0;136;3;4104;43.02
0;136;4;626;64.94
0;137;1;551;1.43
0;137;2;1893;4.69
0;137;3;2558;9.11
0;137;4;1855;26.62
0;138;1;308;0
0;138;2;175;0.05
0;138;3;65;0.13
0;138;4;17;0
0;139;1;8051;0.06
0;139;2;10428;1.94
0;139;3;8284;4.01
0;139;4;3527;15.52
0;140;1;3340;0.58
0;140;2;9168;1.51
0;140;3;9092;4.15
0;140;4;2916;14.34
0;141;1;7359;0.45
0;141;2;4059;0.94
0;141;3;1467;1.45
0;141;4;162;3.13
0;142;1;200;3.49
0;142;2;560;10.33
0;142;3;486;7.99
0;142;4;163;19.22
0;143;1;912;46.91
0;143;2;1476;45.29
0;143;3;691;43.88
0;143;4;211;98.98
0;144;1;8937;0.97
0;144;2;9603;3.26
0;144;3;4267;7.55
0;144;4;790;16.16
0;160;1;4;2219.52
0;160;2;10;2067.02
0;160;3;15;3003.02
0;160;4;87;2618.13
0;161;1;184;3859.39
0;161;2;390;4749.07
0;161;3;386;5540.91
0;161;4;115;5501.31
0;162;1;32;3421.17
0;162;2;144;4161.85
0;162;3;363;4477.97
0;162;4;411;5014.35
0;163;1;205;3478.62
0;163;2;491;4216.29
0;163;3;1219;4155.31
0;163;4;1031;4569.8
0;165;1;79;1262.08
0;165;2;713;1347.83
0;165;3;1063;1732.52
0;165;4;620;2242.37
0;166;1;114;1300.09
0;166;2;1371;1333.65
0;166;3;1558;1396.71
0;166;4;762;1738.87
0;167;1;327;3110.84
0;167;2;284;3602.92
0;167;3;182;2893.51
0;167;4;141;3219.17
0;168;1;557;1539.14
0;168;2;1460;1593.48
0;168;3;746;1669.5
0;168;4;651;2101.33
0;169;1;84;1299.33
0;169;2;230;1212.51
0;169;3;171;960.89
0;169;4;222;1167.13
0;170;1;32;5446.13
0;170;2;199;5194.13
0;170;3;165;5169.36
0;170;4;56;4839.1
0;171;1;1795;4953.77
0;171;2;3251;4984.4
0;171;3;1135;5059.5
0;171;4;249;5034
0;172;1;49;217.1
0;172;2;189;234.18
0;172;3;390;449.64
0;172;4;200;765.03
0;173;1;5897;1189.06
0;173;2;7743;1136.71
0;173;3;3015;1119.84
0;173;4;675;1370.69
0;174;1;1586;1911.34
0;174;2;3124;1930.01
0;174;3;823;1926.69
0;174;4;470;2280.73
0;175;1;10649;1193.04
0;175;2;8476;1830.45
0;175;3;2056;1601.82
0;175;4;415;1790.34
0;176;1;1220;3868.4
0;176;2;1121;3819.28
0;176;3;225;3951.62
0;176;4;20;6187.54
0;177;1;337;2424.86
0;177;2;276;1700.63
0;177;3;94;1989.29
0;177;4;25;979.45
0;178;1;51;2.28
0;178;2;287;6.88
0;178;3;176;15.84
0;178;4;24;0.4
0;179;1;5142;23.67
0;179;2;531;33.27
0;179;3;42;119.68
0;179;4;10;126.56
0;180;1;181;47.12
0;180;2;360;45.05
0;180;3;256;104.84
0;180;4;164;176.3
0;190;1;1646;60.98
0;190;2;4740;49.17
0;190;3;2113;48.59
0;190;4;1449;170.61
0;191;1;3524;57
0;191;2;3010;64.38
0;191;3;2361;99.28
0;191;4;320;205.21
0;192;1;9639;49.83
0;192;2;10452;53.33
0;192;3;861;77.76
0;192;4;57;324.97
0;193;1;7;0
0;193;2;59;0.24
0;193;3;77;5.38
0;193;4;75;10.42
0;194;1;999;26.3
0;194;2;7738;7
0;194;3;8366;10.05
0;194;4;2078;31.71
0;195;1;200;9.24
0;195;2;224;10.96
0;195;3;252;13.49
0;195;4;46;8.99
0;196;1;207;28.83
0;196;2;245;19.29
0;196;3;314;36.79
0;196;4;316;37.58
0;197;1;1597;66.69
0;197;2;3034;43.12
0;197;3;1749;38.34
0;197;4;350;80.28
0;198;1;1196;98.28
0;198;2;2447;80.08
0;198;3;549;57.6
0;198;4;96;110.01
0;199;1;973;0.15
0;199;2;1809;3.63
0;199;3;498;2.81
0;199;4;38;8.32
0;200;1;197;116.57
0;200;2;633;19.48
0;200;3;375;29.7
0;200;4;61;156.51
0;201;1;5353;30.3
0;201;2;9239;81.16
0;201;3;3680;81.19
0;201;4;717;213.15
0;202;1;1312;25.39
0;202;2;1914;10
0;202;3;452;6.07
0;202;4;64;14.52
0;203;1;2745;0.63
0;203;2;2668;0.12
0;203;3;346;0.79
0;203;4;29;0.44
0;204;1;2962;7.8
0;204;2;3885;4.44
0;204;3;1064;3.11
0;204;4;89;14.38
0;205;1;70;4.59
0;205;2;198;3.13
0;205;3;137;3.99
0;205;4;31;204.58
0;206;1;146;157.89
0;206;2;495;80.7
0;206;3;426;65.47
0;206;4;300;42.01
0;207;1;2644;37.48
0;207;2;2050;56.1
0;207;3;687;41.35
0;207;4;259;87.58
0;220;1;1991;235.96
0;220;2;884;393.83
0;220;3;1193;442.95
0;220;4;771;526.03
0;221;1;2433;771.96
0;221;2;4930;693.26
0;221;3;4604;620.24
0;221;4;2307;613.31
0;222;1;337;57.23
0;222;2;208;93.47
0;222;3;106;199.07
0;222;4;25;169.46
0;223;1;679;164.94
0;223;2;662;197.65
0;223;3;315;223.92
0;223;4;112;314.5
0;224;1;1034;93.73
0;224;2;556;89.23
0;224;3;379;89.7
0;224;4;172;149.78
0;225;1;8368;22.07
0;225;2;4050;29.92
0;225;3;312;51.55
0;225;4;76;168.34
0;226;1;7457;87.22
0;226;2;1423;75.63
0;226;3;253;112.93
0;226;4;62;138.42
0;227;1;5726;63.97
0;227;2;2596;90.1
0;227;3;315;95.41
0;227;4;79;195.2
0;228;1;13666;80.18
0;228;2;3365;75.23
0;228;3;322;110.52
0;228;4;67;137.65
0;229;1;708;70.45
0;229;2;739;113.74
0;229;3;462;152.94
0;229;4;288;214.77
0;240;1;896;56.63
0;240;2;3089;100.38
0;240;3;2585;139.99
0;240;4;639;174.08
