vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;36;12;16;23;40;107
0;002;44;15;23;31;46;153
0;003;28;4;19;24;33;67
0;004;63;14;33;51;80;152
0;005;31;5;15;22;37;87
0;020;21;2;7;12;26;58
0;021;18;3;7;11;21;60
0;022;16;2;6;9;18;56
0;023;13;2;3;7;12;50
0;024;8;2;3;5;7;27
0;025;3;1;1;2;3;8
0;026;15;1;2;5;16;63
0;040;13;1;2;5;13;45
0;041;14;2;4;9;18;43
0;042;19;2;7;13;24;58
0;043;7;1;2;5;7;21
0;044;17;1;3;9;20;63
0;045;20;3;7;11;23;69
0;046;12;1;4;8;14;38
0;047;9;1;4;6;10;25
0;048;8;1;3;5;10;23
0;049;15;1;6;10;17;47
0;050;13;2;4;8;15;39
0;051;5;1;3;4;6;12
0;052;9;1;2;5;11;32
0;053;6;1;1;3;6;20
0;054;4;1;1;2;4;10
0;055;12;1;3;7;14;39
0;056;7;1;2;3;7;24
0;057;2;1;1;1;2;5
0;058;4;1;1;1;2;16
0;070;4;1;2;3;5;10
0;071;3;1;2;2;3;5
0;072;3;1;1;2;2;6
0;073;2;1;1;2;2;3
0;080;6;1;3;5;6;12
0;081;5;1;2;4;7;12
0;082;7;1;2;5;8;21
0;090;19;1;2;14;23;65
0;091;9;2;3;4;9;28
0;092;3;1;2;2;3;6
0;093;2;1;2;2;2;5
0;094;4;1;1;2;3;11
0;095;3;1;2;3;4;6
0;096;3;1;2;3;4;6
0;097;2;1;1;2;2;4
0;098;2;1;1;2;3;5
0;110;10;1;2;4;10;39
0;111;6;1;2;4;7;17
0;112;4;1;2;3;5;11
0;113;4;1;2;3;4;8
0;114;4;1;1;2;4;11
0;115;3;1;1;1;2;8
0;120;15;5;9;12;16;36
0;121;13;2;4;9;17;39
0;122;15;1;3;9;18;48
0;130;23;4;11;19;30;59
0;131;9;1;3;8;13;18
0;132;9;1;2;6;10;31
0;133;12;1;3;8;15;34
0;134;12;2;7;10;14;30
0;135;10;1;3;6;12;33
0;136;10;1;3;6;13;32
0;137;17;3;8;13;21;43
0;138;6;2;4;5;7;14
0;139;10;2;4;7;12;28
0;140;12;2;6;9;14;32
0;141;5;1;3;4;6;12
0;142;11;1;4;8;14;29
0;143;9;1;4;6;11;24
0;144;6;1;1;3;7;19
0;160;16;6;9;12;19;39
0;161;9;2;3;4;12;30
0;162;24;8;13;18;29;58
0;163;16;8;10;12;17;39
0;164;12;12;12;12;12;12
0;165;19;8;11;15;21;42
0;166;13;7;9;11;13;25
0;167;8;1;2;3;10;24
0;168;14;2;6;9;15;39
