vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;32;8;12;19;34;111
0;002;44;15;22;30;49;131
0;003;30;15;19;24;32;63
0;004;53;2;21;41;72;142
0;005;56;18;32;48;70;123
0;006;20;16;16;16;17;37
0;020;25;2;6;13;32;83
0;021;17;3;5;8;16;69
0;022;11;2;3;4;8;42
0;023;14;1;2;4;10;69
0;024;9;1;2;4;7;37
0;026;8;1;1;2;5;38
0;040;16;1;2;6;14;85
0;041;10;1;3;7;13;33
0;042;15;1;5;11;18;43
0;043;5;1;1;2;4;15
0;044;15;1;2;7;16;61
0;045;14;1;4;7;15;56
0;046;7;1;2;4;7;21
0;047;5;1;2;3;6;15
0;048;7;1;1;3;7;24
0;049;20;1;5;11;22;72
0;050;13;1;4;8;16;42
0;051;6;1;2;4;7;18
0;052;7;1;1;3;7;23
0;053;4;1;1;2;4;16
0;054;3;1;1;2;3;7
0;055;10;1;2;6;12;35
0;056;7;1;1;3;7;26
0;057;2;1;1;1;2;7
0;058;7;1;1;1;7;25
0;070;3;1;1;1;4;8
0;073;1;1;1;1;1;2
0;080;7;1;3;5;8;16
0;082;5;1;1;2;6;18
0;089;6;1;1;2;4;27
0;090;19;1;3;15;26;51
0;091;7;1;1;3;8;29
0;092;2;1;1;1;2;3
0;093;1;1;1;1;1;2
0;095;4;1;2;3;5;8
0;097;1;1;1;1;1;4
0;098;2;1;1;1;2;6
0;110;7;1;1;2;7;26
0;111;5;1;1;3;5;14
0;113;3;1;1;2;3;9
0;114;4;1;1;2;4;13
0;115;1;1;1;1;1;1
0;120;12;2;5;8;13;34
0;121;15;1;4;8;17;49
0;130;25;7;13;19;30;63
0;131;9;1;4;9;14;18
0;132;8;1;1;3;6;49
0;133;10;1;3;7;12;26
0;134;8;1;3;6;9;22
0;135;9;1;3;6;12;27
0;136;9;1;2;6;11;28
0;137;12;1;5;9;16;33
0;138;4;1;2;3;5;10
0;139;9;2;4;7;12;25
0;140;10;1;4;7;12;27
0;141;4;1;2;3;5;11
0;142;9;1;2;5;10;27
0;143;6;1;1;3;7;19
0;144;5;1;1;3;6;18
0;160;15;1;5;11;19;46
0;161;6;1;1;2;5;21
0;162;25;6;10;18;32;63
