vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;18.5;13;13;18.5;24;24
0;001;2;16.8;11;12;15;19;32
0;001;3;18.8;9;13;15;19;41
0;001;4;34.2;11;17;25;39;99
0;002;2;27.3;21;21;23;38;38
0;002;3;28.4;16;19;22;27;60
0;002;4;50.3;17;26;39.5;54;162
0;003;1;12.3;1;3;11;21.5;29
0;003;2;16.8;1;4;17;22;30
0;003;3;23.7;15;19;22;27;37
0;003;4;32.7;16;21;27;36;64
0;004;1;15.9;1;4;13;18.5;54
0;004;2;14.5;2;8;11;18;33
0;004;3;40.8;7;19;31.5;53.5;102
0;004;4;64.8;16;35;55;84;150
0;005;1;14.6;3;9;15;17;27
0;005;2;19.9;7;12;17;24;40
0;005;3;24.2;3;14.5;20;29.5;57
0;005;4;45.6;14;20;37;53;117
0;020;1;8.8;2;5;7;11;20
0;020;2;15.6;5;8;11;16;42
0;020;3;18.3;1;4;14;26;52
0;020;4;33.4;2;9;24;43.5;91
0;021;1;9.7;3;6;8;11;21
0;021;2;12;3;5;9;14;32
0;021;3;20.5;3;9;14;24;59
0;021;4;38.3;4;15;29;50;109
0;022;1;6.4;2;4;5;8;13
0;022;2;10.3;2;5;8;11;28
0;022;3;24.3;2;7;16.5;29;86
0;022;4;36.2;4;13;28;50;92
0;023;1;5.1;1;2;4;6;13
0;023;2;10;2;4;8;12;28
0;023;3;31.2;5;10;16;35;113
0;023;4;48;8;19;32;67;154
0;024;1;4.3;2;3;4;5;8
0;024;2;5.7;2;4;5;6;13
0;024;3;18;3;5;10;21;65
0;024;4;41;5;16;32;56;101
0;025;1;2.7;1;1;2;2;6
0;025;2;4.5;1;2;2;4;15
0;025;3;11.4;2;3;7;13;33
0;025;4;62.2;7;32;32;59;181
0;026;1;5.2;1;2;3;5;17
0;026;2;10.4;2;3;7;14;30
0;026;3;26.5;3;9;18;32;75
0;026;4;52.6;6;15;34.5;64;152
0;040;1;5.7;1;2;3;5;19
0;040;2;8.5;1;2;5;11;27
0;040;3;21.7;2;4;12;23.5;83
0;040;4;26.1;3;6.5;17;32;70
0;041;1;5.8;1;2;4;7;16
0;041;2;10.7;2;4;7;13;31
0;041;3;18.2;2;7;14;23;50
0;041;4;26.3;4;11;21;33;73
0;042;1;10.4;1;2;5.5;12;34
0;042;2;17.8;2;7;12;21;49
0;042;3;25.7;4;11;19;31;70
0;042;4;39.5;5;17;29;47.5;113
0;043;1;4.2;1;2;3;5;11
0;043;2;8.2;1;3;5;9;21
0;043;3;15.5;2;4;9;17;55
0;043;4;33.4;9;14;16;39;97
0;044;1;9;1;1;5;10.5;30.5
0;044;2;14.9;1;3;9;17;55
0;044;3;15.1;1;2;8;18;57
0;044;4;29.2;1;7;21;39.5;91
0;045;1;7.1;1;4;6;8;16
0;045;2;14;3;6;9;15;43
0;045;3;24.6;2;9;15;29;83
0;045;4;35.9;4;13;25;44;105
0;046;1;4.9;1;2;3;6;14
0;046;2;9.4;1;4;7;11;27
0;046;3;18.6;2;7;12;21;56
0;046;4;27.9;3;12;22;36;72
0;047;1;4.6;1;2;4;6;11
0;047;2;8;2;4;6;9;19
0;047;3;15;3;7;11;17;40
0;047;4;27.8;4;13;21;37;73
0;048;1;4.1;1;2;3;5;12
0;048;2;7.9;2;4;5;9;19
0;048;3;9.4;1;3;5;12;29
0;048;4;27.4;4;10;19;36;74
0;049;1;9;2;6;9;11;17
0;049;2;12;1;4;9;14;35
0;049;3;18.1;1;10;14;22;47
0;049;4;34.8;6;13;21;44;111
0;050;1;8.2;1;4;6;9;26
0;050;2;8.1;1;3;6;9;20
0;050;3;15.6;3;9;13;18;37
0;050;4;31.3;4;16;24;38;87
0;051;1;3.5;1;2;3;4;7
0;051;2;5.6;2;3;4;7;14
0;051;3;10;2;3;5;13;40
0;051;4;22.8;3;5;11;50;62
0;052;1;3;1;1;2;4;8
0;052;2;6.9;1;2;5;9;18
0;052;3;13.6;1;5;10;17;40
0;052;4;21.2;1;5;15;26;66
0;053;1;2.7;1;1;2;3;7
0;053;2;5.8;1;2;4;7;17
0;053;3;9.3;1;3;6;11;30
0;053;4;24.2;3;9;18;31;68
0;054;1;2.6;1;1;2;3;7
0;054;2;4.6;1;2;4;6;11
0;054;3;6.4;1;3;5;8;14.5
0;054;4;7.1;1;5;8;10;10
0;055;1;5.2;1;2;3;6;14
0;055;2;10.5;1;4;8;12;25
0;055;3;15.4;1;4;11;20;46
0;055;4;27.4;1;8;20;36;79
0;056;1;3.2;1;1;2;4;9
0;056;2;9.4;1;3;6;11;25
0;056;3;17.6;2;6;12;25;51
0;056;4;31.2;5;11;20;40;100
0;057;1;1.5;1;1;1;2;3
0;057;2;3.8;1;1;2;4;14
0;057;3;11.7;1;2;7;16;31
0;057;4;25.4;5;10.5;21.5;34;74
0;058;1;1.4;1;1;1;1;3
0;058;2;4.4;1;1;1;3;18
0;058;3;16;1;3;9;21;53
0;058;4;30.6;1;12;24;40;90
0;070;1;3;1;2;2;4;7
0;070;2;4.7;1;2;3;6;11
0;070;3;9.2;2;3;7;14;24
0;070;4;28.3;9;11;20.5;45.5;63
0;071;1;2.1;1;1;2;3;4
0;071;2;2.6;1;2;2;3;5
0;071;3;8.4;1;2;3;6;29
0;071;4;20.4;2;7;20;26;52
0;072;1;2;1;1;2;2;4
0;072;2;3.1;1;2;2;3;7
0;072;3;6.1;1;2;2.5;6.5;27
0;072;4;26;7;11;14;39;71
0;073;1;1.7;1;1;1;2;3
0;073;2;2;1;1;2;2;4
0;073;3;6;1;2;2;5;23
0;073;4;25.9;1;8;9;42.5;87
0;080;1;4.6;1;3;4;6;10
0;080;2;6.6;2;4;5;8;15
0;080;3;8.3;1;4;5.5;8;43
0;080;4;21;10;10;14;39;39
0;081;1;3.1;1;2;3;4;7
0;081;2;5.4;1;3;5;7;12
0;081;3;9.3;2;4;7;10.5;21
0;081;4;20.3;2;2;26;33;33
0;082;1;3.4;1;1;2;4;9
0;082;2;6.3;1;3;5;8;16
0;082;3;13.6;3;6;9;15;37
0;082;4;22.1;2;10;17.5;25;52
0;090;1;2.3;1;1;2;2;5
0;090;2;11.5;1;2;9;17;24
0;090;3;18.2;5;13;15;20;42
0;090;4;30.1;9;17;21;38;77
0;091;1;3.6;1;2;3;4;8
0;091;2;6;2;3;5;7;13
0;091;3;11.3;2;5;10;16;22
0;091;4;23.3;8;12;15;27;64
0;092;1;2.4;1;2;2;3;5
0;092;2;3.8;1;2;3;4;11
0;092;3;9.1;2;3;5.5;11;26
0;092;4;56.3;7;19;38;93;178
0;093;1;2;1;1;2;2;3
0;093;2;3.1;1;2;2;3;8
0;093;3;7.2;2;2;3;6;27
0;093;4;16.7;1;8;14;21.5;57
0;094;1;2.6;1;1;2;3;7
0;094;2;4.2;1;2;2;5;12
0;094;3;12.2;1;3;8;14;51
0;094;4;21.9;4;13;16;28;45
0;095;1;2.5;1;2;2;3;5
0;095;2;3;1;2;3;4;6
0;095;3;4.2;1;2;3.5;7;8
0;095;4;9;9;9;9;9;9
0;096;1;2.7;1;2;3;3;5
0;096;2;3.5;1;2;3;4;7
0;096;3;5.3;1;2;4;7;22
0;096;4;72;72;72;72;72;72
0;097;1;1.8;1;1;2;2;3
0;097;2;2.7;1;1;2;3;6
0;097;3;5.7;1;2;3;7;23
0;097;4;18.7;1;11;16;27;42
0;098;1;2;1;1;2;2;4
0;098;2;3.1;1;2;2;3;8
0;098;3;8;1;2;5;10;27
0;098;4;31.4;6;14;24;43.5;83
0;110;1;3.3;1;2;2;4;8
0;110;2;4.9;1;2;3;5;13
0;110;3;12.9;2;4;8;14;43
0;110;4;27.5;2;11;23;35;75.5
0;111;1;3.7;1;2;3;5;9
0;111;2;6.6;1;3;5;8;16
0;111;3;11.5;2;5;8.5;15;29
0;111;4;24.5;3;10;16;25;78
0;112;1;2.7;1;1;2;3;6
0;112;2;3.8;1;2;3;5;10
0;112;3;6.4;1;2;5;8;17
0;112;4;14.7;1;4;11;19;67
0;113;1;2.8;1;2;3;4;6
0;113;2;4;1;2;3;5;9
0;113;3;7.4;2;3;5;9;22
0;113;4;13.2;3;5;8;17;35
0;114;1;2.4;1;1;2;3;5
0;114;2;4.5;1;2;3;5;13
0;114;3;8.3;1;3;6;10;25
0;114;4;19.6;2;10;16;27;50
0;115;1;2.4;1;1;2;3;6
0;115;2;1.9;1;1;1;1;5
0;115;3;6.7;1;1;4;9;20
0;115;4;19.4;1;6;12;26;62
0;120;1;9.9;2;8;10;11;17
0;120;2;11.9;5;9;11;13;22
0;120;3;16.1;7;11;14;18;32
0;120;4;25.7;7;12;20;33;66
0;121;1;5.5;1;2;4;7;15
0;121;2;9.6;2;4;8;13;24
0;121;3;17.9;3;9;15;23;43
0;121;4;30.4;7;16;25;38;75
0;122;1;4.2;1;2;2;5;15
0;122;2;8.4;1;3;5;11;26
0;122;3;21.4;3;10.5;16;26;60
0;122;4;40.5;2;14;31.5;50;110
0;130;1;12;8;8;11.5;16;17
0;130;2;12.5;2;7.5;12;16;26
0;130;3;18.3;4;10;14;20;41
0;130;4;25.2;5;12;20;31;63
0;131;1;5.4;1;2;4;6;15
0;131;2;7.2;2;3;7;11;14
0;131;3;8.9;2;3;9;13;20
0;131;4;13.7;3;9;14;16;30
0;132;1;4.8;1;2;4;7;11
0;132;2;6.7;1;3;5;9;22
0;132;3;10.7;2;4;9;15;30
0;132;4;17.6;8;10;14;16;53
0;133;1;7.6;1;3;6;9;19
0;133;2;5.9;1;1;4;8;19
0;133;3;11.7;1;5;10;15;29
0;133;4;17.1;1;6;13;22;48
0;134;1;7.4;1;4;7;9;15
0;134;2;9.6;3;6;8;12;20
0;134;3;13.9;2;8;12;17;32
0;134;4;19.8;1;9;17;27;53
0;135;1;3.6;1;1;2;4;10
0;135;2;8.8;1;4;7;11;22
0;135;3;18.2;3;8;13;23;45
0;135;4;26.9;5;13;21;34;62
0;136;1;3.8;1;2;2;4;11
0;136;2;7.4;1;3;5;9;23
0;136;3;12.9;2;5;9;16;35
0;136;4;23;3;10;18;31;58
0;137;1;9.4;1;4;6;10;25
0;137;2;12;3;7;10;14;28
0;137;3;16.7;4;9;14;20;39
0;137;4;22.6;3;11;18;29;56
0;138;1;4.7;1;3;4;6;10
0;138;2;6.2;2;4;5;8;12
0;138;3;7.2;3;5;6;8;14
0;138;4;11.4;3;6;9;16;32
0;139;1;4.8;2;3;4;6;9
0;139;2;8.8;2;5;7;11;20
0;139;3;13.5;3;7;11;16;32
0;139;4;20.4;2;9;15;26;55
0;140;1;6.3;1;3;6;8;14
0;140;2;9.7;2;5;8;11;21
0;140;3;13.7;3;8;11;16;32
0;140;4;22.9;4;11;17;28;62
0;141;1;3.9;1;2;3;5;8
0;141;2;6;2;3;5;8;13
0;141;3;8.1;2;4;7;10;19
0;141;4;14.7;2;6;10;16;37
0;142;1;5.3;1;2;4;7;15.5
0;142;2;7.5;1;3;6;9;19
0;142;3;12.2;2;6;10;15;29
0;142;4;21.9;3;9;18;29;48
0;143;1;4.6;1;3;4;6;10
0;143;2;7.1;1;3;6;9;17
0;143;3;12.7;2;6;10;16;32
0;143;4;19.8;2;8;16;26;56
0;144;1;2.8;1;1;2;3;7
0;144;2;6;1;2;4;8;16
0;144;3;11.6;1;5;9;15;30
0;144;4;20.8;2;8;15;24;56
0;160;1;7.8;2;5.5;9.5;10;10
0;160;2;9.1;6;7;8.5;10;14
0;160;3;12.5;6;9;12;16;24
0;160;4;15.7;7;9;12;18;41
0;161;1;3.8;2;2;3;4;9
0;161;2;5.1;2;3;3;6;13
0;161;3;9.7;2;4;8;14;22
0;161;4;25.9;5;14;23;33;65
0;162;1;12.7;9;10;11;13;24
0;162;2;14.2;9;11;13;16;24
0;162;3;20.2;10;13;17;24;42
0;162;4;33.1;8;17;27;39;82
0;163;1;10.3;7;8;9;11;15
