vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;2;2;21.5;0.7;0.7;10.8;20.8;20.8
0;001;2;17;16;285.7;0.8;3.6;14.8;32.6;46.9
0;001;3;68;66;2188;1.3;14.5;24.5;54.9;82.7
0;001;4;152;152;13527.8;2.3;14.8;45.2;112.6;275.3
0;002;1;1;1;114.5;114.5;114.5;114.5;114.5;114.5
0;002;2;10;10;332.6;2;2;15.7;50.2;134.6
0;002;3;27;26;1559.6;2.4;8.9;69.2;98.9;133.9
0;002;4;130;130;22484.9;10.3;61.7;143.1;225.6;502.1
0;003;1;101;89;1649.6;0.8;1.2;1.8;30.8;83
0;003;2;171;164;8312.9;1.2;32;51.8;71.9;97.5
0;003;3;369;364;24091.1;25;43;61;81;135.4
0;003;4;284;283;32737.2;38;62.6;89.5;141.3;279.5
0;004;1;13;11;262.6;0.4;0.9;16.4;32.5;81.3
0;004;2;52;49;1373.1;1;9.2;21.3;41.3;95.5
0;004;3;219;214;7272;4.9;11.8;21.7;41.3;107.1
0;004;4;1840;1826;144253.3;12.6;32.2;56.3;100.6;219.2
0;005;1;32;29;320.6;1.3;3.4;7.1;13.3;35.2
0;005;2;126;118;1594.6;0.8;5.4;11.8;15.7;43.1
0;005;3;117;110;2547.1;1.9;9.5;17.2;29.5;69.2
0;005;4;171;169;7011.4;3.4;13.9;28;50.6;131.5
0;020;1;157;133;362.5;0.4;0.4;1.1;3.3;10
0;020;2;225;195;793.3;0.4;0.4;1.1;4.7;14.9
0;020;3;184;164;1329;0.4;0.8;4.1;10.7;27.9
0;020;4;296;287;7375.2;0.8;6.7;14.9;28.6;93
0;021;1;1214;1086;2518.6;0.4;0.4;0.8;1.6;8.5
0;021;2;1964;1489;4175.2;0.4;0.4;0.8;1.6;10.8
0;021;3;746;653;9227.4;0.4;0.8;2;9.5;66.8
0;021;4;719;690;17852.8;0.8;5.7;14.1;34.3;90.7
0;022;1;139;124;241.4;0.4;0.4;0.8;1.2;5
0;022;2;336;305;902.6;0.4;0.4;0.8;2.4;11.9
0;022;3;120;108;1220.7;0.4;0.8;3;10;61.9
0;022;4;112;107;2642.3;0.4;5.1;11.5;28.3;91.7
0;023;1;671;571;864.5;0.4;0.4;0.8;1.2;4.7
0;023;2;374;308;1768.5;0.4;0.7;1.2;4.7;22.8
0;023;3;195;176;2490.2;0.4;1.2;4.4;16.1;65.4
0;023;4;74;71;2736.4;1.1;4.6;17.5;47.6;135.3
0;024;1;1022;822;874.7;0.4;0.4;0.8;1.2;2.4
0;024;2;2262;1889;2639.6;0.4;0.4;0.8;1.6;3.9
0;024;3;599;524;2481.9;0.4;0.4;1.2;4.4;22.1
0;024;4;99;96;2535.5;0.8;4.9;16.4;33.5;89.1
0;025;1;1900;626;682.5;0.3;0.4;0.4;1;3.1
0;025;2;277;150;360.8;0.3;0.4;0.8;2.8;7.7
0;025;3;43;23;90;0.4;0.4;0.8;6.4;13.5
0;025;4;6;4;50.9;0.3;3.5;12.9;21.9;24.8
0;026;1;547;178;318.7;0.4;0.4;0.8;1.6;5.5
0;026;2;406;214;800.7;0.3;0.4;0.8;2.4;14.6
0;026;3;218;187;1858.1;0.4;0.8;4.6;12.9;36
0;026;4;91;86;2379;0.8;8.3;14.9;37;119
0;040;1;161;9;84.7;0.4;2;5.5;10.6;38
0;040;2;211;50;237.7;0.4;0.8;2.5;6.3;19
0;040;3;136;59;751.1;1;4.3;8.5;15;41.2
0;040;4;51;37;920.3;1.1;7.1;11.6;29.1;83.6
0;041;1;316;92;226.7;0.4;0.4;0.8;2.1;9.1
0;041;2;1244;312;2245.1;0.4;1;4.5;10;24
0;041;3;1077;487;6471;0.6;4;8.1;15.5;41.3
0;041;4;199;145;2824.5;1.4;6.5;13.7;25;54.1
0;042;1;2050;156;1145.1;0.4;1;4;8;24
0;042;2;5943;1274;10394.6;0.6;3;6;10.5;22.7
