vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1817266;999.07;2562.66;4523.54;7862.69;20602.14
0;002;1416534;2685.81;4258.07;5845.58;8924.28;21169.96
0;003;8199808;1889.97;3090.17;5936.29;12450.39;23786.24
0;004;7883927;364.8;1812.16;3567.8;6781.5;16611.76
0;005;1569675;741.02;1781.99;2923.35;5544.76;14543.68
0;006;125674;3397.35;5311.22;6039.32;8594.35;19164.79
0;020;653747;44.98;139.13;372.45;1149.23;3403.86
0;021;3827365;61.84;213.07;399.1;788.22;2608.09
0;022;166562;26.36;40.92;65.48;140.36;997.56
0;023;638286;8.92;38.36;69.96;252.39;1652.24
0;024;1321095;33.76;64;114.24;244.84;954.16
0;026;503995;2.08;19.86;37;79.8;489.02
0;040;151158;0;15.32;61.6;265.02;1321.63
0;041;1561809;8.24;58.02;118.66;262.78;2367.36
0;042;2453062;0;9.68;34.63;88.04;426.8
0;043;15107818;0.37;92.19;759.08;4332.24;26066.04
0;044;852902;0.76;22.52;79.48;222.78;1019.33
0;045;3433259;3.24;28.84;69.28;196.85;922.23
0;046;66440;1.24;25.92;51.56;92.12;378.28
0;047;484770;0.52;6.94;26.44;55.93;186.84
0;048;2568084;0;9.34;41.54;119.59;4261.58
0;049;2087617;6.48;171.64;657.56;6099.07;10122.86
0;050;551424;0.64;46.32;174.8;462.69;2115.06
0;051;133058;0.16;15.32;40;91.6;459.74
0;052;364400;0;1.52;19.12;68.96;543.48
0;053;1383447;0;0;8.16;43.35;288.8
0;054;276368;0;3.4;15.08;44.28;123.2
0;055;594918;0.24;11.6;41.63;124.4;776.84
0;056;15995;0;4.52;17.52;52.4;253.61
0;057;163914;0;0;0.28;7.84;66.52
0;058;1301189;0;0;0;36.88;226.36
0;070;52627;16.2;32.96;50.26;89.68;331.84
0;073;406263;6.24;15.52;25.2;36.28;100.91
0;080;118308;4.06;26.81;78.19;196.81;553.35
0;082;286071;0;2.48;21.16;67.12;308.72
0;089;453820;22.22;47.92;92.52;189.31;726.32
0;090;220232;25.64;115.24;333.28;772.69;2432.49
