vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;-p;001;2;A;A02BA;9;61.32
0;-p;001;2;A;A02BC;12;240.52
0;-p;001;2;A;A03FA;9;32.16
0;-p;001;2;A;A04AA;1;8.24
0;-p;001;2;A;A05AA;3;37.52
0;-p;001;2;A;A07AA;5;54.84
0;-p;001;2;A;A10AB;11;118.96
0;-p;001;2;A;A10AD;1;16.44
0;-p;001;2;A;A10BA;1;0.2
0;-p;001;2;A;A10BB;1;0.36
0;-p;001;2;A;A11CC;2;4
0;-p;001;2;B;B01AB;13;484.44
0;-p;001;2;B;B01AC;2;3.64
0;-p;001;2;B;B02AA;5;25.32
0;-p;001;2;B;B02BC;7;4674.6
0;-p;001;2;B;B02BD;1;617.24
0;-p;001;2;B;B05AA;13;4159.48
0;-p;001;2;B;B05BA;13;381.98
0;-p;001;2;B;B05BB;13;1362.44
0;-p;001;2;B;B05BC;10;49.68
0;-p;001;2;B;B05XA;5;19.72
0;-p;001;2;C;C01CA;5;26
0;-p;001;2;C;C01DA;2;10.24
0;-p;001;2;C;C01EA;1;82.32
0;-p;001;2;C;C02AC;2;1.32
0;-p;001;2;C;C02CA;1;4.24
0;-p;001;2;C;C03CA;8;15.92
0;-p;001;2;C;C03DA;3;3.32
0;-p;001;2;C;C07AB;5;9.76
0;-p;001;2;C;C08CA;6;27.36
0;-p;001;2;C;C09AA;1;3.96
0;-p;001;2;C;C09BA;1;4.16
0;-p;001;2;D;D01AC;5;24.8
0;-p;001;2;H;H02AB;13;1116.12
0;-p;001;2;H;H03AA;1;0.96
0;-p;001;2;J;J01CA;10;621.84
0;-p;001;2;J;J01CR;3;792.84
0;-p;001;2;J;J01DB;1;2.24
0;-p;001;2;J;J01DC;1;16.16
0;-p;001;2;J;J01DD;7;1324.6
0;-p;001;2;J;J01DH;1;424.2
0;-p;001;2;J;J01EE;6;9.92
0;-p;001;2;J;J01GB;8;186.6
0;-p;001;2;J;J01MA;3;69.4
0;-p;001;2;J;J01XA;4;999.28
