vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;2;40;40;154014.73;513.62;1081.13;3061.73;4414.21;13284.95
0;001;3;94;94;361389.35;761.81;1606.14;3042.74;4462.18;9377.87
0;001;4;99;98;930206.14;1390.54;4413.1;6908.84;10844.34;24778.11
0;002;1;2;2;4040.48;351.37;351.37;2020.24;3689.11;3689.11
0;002;2;5;5;21485.56;1857.53;2817.53;5062.03;5604.6;6143.87
0;002;3;70;70;342856.28;2190.75;3615.76;4750.6;5858.77;8636.55
0;002;4;118;118;1370564.06;3173.91;5209.68;7625.04;12374.75;27311.47
0;003;1;244;241;1630166.21;459.22;2676.41;4623.56;11066.26;17159.16
0;003;2;441;441;3321057.62;1893.9;3200.94;5100.96;11041;19022.88
0;003;3;146;146;1620334.52;2213.57;3817.64;7401.15;14748.12;26671.48
0;003;4;125;125;2146770.66;3538.55;8041.27;13765.44;21916.04;42537.6
0;004;1;9;9;7041.87;2.84;28.2;312.64;1220.88;3388.68
0;004;2;42;41;69031.5;73;406.28;795.04;2475;6908.73
0;004;3;228;227;595420.87;116.92;584.96;1480.72;3161.31;9009.44
0;004;4;1119;1111;6846738.59;650.04;2236.49;4289.24;7537.11;18538.73
0;005;2;7;7;13221.15;520.67;1070.6;1837.4;2488.12;3640.4
0;005;3;73;73;186243.97;572.52;1167.2;2000.24;3074.91;7654.54
0;005;4;244;243;1209472.16;835.76;2124.86;3484.28;5818.06;15035.12
0;006;2;3;3;8124.98;1140.85;1140.85;2268.29;4715.84;4715.84
0;006;3;4;4;24123.71;2889.2;4069.5;6241.84;7992.35;8750.82
0;006;4;4;4;54031.95;8524.93;8741.8;12653.04;18274.17;20200.93
0;020;1;180;180;41730.11;34.16;68.8;132.63;267.67;717.88
0;020;2;114;114;41229.3;35.84;106.52;247.51;459.96;1058.56
0;020;3;211;210;156456.84;91.36;228.44;469.67;936.36;2340.46
0;020;4;218;217;413493.15;247.22;770.92;1515.52;2524.48;5000.44
0;021;1;1078;1075;318413.12;35.48;102.44;224.71;373.14;715.24
0;021;2;1638;1636;913861.12;57.36;180.16;338.23;522.03;1700.21
0;021;3;1249;1249;1204488.07;115.96;333.31;507.95;1039.96;2779.56
0;021;4;748;747;1588366.64;231.56;621;1352.96;2467.4;5645.76
0;022;1;222;221;16008.68;23.28;39.48;51.16;73.92;204.4
0;022;2;191;189;21780.06;26.28;41.64;61.2;116.16;312.48
0;022;3;77;77;29852.47;49.08;72.88;149.16;283.84;1559.64
0;022;4;27;27;46561.3;91.4;236.96;694.52;1816.72;9920.83
0;023;1;714;697;53121.11;7.2;29.56;42.4;72.4;263.93
0;023;2;413;408;113058.07;18.84;50.01;121.8;273.44;826.48
0;023;3;180;178;115210.37;56.56;136.56;300.29;663.56;2830.13
0;023;4;53;53;187142.56;347.88;972.36;1821.65;3066.16;12618.6
0;024;1;1874;1871;235488.98;31.32;51.72;75.2;154.8;366.24
0;024;2;1724;1720;261971.28;36.1;60.54;93.34;177.6;426.06
0;024;3;1506;1505;585767.41;57.36;121.44;212.04;495.16;1156.76
0;024;4;305;305;338082.42;92.13;276.36;597.04;1268.51;2827.08
0;026;1;1782;1743;90781.65;2.72;17.2;31.36;51.48;189.6
0;026;2;751;745;215381.56;4.52;24;41.72;107.16;410.5
0;026;3;304;304;251917.87;19.52;62.98;170.04;462.38;2364.68
0;026;4;79;79;227559.92;77.84;487.67;1017.36;2269.96;7657.16
0;040;1;115;104;10629.9;0.16;4.54;34.44;89.94;307.88
0;040;2;168;161;55858.29;1.68;15.88;50.16;189.2;974.84
0;040;3;88;87;54543.9;10.6;36.16;122.6;303.28;4852.72
0;040;4;18;17;17530.89;37.36;178.12;540.12;1410.56;3464.45
0;041;1;265;255;68428.06;4.52;39.04;66.12;117.92;504.76
0;041;2;987;972;332705.27;8.72;44.1;85.16;163.22;749.16
0;041;3;1244;1236;878066.51;21.04;68.89;138.34;313.13;2862.84
0;041;4;264;263;294284.09;33.28;136.16;317.64;783.68;4278.89
0;042;1;1911;1566;1809413.28;0.28;3.24;13.86;40.56;253.41
0;042;2;5567;5338;1329486.58;1.8;11.08;30.79;68.04;234.8
0;042;3;3115;3078;978714.08;5;27.36;62.12;142.02;559.23
0;042;4;363;355;213622.61;16.52;90.64;257.36;654.83;1999
0;043;1;1989;1881;7242933.54;6.32;129.96;1296.38;5179.85;20872.61
0;043;2;1028;1008;3467924.92;5.72;134.8;2665.47;4696.3;9822.59
