vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;8053;934.63;1620.48;2310.82;2405.83;2496.36
0;001;2;80514;1141.35;1756.57;2282.39;3427.75;9536.27
0;001;3;172233;698.32;1707.22;2937.39;3940.09;13232.63
0;001;4;533967;1288.67;2422.74;4597.16;8941.37;19385.99
0;002;1;9457;2839.57;2839.57;4728.61;6617.64;6617.64
0;002;2;26796;1350.5;1815.55;2875.91;7762.29;8198.73
0;002;3;160344;100.12;2356.43;3585.71;6456.54;9661.67
0;002;4;561598;2744.03;5286.08;7552.22;12035.33;22495
0;003;1;400393;0;150.94;5407.99;8505.85;13877.58
0;003;2;633553;0;2387.32;5631;8510.03;15943
0;003;3;1589185;2055.43;4021.87;6734.25;10774.64;22804.3
0;003;4;2567800;3258.44;6924.25;10889.07;16321.74;41644.03
0;004;1;85551;60.54;292.59;1065.3;4785.04;11886.79
0;004;2;293052;169.98;663.69;1917.09;5547.18;9990.33
0;004;3;1380456;389.22;1639.11;3299.02;5635.65;10891.85
0;004;4;8955710;1040.36;3037.59;5365.82;8765.69;16978.23
0;005;1;98805;78.53;263.51;587.45;939.94;2478.59
0;005;2;111018;87.28;446.85;696.42;1117.38;2371.35
0;005;3;150125;226.3;823.6;1418.6;2332.11;6604.33
0;005;4;419704;463.93;1052.66;2367.41;4337.19;8669.26
0;020;1;50102;19.56;108.34;189.33;316.45;1397.15
0;020;2;77815;68.12;154.98;298.18;649.21;2582.48
0;020;3;136961;109.15;256.59;444.37;1035.4;3470.66
0;020;4;422970;286.49;675.37;1580.87;3299.96;6640.94
0;021;1;579529;30.57;140.34;300.59;522.74;1023.65
0;021;2;749510;99.68;295.51;500.4;814.21;1890.88
0;021;3;999615;145.93;459.97;883.35;1699.05;5038.39
0;021;4;1475358;313.51;946.9;2022.34;3636.82;8059.39
0;022;1;33205;30.94;61.33;91.34;144.67;458.68
0;022;2;88131;41.1;86.59;144.3;310.34;1299.71
0;022;3;83093;70.45;179.05;377.81;953.97;3741.11
0;022;4;177465;228.46;616.71;1528.05;3070.67;8515.49
0;023;1;87133;2.6;44.6;90.8;151.22;431.63
0;023;2;122892;18.37;92.54;175.26;473.1;1606.52
0;023;3;164007;66.31;116.23;394.92;1315.4;3101.82
0;023;4;106410;369.78;1006.47;1758.51;3800.48;7453.79
0;024;1;238374;57.14;101.56;138.36;200.17;359.62
0;024;2;370626;79.15;128.14;179.74;265.67;488.13
0;024;3;243120;101.34;186.47;285.13;468.35;1322.46
0;024;4;98454;188.1;370.72;793.48;1995.54;4829.07
0;025;1;158066;1.81;10.63;31.43;54.91;118.2
0;025;2;22567;3.12;22.67;66.27;146.66;507.41
0;025;3;18117;5.43;52.32;143.62;435.9;1949.04
0;025;4;5460;1085.18;1108.74;1175.41;1621.14;2023.75
0;026;1;79340;0;30.09;77.37;130.84;287.46
0;026;2;112143;3.84;55.38;127.24;291.03;1301.99
0;026;3;157091;38.52;152.38;328.07;1051.58;3097.45
0;026;4;141540;160.36;584.95;1233.59;2587.39;8228.3
0;040;1;18048;0;1.7;12.08;57.28;309.87
0;040;2;57480;0;9.47;45.04;189.94;1047.35
0;040;3;52207;0.1;47.46;134.61;506.64;1864.98
0;040;4;26551;43.88;81.78;482.82;1395.24;3762.7
0;041;1;130136;4.51;61.8;125.48;238.25;739.09
0;041;2;315698;10.83;76.6;176.81;376.25;1185.92
0;041;3;421566;25.14;154.31;367.53;794.82;2159.7
0;041;4;153014;132.99;413.92;885.86;2187.49;4897.83
0;042;1;149149;0;2.55;19.58;67.16;225.71
0;042;2;350804;0;14.08;46.21;118.37;407.36
0;042;3;421605;5.5;44.89;126.03;308.45;1330.42
0;042;4;194941;33.64;197.5;552.28;1125.34;3675.07
0;043;1;257092;0;1.71;137.09;341.5;522.86
0;043;2;116746;0;24.12;144.23;358.54;652.65
0;043;3;49002;4.88;66.82;228.41;502.91;1701.59
0;043;4;9640;46.53;591.47;660.13;933.64;2861.71
0;044;1;86884;1.71;16.29;52.49;133.76;473.03
0;044;2;210467;4.34;31.31;89.74;244.37;926.73
0;044;3;428287;4.19;60.59;189.38;507.04;1568.89
0;044;4;392724;29.87;242.52;678.69;1865.29;4483.43
0;045;1;83962;3.59;24.94;71.44;132.13;342.64
0;045;2;471723;8.85;44.99;103.37;209.72;647.67
0;045;3;518734;19.58;92.59;224.89;510.2;1528.02
0;045;4;530704;92.22;325.21;674.52;1407.44;3476.01
0;046;1;241993;0.82;23.3;72.83;124.29;301.59
0;046;2;860444;6.62;39.56;92.27;172.3;511.26
0;046;3;916674;19.98;85.61;193.31;477.83;1434.01
0;046;4;815095;65.69;287.06;666.55;1348.99;3145.2
0;047;1;124629;0;10.68;28.76;76.15;179.67
0;047;2;412728;2.58;19.83;49.47;104.93;272.78
0;047;3;303226;8.4;44.03;97.72;246.58;975.44
0;047;4;126895;33.84;208.04;579.78;1223.58;3137.19
0;048;1;111350;0;5.13;14.61;51.26;181.23
0;048;2;204942;0;11.38;33.81;82.03;283.76
0;048;3;315170;0;10.41;51.42;141.55;795.56
0;048;4;49617;33.44;186.04;531.79;1514.06;3815.13
0;049;1;154353;15.22;177.81;330.1;644.62;1371.55
0;049;2;560731;0;12.57;251.73;1661.23;6561.05
0;049;3;224881;43.83;235.92;689.86;1649.88;7896.03
0;049;4;212083;140.38;468.94;1088.23;2865.64;9118.99
0;050;1;106303;0;16.68;96.2;324.94;895.47
0;050;2;140402;0;17.02;93.99;351;1347.17
0;050;3;136250;7.39;151.46;727.92;1659.94;3663.22
0;050;4;82573;76.15;915.89;1416.71;4187.91;9488.69
0;051;1;274097;0;11.08;44.42;120.75;388.85
0;051;2;81776;1.71;21.94;76.15;176.75;878.01
0;051;3;17749;6.69;17.08;80.96;135.7;807.27
0;051;4;13364;8.55;67.13;284.12;1132.75;3550.83
0;052;1;22720;0;0;9.02;33.61;136.44
0;052;2;102152;0;17.15;52.92;150.25;735.75
0;052;3;188269;2.8;38.99;121.39;380.52;1424.59
0;052;4;219995;31.66;229.38;519.26;1270.45;3289.13
0;053;1;240513;0;1.71;10.44;36.84;135.99
0;053;2;339531;0;10.61;37.53;100;369.49
0;053;3;367791;0;11.75;53.59;174.67;868.15
0;053;4;317099;68.79;307.66;844.75;1990.36;4501.45
0;054;1;106282;0;2.64;12.41;35.93;112.12
0;054;2;62296;0;6.52;23.08;64.06;187.36
0;054;3;13832;0.64;15.57;44.7;119.34;477.24
0;054;4;6247;6.35;24.44;1249.98;1468.17;1533.15
0;055;1;54686;0;5.28;25.43;78.76;306.89
0;055;2;76745;0.02;23.11;84.25;207.35;771.94
0;055;3;71735;7.04;61.38;173.91;460.44;1205.46
0;055;4;124786;40.06;271.62;675.86;1565;3199.91
0;056;1;34841;0;0;5.58;31.71;159.99
0;056;2;31972;0;10.51;47.36;125.46;517.63
0;056;3;31591;3.94;31.66;169.73;439.99;1528.56
0;056;4;29879;50.25;195.76;445.22;1630.67;3582.81
0;057;1;111442;0;0;0.52;8.08;39.29
0;057;2;41693;0;2.03;12.47;41.62;148.44
0;057;3;29462;0;19.26;78.78;235.2;793.36
0;057;4;17730;16.19;85.87;360.36;1138.67;7662.66
0;058;1;164864;0;0;0;0;97.15
0;058;2;346346;0;0;9.74;78.06;332.08
0;058;3;339971;0;14.06;80.52;240.73;1060.29
0;058;4;230405;19.16;201.22;489.71;1156.08;3509.65
0;070;1;48318;27.96;52.47;80.6;161.25;385.55
0;070;2;34520;21.07;62;134.9;279.77;587.06
0;070;3;12012;38.55;190.11;391.96;624.52;4137.74
0;070;4;2783;153.69;261.68;338.42;393.46;1635.33
0;071;1;351255;9.82;46.23;74.93;132.65;234.09
0;071;2;217820;14.25;55.11;90.68;151.44;326.67
0;071;3;15896;39.91;88.75;128.28;259.45;593.33
0;071;4;1553;104.56;110.56;157.09;510.64;512.79
0;072;1;306725;5.35;35.2;58.45;119.27;242.16
0;072;2;65351;10.83;48.88;103.22;170.38;385.47
0;072;3;10888;10.31;54.12;155.26;292.51;747.37
0;072;4;2403;667.33;667.33;1201.51;1735.68;1735.68
0;073;1;1940895;77.37;110.34;149.46;190.73;278.73
0;073;2;416916;78.56;121.74;154.76;206.84;315.74
0;073;3;49635;84.26;131.51;183.44;256.77;758.5
0;073;4;11290;13.96;501.09;575.73;1280.54;2451.2
0;080;1;27367;3.23;35.3;84.59;166.81;405.3
0;080;2;16775;13.29;55.54;165.63;391.1;845.86
0;080;3;5874;54.81;137.18;403.98;696.68;2210.74
