vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;17;680;1;A;A02BA;35;131.28
0;17;680;1;A;A02BC;22;157.88
0;17;680;1;A;A03AB;1;0.32
0;17;680;1;A;A03FA;67;138.72
0;17;680;1;A;A04AA;11;514.44
0;17;680;1;A;A07AA;2;11.24
0;17;680;1;A;A09AA;1;0.84
0;17;680;1;A;A10AB;4;46.36
0;17;680;1;A;A10AD;2;10.8
0;17;680;1;A;A10AE;1;20.88
0;17;680;1;A;A10BA;2;1.68
0;17;680;1;A;A10BB;2;3.72
0;17;680;1;A;A10BX;1;4.32
0;17;680;1;B;B01AA;1;0.12
0;17;680;1;B;B01AB;81;1253.84
0;17;680;1;B;B01AC;6;1.6
0;17;680;1;B;B02AA;4;14.6
0;17;680;1;B;B02BC;2;309.56
0;17;680;1;B;B02BD;1;319.7
0;17;680;1;B;B03AC;4;182.68
0;17;680;1;B;B05AA;37;780.37
0;17;680;1;B;B05BA;43;823.8
0;17;680;1;B;B05BB;149;3044.64
0;17;680;1;B;B05BC;1;19.24
0;17;680;1;B;B05CB;3;18.09
0;17;680;1;B;B05XA;3;138.36
0;17;680;1;C;C01AA;2;0.16
0;17;680;1;C;C01BC;1;2.88
0;17;680;1;C;C01BD;1;0.4
0;17;680;1;C;C01DA;1;1.84
0;17;680;1;C;C01DX;1;5.72
0;17;680;1;C;C02AC;12;15.32
0;17;680;1;C;C02CA;2;8.32
0;17;680;1;C;C03BA;1;0.04
0;17;680;1;C;C03CA;17;10.04
0;17;680;1;C;C03DA;1;0.64
0;17;680;1;C;C03EA;1;2.88
0;17;680;1;C;C07AA;4;1.72
0;17;680;1;C;C07AB;11;20.12
0;17;680;1;C;C07BB;1;0.84
0;17;680;1;C;C08CA;4;14.44
0;17;680;1;C;C09AA;7;22.92
0;17;680;1;C;C09CA;4;21.6
0;17;680;1;C;C10AA;9;61.08
0;17;680;1;D;D07AC;1;6
0;17;680;1;G;G03XC;1;2.92
0;17;680;1;G;G04CA;2;3.84
0;17;680;1;H;H02AB;44;607.96
0;17;680;1;H;H03AA;1;0.08
0;17;680;1;J;J01CA;1;332.2
0;17;680;1;J;J01CF;1;68.24
0;17;680;1;J;J01CR;17;743.92
0;17;680;1;J;J01DB;54;290
0;17;680;1;J;J01DC;2;37.52
0;17;680;1;J;J01DE;1;349.4
0;17;680;1;J;J01EE;1;1.04
0;17;680;1;J;J01FA;2;11.64
0;17;680;1;J;J01FF;2;85.44
0;17;680;1;J;J01GB;1;59.12
0;17;680;1;J;J01MA;9;514.64
0;17;680;1;J;J01XD;2;46
0;17;680;1;J;J01XE;1;1.56
0;17;680;1;J;J02AC;2;101.24
0;17;680;1;J;J04AB;3;14
0;17;680;1;J;J04AK;1;4.16
0;17;680;1;J;J05AB;2;85.17
0;17;680;1;L;L01AA;7;70.27
0;17;680;1;L;L01AX;3;75.84
0;17;680;1;L;L01BA;5;394.29
0;17;680;1;L;L01CA;10;322.47
0;17;680;1;L;L01DB;7;525.88
0;17;680;1;L;L01DC;3;76.76
0;17;680;1;L;L01XC;4;10535.8
0;17;680;1;L;L02AE;1;325.43
0;17;680;1;L;L03AA;4;3920.91
0;17;680;1;L;L04AA;1;4.87
0;17;680;1;M;M01AB;85;183.44
0;17;680;1;M;M01AE;6;2.76
0;17;680;1;M;M03AC;137;782.6
0;17;680;1;M;M03BX;1;0.12
0;17;680;1;M;M04AA;9;6.68
0;17;680;1;N;N01AB;117;2510.6
0;17;680;1;N;N01AH;111;610.88
0;17;680;1;N;N01AX;146;940.6
0;17;680;1;N;N02AA;3;8.8
0;17;680;1;N;N02AB;6;1.92
0;17;680;1;N;N02AC;56;35.24
0;17;680;1;N;N02AE;2;31.92
0;17;680;1;N;N02AX;63;124.72
0;17;680;1;N;N02BE;145;2068
0;17;680;1;N;N03AF;1;1.52
0;17;680;1;N;N03AX;2;1.96
0;17;680;1;N;N05AD;1;0.56
0;17;680;1;N;N05CD;35;27.64
0;17;680;1;N;N06AB;8;29.52
0;17;680;1;N;N06AX;5;6.52
0;17;680;1;N;N06DA;1;27.84
0;17;680;1;N;N07CA;1;2.28
0;17;680;1;P;P01AB;2;20.6
0;17;680;1;P;P01BA;1;2.52
0;17;680;1;R;R01AD;1;4.84
0;17;680;1;R;R03AK;21;227.96
0;17;680;1;R;R03BA;1;1.84
0;17;680;1;R;R03BB;1;40.8
0;17;680;1;R;R03DA;1;0.32
0;17;680;1;R;R05CB;4;8.53
0;17;680;1;R;R06AD;2;0.4
0;17;680;1;R;R06AE;8;14.72
0;17;680;1;R;R06AX;1;0.6
0;17;680;1;V;V03AF;5;3868.71
0;17;680;1;V;V07AB;1;10.2
0;17;680;1;V;V08AA;10;38.64
0;17;680;1;V;V08AB;28;1606.2
0;17;680;1;V;V08CA;1;33.72
0;17;680;2;A;A01AB;1;2.96
0;17;680;2;A;A02BA;56;448.12
0;17;680;2;A;A02BC;54;866.92
0;17;680;2;A;A03FA;77;288.24
0;17;680;2;A;A04AA;25;1517.56
0;17;680;2;A;A04AD;2;254.4
0;17;680;2;A;A07AA;6;19.28
0;17;680;2;A;A07DA;1;6
0;17;680;2;A;A10AB;10;111.68
0;17;680;2;A;A10AC;1;14.92
0;17;680;2;A;A10AD;3;64.88
0;17;680;2;A;A10AE;1;44.52
0;17;680;2;A;A10BA;4;0.92
0;17;680;2;A;A10BB;1;0.32
