vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;7;171.15
0;001;2;7;244.73
0;001;3;25;332.72
0;001;4;127;782.58
0;002;2;5;1571.52
0;002;3;19;1739.64
0;002;4;97;2757.92
0;003;1;34;229.84
0;003;2;117;309.21
0;003;3;226;146.96
0;003;4;303;54.64
0;004;1;16;388.65
0;004;2;65;260.3
0;004;3;202;434.22
0;004;4;1833;919.44
0;005;1;48;87.16
0;005;2;113;171.22
0;005;3;146;140.08
0;005;4;148;289.7
0;020;1;104;151.05
0;020;2;137;191.26
0;020;3;161;243.88
0;020;4;237;274.57
0;021;1;1098;731.46
0;021;2;1342;1309.03
0;021;3;764;606.86
0;021;4;755;811.68
0;022;1;155;579.08
0;022;2;251;392.45
0;022;3;115;369.62
0;022;4;96;513.32
0;023;1;627;1536.59
0;023;2;339;763.1
0;023;3;159;1280.99
0;023;4;47;1508.6
0;024;1;1111;248.56
0;024;2;2360;216.18
0;024;3;709;299.97
0;024;4;107;500.63
0;025;1;2681;121.87
0;025;2;196;323.15
0;025;3;63;556.31
0;025;4;7;15.49
0;026;1;623;535.7
0;026;2;502;2363.72
0;026;3;334;2685.66
0;026;4;101;1852.29
0;040;1;164;63.68
0;040;2;209;131.03
0;040;3;131;13.97
0;040;4;50;3.07
0;041;1;375;2.99
0;041;2;1150;5.29
0;041;3;1066;7.2
0;041;4;229;15.51
0;042;1;2128;0.43
0;042;2;4712;0.47
0;042;3;2735;2.12
0;042;4;372;7.17
0;043;1;1156;0.57
0;043;2;670;0.55
0;043;3;198;0.64
0;043;4;22;7.67
0;044;1;416;0.02
0;044;2;1011;6.38
0;044;3;1163;38.47
0;044;4;526;59.03
0;045;1;718;0.31
0;045;2;5039;1.37
0;045;3;3007;4.49
0;045;4;1593;5.62
0;046;1;787;8.92
0;046;2;3310;4.76
0;046;3;1622;7.44
0;046;4;612;8.39
0;047;1;1371;1.07
0;047;2;4706;0.47
0;047;3;1568;1.04
0;047;4;178;8.79
0;048;1;1566;6.51
0;048;2;2603;5.43
0;048;3;2038;5.84
0;048;4;102;5.75
0;049;1;130;0
0;049;2;352;0
0;049;3;155;0.73
0;049;4;107;15.76
0;050;1;190;0
0;050;2;290;2.94
0;050;3;135;0.05
0;050;4;64;27.22
