vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;1;1;3134.52;3134.52;3134.52;3134.52;3134.52;3134.52
0;001;2;28;28;130032.65;814.88;1362.6;3118.38;5857.71;16587.97
0;001;3;41;41;278862.82;1036.38;2114.7;3517.5;5755.21;33108.33
0;001;4;136;136;1620488.93;1145.78;2726.94;6959.93;17359.42;37130.37
0;002;1;1;1;8003.49;8003.49;8003.49;8003.49;8003.49;8003.49
0;002;2;14;14;77700.32;1143.92;4482.96;5453.98;7533.38;7878.24
0;002;3;26;26;151146.84;1828.32;3225.4;5333.6;7465.81;11903.8
0;002;4;114;114;1348091.4;3450.94;5925.32;8970.71;13062.32;25539.46
0;003;1;60;60;168678.91;15.26;55.94;127.62;4474.71;13331.27
0;003;2;166;165;950812.01;46.56;2220.26;4533.46;8247.61;14824.73
0;003;3;258;258;1702547.46;1011.46;3026.51;4745.62;8594.36;17225.11
0;003;4;239;239;3708338.91;2306.79;5114.72;9915.36;18356.59;47088.53
0;004;1;6;6;4112.9;26.8;87.44;266.57;538.75;2926.77
0;004;2;63;63;94996.27;41.52;276.08;821.22;1773.14;6347
0;004;3;223;223;719121.57;147.2;1035.58;2267.63;4428.77;9927.5
0;004;4;2065;2061;16708467.31;1457.93;3521.03;5818.11;9944.83;21781.49
0;005;1;33;32;12967.08;24.2;143.14;302.15;641.44;1024.52
0;005;2;125;125;94696.82;87.6;294.32;491.34;872.23;2138.54
0;005;3;126;126;148690.94;160.34;393.02;813.87;1454.16;2848.02
0;005;4;171;170;604898.2;350.19;1152.64;2207.83;4128.83;10100.5
0;020;1;131;131;26818.6;32.56;77.52;138.56;224.5;758.36
0;020;2;195;195;72305.94;62.32;129.32;235;422.56;1364.8
0;020;3;171;171;117912.84;140.8;254.36;464.8;845.56;1936.88
0;020;4;280;280;693980.25;297.19;816.33;1560.05;2979.28;6421.08
0;021;1;1157;1152;389647.88;48.12;140.14;279.64;455.94;836.33
0;021;2;1842;1839;1004402.2;100;257.25;393.5;601.54;1349.13
0;021;3;743;742;699542.25;158.63;404.8;654.36;1100.94;2582.16
0;021;4;738;737;1926463.21;395.68;1058.88;1848.27;3304.86;7746.64
0;022;1;145;145;17583.3;34.24;56.4;81.76;110.92;211.04
0;022;2;347;346;63694.16;38.68;68.68;100.55;166.2;601.58
0;022;3;125;124;51499.71;57.84;117;248.41;501.06;1498.54
0;022;4;118;117;234213.91;148.42;703.16;1608.52;2720.11;5774.2
0;023;1;624;604;77378.64;7.6;46.26;76.56;130.62;347.62
0;023;2;343;335;131140.75;17.6;98.12;206.43;425.9;1527.4
0;023;3;196;195;152835.01;90.58;193.7;447.36;1095.8;2291.66
0;023;4;73;73;169965.99;126.28;715.7;1707.6;2794.09;8890.22
0;024;1;1111;1108;129898.24;41.94;77.25;105.93;138.9;227.36
0;024;2;2455;2454;358442.25;53.94;88.08;118.45;166.28;305.2
0;024;3;594;594;267853.63;80.36;148.74;248.11;402.76;1021.98
0;024;4;96;96;180350.96;189.42;593.62;1387.49;2633.48;5471.83
0;025;1;2005;1972;101971.05;3.96;20.02;39.4;60.14;125
0;025;2;261;258;24210.3;4.68;23.04;55.26;88.4;331.88
0;025;3;48;45;119563.24;15.52;32.8;88.84;395.53;4290.96
0;025;4;5;5;5428.62;57.76;591.93;786.88;1965.8;2026.25
0;026;1;594;582;67699.18;3.4;45.56;71.88;124.72;276.76
0;026;2;398;392;89837.74;8.88;59.64;101.7;205.4;799.2
