vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;136860.02;17961.37;18970.14;28060.66;49459.87;62777.33
0;001;2;412115.95;3171.65;19736.54;23401.53;27273.06;57616.79
0;001;3;1054985.18;5973.44;24184.36;27866.68;32225.65;43810.28
0;001;4;7183497.29;21923.36;29742.74;37098.76;52360.14;113363.83
0;002;2;145789.41;28142.47;29828.94;32080.12;43065.76;53486.7
0;002;3;865678.16;24336.86;27169.79;30956.41;36729.41;45979.81
0;002;4;5724207.98;26620.93;31653.62;41559.47;61009.66;138091.05
0;003;1;796875.82;1359.25;4848.42;13339.96;16932.08;26690.11
0;003;2;1669861.53;3421.88;10594.97;15725.65;24736.96;42887.6
0;003;3;4538289.33;10549.54;15175.63;19063.86;27355.19;51448.74
0;003;4;9908251.82;13392.68;19435.35;28778.93;45619.6;85302.5
0;004;1;99216.52;424.68;2226.02;4306.93;11011.65;19047.65
0;004;2;920478.36;1733.61;6488.24;12258.12;19660.09;36552.25
0;004;3;5110705;4287.75;12137.06;19868.49;29549.38;50791.6
0;004;4;71850811.88;11336.56;22961.48;35073.18;51197.66;87227.22
0;005;1;363658.81;1647.23;4387.18;8121.15;12016.27;19986.07
0;005;2;1630142.48;2066.92;6389.36;10343.63;14887.02;24276.43
0;005;3;1721968.4;3689.29;8543.08;12758.41;19069.19;36108.59
0;005;4;3072213.35;6427.75;12854.41;21982.83;29785.99;51825.4
0;020;1;633370.67;1799.13;3658.92;4933.15;6437.08;10742.62
0;020;2;1351705.62;2809.22;5261.42;6825.95;9914.4;21201.69
0;020;3;1626069.84;2937.68;4932.15;7989.54;12434.96;21444.83
0;020;4;3546172.71;3853.26;8291.32;14317.64;20549.27;48975.61
0;021;1;9615438.88;2042.72;5026.02;7245.65;9702.29;17671.84
0;021;2;12758139.87;2765.9;6438.79;8896.69;12034.18;22645.29
0;021;3;10756993.98;3994.37;8150.09;11561.72;17424.77;32058.65
0;021;4;14467844.84;5289.21;11375.31;17777.42;28620.84;55039.87
0;022;1;935837.97;1259.84;3066;4424.67;5780.45;11462.06
0;022;2;1861270.82;1938.86;4070.82;5491.12;7959.33;14212.8
0;022;3;1502316.28;2990.19;5188.61;9824.24;14538.13;26688.26
0;022;4;1646530.4;3380.19;6924.69;13545.42;22776.96;34278.54
0;023;1;2104701.2;925.61;1974.54;3370.05;5236.11;10138.7
0;023;2;2114297.32;1169.93;3355.35;5853.55;8999.02;17993.18
0;023;3;2095802.14;2788;6553.77;10803.75;16165.17;32463
0;023;4;1233101.61;4449.82;13933.47;18991.85;28147.22;85699.63
0;024;1;3477598.46;1997.58;2559.9;2991.37;3664.03;5195.54
0;024;2;8636188.7;2374.48;2874.74;3423.75;4478.6;8507.35
0;024;3;5769874.38;2655.06;3644.35;5924.78;10303.58;24342.77
0;024;4;1881268.88;4018.32;9738.32;17544.59;25726.72;51933.71
0;025;1;4000265.03;682.12;909.31;1116.24;1477.25;3076.83
0;025;2;687901.89;733.58;1110.16;1660.01;3259.82;9120.77
0;025;3;398873.6;814.08;1134.85;2485.43;11603.67;19674.07
0;025;4;117593.55;1188.33;3897.34;11299.93;18139.85;27642.26
0;026;1;2827264.88;879.23;1581.39;3452.27;6259.94;10407.76
0;026;2;3689001.31;1286.9;3590.32;7158.05;10761.91;15840.46
0;026;3;3697710.95;2764.85;8291.77;11553.87;16233.34;29624.81
