vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;2;60.68;27.84;27.84;30.34;32.84;32.84
0;-p;001;1;B;2;977.33;411.34;411.34;488.66;565.99;565.99
0;-p;001;1;C;2;60.16;8.08;8.08;30.08;52.08;52.08
0;-p;001;1;D;1;1.72;1.72;1.72;1.72;1.72;1.72
0;-p;001;1;H;2;152.04;23.68;23.68;76.02;128.36;128.36
0;-p;001;1;J;2;508.56;63.88;63.88;254.28;444.68;444.68
0;-p;001;1;L;2;481.23;219.07;219.07;240.61;262.16;262.16
0;-p;001;1;M;2;57.96;19.2;19.2;28.98;38.76;38.76
0;-p;001;1;N;2;184.56;64.48;64.48;92.28;120.08;120.08
0;-p;001;1;R;1;3.96;3.96;3.96;3.96;3.96;3.96
0;-p;001;1;V;1;1.76;1.76;1.76;1.76;1.76;1.76
0;-p;001;2;A;37;1052.28;10.28;16.08;25.44;38.36;51.8
0;-p;001;2;B;37;36336.6;102.03;186.3;575.96;1186.56;4366.43
0;-p;001;2;C;33;738.24;0.2;2.12;4.68;8.8;139.52
0;-p;001;2;D;5;10.28;1.72;1.72;1.72;1.72;3.4
0;-p;001;2;H;35;4890.21;14.76;21.08;61.8;84.53;143
0;-p;001;2;J;37;40778.44;4.96;56.52;242.58;492.35;6566.94
0;-p;001;2;L;37;14664.44;33.76;107.25;152;252.66;1856.23
0;-p;001;2;M;34;733.72;4.16;12.4;20.5;29.96;55.28
0;-p;001;2;N;37;3803.08;12.4;49.28;86.8;162.36;216.56
0;-p;001;2;R;16;263.91;0.44;1.66;5.34;20.95;93.64
0;-p;001;2;V;17;9340.6;0.72;52.8;419.27;833.26;1711.76
0;-p;001;3;A;97;4805.4;10.72;24.88;34.88;60.24;108.04
0;-p;001;3;B;97;141653.94;227.18;585.44;1220.04;1803.76;4392.34
0;-p;001;3;C;92;2987.72;0.88;3.14;7;15;99.32
0;-p;001;3;D;26;49.88;1.72;1.72;1.72;1.72;3.44
0;-p;001;3;G;4;706.32;3.56;5.14;9.22;348.02;684.32
