vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;7;2393;58.87;81.32;155.66;642.54;736.06
0;001;2;7;3669;243.37;395.99;577.25;651.67;669.39
0;001;3;25;22650;495.41;599.32;795.83;1047.32;1693.15
0;001;4;127;223859;540.84;915.89;1295.46;2174.37;4221.49
0;002;2;5;3224;367.74;440.24;531.51;860.25;1024.37
0;002;3;19;17213;226.48;627.26;786.07;857.07;3570.05
0;002;4;97;159188;481.83;819.8;1168.74;1845.64;4753.36
0;003;1;34;8817;0;29.43;87.6;408.25;1106.89
0;003;2;117;36288;13.36;112.98;247.55;469.98;856.46
0;003;3;226;109598;102.12;303.27;429.13;621.8;992.13
0;003;4;303;258496;236.87;406.11;583.12;980.8;2185.12
0;004;1;16;3648;0;26.65;111.24;396.56;831.68
0;004;2;65;18417;19.55;88.4;184.45;457.23;720.93
0;004;3;202;134115;84.08;262.29;513.98;887.2;1845.83
0;004;4;1833;2682363;311.61;697.16;1138.3;1917.57;3681.05
0;005;1;48;3820;0;21.82;52.27;104.76;260.89
0;005;2;113;12489;7.7;39.12;84.83;144.05;273.61
0;005;3;146;24092;12.63;68.3;125.52;236.25;451.31
0;005;4;148;87894;46.79;190.95;353.88;745.85;2050.98
0;020;1;104;5843;0;14.15;35.55;79.53;169.31
0;020;2;137;12246;10.39;34.93;57.46;116.3;300.84
0;020;3;161;28352;26.92;72.16;123.27;226.66;443.91
0;020;4;237;116426;75.29;204.01;374.56;659.47;1345.48
0;021;1;1098;63777;1.26;21.23;44.24;79.93;156.85
0;021;2;1342;119564;9.45;38.85;70.54;112.68;213.36
0;021;3;764;143325;34.32;70.15;127.96;202.64;545
0;021;4;755;389565;66.58;185.39;332.68;612.18;1576.75
0;022;1;155;2592;0;0;10.15;22.68;55.86
0;022;2;251;10199;0;10.77;24.24;49.24;133.7
0;022;3;115;13517;0;32.75;74.24;149.08;346.5
0;022;4;96;41255;52.34;102.8;247;533.39;1801.14
0;023;1;627;7655;0;0;6.09;16.06;43.87
0;023;2;339;12883;0;8.29;21.3;44.14;125.86
0;023;3;159;18898;9.13;31.55;82.06;138.34;370.02
0;023;4;47;15570;70.39;155.58;244.18;475.78;656.1
0;024;1;1111;29816;0;9.94;20.19;37.34;74.51
0;024;2;2360;106237;5.18;19.24;36.19;61.51;113.33
0;024;3;709;59562;13.16;36.18;66.59;109.41;207.88
0;024;4;107;32308;51.9;116.49;216.66;345.42;1060.88
0;025;1;2681;12513;0;0;0;5.14;25.92
0;025;2;196;2560;0;0;0;15.07;76.3
0;025;3;63;2412;0;0;19.12;54.13;133.45
0;025;4;7;1920;0;70.16;135.48;629.87;825
0;026;1;623;9885;0;0;9.09;24.7;51.51
0;026;2;502;18431;0;12.28;25.83;47.46;115.12
0;026;3;334;33595;7.56;39.62;72.54;136;304.43
0;026;4;101;30813;47.97;125.34;215.94;384.1;900.83
0;040;1;164;2742;0;0;10.25;19.84;63.76
0;040;2;209;6661;0;0;19.9;40.44;106.09
0;040;3;131;8699;0;21.38;52.2;103.16;186.2
0;040;4;50;9459;4.62;55.71;120.92;272.16;556.12
0;041;1;375;8488;0;7.8;18.02;33.54;60.6
0;041;2;1150;37056;0;11.68;23.84;43.22;91.88
0;041;3;1066;61511;3.15;19.69;39.62;72.58;168.71
0;041;4;229;22265;11.16;29.27;65.62;119.07;301.42
0;042;1;2128;57951;0;2.8;22.84;38.43;78.07
0;042;2;4712;196281;0;20.85;34.95;54.47;104.74
0;042;3;2735;186715;11.33;33.72;55.62;86.74;172.37
0;042;4;372;52986;21.98;66.85;108.92;164.97;361.88
