vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107b;3;21.8;4.6;4.6;8.1;9.2;9.2
0;001;1;B-108b;2;3.4;1.7;1.7;1.7;1.7;1.7
0;001;1;B-110;4;4.4;0.8;0.8;1;1.4;1.6
0;001;1;B-112ap;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;1;B-127;1;4;4;4;4;4;4
0;001;1;B-132;2;2;1;1;1;1;1
0;001;1;B-134o;1;1;1;1;1;1;1
0;001;2;B-107a;5;16.9;2.6;2.9;3.1;3.7;4.6
0;001;2;B-107b;2;8.9;1.7;1.7;4.4;7.1;7.1
0;001;2;B-108b;4;12.3;0.6;1.7;3;4.4;5.7
0;001;2;B-110;5;2.8;0.4;0.4;0.4;0.8;0.8
0;001;2;B-111;8;10;0;0.5;1.2;1.8;3
0;001;2;B-112ap;6;21;2;3;3.2;4.3;5.3
0;001;2;B-116p;5;7.3;0.7;1;1.3;1.7;2.7
0;001;2;B-119b;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;2;B-125o;3;17.5;0.5;0.5;4;13;13
0;001;2;B-125p;1;2;2;2;2;2;2
0;001;2;B-127;1;5.1;5.1;5.1;5.1;5.1;5.1
0;001;2;B-131;7;28;2;2.5;4;5;7
0;001;2;B-132;3;9;1;1;2;6;6
0;001;2;B-134o;8;246;6;7.5;30;52.5;60
0;001;2;B-134p;3;12;1;1;2;9;9
0;001;3;B-105;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-106;3;12.1;1;1;4.6;6.5;6.5
0;001;3;B-107a;37;157;0.3;2.9;3.1;4.6;15.5
0;001;3;B-107b;13;53.3;0.3;0.3;5.1;7;9.7
0;001;3;B-108b;18;86.9;0.3;2.9;4.6;6.3;12.3
0;001;3;B-109;1;4;4;4;4;4;4
0;001;3;B-110;17;17.2;0.4;0.4;0.4;1.2;4.8
0;001;3;B-111;31;103.2;0.3;1.3;2.3;3.7;10.7
0;001;3;B-112ap;37;189;0.7;3;3.7;5.3;21
0;001;3;B-112b;4;18.8;2.4;3.2;4.4;6.2;7.6
0;001;3;B-114;12;94.7;2.3;3.7;6.7;8.7;28
