vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;4;126.37;1.4;11.78;27.9;51.4;69.17
0;-p;001;1;B;4;3433.27;62.58;89.87;358.71;1626.76;2653.26
0;-p;001;1;C;3;39.37;1.08;1.08;13.37;24.92;24.92
0;-p;001;1;H;3;186.74;38.1;38.1;43.2;105.44;105.44
0;-p;001;1;J;3;17079.5;81.29;81.29;6609.99;10388.22;10388.22
0;-p;001;1;L;3;765.81;66.55;66.55;172.97;526.29;526.29
0;-p;001;1;M;4;199.32;18.68;23.17;42.42;76.49;95.79
0;-p;001;1;N;4;713.29;71.31;103.16;155.86;253.48;330.26
0;-p;001;1;R;3;39.61;1.37;1.37;4.56;33.68;33.68
0;-p;001;1;V;2;88.32;2.32;2.32;44.16;86;86
0;-p;001;2;A;15;551.8;5.52;11.1;25.04;61.97;100.12
0;-p;001;2;B;16;11852.92;12.06;212.61;443.86;822.97;3447.63
0;-p;001;2;C;13;229.51;1.97;8.83;10.54;27.96;53.63
0;-p;001;2;D;1;2.55;2.55;2.55;2.55;2.55;2.55
0;-p;001;2;H;16;1680.2;10.02;30.03;58.42;122.13;485
0;-p;001;2;J;14;28888.75;9.27;201.39;501.01;1496.05;10109.28
0;-p;001;2;L;11;7768.04;236.14;315.79;508.38;726.5;2829.59
0;-p;001;2;M;15;723.05;10.11;28.02;47.86;69.62;95.76
0;-p;001;2;N;16;2520.88;50.4;83.84;133.71;225.33;381.47
0;-p;001;2;R;4;25.72;0.46;1.97;5.08;10.89;15.1
0;-p;001;2;S;2;20.81;1.01;1.01;10.4;19.8;19.8
0;-p;001;2;V;7;1224.83;1.65;10.7;131.24;263.94;512.97
0;-p;001;3;A;35;1778.51;1.44;19.95;37.24;79.58;148.29
0;-p;001;3;B;36;31601.65;154.63;511.36;765.69;1206.53;1974.95
0;-p;001;3;C;33;3067.14;1.12;6.51;28.24;58.44;607.33
0;-p;001;3;D;9;92.89;2.02;5.2;9.03;10.4;30.7
0;-p;001;3;H;31;3902.25;10.53;35.8;77.5;159.89;404.81
0;-p;001;3;J;35;72794.63;74.69;181.15;508.69;1013.74;12263.63
0;-p;001;3;L;32;51900.95;157.01;219.88;469.79;998.82;15813.67
0;-p;001;3;M;34;1334.16;2.52;18.68;37.36;57.19;94.56
0;-p;001;3;N;35;5953.95;34.36;77.71;134.93;217.97;441.94
0;-p;001;3;R;16;91.77;0.46;2.13;4.97;8.77;15.27
0;-p;001;3;S;1;2.48;2.48;2.48;2.48;2.48;2.48
0;-p;001;3;V;25;2490.87;1.24;10.67;83.95;142.64;279.45
0;-p;001;4;A;150;18646.41;8.3;36.55;70.11;137.52;322.79
0;-p;001;4;B;152;406782.33;278.09;773.2;1341.32;2827.33;9877.19
0;-p;001;4;C;145;29467.58;4.19;16.32;52.82;260.66;912.03
0;-p;001;4;D;92;1875.18;2.55;5.2;9.34;18.06;87.71
0;-p;001;4;G;2;25.54;4.74;4.74;12.77;20.8;20.8
0;-p;001;4;H;135;32145.05;15.61;35.43;113.48;241.85;1001.55
0;-p;001;4;J;151;420031.87;70.96;421.07;938.99;2238.39;12804.55
0;-p;001;4;L;144;233196.78;81.04;234.72;685.98;1475.53;5797.08
0;-p;001;4;M;145;8616.13;5.05;24.6;44.41;78.82;165.53
0;-p;001;4;N;151;61776.31;28.89;117.63;220.65;521.18;1290.62
0;-p;001;4;P;4;107.83;9.99;12.38;14.78;41.53;68.28
0;-p;001;4;R;98;2939.59;0.46;2.4;10.73;30.45;97.12
0;-p;001;4;S;16;193.05;1.01;2.24;4.18;12.91;101.27
0;-p;001;4;V;136;29626.56;6.13;34.99;138.58;346.27;692.92
0;-p;002;2;A;4;212.88;35.53;38.2;41.31;68.23;94.72
0;-p;002;2;B;4;3974.19;247.05;265.83;414.63;1721.26;2897.87
0;-p;002;2;C;4;1318.12;33.93;53.36;84.85;605.69;1114.49
0;-p;002;2;D;1;6.06;6.06;6.06;6.06;6.06;6.06
0;-p;002;2;H;4;708.53;102.13;103.28;106.53;250.98;393.33
0;-p;002;2;J;4;4306.34;17.71;52.72;439.63;2100.44;3409.36
0;-p;002;2;L;4;11663.07;562.73;2008.63;3585.06;3822.9;3930.22
0;-p;002;2;M;4;259.66;16.94;17.78;58.13;112.04;126.45
0;-p;002;2;N;4;709.08;111.17;130.98;172.52;223.55;252.86
0;-p;002;2;R;2;136.98;9.94;9.94;68.49;127.04;127.04
0;-p;002;2;S;2;5.18;2.24;2.24;2.59;2.94;2.94
0;-p;002;2;V;3;576.05;2.88;2.88;138.58;434.59;434.59
0;-p;002;3;A;27;1300.22;11.42;18.31;30.87;67.14;123.39
0;-p;002;3;B;27;21127.33;146.71;394.32;515.48;964.08;2003.49
0;-p;002;3;C;27;2243.51;15.9;34.48;67.28;107.4;235.3
0;-p;002;3;D;7;32.59;2.02;2.55;5.2;5.2;7.22
0;-p;002;3;H;27;4101.69;60.3;91.96;134.59;187.28;291.71
0;-p;002;3;J;26;38766.91;29.96;131.56;459.73;1701.55;4806.15
0;-p;002;3;L;27;63810.04;431.87;578.47;2645.19;3873.28;4711.95
0;-p;002;3;M;27;826.05;6.73;18.68;21.2;41.6;65.38
0;-p;002;3;N;27;4941.33;81.23;101.22;142.39;189.66;349.94
0;-p;002;3;R;19;327.36;0.6;3.67;8.66;19.53;90.75
0;-p;002;3;S;1;15.68;15.68;15.68;15.68;15.68;15.68
0;-p;002;3;V;17;3953.93;1.44;4.32;131.97;415.74;978.2
0;-p;002;4;A;106;12119.49;16.97;45.64;79.27;112.76;292.77
0;-p;002;4;B;107;195082.32;329.96;698.4;1097.34;1848.43;6862.1
0;-p;002;4;C;107;28564.79;11.37;33.8;102.64;276.56;1214.85
0;-p;002;4;D;72;1225.08;2.02;5.2;10.4;15.6;68.4
0;-p;002;4;G;6;57.57;0.59;1.18;6.13;18.63;24.9
0;-p;002;4;H;107;22493.69;63.94;113.59;174.39;255.88;429.23
0;-p;002;4;J;107;406040.48;22.23;901.42;1898.5;4345.49;15012.71
0;-p;002;4;L;106;288371.58;487.6;1385.8;2282.2;3733.42;6104.3
0;-p;002;4;M;106;7842.57;8.47;22.92;39.3;59.74;246.55
0;-p;002;4;N;107;34760.92;87.01;148.12;204.41;371.53;861.16
0;-p;002;4;P;2;209.28;91.04;91.04;104.64;118.24;118.24
0;-p;002;4;R;85;4228.69;1.17;7.56;23.84;51.11;181.29
0;-p;002;4;S;14;86.49;0.9;2.24;5.6;8.96;14.52
0;-p;002;4;V;90;32949.58;4.06;131.97;279.24;554.32;1109.63
0;-p;003;1;A;51;21399.78;0.97;143.8;409.7;631.6;991.44
0;-p;003;1;B;59;26454.37;11.74;62.33;268.45;647.95;1407.97
0;-p;003;1;C;39;24299.07;1.42;3.54;23.03;1301.14;1836.94
0;-p;003;1;D;2;25.8;2.85;2.85;12.9;22.95;22.95
0;-p;003;1;G;7;28.39;1.63;1.83;2.54;4.27;12.12
0;-p;003;1;H;39;2224.82;2.23;5.7;9.66;31.79;662.93
0;-p;003;1;J;51;96490.53;3.72;724.58;1857.31;2549.45;4493.79
0;-p;003;1;L;45;78581.63;415.46;1081.83;1453.12;1861.01;5289.93
0;-p;003;1;M;42;3288.3;0.45;0.8;2.71;15.28;285.5
0;-p;003;1;N;53;1071.53;0.53;2.22;7.77;30.78;73.94
0;-p;003;1;P;5;113.8;22.76;22.76;22.76;22.76;22.76
0;-p;003;1;R;34;130.13;0.2;0.2;0.36;3.35;12.31
0;-p;003;1;S;4;17.15;2.24;2.83;3.65;5.74;7.61
0;-p;003;1;V;16;1327.08;13.74;16.63;46.49;132.09;282.24
0;-p;003;2;A;81;36447.5;13.38;218.87;346.77;614.11;1143.26
0;-p;003;2;B;87;67331.28;39.31;252.61;466.72;951.23;3009.7
0;-p;003;2;C;71;20307.52;0.35;2.83;8.64;23.64;1728.25
0;-p;003;2;D;4;67.99;2.85;3.86;10.93;30.13;43.28
0;-p;003;2;G;10;19.48;0.2;1.53;1.78;2.44;3.56
0;-p;003;2;H;68;3301.38;2.59;8.05;16.6;46.54;154.81
0;-p;003;2;J;83;235700.21;49.51;978.32;2019.97;3781.71;8412.47
0;-p;003;2;L;78;202132.24;218.24;1153.37;1687.86;3371.14;7639.53
0;-p;003;2;M;46;2651.57;0.43;0.68;1.02;9.34;285.5
0;-p;003;2;N;72;1457.17;0.67;2.2;6.58;22.36;72.76
0;-p;003;2;P;23;682.8;22.76;22.76;22.76;45.52;45.52
0;-p;003;2;R;52;414.41;0.2;0.41;2.5;8.19;44.07
0;-p;003;2;S;5;22.25;1.9;3.33;3.89;3.89;9.24
0;-p;003;2;V;42;11804.88;2.74;15.46;30.24;98.79;324.68
0;-p;003;3;A;192;95697.76;64.62;227.2;383.44;657.73;1306.96
0;-p;003;3;B;196;192878.73;135.43;348.5;752.54;1190.75;3463.48
0;-p;003;3;C;167;22855.38;0.71;2.12;4.96;18.07;1474.25
0;-p;003;3;D;19;202.91;1.17;2.55;3.54;12.57;78.04
0;-p;003;3;G;21;71.8;0.35;1.86;3.05;5.09;6.71
0;-p;003;3;H;166;8537.49;2.23;6.93;14.36;38.01;155.21
0;-p;003;3;J;193;626315.65;532.53;1319.88;2210.87;3655.54;8341.79
0;-p;003;3;L;188;453424.08;60.64;944.2;1521.75;2587.91;7659.4
0;-p;003;3;M;112;7879.18;0.34;0.69;1.36;7.62;286.98
