vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;1186;563.74;563.74;592.9;622.07;622.07
0;001;2;17;11105;468.8;579.77;638.68;704.56;912.53
0;001;3;68;53788;532.13;625.07;716.06;888.46;1218.89
0;001;4;152;247969;481.82;817.91;1306.35;2070.85;4465.64
0;002;1;1;868;868.23;868.23;868.23;868.23;868.23
0;002;2;10;8805;751.65;821.48;836.32;974.78;1076.25
0;002;3;27;25422;656.37;824.01;935.53;1121.68;1392.21
0;002;4;130;246196;812.35;1039.23;1321.05;2099.19;5475.12
0;003;1;101;41748;216.86;245.89;297.24;472.89;997.29
0;003;2;171;130274;297.24;537.03;729.23;956.05;1190.97
0;003;3;369;327692;505.09;658.45;835.53;1050.62;1459.45
0;003;4;284;396242;571.95;922.71;1196.23;1612.83;2832.77
0;004;1;13;7288;236.52;353.58;566.06;710.5;1189.66
0;004;2;52;42095;293.52;413.33;658.76;879.37;2263.93
0;004;3;219;228640;325.98;612.43;991.69;1366.83;2183.25
0;004;4;1840;3226596;535.28;969.18;1445.53;2190.78;4055.88
0;005;1;32;17816;242.31;383.65;435.67;673.99;1015.78
0;005;2;126;82300;273.11;442.88;599.45;788.3;1088.54
0;005;3;117;107794;320.9;554.88;812.89;1169.98;2032.77
0;005;4;171;215476;362.01;684.31;1000.85;1611.26;2914.18
0;020;1;157;60977;228.21;291.34;347.38;423.71;711.05
0;020;2;225;125582;258.41;349.26;432.74;605.4;1217.76
0;020;3;184;123004;229.6;356.75;534.61;828.36;1507.03
0;020;4;296;287165;270.5;475.68;741.77;1225.08;2311.33
0;021;1;1214;527214;264.42;331.63;393.25;476.17;742.88
0;021;2;1964;942166;258.84;331.01;409.75;528.55;885.73
0;021;3;746;576388;270.5;441.18;609.97;869.09;1836.58
0;021;4;719;863247;315.6;548.77;897.91;1441.58;3169.11
0;022;1;139;48957;242.22;282.16;326.11;384.22;511.86
0;022;2;336;155526;251.02;316.15;389.3;507.92;880.33
0;022;3;120;75431;227.23;324.83;499.74;803.11;1385.67
0;022;4;112;113865;237.56;386.57;624.09;1240.21;2448.45
0;023;1;671;207473;203.44;248.21;282.58;346.62;492.17
0;023;2;374;169501;219.54;307.71;379.63;482.07;989.61
0;023;3;195;186053;281;447.24;643.78;1092.7;2987.36
0;023;4;74;87344;299.05;476.17;764.75;1568.46;3776.63
0;024;1;1022;290700;213.2;243.51;272.34;310.68;393.44
0;024;2;2262;738647;223.51;261.94;300.64;353.23;501.73
0;024;3;599;372348;257.97;329.43;441.92;658.82;1719.28
0;024;4;99;122304;303.37;473.81;868.96;1541.01;3443.87
0;025;1;1900;480921;185.05;209.54;236.05;269.98;355.65
0;025;2;277;87994;191.71;232.29;270.07;335.19;553.17
0;025;3;43;19242;211.31;243.51;292.37;366.99;1305.78
0;025;4;6;3775;251.34;335.02;486.47;582.07;1633.27
0;026;1;547;184931;212.94;254.49;293.15;355.21;544.76
0;026;2;406;184156;227.68;275.91;341.33;489.66;1092.79
0;026;3;218;205224;291.43;446.02;612.4;1071.91;2587.84
0;026;4;91;120802;331.78;597.18;992.69;1638.31;3215.48
0;040;1;161;62460;214.37;242.22;279.31;331.6;1007.53
0;040;2;211;90745;212.74;265.21;326.11;423.71;1020.58
0;040;3;136;95111;237.8;312.82;438.2;714.16;1838
0;040;4;51;46957;269.63;443.19;667.97;971.36;3134.78
0;041;1;316;100120;195.52;236.37;285.72;351.39;546.16
0;041;2;1244;534886;223.54;283.84;360.58;476.49;898.71
0;041;3;1077;658768;251.66;359.36;495.61;716.76;1362.55
0;041;4;199;149108;264.32;394.43;628.69;914.11;1842.87
0;042;1;2050;879791;210.74;261.62;328.1;463.44;955.96
0;042;2;5943;3350564;238.54;335.21;456.84;649.54;1219.41
0;042;3;3488;2469456;274.76;420.34;575.48;819.89;1587.54
0;042;4;507;467835;309.11;542.25;760.95;1160.04;1909.72
0;043;1;1055;308932;197.44;239.23;273;322.97;442.34
0;043;2;641;248395;212.5;261.8;318.35;406.08;791.27
0;043;3;156;84626;227.18;295.62;429.9;592.46;1325.71
0;043;4;21;18091;250.88;436.37;620.18;849.36;2032.26
0;044;1;328;114837;198.65;245.62;295.29;401.58;696.02
0;044;2;1002;465588;202.5;264.48;353.33;522.07;1060.53
0;044;3;1292;710901;201.07;257.3;359.95;595.58;1511.36
0;044;4;497;472396;225.91;421.72;715.38;1202.8;2541.47
0;045;1;785;261594;206.6;254.77;294.21;353;570.58
0;045;2;7910;3767876;233.08;300.13;372.58;499.21;1090.01
0;045;3;4235;2952892;240.76;357.46;503.5;761.37;1916.08
0;045;4;1981;1884320;260.01;467.53;718.57;1120.21;2404.93
0;046;1;154;44185;192.39;238.19;263.1;307.15;413.62
0;046;2;598;203071;203.7;247.67;303.75;383.13;618.38
0;046;3;207;100388;231.47;327.28;415.01;560.84;909.53
0;046;4;44;31266;229.83;415.71;643.42;904.35;1560.6
0;047;1;1451;407428;197.16;233.13;265.51;306.37;421.27
0;047;2;4437;1520387;212.07;260.34;309.63;382.71;570.59
0;047;3;1146;534893;240.83;324.2;408.59;539.85;860.98
0;047;4;96;75249;236.57;438.34;631.9;888.45;1908.88
0;048;1;1209;358705;194.17;228.21;263.16;318.61;503.54
0;048;2;1197;442958;217.84;262.97;320;404.27;671.58
0;048;3;2293;877756;203.16;250.11;305.38;408.98;802.39
0;048;4;103;81180;309.43;483.86;645.98;915.91;1860.73
0;049;1;131;51770;220.12;310.11;366.75;449.06;671.42
0;049;2;326;149554;221.51;301.82;394.43;519.74;887.05
0;049;3;128;85695;248.23;373.41;543.13;808.02;1483.95
0;049;4;111;96395;235.42;411.86;695.58;1027.35;2322.08
0;050;1;168;60149;201.75;266.29;330.22;408.68;626.41
0;050;2;296;131394;212.35;275.56;359.22;495.27;1033.96
0;050;3;141;84203;254.53;386.22;516.26;713.71;1140.64
0;050;4;65;64855;269.5;410.47;784.41;1332.91;2299.99
0;051;1;626;181172;212.35;248.31;281.74;318.41;399.18
0;051;2;219;79612;219.67;269.97;317.32;412.71;653.98
0;051;3;38;16806;224.41;287.31;342.22;482.15;833.89
0;051;4;17;10992;218.03;398.26;624.08;828.34;1141.25
0;052;1;868;225243;181.62;213.31;238.07;276.4;388.33
0;052;2;789;272791;199.3;243.44;294.93;379.74;636.06
0;052;3;781;371626;219.83;298.97;389.3;527.92;1000.2
0;052;4;221;134400;221.31;317.35;481.16;782.1;1218.34
0;053;1;6911;1787048;191.93;218.03;244.39;280.31;366.1
0;053;2;4878;1543609;202.4;238.19;280.73;340.13;547.23
0;053;3;2491;1021742;220.12;269.33;337.37;448.94;877.96
0;053;4;478;346099;254.4;383.7;545.95;855.95;1788.95
0;054;1;3472;894504;188.3;217.3;243.93;281.59;372.49
0;054;2;1819;539320;200.74;236.72;277.82;330.07;455.57
0;054;3;189;64970;213.88;256.52;305.28;378.08;576.12
0;054;4;15;7799;202.41;253.55;324.09;545.44;1780.54
0;055;1;763;240775;201.96;245.78;287.77;351.73;531.5
0;055;2;919;400045;211.85;279.1;365.35;486.6;844.88
0;055;3;580;327845;203.03;296.31;447.28;700.06;1260.7
0;055;4;289;242922;235.35;426.77;680.29;1013.33;2057.73
0;056;1;917;246880;189.41;220.74;246.73;285.68;405.41
0;056;2;532;193905;212.05;256.98;308.79;419.08;705.08
0;056;3;208;123584;238.1;340.59;468.4;668.38;1326.24
0;056;4;45;43380;231.2;606.56;887.92;1268.67;1913.22
0;057;1;7064;1608144;182.92;200.7;223.71;246.73;288.26
0;057;2;1098;309427;188;220.12;249.74;296.08;478.5
0;057;3;157;66793;200.08;272.23;352.6;501.22;848.42
0;057;4;29;22941;264.35;410.57;616.89;960.17;1980.65
0;058;1;8637;2103494;182.96;205.22;227.02;259.12;341.89
0;058;2;5214;1702726;191.76;226.68;262.95;331.63;647.44
0;058;3;1154;625874;224.16;316.24;430.63;615.07;1198.91
0;058;4;221;201734;247.16;460.79;723.53;1058.76;2426.13
0;070;1;299;84670;194.42;226.05;263.01;320.94;443.9
0;070;2;250;81634;203.32;242.11;309.35;400.08;500.33
0;070;3;24;10486;208.51;264.46;324.25;441.23;1326.68
0;070;4;3;2721;592.14;592.14;741.71;1387.38;1387.38
0;071;1;2953;757260;200.62;223.54;252.98;283.26;330.17
0;071;2;2718;750400;206.37;231.78;265.21;303.78;363.5
0;071;3;109;37536;223.76;253.55;287.53;335.75;665.62
0;071;4;7;4687;239.12;287.36;683.28;931.52;1231.47
0;072;1;1200;303521;191.69;218.33;244.82;281.85;335.19
0;072;2;481;136730;208.46;237.27;271.73;299.19;395.53
0;072;3;52;20257;219.58;248.36;303.96;483.81;885.37
0;072;4;2;670;281.49;281.49;334.76;388.03;388.03
0;073;1;3047;720338;181;209.14;230.87;258.97;299.05
0;073;2;1310;317546;180.49;211.74;236.23;266.15;320.77
0;073;3;115;38569;165;220.8;258.41;320.94;737.06
0;073;4;5;4957;298.88;911.48;1120.65;1121.01;1504.67
0;080;1;243;71997;208.51;240.61;275.08;323.53;441.85
0;080;2;116;44642;236.37;285.74;343.84;421.61;640.35
0;080;3;27;12508;234.9;303.73;408.97;560.89;752.57
0;080;4;1;891;891.21;891.21;891.21;891.21;891.21
