vrai_hop;rdrg;N;moy_gemid
0;001;203;1366.12
0;002;164;3252.43
0;003;782;38.13
0;004;2231;1233.31
0;005;464;314.34
0;020;815;300.43
0;021;4532;1778.14
0;022;763;950.85
0;023;1217;1020.38
0;024;4137;227.32
0;025;2350;390.77
0;026;1262;1465.62
0;040;570;57.21
0;041;2871;10.66
0;042;12076;3.79
0;043;1957;2.4
0;044;3136;20.73
0;045;14904;8.14
0;046;1229;11.44
0;047;7226;2.52
0;048;4885;5.57
0;049;637;6.64
0;050;660;3.08
0;051;1335;0.16
0;052;2458;4.34
0;053;14592;1.68
0;054;5370;0.46
0;055;2395;6.48
0;056;1585;3.73
0;057;8671;0.29
0;058;15221;6.26
0;070;535;155.83
0;071;5621;251.87
0;072;1626;83.84
0;073;4685;211.58
0;080;372;0.94
0;081;736;1.46
0;082;2265;6.56
0;090;308;369.98
0;091;592;5906.36
0;092;3854;318.24
0;093;6841;65.36
0;094;1807;13.24
0;095;772;11.84
0;096;1063;0.91
0;097;7708;2.12
0;098;12596;51.6
0;110;1637;45.53
0;111;4800;1.36
0;112;1084;7.89
0;113;13008;1.11
0;114;4253;10.33
0;115;32253;0.5
0;120;1737;385.28
0;121;4452;241.93
0;122;759;201.53
0;130;1719;55.06
0;131;841;20.86
0;132;108;5.5
0;133;1434;11.98
0;134;4712;6.47
0;135;1742;9.66
0;136;8316;34.24
0;137;6584;13.23
0;138;566;5.55
0;139;33004;4.35
0;140;24079;4.36
0;141;14408;1.87
0;142;1541;9.06
0;143;3668;48.64
0;144;25759;4.43
0;160;129;2552.14
0;161;1524;15244.38
0;162;878;4242.15
0;163;3477;4113.73
0;164;2;1226.42
0;165;2118;1725.46
0;166;3625;1394.52
0;167;1183;3087.05
0;168;3592;2365.23
0;169;746;1047.75
0;170;451;4825.43
0;171;7725;4688.83
0;172;722;529.67
0;173;18504;1149.35
0;174;6555;1773.47
0;175;22855;1703.96
0;176;2650;4691.94
0;177;929;1792.6
0;178;405;46.32
0;179;4809;5.65
0;180;837;104.24
0;190;8837;59.42
0;191;9799;87.71
0;192;22264;67.26
0;193;216;55.52
0;194;19874;16.47
0;195;1071;10.54
0;196;713;37.12
0;197;5167;63.45
0;198;3132;80.97
0;199;2739;6.47
0;200;1197;32.19
0;201;18890;46.45
0;202;2251;19.91
0;203;6557;1.08
0;204;9011;6.22
0;205;330;7.04
0;206;1384;98.4
0;207;5421;36.74
0;220;4500;398.96
0;221;14748;743.18
0;222;630;105.79
0;223;2304;220.48
0;224;2184;117.2
0;225;13079;72.83
0;226;8957;103.91
0;227;8964;85.4
0;228;15332;116.62
0;229;2063;160.31
0;240;6915;143.93
0;241;8926;15.84
0;242;876;29.33
0;243;9272;38.46
0;244;9143;4.89
0;245;2823;8.76
0;246;1476;16.38
0;247;8094;18.2
0;248;760;22.62
0;249;28049;2.8
0;250;30208;17.42
0;260;2018;487.55
0;261;568;349.8
0;262;761;106.39
0;263;17659;228.91
0;264;924;265.91
0;280;3815;39.62
0;281;4721;220.62
0;282;6074;80.22
0;283;3822;57.22
0;284;9690;184.67
0;300;716;2819.43
0;301;5821;1511.78
0;302;38640;2147.52
0;303;287;4747.17
0;304;8839;2389.22
0;305;236;209.49
0;306;2805;1876.74
0;307;316;297.48
0;308;10007;402.84
0;309;2248;234.28
0;310;23792;370.38
0;311;69;30.77
0;312;833;95.91
0;313;23301;117.22
0;314;12844;89.59
0;315;32512;118.32
0;316;5626;84.43
0;317;7492;21.07
0;318;4121;24.76
0;319;3129;38.92
0;320;4965;752.09
0;340;1369;44.01
0;341;3646;2.15
0;342;8569;6.79
0;343;5628;17.58
0;344;412;4.41
0;345;397;2.01
0;346;2826;9.99
0;347;19152;7.69
0;348;3436;31.52
0;349;2029;16.55
0;350;4822;4.85
0;351;4164;10.09
0;360;1009;77.46
0;361;2945;23.83
0;362;5885;91.22
0;363;12525;53.29
0;364;7404;36.94
0;380;1129;6.99
0;381;1095;1.89
0;382;1017;13.33
0;383;9639;2.23
0;384;7331;1.75
0;385;3444;4.89
0;400;1125;358.56
0;401;474;182.85
0;402;475;306
0;403;10328;832.88
0;404;7086;242.71
0;405;1424;822.99
0;420;13200;4.15
