vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;15.7;7;7;11;29;29
0;001;2;13.7;8;10.5;12.5;15;28
0;001;3;19.9;10;13;18;22;41
0;001;4;55.7;13;24;44;67;167
0;002;1;25;25;25;25;25;25
0;002;2;23;20;20;22;27;27
0;002;3;25.1;11;20;23;27;50
0;002;4;52.5;22;28;39;61;118
0;003;1;22.5;14;17;22;27;37
0;003;2;24.3;15;18;22;28;39
0;003;3;35.9;16;23;28;38;78
0;003;4;54.8;24;31;39;66;129
0;004;1;11.3;1;1;4;24;44
0;004;2;25.2;1;7;15;37;100
0;004;3;36.5;1;11.5;31;47;100
0;004;4;63.1;2;27;52;87;168
0;005;1;19;18;18;19;20;20
0;005;2;41.8;13;22;38;46;116
0;005;3;44.7;13;27;40;52;96
0;005;4;59.3;15;32.5;48;76;144
0;006;2;17.3;13;13;16;23;23
0;006;3;28.8;14;19.5;22.5;37;59
0;006;4;55;55;55;55;55;55
0;020;1;11.1;2;5;7;12;31
0;020;2;21.4;1;6;11;24;68
0;020;3;22.6;1;6;16;28;73
0;020;4;42.2;4;13;29;55;138
0;021;1;8.3;2;4;6;8;21
0;021;2;10.1;3;5;7;10;26
0;021;3;20.6;3;7;11;21;84
0;021;4;40;1;12;26;51;130
0;022;1;4.8;2;3;4;5;11
0;022;2;10.6;2;3;5;8;43
0;022;3;26.1;2;5;13.5;25;87
0;022;4;41.5;2;15;27.5;48;151
0;023;1;3.7;1;1;2;4;9
0;023;2;11.2;1;4;6;11;37
0;023;3;31;4;9;16.5;33;127
0;023;4;57.5;10;25;40;69;183
0;024;1;3.4;1;2;3;4;6
0;024;2;5.3;1;3;4;5;14
0;024;3;16.2;1;3;8;17;66
0;024;4;29.6;1;5;17;37;97
0;026;1;2.2;1;1;1;2;6
0;026;2;7;1;1;2;5;28
0;026;3;27;1;7;14;29.5;118
0;026;4;61.3;7;17;39;94;177
0;040;1;5.9;1;1;3;6;25
0;040;2;13.3;1;2;6;13;49
0;040;3;28.1;1;4;11;30;124
0;040;4;49.4;6;15;25;69;184
0;041;1;5.5;1;2;3;6;18
0;041;2;8.1;1;3;5;10;24
0;041;3;13.1;2;5;10;16;37
0;041;4;24.6;3;9;18;30;81
0;042;1;7;1;1;3.5;9;24
0;042;2;13.8;1;5;10;17;37
0;042;3;19.4;3;9;16;24;48
0;042;4;27.7;4;14;23;37;64
0;043;1;3.1;1;1;2;4;8
0;043;2;5.7;1;1;2;5;21
0;043;3;14.9;1;2;8;17;61
0;043;4;40.8;2;17;25;42;229
0;044;1;8.5;1;2;5;9;30
0;044;2;14.7;1;4;8;15;57
0;044;3;15.8;1;3;8;18;62
0;044;4;19.3;1;1;5;24.5;82
0;045;1;5.7;1;3;4;6;14
0;045;2;12.1;2;4;7;12;46
0;045;3;21.4;2;7;12;24;76
0;045;4;32.4;2;9;21;42;109
0;046;1;3.4;1;1;2;4;9
0;046;2;6.8;1;2;4;8;21
0;046;3;10.8;1;4;7;14;26
0;046;4;30.1;2;12.5;23.5;39.5;93
0;047;1;3.5;1;2;3;4;8
0;047;2;5.9;1;2;4;7;16
0;047;3;12.3;2;5;9;14;32
0;047;4;21.7;1;8;16;29;64
0;048;1;3.4;1;1;2;4;10
0;048;2;6;1;1;4;8;19
0;048;3;12.6;1;3;7;15;45
0;048;4;33.1;6;16;29;42;69
0;049;1;8.9;1;6;9.5;11;15
0;049;2;13.8;1;5;9;14;44
0;049;3;22.1;3;9;16;24;55
0;049;4;37.2;2;10;24;49;129
0;050;1;6.5;1;2;5;8;17
0;050;2;8.5;1;3;6;10;25
0;050;3;17.5;2;7;14;22;52
0;050;4;34.8;3;15;25;46;108
0;051;1;3.1;1;2;3;4;7
0;051;2;5.7;1;3;4;7;15
0;051;3;11.3;1;5;9;13;34
0;051;4;20;1;5;14;22;77
0;052;1;2.2;1;1;1;2;6
0;052;2;6;1;1;4;8;19
0;052;3;11.9;1;4;8;15;34
0;052;4;18.1;1;5;12;25;55
0;053;1;2;1;1;1;2;6
0;053;2;4.4;1;1;2;5;15
0;053;3;7.7;1;2;4;9;26
0;053;4;18.9;2;7;13;23;60
0;054;1;2.4;1;1;2;3;6
0;054;2;3.7;1;1;3;4;10
0;054;3;5.7;1;2;4;7;19
0;054;4;15.7;1;4.5;9.5;16.5;71.5
0;055;1;4.9;1;2;3;5;15
0;055;2;10.2;1;3;6;12;35
0;055;3;16;1;5;11;20.5;49
0;055;4;25.5;1;12;21;34;62
0;056;1;3;1;1;2;4;7
0;056;2;6.9;1;2;4;8;23
0;056;3;18;1;8;14;22;44
0;056;4;18;1;1;11;42;42
0;057;1;1.3;1;1;1;1;3
0;057;2;3.8;1;1;2;4;14
0;057;3;12;1;3;6;15;37
0;057;4;17.9;1;4;15;25;41
0;058;1;3.1;1;1;1;2;14
0;058;2;7.3;1;1;2;9;27
0;058;3;16.5;1;6;12;20;49
0;058;4;30.8;2;12;21;40;93
0;070;1;2.1;1;1;1;2;6
0;070;2;3.1;1;1;2;4;11
0;070;3;14.1;1;4;6.5;14;71
0;070;4;30.5;7;15;26;46;63
0;073;1;1.3;1;1;1;1;2
0;073;2;1.6;1;1;1;1;3
0;073;3;5.5;1;1;1;3;26
0;073;4;31.2;1;13;27;52;63
0;080;1;4.2;1;2;3;5;11
0;080;2;6.9;2;4;6;8;16
0;080;3;17.7;2;9;14.5;25;41
0;080;4;43.3;23;27;35;62;81
0;082;1;2.6;1;1;1;3;7
0;082;2;5.5;1;1;3;7;17
0;082;3;11.4;1;4;9;15;34
0;082;4;28.1;2;15;21;39;83
0;089;1;1.9;1;1;1;2;5
0;089;2;3.3;1;1;1;3;13
0;089;3;15.2;1;6;11;20;43
0;089;4;41.2;6;23;31;45;126
