vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;39;9;14;23;43;123
0;002;45;17;22;29;48;128
0;003;28;2;18;24;31;63
0;004;63;3;27;52;86;159
0;005;56;15;30;47;70;133
0;006;40;13;22;28;34;142
0;020;22;2;6;12;29;71
0;021;17;3;6;9;17;59
0;022;18;2;4;8;19;65
0;023;10;1;2;4;8;41
0;024;8;2;3;4;6;30
0;026;6;1;1;2;3;22
0;040;13;1;2;5;15;53
0;041;13;1;4;8;16;40
0;042;17;1;6;12;22;49
0;043;4;1;1;2;4;13
0;044;16;1;2;7;18;67
0;045;17;2;5;9;18;63
0;046;9;1;2;5;9;28
0;047;7;1;2;4;7;19
0;048;8;1;2;4;8;25
0;049;18;1;6;10;19;57
0;050;14;1;4;7;15;52
0;051;4;1;2;3;4;10
0;052;7;1;1;4;9;26
0;053;5;1;1;2;5;17
0;054;3;1;1;2;4;9
0;055;11;1;3;6;14;39
0;056;9;1;2;4;10;33
0;057;2;1;1;1;2;6
0;058;4;1;1;1;3;18
0;070;3;1;1;2;4;9
0;073;2;1;1;1;1;3
0;080;7;2;3;5;8;21
0;082;5;1;1;3;6;18
0;089;5;1;1;2;3;18
0;090;28;2;14;20;31;78
0;091;7;1;2;3;9;27
0;092;2;1;1;1;2;5
0;093;2;1;1;1;1;3
0;095;2;1;1;1;3;5
0;097;1;1;1;1;1;3
0;098;2;1;1;1;2;5
0;110;9;1;1;3;9;34
0;111;5;1;1;3;6;15
0;113;3;1;2;2;3;7
0;114;4;1;1;2;4;14
0;115;1;1;1;1;1;2
0;120;13;5;7;9;14;31
0;121;11;1;3;7;13;36
0;130;26;6;13;20;31;66
0;131;9;1;3;9;14;21
0;132;7;1;2;5;10;23
0;133;9;1;2;7;13;28
0;134;10;1;4;7;12;27
0;135;9;1;3;6;12;29
0;136;10;1;2;6;13;32
0;137;15;2;6;11;18;39
0;138;4;1;2;4;5;9
0;139;10;2;4;7;12;27
0;140;11;1;5;8;13;28
0;141;4;1;2;3;5;12
0;142;9;1;3;6;11;27
0;143;7;1;2;4;8;21
0;144;5;1;1;3;6;18
0;160;17;5;8;11;16;42
0;161;7;1;2;3;8;29
0;162;22;5;11;16;25;54
0;163;15;7;9;11;16;38
0;165;17;7;10;13;19;40
0;166;12;6;8;9;12;23
0;167;9;1;2;7;11;30
0;169;14;2;6;9;15;43
0;170;12;1;3;9;16;37
0;171;6;1;2;3;7;20
0;173;7;1;1;2;6;26
0;174;5;1;2;4;6;15
0;175;3;1;1;2;2;8
0;176;2;1;1;1;2;5
0;177;5;1;1;2;4;17
0;180;5;1;1;1;2;29
0;190;7;1;2;4;8;21
0;191;4;1;1;2;5;16
0;192;2;1;1;1;2;5
0;193;24;2;10;20;36;53
0;194;12;2;5;9;15;32
0;196;4;1;1;1;3;19
0;197;7;1;2;4;9;25
0;198;4;1;1;2;5;14
0;199;6;1;2;4;7;16
0;200;8;1;2;4;10;26
0;201;5;1;1;2;6;17
0;203;3;1;1;1;3;7
0;204;6;1;1;3;6;19
0;205;8;1;2;5;10;27
0;206;8;1;2;4;9;32
0;207;6;1;2;3;7;19
0;220;14;2;4;9;17;47
0;221;13;3;6;9;15;39
0;222;4;1;2;3;4;12
0;223;9;2;4;6;10;23
0;224;8;1;2;5;10;25
0;225;3;1;2;2;3;8
0;226;2;1;1;1;2;7
0;227;4;1;2;3;5;11
0;228;2;1;1;1;2;4
0;229;10;1;2;5;11;36
0;240;9;1;2;5;11;30
0;241;6;1;2;4;7;19
0;242;7;1;2;4;8;25
0;243;4;1;1;2;5;16
0;244;5;1;2;4;6;14
0;245;6;1;2;4;8;18
0;246;8;1;3;6;10;24
0;247;7;1;2;4;8;21
0;248;7;1;3;4;7;21
0;249;4;1;2;2;4;13
0;251;3;1;1;2;3;8
0;252;7;1;2;4;8;22
0;253;7;1;2;4;8;20
0;254;4;1;1;2;4;15
0;260;14;2;6;9;17;43
0;261;13;1;5;10;17;33
0;262;8;1;3;4;9;27
0;263;3;1;1;2;3;8
0;264;12;1;2;6;14;42
0;279;11;1;3;7;14;37
0;280;12;1;4;8;15;36
0;281;9;1;2;5;11;28
0;282;7;1;3;5;9;21
0;283;6;1;1;3;7;21
0;284;7;1;2;4;8;20
0;301;13;3;5;7;13;42
0;302;10;3;5;7;9;29
0;303;11;4;7;8;11;23
0;304;8;3;4;5;7;20
0;305;42;5;13;27;56;134
0;308;21;4;7;12;28;68
0;309;11;1;1;3;10;47
0;310;6;1;2;4;6;14
0;312;21;1;1;9;28;72
0;313;5;1;1;2;3;16
0;314;3;1;1;1;2;11
0;315;4;1;1;1;3;12
0;316;2;1;1;1;1;4
0;317;3;1;1;1;2;10
0;320;4;1;1;1;3;16
0;321;5;1;2;3;4;12
0;340;14;1;3;8;19;47
0;341;19;1;7;14;26;52
0;342;8;1;1;2;9;37
0;343;13;1;4;9;16;39
0;344;14;1;5;10;17;43
0;346;8;1;2;4;10;26
0;347;10;1;2;5;12;31
0;349;8;1;1;3;9;32
0;351;9;1;2;5;11;29
0;361;8;1;1;2;7;37
0;362;5;1;3;4;6;9
0;363;3;1;1;2;3;6
0;364;4;1;1;2;4;13
0;380;16;1;6;11;21;47
0;381;9;1;3;6;10;26
0;382;12;1;2;7;15;36
0;383;8;1;3;5;9;23
0;384;8;1;1;3;10;29
0;385;4;1;1;2;4;14
0;401;9;2;4;6;8;19
0;403;3;1;2;3;4;6
0;404;3;1;1;2;3;5
0;405;11;1;3;4;12;46
0;420;7;1;3;4;8;19
0;421;7;1;1;3;8;24
0;422;8;1;2;5;11;27
0;423;7;1;1;3;6;19
0;424;7;1;2;3;8;23
0;425;11;1;3;7;13;31
