vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;-p;001;1;A;A02BA;1;14.56
0;-p;001;1;A;A03FA;1;4
0;-p;001;1;A;A04AA;1;7.8
0;-p;001;1;A;A10AB;1;9.92
0;-p;001;1;B;B01AB;1;120.44
0;-p;001;1;B;B02AA;1;4.16
0;-p;001;1;B;B02BD;1;1255.98
0;-p;001;1;B;B05AA;1;184.16
0;-p;001;1;B;B05BA;1;32
0;-p;001;1;B;B05BB;1;163.72
0;-p;001;1;B;B05BC;1;4.68
0;-p;001;1;H;H02AB;1;157.56
0;-p;001;1;J;J01CR;1;45.56
0;-p;001;1;J;J01DB;1;4.12
0;-p;001;1;J;J02AC;1;222.08
0;-p;001;1;J;J04AB;1;3.92
0;-p;001;1;J;J05AB;1;478.15
0;-p;001;1;L;L04AA;1;46.07
0;-p;001;1;L;L04AC;1;2379.4
0;-p;001;1;L;L04AD;1;162.71
0;-p;001;1;M;M01AB;1;0.28
0;-p;001;1;M;M03AC;1;47.6
0;-p;001;1;N;N01AB;1;128.76
0;-p;001;1;N;N01AH;1;39.92
0;-p;001;1;N;N01AX;1;86.84
0;-p;001;1;N;N02AX;1;3.96
0;-p;001;1;N;N02BE;1;20.68
0;-p;001;1;N;N05CD;1;0.44
0;-p;001;1;V;V03AE;1;2.36
0;-p;001;2;A;A02BA;7;46.08
0;-p;001;2;A;A02BC;13;179.12
0;-p;001;2;A;A03FA;14;41.68
0;-p;001;2;A;A04AA;1;84.16
0;-p;001;2;A;A05AA;7;62.04
0;-p;001;2;A;A06AD;2;25.8
0;-p;001;2;A;A07AA;7;42.68
0;-p;001;2;A;A07DA;1;0.2
0;-p;001;2;A;A10AB;13;240.6
0;-p;001;2;A;A10AC;1;9.92
0;-p;001;2;A;A10AD;2;18.44
0;-p;001;2;A;A10BB;1;0.44
0;-p;001;2;A;A10BX;1;2
0;-p;001;2;B;B01AB;17;735.68
0;-p;001;2;B;B01AC;1;0.04
0;-p;001;2;B;B02AA;5;47.88
0;-p;001;2;B;B02BC;4;2077.6
0;-p;001;2;B;B02BD;1;627.99
0;-p;001;2;B;B05AA;15;5533.63
0;-p;001;2;B;B05BA;18;898.32
0;-p;001;2;B;B05BB;18;1561.2
0;-p;001;2;B;B05BC;9;48.56
0;-p;001;2;B;B05CB;3;24.12
0;-p;001;2;B;B05XA;3;13.04
0;-p;001;2;C;C01BC;1;2.64
0;-p;001;2;C;C01CA;7;38.08
0;-p;001;2;C;C01DA;2;1.76
0;-p;001;2;C;C02AC;2;1.76
0;-p;001;2;C;C02CA;2;362.88
0;-p;001;2;C;C03CA;3;4.04
0;-p;001;2;C;C03DA;2;1.8
0;-p;001;2;C;C07AA;1;0.08
0;-p;001;2;C;C07AB;9;16.4
0;-p;001;2;C;C08CA;9;613.68
0;-p;001;2;C;C09AA;4;6.24
0;-p;001;2;C;C10AA;2;2.44
0;-p;001;2;D;D01AC;5;17.44
0;-p;001;2;H;H01CB;1;91.04
