vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;39;39;39;39;39;39
0;001;2;52;7;48;58;64;67
0;001;3;57;41;51;59;64;72
0;001;4;49;1;42;55;62;69
0;002;2;48;10;38;48;60;64
0;002;3;52;23;47;53;61;69
0;002;4;52;22;47;57;61;66
0;003;1;46;20;35;46;57;70
0;003;2;52;24;45;55;63;70
0;003;3;51;20;43;56;63;69
0;003;4;45;4;36;50;61;68
0;004;1;65;45;53;62;78;90
0;004;2;58;18;51;60;70;83
0;004;3;61;24;52;63;75;85
0;004;4;64;32;56;67;76;84
0;005;1;59;43;56;60;64;76
0;005;2;58;41;53;59;64;76
0;005;3;59;41;53;59;66;79
0;005;4;58;21;52;61;68;79
0;020;1;47;1;20;51;74;85
0;020;2;62;12;47;70;80;89
0;020;3;64;19;49;73;82;91
0;020;4;63;22;50;68;81;88
0;021;1;54;16;42;57;69;82
0;021;2;54;22;44;55;66;80
0;021;3;56;18;46;57;70;80
0;021;4;58;6;49;62;76;85
0;022;1;51;1;33;53;74;83
0;022;2;53;3;33;63;74;83
0;022;3;53;0;29;62;76;86
0;022;4;54;2;37;64;75;84
0;023;1;51;29;42;50;60;76
0;023;2;53;17;41;54;68;81
0;023;3;55;12;42;58;75;85
0;023;4;56;7;34;64;78;86
0;024;1;70;54;63;71;77;84
0;024;2;71;55;66;73;78;84
0;024;3;74;54;67;75;81;87
0;024;4;73;56;66;75;80;87
0;025;1;55;26;44;54;68;83
0;025;2;53;12;40;55;70;83
0;025;3;66;6;60;72;84;88
0;025;4;61;3;45;77;81;84
0;026;1;47;9;32;50;63;79
0;026;2;61;19;50;64;76;87
0;026;3;72;14;68;79;84;91
0;026;4;63;8;50;70;82;91
0;040;1;39;3;18;42;58;82
0;040;2;51;7;36;52;72;86
0;040;3;59;7;44;66;79;88
0;040;4;58;3;38;70;82;89
0;041;1;57;14;47;59;72;83
0;041;2;62;31;54;64;74;84
0;041;3;63;37;55;65;73;84
0;041;4;61;25;54;64;73;83
0;042;1;70;27;64;75;82;89
0;042;2;78;58;74;80;85;90
0;042;3;80;61;77;82;86;91
0;042;4;78;55;75;81;86;91
0;043;1;43;20;33;43;52;65
0;043;2;49;23;39;49;58;75
0;043;3;57;31;49;58;67;78
0;043;4;60;31;52;61;71;73
0;044;1;70;22;64;76;84;92
0;044;2;74;48;66;76;83;90
0;044;3;72;45;62;76;83;90
0;044;4;74;47;65;78;83;90
0;045;1;68;43;57;69;79;89
0;045;2;73;48;65;75;82;90
0;045;3;78;55;73;81;86;92
0;045;4;79;58;75;81;87;92
0;046;1;69;43;59;71;80;89
0;046;2;74;51;67;76;83;90
0;046;3;77;54;73;79;85;91
0;046;4;80;56;74;84;88;92
0;047;1;69;42;59;71;80;89
0;047;2;74;49;66;77;83;90
0;047;3;80;61;75;82;87;92
0;047;4;81;63;77;82;87;93
0;048;1;52;13;39;52;66;83
0;048;2;62;33;52;63;75;85
0;048;3;64;39;54;64;77;86
0;048;4;71;49;63;74;79;89
0;049;1;21;0;3;15;33;66
0;049;2;42;0;21;47;62;77
0;049;3;40;0;5;47;64;84
0;049;4;48;0;15;57;74;85
0;050;1;51;4;29;59;76;87
0;050;2;43;2;14;44;69;84
0;050;3;51;0;27;60;73;87
0;050;4;55;0;36;66;75;86
0;051;1;17;0;5;12;30;42
0;051;2;26;0;6;24;37;66
0;051;3;33;0;4;27;58;85
0;051;4;35;0;0;42;52;91
0;052;1;55;2;47;62;71;83
0;052;2;63;6;50;71;83;90
0;052;3;69;20;59;75;84;91
0;052;4;67;21;57;73;82;89
0;053;1;29;1;6;24;48;72
0;053;2;46;2;21;51;68;85
0;053;3;46;2;20;50;71;87
0;053;4;60;6;50;64;79;89
0;054;1;35;9;21;34;47;66
0;054;2;46;11;30;46;60;80
0;054;3;53;16;35;52;74;90
0;054;4;57;6;43;55;81;95
0;055;1;47;2;25;51;71;86
0;055;2;66;23;55;73;82;90
0;055;3;71;31;63;77;84;91
0;055;4;70;20;63;77;84;91
0;056;1;30;0;4;23;52;77
0;056;2;57;4;40;65;78;88
0;056;3;71;17;64;78;84;94
0;056;4;71;25;66;78;84;89
0;057;1;20;0;4;12;27;68
0;057;2;46;3;16;50;74;87
0;057;3;61;2;41;75;84;90
0;057;4;71;16;62;78;83;92
0;058;1;42;0;30;45;56;74
0;058;2;56;17;45;57;72;86
0;058;3;71;25;63;77;84;90
0;058;4;70;20;61;75;83;90
0;070;1;50;16;30;52;68;85
0;070;2;52;16;34;53;73;88
0;070;3;71;48;55;69;86;92
0;070;4;80;66;66;86;88;88
0;071;1;64;31;57;67;75;84
0;071;2;62;25;54;65;75;85
0;071;3;68;32;61;73;81;86
0;071;4;68;43;57;73;79;84
0;072;1;56;5;43;62;74;86
0;072;2;66;24;58;71;79;87
0;072;3;72;9;68;80;86;90
0;072;4;61;53;53;58;71;71
0;073;1;76;53;71;79;84;89
0;073;2;76;57;72;77;83;89
0;073;3;74;54;67;77;83;87
0;073;4;79;63;77;81;86;87
0;080;1;25;0;3;8;47;84
0;080;2;38;0;3;34;67;87
0;080;3;60;0;28;78;84;92
0;080;4;85;79;79;85;91;91
0;081;1;44;10;28;43;61;77
0;081;2;59;24;47;62;75;84
0;081;3;70;43;63;74;81;89
0;081;4;82;58;84;88;88;90
0;082;1;42;0;13;43;67;85
0;082;2;59;3;44;66;80;90
0;082;3;72;40;64;77;84;92
0;082;4;71;41;55;79;85;91
0;090;1;52;20;45;53;66;75
0;090;2;60;26;53;62;69;80
0;090;3;63;51;54;63;69;79
0;090;4;63;47;56;63;70;83
0;091;1;36;1;6;40;60;75
0;091;2;52;4;47;58;66;76
0;091;3;59;50;55;57;64;77
0;091;4;62;41;55;63;72;80
0;092;1;30;15;18;25;41;62
0;092;2;41;15;23;40;55;75
0;092;3;49;16;34;49;62;86
0;092;4;63;18;38;79;82;89
0;093;1;42;16;30;42;54;71
0;093;2;52;20;40;53;64;78
0;093;3;51;5;34;54;70;80
0;093;4;44;0;19;46;73;76
0;094;1;45;9;31;47;60;79
0;094;2;55;17;45;56;69;84
0;094;3;56;20;48;57;66;82
0;094;4;55;16;42;58;67;76
0;095;1;23;0;0;20;42;55
0;095;2;27;0;1;32;44;58
0;095;3;11;0;0;0;19;58
0;096;1;51;23;40;52;63;78
0;096;2;60;21;52;63;73;84
0;096;3;73;58;68;72;80;88
0;096;4;56;28;28;60;81;81
0;097;1;22;3;12;22;31;45
0;097;2;25;2;7;24;36;60
0;097;3;17;1;4;9;24;60
0;097;4;64;6;54;72;87;93
0;098;1;35;8;22;34;48;66
0;098;2;46;6;32;50;62;79
0;098;3;50;0;29;58;73;83
0;098;4;55;2;43;61;71;82
0;110;1;62;46;54;60;68;82
0;110;2;62;46;55;61;70;82
0;110;3;63;47;55;62;71;82
0;110;4;63;49;56;62;68;81
0;111;1;57;24;45;57;71;84
0;111;2;69;39;60;73;81;88
0;111;3;77;52;72;80;85;90
0;111;4;72;56;62;75;80;96
0;112;1;64;15;54;69;80;89
0;112;2;72;44;65;76;83;90
0;112;3;73;45;65;78;83;90
0;112;4;73;50;65;78;82;85
0;113;1;11;0;1;3;18;45
0;113;2;18;0;1;4;31;76
0;113;3;28;0;2;5;59;85
0;113;4;36;0;2;41;69;87
0;114;1;28;1;7;22;44;71
0;114;2;39;1;6;39;63;84
0;114;3;51;1;26;59;73;87
0;114;4;57;5;49;64;73;86
0;115;1;47;0;40;50;59;74
0;115;2;53;1;45;55;65;78
0;115;3;61;5;53;64;76;86
0;115;4;66;0;59;74;82;91
0;120;1;57;28;51;60;68;77
0;120;2;63;44;57;64;72;78
0;120;3;65;46;59;67;73;80
0;120;4;65;45;60;66;73;80
0;121;1;51;17;35;54;66;80
0;121;2;60;21;51;64;73;82
0;121;3;63;26;55;66;77;86
0;121;4;61;9;55;65;75;85
0;122;1;54;22;41;58;67;82
0;122;2;64;38;57;66;75;82
0;122;3;66;40;58;69;78;85
0;122;4;64;22;58;67;77;86
0;130;1;49;0;20;54;77;89
0;130;2;59;1;54;63;76;90
0;130;3;63;2;54;67;78;85
0;130;4;66;18;59;70;79;87
0;131;1;13;0;7;13;17;32
0;131;2;22;0;14;23;28;46
0;131;3;24;5;17;23;29;45
0;131;4;22;1;17;21;28;42
0;132;1;2;0;0;2;2;6
0;132;2;2;0;0;0;2;11
0;132;3;1;0;0;0;2;6
0;132;4;2;0;0;1;2;13
0;133;1;79;59;73;81;86;93
0;133;2;63;0;58;69;80;89
0;133;3;73;42;65;76;84;91
0;133;4;67;10;62;73;82;89
0;134;1;57;25;43;56;74;86
0;134;2;66;34;53;70;80;88
0;134;3;73;42;66;77;84;90
0;134;4;76;52;70;78;84;90
0;135;1;58;24;46;58;74;88
0;135;2;69;35;57;73;83;90
0;135;3;76;44;70;80;86;91
0;135;4;76;48;68;81;86;91
0;136;1;66;46;58;66;76;85
0;136;2;69;50;61;70;78;85
0;136;3;69;50;61;69;78;86
0;136;4;68;50;61;69;76;85
0;137;1;37;0;7;34;61;87
0;137;2;66;18;56;73;82;90
0;137;3;72;35;66;77;85;91
0;137;4;72;38;65;77;84;91
0;138;1;2;0;0;1;2;4
0;138;2;3;0;0;1;2;6
0;138;3;2;0;0;0;2;7
0;138;4;10;0;0;0;3;76
0;139;1;20;0;2;5;36;76
0;139;2;57;1;37;68;81;90
0;139;3;70;4;64;78;85;91
0;139;4;73;29;67;79;86;92
0;140;1;63;37;56;65;75;85
0;140;2;70;47;62;71;79;87
0;140;3;72;52;64;73;81;88
0;140;4;73;54;65;74;81;88
0;141;1;7;0;0;0;4;49
0;141;2;20;0;0;1;43;79
0;141;3;18;0;0;1;30;83
0;141;4;30;0;0;2;68;85
0;142;1;55;5;40;57;73;84
0;142;2;63;28;52;66;78;87
0;142;3;71;44;62;74;81;89
0;142;4;73;51;69;77;82;89
0;143;1;34;17;22;29;42;67
0;143;2;61;22;49;64;77;88
0;143;3;70;35;61;73;82;90
0;143;4;72;46;63;75;82;89
0;144;1;32;0;2;35;54;81
0;144;2;52;0;26;60;79;89
0;144;3;67;2;61;77;85;91
0;144;4;73;32;66;79;86;93
0;160;1;22;0;2;11;45;64
0;160;2;31;0;0;36;54;72
0;160;3;19;0;0;9;35;73
0;160;4;5;0;0;1;4;15
0;161;1;58;28;48;60;70;80
0;161;2;64;41;56;66;74;81
0;161;3;64;39;57;66;74;80
0;161;4;62;30;56;64;73;80
0;162;1;61;38;53;61;71;86
0;162;2;69;33;62;73;80;86
0;162;3;70;48;63;74;79;87
0;162;4;72;53;66;74;80;86
0;163;1;62;29;52;65;74;82
0;163;2;68;42;61;71;78;85
0;163;3;70;44;64;73;78;85
0;163;4;68;8;64;74;79;85
0;164;2;74;74;74;74;74;74
0;164;3;66;66;66;66;66;66
0;165;1;65;46;58;64;72;81
0;165;2;67;50;59;68;75;82
0;165;3;69;50;62;71;77;84
0;165;4;71;53;65;73;79;85
0;166;1;65;47;58;65;73;80
0;166;2;67;50;60;67;75;81
0;166;3;69;52;64;71;76;83
0;166;4;70;52;64;71;76;83
0;167;1;46;4;36;50;61;75
0;167;2;55;4;47;60;70;80
0;167;3;49;0;27;61;71;80
0;167;4;50;0;2;67;75;83
0;168;1;60;14;53;64;73;82
0;168;2;68;48;62;71;77;85
0;168;3;68;42;61;70;78;87
0;168;4;65;6;58;68;78;87
0;169;1;66;49;59;66;74;85
0;169;2;71;57;64;72;78;83
0;169;3;72;55;67;74;79;87
0;169;4;74;59;68;76;81;86
0;170;1;78;49;76;82;87;94
0;170;2;76;57;71;79;83;89
0;170;3;79;63;73;81;85;92
0;170;4;79;65;75;80;85;91
0;171;1;75;53;70;78;83;89
0;171;2;77;59;73;79;84;89
0;171;3;78;59;74;80;85;91
0;171;4;80;64;76;82;85;90
0;172;1;73;48;61;75;84;91
0;172;2;74;50;64;76;84;95
0;172;3;75;51;68;77;83;91
0;172;4;73;54;66;75;82;89
0;173;1;67;47;58;67;76;86
0;173;2;69;50;62;71;78;86
0;173;3;72;49;65;75;81;89
0;173;4;73;48;67;77;83;89
0;174;1;59;41;51;59;68;78
0;174;2;65;44;55;65;77;86
0;174;3;69;45;58;72;80;88
0;174;4;70;48;61;72;80;89
0;175;1;60;27;52;63;72;82
0;175;2;67;47;59;68;76;84
0;175;3;69;47;62;72;79;87
0;175;4;72;49;66;76;81;88
0;176;1;76;51;70;79;85;91
0;176;2;77;52;73;80;85;91
0;176;3;76;48;71;79;84;90
0;176;4;84;66;84;86;90;94
0;177;1;72;45;65;76;82;90
0;177;2;73;48;67;76;82;90
0;177;3;73;39;67;76;83;90
0;177;4;71;54;66;74;79;86
0;178;1;70;48;60;72;79;88
0;178;2;73;49;64;76;82;91
0;178;3;74;56;66;75;81;89
0;178;4;79;53;75;80;87;89
0;179;1;55;31;44;56;67;78
0;179;2;63;38;55;64;74;82
0;179;3;63;20;51;68;80;88
0;179;4;69;45;62;69;78;86
0;180;1;68;31;60;72;81;87
0;180;2;71;39;61;74;81;91
0;180;3;71;44;64;75;81;88
0;180;4;73;45;67;77;83;89
0;190;1;66;43;55;65;77;87
0;190;2;70;45;59;72;81;89
0;190;3;78;57;72;80;86;92
0;190;4;78;56;73;80;86;92
0;191;1;65;41;56;66;76;84
0;191;2;65;42;58;67;75;83
0;191;3;69;43;62;72;78;85
0;191;4;69;44;62;72;78;86
0;192;1;64;45;56;64;73;82
0;192;2;67;48;60;68;76;83
0;192;3;70;50;63;72;78;85
0;192;4;69;46;62;71;77;86
0;193;1;64;38;42;70;76;81
0;193;2;61;17;51;66;78;83
0;193;3;67;25;58;72;82;88
0;193;4;70;26;61;76;84;90
0;194;1;79;56;73;82;87;93
0;194;2;79;57;74;81;86;92
0;194;3;80;60;75;82;87;92
0;194;4;79;58;75;81;86;92
0;195;1;58;26;44;58;76;86
0;195;2;67;29;58;73;81;90
0;195;3;64;31;53;68;79;88
0;195;4;72;39;60;77;84;92
0;196;1;71;38;63;75;84;93
0;196;2;71;22;63;76;84;90
0;196;3;70;37;63;76;82;89
0;196;4;71;33;65;75;82;89
0;197;1;63;27;52;66;78;88
0;197;2;69;42;60;73;81;89
0;197;3;72;44;63;76;83;90
0;197;4;75;49;65;78;86;89
0;198;1;66;46;58;66;76;84
0;198;2;71;50;64;73;79;87
0;198;3;75;53;71;78;83;89
0;198;4;79;61;74;80;86;90
0;199;1;63;34;52;64;77;87
0;199;2;69;41;59;73;80;89
0;199;3;74;48;67;78;84;90
0;199;4;73;26;67;78;84;89
0;200;1;61;1;50;69;80;89
0;200;2;69;0;65;77;85;90
0;200;3;76;1;75;82;87;93
0;200;4;77;0;75;83;87;94
0;201;1;62;25;51;65;76;86
0;201;2;72;47;65;74;81;89
0;201;3;77;53;72;80;85;91
0;201;4;77;54;72;80;85;91
0;202;1;64;42;53;63;75;86
0;202;2;71;47;60;74;82;90
0;202;3;77;50;71;80;85;91
0;202;4;79;56;74;81;85;95
0;203;1;54;25;44;53;65;82
0;203;2;64;38;53;65;77;87
0;203;3;73;45;65;76;83;89
0;203;4;73;46;60;78;86;89
0;204;1;52;6;27;56;76;87
0;204;2;71;25;64;77;83;90
0;204;3;78;53;74;80;86;91
0;204;4;80;61;75;81;87;92
0;205;1;55;20;48;58;66;74
0;205;2;67;43;56;70;79;87
0;205;3;70;35;60;76;84;90
0;205;4;62;0;53;63;79;90
0;206;1;61;22;54;64;74;86
0;206;2;64;29;55;66;76;85
0;206;3;61;7;52;67;77;87
0;206;4;62;5;53;69;79;87
0;207;1;57;18;40;60;78;88
0;207;2;66;28;56;70;80;89
0;207;3;70;39;63;74;82;90
0;207;4;72;41;64;76;83;90
0;220;1;49;22;38;48;60;76
0;220;2;56;28;43;56;68;84
0;220;3;62;30;53;65;76;86
0;220;4;67;36;58;69;78;88
0;221;1;58;27;48;59;70;82
0;221;2;65;36;56;66;76;85
0;221;3;68;40;60;71;80;88
0;221;4;72;45;63;75;83;89
0;222;1;32;0;0;37;56;80
0;222;2;52;4;38;52;71;86
0;222;3;65;22;52;72;81;89
0;222;4;67;6;55;72;80;92
0;223;1;55;4;43;58;70;82
0;223;2;63;28;55;66;76;84
0;223;3;62;6;53;68;78;86
0;223;4;67;32;60;70;81;87
0;224;1;51;21;38;50;64;79
0;224;2;59;20;49;62;74;85
0;224;3;66;28;56;70;80;89
0;224;4;70;41;60;74;82;89
0;225;1;27;8;15;23;36;59
