vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;2;185;82.13;82.13;92.57;103.01;103.01
0;001;1;2;2;103;51.46;51.46;51.46;51.46;51.46
0;001;1;3;2;997;318.99;318.99;498.63;678.27;678.27
0;001;2;1;46;4446;68.52;91.08;95.23;98.38;119.54
0;001;2;2;46;2424;42.2;51.46;51.46;51.46;51.46
0;001;2;3;46;26663;354.13;453.57;540.51;643.95;884.91
0;001;3;1;105;10402;82.13;91.08;95.23;98.39;123.76
0;001;3;2;105;5633;51.46;51.46;51.46;51.46;51.46
0;001;3;3;106;80778;380.11;522.77;649.46;913.45;1679.9
0;001;4;1;103;9844;63.95;86.45;95.23;99.06;119.54
0;001;4;2;103;5410;42.2;51.46;51.46;51.46;51.46
0;001;4;3;103;176002;494.85;957.97;1326.53;2156.3;4569.61
0;002;2;1;8;861;95.23;96.93;111.33;112.89;123.76
0;002;2;2;8;412;51.46;51.46;51.46;51.46;51.46
0;002;2;3;8;7154;657.21;816.09;898.78;963.42;1140.2
0;002;3;1;81;7869;82.13;94.66;96.2;101.58;117.11
0;002;3;2;81;4140;51.46;51.46;51.46;51.46;51.46
0;002;3;3;81;81778;539.37;728.71;891.82;1146.31;1853.23
0;002;4;1;105;10447;90.2;95.23;99.06;101.88;117.11
0;002;4;2;105;5366;51.46;51.46;51.46;51.46;51.46
0;002;4;3;110;221418;675.75;940.23;1325.98;2452.01;5935.02
0;003;1;0;1;0;0;0;0;0;0
0;003;1;1;318;26605;53.02;76.49;82.23;95.23;107.11
0;003;1;2;318;15938;42.2;51.46;51.46;51.46;51.46
0;003;1;3;318;228387;191.12;483.07;687.92;907.16;1274.5
0;003;2;1;367;32706;56.91;77.36;90.28;99.06;119.54
0;003;2;2;367;18392;25.73;51.46;51.46;51.46;51.46
0;003;2;3;367;331171;442.3;625.29;832.92;1065.29;1569.55
0;003;3;1;125;10955;56.66;76.88;90.06;99.06;119.54
0;003;3;2;125;6033;25.73;51.46;51.46;51.46;51.46
0;003;3;3;126;149892;471.99;706.16;939.49;1328.73;3204.24
0;003;4;1;89;7667;56.91;76.49;86.39;98.38;112.93
0;003;4;2;89;4316;25.73;51.46;51.46;51.46;51.46
0;003;4;3;93;170471;699.4;1162.12;1493.94;2197.61;4362.69
0;004;1;1;12;873;52.26;60.8;77.36;79.5;90.2
0;004;1;2;12;618;51.46;51.46;51.46;51.46;51.46
0;004;1;3;12;4737;50.4;119.16;222.54;624.5;1155.42
0;004;2;1;41;3436;60.33;75.66;81.34;94.66;119.54
0;004;2;2;41;2110;51.46;51.46;51.46;51.46;51.46
0;004;2;3;41;30659;110.44;268.92;509.07;777.38;2121.04
0;004;3;1;217;17104;52.9;64.78;79.96;90.25;103.28
0;004;3;2;217;11028;42.2;51.46;51.46;51.46;51.46
0;004;3;3;218;225433;125.33;478.43;882.54;1283.34;2538.35
0;004;4;0;3;0;0;0;0;0;0
0;004;4;1;1134;90332;52.9;65.85;80.47;94.13;103.01
0;004;4;2;1134;57850;51.46;51.46;51.46;51.46;51.46
0;004;4;3;1141;1920858;189.99;749.83;1342.71;2273.82;4205.43
0;005;1;1;1;73;72.62;72.62;72.62;72.62;72.62
0;005;1;2;1;51;51.46;51.46;51.46;51.46;51.46
0;005;1;3;1;425;424.75;424.75;424.75;424.75;424.75
0;005;2;1;10;686;55.34;59.37;63.92;72.81;91.77
0;005;2;2;9;454;42.2;51.46;51.46;51.46;51.46
0;005;2;3;10;9319;235.64;324.13;657.6;1519.65;1938.75
0;005;3;1;65;4685;51.98;59.83;68.02;81.58;99.45
0;005;3;2;65;3317;51.46;51.46;51.46;51.46;51.46
0;005;3;3;65;72069;352.19;661.18;958.51;1342.71;2602.2
0;005;4;0;1;0;0;0;0;0;0
0;005;4;1;267;19331;49.05;60.77;69.01;83.58;99.06
0;005;4;2;267;13524;42.2;51.46;51.46;51.46;51.46
0;005;4;3;269;396029;382.11;706.95;1171.47;1967.95;3298.29
0;006;2;1;3;260;82.13;82.13;82.17;96.2;96.2
0;006;2;2;3;154;51.46;51.46;51.46;51.46;51.46
0;006;2;3;3;2309;722.85;722.85;777.69;807.99;807.99
0;006;3;1;5;477;82.13;95.23;97.66;100.42;101.58
0;006;3;2;5;257;51.46;51.46;51.46;51.46;51.46
0;006;3;3;5;6158;716.25;998.07;1009.54;1336.67;2097.87
0;006;4;1;3;289;90.2;90.2;99.06;99.45;99.45
0;006;4;2;3;154;51.46;51.46;51.46;51.46;51.46
0;006;4;3;3;3666;1062.82;1062.82;1073.92;1529.46;1529.46
0;020;1;1;246;18712;52.26;63.06;75.8;86.49;103.01
0;020;1;2;245;12543;51.46;51.46;51.46;51.46;51.46
0;020;1;3;246;93804;142.2;221.67;288.66;441.47;885.87
0;020;2;1;84;6360;47.76;63.07;76.82;86.6;101.58
0;020;2;2;84;4258;42.2;51.46;51.46;51.46;51.46
0;020;2;3;86;42622;139.57;204.51;344.71;572.14;1188.99
0;020;3;0;1;0;0;0;0;0;0
0;020;3;1;240;18787;55.61;66.01;77.63;91.08;101.88
0;020;3;2;240;12323;51.46;51.46;51.46;51.46;51.46
0;020;3;3;240;177635;111.36;300.7;503.82;913.29;1957.46
0;020;4;1;188;13834;51.41;61.99;72.37;82.66;97.66
0;020;4;2;188;9619;51.46;51.46;51.46;51.46;51.46
0;020;4;3;190;216779;170.17;416.43;740.35;1339.61;3944.13
0;021;1;1;1225;96783;52.9;65.1;77.95;93.39;107.23
0;021;1;2;1225;62288;42.2;51.46;51.46;51.46;51.46
0;021;1;3;1226;374357;137.46;194.52;236.44;318.99;676.25
0;021;2;0;1;0;0;0;0;0;0
0;021;2;1;1799;142655;51.41;65.27;80.5;94.42;101.88
0;021;2;2;1799;91064;42.2;51.46;51.46;51.46;51.46
