vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;1;1;1;1;1;1;1
0;001;1;B-112ap;1;1;1;1;1;1;1
0;001;1;B-134p;1;1;1;1;1;1;1
0;001;2;B-110;1;1.2;1.2;1.2;1.2;1.2;1.2
0;001;2;B-131;1;3;3;3;3;3;3
0;001;3;B-105;3;0.8;0.3;0.3;0.3;0.3;0.3
0;001;3;B-106;4;14.8;1.8;2.5;3.6;4.9;5.8
0;001;3;B-107a;18;61.9;0.3;1.5;3.1;5.8;8.8
0;001;3;B-107b;3;27.7;1.1;1.1;4.3;22.3;22.3
0;001;3;B-108b;4;24.9;0.3;2.9;6.9;9.6;10.9
0;001;3;B-109;10;71;3.5;3.5;6.3;9.5;15.5
0;001;3;B-110;1;1.6;1.6;1.6;1.6;1.6;1.6
0;001;3;B-111;4;1.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-112ap;17;75;1;2.7;4;5;13
0;001;3;B-112b;2;12.8;4;4;6.4;8.8;8.8
0;001;3;B-115;1;3.6;3.6;3.6;3.6;3.6;3.6
0;001;3;B-116p;13;49;0.3;0.5;1.7;5.7;12.3
0;001;3;B-119b;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-124p;9;50.5;3;4.3;5;7.3;9
0;001;3;B-125o;2;36.5;7.5;7.5;18.3;29;29
0;001;3;B-126b;1;9;9;9;9;9;9
0;001;3;B-131;20;121.3;1;2.5;4.9;8;16
0;001;3;B-132;4;22.7;0.3;1;5.8;10.3;10.7
0;001;3;B-134o;17;294;1;3;12;30;44
0;001;3;B-134p;20;164;1;3;6;10.5;25
0;001;4;B-105;8;14.8;0.3;0.3;0.3;0.3;13
0;001;4;B-106;32;169.9;0.5;1.6;3.5;6.1;22.3
0;001;4;B-107a;79;351.3;0.3;1.8;3.3;5.3;17.2
0;001;4;B-107b;21;169.4;0.3;1.1;4.3;11.1;19.4
0;001;4;B-108b;35;355.4;0.3;4.6;9.7;13.7;23.4
0;001;4;B-109;60;356.5;1;3;5;8.5;13
0;001;4;B-110;36;47.6;0.4;0.8;0.8;1.6;3.2
0;001;4;B-111;30;95.3;0.3;0.3;0.5;1.7;20
0;001;4;B-112ap;71;347;1;2.7;4.3;6;10
0;001;4;B-112b;24;154.4;0.8;2.2;4.4;9.8;17.2
0;001;4;B-112c;6;54.5;1.5;3.5;7.5;11.5;23
0;001;4;B-114;31;399.3;0.3;6.3;9.7;14.7;42.7
0;001;4;B-115;1;6.8;6.8;6.8;6.8;6.8;6.8
0;001;4;B-116o;1;8.3;8.3;8.3;8.3;8.3;8.3
0;001;4;B-116p;105;592.5;0.5;1.3;2.5;7.3;22.3
0;001;4;B-119a;11;40.8;0.4;0.8;1.6;9;10.5
0;001;4;B-119b;1;1.7;1.7;1.7;1.7;1.7;1.7
0;001;4;B-120;4;6.3;0.3;0.3;0.3;2.8;5.3
0;001;4;B-121;2;26.9;9.6;9.6;13.5;17.3;17.3
0;001;4;B-124p;70;627.3;0.5;4;6;10;28
0;001;4;B-125o;29;451;1;2;10;20;70
0;001;4;B-125p;29;199.5;1;3;5;8;21
0;001;4;B-126b;7;134;5;7;9;32;62.5
0;001;4;B-127;2;16.2;5.7;5.7;8.1;10.5;10.5
0;001;4;B-131;93;870;0.5;3;5.5;9;20
0;001;4;B-132;20;94;0.3;1;1.3;8.3;20.3
0;001;4;B-134o;100;3188.5;6;15;28.5;43.5;69.3
0;001;4;B-134p;102;1512.7;1;2;6.5;17;46
0;001;4;B-259;2;41;18;18;20.5;23;23
0;002;2;B-110;1;1.6;1.6;1.6;1.6;1.6;1.6
0;002;2;B-112c;1;4;4;4;4;4;4
0;002;2;B-125o;1;26;26;26;26;26;26
0;002;3;B-106;1;12;12;12;12;12;12
0;002;3;B-107b;4;30.9;2.3;3.4;6.9;12;14.9
0;002;3;B-110;7;14.8;0.8;0.8;2.4;2.8;3.2
0;002;3;B-111;6;39.3;1;1.7;5.2;9.3;17
0;002;3;B-112ap;1;3;3;3;3;3;3
0;002;3;B-112b;2;13.6;4.8;4.8;6.8;8.8;8.8
0;002;3;B-112c;2;16;7.5;7.5;8;8.5;8.5
0;002;3;B-114;2;18.7;6.3;6.3;9.3;12.3;12.3
0;002;3;B-116p;3;10.7;2;2;3.7;5;5
0;002;3;B-119a;2;12.4;0.4;0.4;6.2;12;12
0;002;3;B-119b;2;12.7;4;4;6.3;8.7;8.7
0;002;3;B-120;2;14;0.3;0.3;7;13.7;13.7
0;002;3;B-121;1;4;4;4;4;4;4
0;002;3;B-124p;2;4.8;1;1;2.4;3.8;3.8
0;002;3;B-125p;1;1.5;1.5;1.5;1.5;1.5;1.5
0;002;3;B-131;9;83;5;8;8.5;10;17
0;002;3;B-134o;5;236;2;12;12;82.5;127.5
0;002;3;B-134p;10;114;3;4;13;17;19
0;002;4;B-105;2;27;12;12;13.5;15;15
0;002;4;B-106;10;184.7;2.8;5;8.3;29.8;57.9
0;002;4;B-107a;9;55.8;0.5;0.5;1.4;6.8;25
0;002;4;B-107b;35;196;0.6;1.7;2.3;8.9;16.9
0;002;4;B-108b;34;354.6;0.9;5.1;9.4;14;21.4
0;002;4;B-109;4;21.5;0.5;3.3;6;7.5;9
0;002;4;B-110;84;240.4;0.8;2;2.4;3.4;5.2
0;002;4;B-111;25;143;0.3;1;3.3;5.7;11.7
0;002;4;B-112ap;10;105.7;0.7;8;10.2;14;18
0;002;4;B-112b;38;495.6;0.4;2.4;6.4;16;50.4
0;002;4;B-112c;20;187;0.5;2;4.3;13;33.3
0;002;4;B-114;53;1041.3;2.3;7;13.7;30.3;51
0;002;4;B-116o;1;5.3;5.3;5.3;5.3;5.3;5.3
0;002;4;B-116p;92;1348.3;1;3.8;8.1;21.5;46
0;002;4;B-117;1;1.3;1.3;1.3;1.3;1.3;1.3
0;002;4;B-119a;12;120.4;0.8;3.4;5.5;15.4;34.5
0;002;4;B-119b;7;25;0.3;0.7;3;5.3;8
