vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;0;3;0;0;0;0;0;0
0;001;1;1;2;910;454.8;454.8;454.8;454.8;454.8
0;001;2;0;6;0;0;0;0;0;0
0;001;2;1;12;13262;181.92;351.18;678.92;1482.29;3917.43
0;001;3;0;16;0;0;0;0;0;0
0;001;3;1;67;76904;117.06;468.24;850.92;1306.58;3395.52
0;001;3;3;2;110;36.81;36.81;55.21;73.62;73.62
0;001;4;0;1;0;0;0;0;0;0
0;001;4;1;113;614766;416.04;1939.29;3575.63;7298.3;17061.02
0;001;4;3;15;992;29.38;36.81;55.03;91.84;139.81
0;002;2;0;2;0;0;0;0;0;0
0;002;2;1;7;10591;256.1;952.66;1434.2;2172.33;2347.86
0;002;2;3;4;239;36.81;36.81;36.81;82.73;128.65
0;002;3;0;10;0;0;0;0;0;0
0;002;3;1;50;44864;128.05;256.1;603.16;1452.31;2435.04
0;002;3;3;16;2012;36.81;110.24;128.65;128.65;328.28
0;002;4;0;2;0;0;0;0;0;0
0;002;4;1;104;318053;234.12;484.72;1412.13;3152.07;10975.8
0;002;4;3;31;3576;36.81;36.81;91.84;128.65;302.63
0;003;1;0;60;0;0;0;0;0;0
0;003;1;1;219;542013;376.67;868.44;1588.35;3098.21;8318.12
0;003;1;3;2;74;36.81;36.81;36.81;36.81;36.81
0;003;1;4;13;27966;312.4;709.97;1135.96;3359.13;6810.3
0;003;2;0;20;0;0;0;0;0;0
0;003;2;1;414;1357618;430.48;1083.66;1891.81;3660.18;10636.93
0;003;2;3;11;989;36.81;36.81;58.76;199.63;199.63
0;003;2;4;1;1988;1987.92;1987.92;1987.92;1987.92;1987.92
0;003;3;0;1;0;0;0;0;0;0
0;003;3;1;79;693326;632.77;3256.51;5317.95;11816.2;27236.38
0;003;3;3;9;1244;29.38;55.03;69.63;199.63;399.26
0;003;4;0;1;0;0;0;0;0;0
0;003;4;1;73;1079978;512.2;4424.8;10268.78;17881.89;50353.14
0;003;4;3;8;644;36.81;36.81;62.33;104.44;199.63
0;003;4;4;1;2161;2160.77;2160.77;2160.77;2160.77;2160.77
0;004;1;0;1;0;0;0;0;0;0
0;004;1;1;1;702;702.42;702.42;702.42;702.42;702.42
0;004;2;0;8;0;0;0;0;0;0
0;004;2;1;10;5045;117.06;234.12;234.12;596.29;2107.08
0;004;3;0;30;0;0;0;0;0;0
0;004;3;1;81;99817;117.06;351.18;702.36;1585.42;4447.45
0;004;3;3;5;947;18.22;36.81;36.81;69.63;785.55
0;004;3;4;5;17506;105.8;142;238.02;8448.42;8572.13
0;004;4;0;114;0;0;0;0;0;0
0;004;4;1;766;2119246;234.12;676.26;1530.66;3322.27;9644.13
0;004;4;3;72;5276;18.22;36.81;36.81;73.62;199.63
0;004;4;4;35;69342;142;170.4;482.79;986.9;10425.7
0;005;2;0;9;0;0;0;0;0;0
0;005;2;1;7;1954;115.46;117.06;351.18;360.41;424.56
0;005;2;3;1;70;69.63;69.63;69.63;69.63;69.63
0;005;3;0;67;0;0;0;0;0;0
0;005;3;1;53;27497;115.46;234.12;351.18;585.3;1354.68
0;005;3;3;5;420;36.81;36.81;36.81;73.62;236.44
0;005;4;0;138;0;0;0;0;0;0
0;005;4;1;291;328620;117.06;234.12;585.3;1053.54;4347.73
0;005;4;3;41;2885;36.81;36.81;55.03;69.63;199.63
0;006;3;0;2;0;0;0;0;0;0
0;006;3;1;3;724;117.06;117.06;256.1;351.18;351.18
0;006;3;3;1;92;91.84;91.84;91.84;91.84;91.84
0;006;4;0;1;0;0;0;0;0;0
0;006;4;1;2;2941;702.36;702.36;1470.63;2238.9;2238.9
0;020;1;0;245;0;0;0;0;0;0
0;020;1;1;21;11692;117.06;234.12;430.48;652.66;1364.13
0;020;1;3;1;37;36.81;36.81;36.81;36.81;36.81
0;020;2;0;78;0;0;0;0;0;0
0;020;2;1;14;4854;117.06;117.06;234.12;468.24;1102.92
0;020;2;3;1;37;36.81;36.81;36.81;36.81;36.81
0;020;3;0;190;0;0;0;0;0;0
0;020;3;1;65;42395;117.06;234.12;351.18;767.22;1625.4
0;020;3;3;2;74;36.81;36.81;36.81;36.81;36.81
0;020;3;4;6;1846;142;142;198.8;454.39;709.97
0;020;4;0;81;0;0;0;0;0;0
0;020;4;1;117;81263;117.06;234.12;468.24;835.47;2435.37
0;020;4;3;6;368;36.81;36.81;55.03;73.62;110.43
0;020;4;4;5;2012;142;142;308.11;709.97;709.97
0;021;1;0;1096;0;0;0;0;0;0
0;021;1;1;44;13897;117.06;117.06;234.12;376.67;807.15
0;021;1;3;17;2927;9.55;36.81;69.63;69.63;748.74
0;021;1;4;4;2102;312.4;340.79;539.57;709.97;709.97
0;021;2;0;1288;0;0;0;0;0;0
0;021;2;1;61;26480;117.06;128.05;272.88;468.3;1459.53
0;021;2;3;44;2888;29.38;36.81;36.81;69.63;199.63
0;021;2;4;8;3909;142;312.4;506.32;709.97;709.97
0;021;3;0;734;0;0;0;0;0;0
0;021;3;1;132;70163;117.06;230.92;234.12;546.89;1494.46
0;021;3;3;77;5076;29.38;36.81;36.81;69.63;199.63
0;021;3;4;5;3124;170.4;709.97;709.97;709.97;823.57
0;021;4;0;265;0;0;0;0;0;0
0;021;4;1;181;124783;117.06;234.12;365.77;640.25;2034.19
0;021;4;3;38;2113;29.38;36.81;36.81;69.63;110.43
0;021;4;4;8;1758;142;142;142;169.23;709.97
0;022;1;0;204;0;0;0;0;0;0
0;022;1;1;2;585;117.06;117.06;292.65;468.24;468.24
0;022;1;3;2;786;36.81;36.81;392.77;748.74;748.74
0;022;2;0;305;0;0;0;0;0;0
0;022;2;1;5;1366;117.06;128.05;234.12;234.12;652.26
0;022;2;3;7;243;29.38;29.38;36.81;36.81;36.81
0;022;3;0;183;0;0;0;0;0;0
0;022;3;1;25;8308;117.06;128.05;234.12;430.48;718.41
0;022;3;3;12;507;18.22;36.62;36.81;36.81;106.44
0;022;4;0;101;0;0;0;0;0;0
0;022;4;1;37;15096;115.46;230.92;346.38;468.24;1070.4
0;022;4;3;6;597;18.22;36.81;79.01;110.43;273.25
0;023;1;0;907;0;0;0;0;0;0
0;023;1;1;1;128;128.05;128.05;128.05;128.05;128.05
0;023;1;3;2;106;36.81;36.81;53.22;69.63;69.63
0;023;1;4;2;433;170.4;170.4;216.6;262.8;262.8
0;023;2;0;512;0;0;0;0;0;0
0;023;2;1;9;2955;117.06;234.12;234.12;416.04;669
0;023;2;3;16;1384;29.38;36.81;36.81;53.22;748.74
0;023;2;4;9;3586;113.6;340.79;340.79;568;709.97
0;023;3;0;129;0;0;0;0;0;0
0;023;3;1;55;26551;117.06;234.12;256.1;577.3;1640.16
0;023;3;3;19;1583;18.22;36.81;36.81;66.19;748.74
0;023;3;4;31;21670;198.81;284;369.19;851.96;1988
0;023;4;0;16;0;0;0;0;0;0
0;023;4;1;24;14841;117.06;234.12;351.18;851.85;1521.78
0;023;4;3;7;492;18.22;36.81;55.03;143.25;147.24
0;023;4;4;8;4568;280.1;312.39;369.19;553.79;1817.59
0;024;1;0;1625;0;0;0;0;0;0
0;024;1;1;8;2522;117.06;117.06;246.86;454.88;767.22
0;024;1;3;10;1067;36.81;73.62;110.43;147.24;147.24
0;024;2;0;1769;0;0;0;0;0;0
0;024;2;1;53;12956;115.46;117.06;234.12;234.12;585.3
0;024;2;3;29;1788;36.81;36.81;55.03;73.62;147.24
0;024;2;4;1;1842;1841.62;1841.62;1841.62;1841.62;1841.62
0;024;3;0;696;0;0;0;0;0;0
0;024;3;1;76;31013;117.06;234.12;234.12;400.09;1389.06
0;024;3;3;54;3424;36.81;36.81;62.33;73.62;147.24
0;024;4;0;75;0;0;0;0;0;0
0;024;4;1;49;24811;117.06;117.06;234.12;702.36;1522.78
0;024;4;3;11;773;36.81;36.81;36.81;73.62;257.67
0;026;1;0;2061;0;0;0;0;0;0
0;026;1;1;8;3541;117.06;154.98;279.6;351.18;1852.86
0;026;1;3;4;357;29.38;33.09;36.81;145.6;254.4
0;026;1;4;9;5538;170.4;255.58;511.16;709.97;1845.93
0;026;2;0;746;0;0;0;0;0;0
0;026;2;1;11;5064;59.43;230.92;470.88;753.34;852.96
0;026;2;3;15;1749;29.38;36.81;36.81;134.11;748.74
0;026;3;0;217;0;0;0;0;0;0
0;026;3;1;19;7834;117.06;234.12;234.12;484.29;1940.1
0;026;3;3;28;1960;29.38;36.81;53.22;73.62;199.63
0;026;4;0;25;0;0;0;0;0;0
0;026;4;1;11;10790;115.46;322.86;650.16;1039.14;4913.68
0;026;4;3;12;1158;36.81;36.81;71.62;139.05;236.44
0;040;1;0;115;0;0;0;0;0;0
0;040;1;3;8;344;36.81;36.81;36.81;43.01;73.62
0;040;2;0;164;0;0;0;0;0;0
0;040;2;1;5;6534;117.06;234.12;234.12;753.34;5195.31
0;040;2;3;13;641;36.81;36.81;36.81;36.81;199.63
0;040;3;0;87;0;0;0;0;0;0
0;040;3;1;7;2990;115.46;181.92;351.18;585.3;936.54
0;040;3;3;18;908;36.81;36.81;36.81;69.63;110.43
0;040;4;0;15;0;0;0;0;0;0
0;040;4;1;6;2099;115.46;117.06;406.51;468.3;585.3
0;040;4;3;3;202;36.81;36.81;73.62;91.84;91.84
0;041;1;0;276;0;0;0;0;0;0
0;041;1;1;1;128;128.05;128.05;128.05;128.05;128.05
0;041;1;3;32;1801;29.38;36.81;36.81;36.81;199.63
0;041;2;0;925;0;0;0;0;0;0
0;041;2;1;20;9251;117.06;234.12;234.12;716.96;1210.72
0;041;2;3;127;6952;29.38;36.81;36.81;36.81;199.63
0;041;3;0;1102;0;0;0;0;0;0
0;041;3;1;83;49778;117.06;234.12;234.12;468.24;1806.24
0;041;3;3;182;12829;29.38;36.81;36.81;69.63;199.63
0;041;4;0;95;0;0;0;0;0;0
0;041;4;1;30;20466;234.12;234.12;351.18;753.34;1906.56
0;041;4;3;24;1406;29.38;36.81;36.81;69.63;199.63
0;042;1;0;1647;0;0;0;0;0;0
0;042;1;1;3;1206;269.05;269.05;468.24;468.24;468.24
0;042;1;3;189;47852;29.38;36.81;36.81;748.74;748.74
0;042;2;0;5249;0;0;0;0;0;0
0;042;2;1;73;16798;117.06;117.06;234.12;234.12;468.24
0;042;2;3;749;130616;29.38;36.81;36.81;73.62;748.74
0;042;3;0;2708;0;0;0;0;0;0
0;042;3;1;145;35318;117.06;117.06;234.12;234.12;585.3
0;042;3;3;574;55678;29.38;36.81;36.81;66.19;748.74
0;042;4;0;233;0;0;0;0;0;0
0;042;4;1;52;18615;117.06;232.52;234.12;351.18;1076.52
