vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;3135;3134.52;3134.52;3134.52;3134.52;3134.52
0;001;2;130033;814.88;1362.6;3118.38;5857.71;16587.97
0;001;3;278863;1036.38;2114.7;3517.5;5755.21;33108.33
0;001;4;1620489;1145.78;2726.94;6959.93;17359.42;37130.37
0;002;1;8003;8003.49;8003.49;8003.49;8003.49;8003.49
0;002;2;77700;1143.92;4482.96;5453.98;7533.38;7878.24
0;002;3;151147;1828.32;3225.4;5333.6;7465.81;11903.8
0;002;4;1348091;3450.94;5925.32;8970.71;13062.32;25539.46
0;003;1;168679;15.26;55.94;127.62;4474.71;13331.27
0;003;2;950812;43.9;2149.11;4440.29;8247.61;14824.73
0;003;3;1702547;1011.46;3026.51;4745.62;8594.36;17225.11
0;003;4;3708339;2306.79;5114.72;9915.36;18356.59;47088.53
0;004;1;4113;26.8;87.44;266.57;538.75;2926.77
0;004;2;94996;41.52;276.08;821.22;1773.14;6347
0;004;3;719122;147.2;1035.58;2267.63;4428.77;9927.5
0;004;4;16708467;1442.28;3514.01;5804.5;9940.33;21781.49
0;005;1;12967;0.88;116.04;296.68;638.55;1024.52
0;005;2;94697;87.6;294.32;491.34;872.23;2138.54
0;005;3;148691;160.34;393.02;813.87;1454.16;2848.02
0;005;4;604898;340.59;1140.16;2204;4128.83;10100.5
0;020;1;26819;32.56;77.52;138.56;224.5;758.36
0;020;2;72306;62.32;129.32;235;422.56;1364.8
0;020;3;117913;140.8;254.36;464.8;845.56;1936.88
0;020;4;693980;297.19;816.33;1560.05;2979.28;6421.08
0;021;1;389648;44.52;139.44;277.84;455.32;836.33
0;021;2;1004402;99.52;256.68;392.95;601.4;1343.66
0;021;3;699542;156.42;404.42;654.24;1100.94;2582.16
0;021;4;1926463;395.67;1053.34;1847.95;3304.86;7746.64
0;022;1;17583;34.24;56.4;81.76;110.92;211.04
0;022;2;63694;37.8;68.28;100.44;166.2;601.58
0;022;3;51500;57;114.6;247.96;498.36;1498.54
0;022;4;234214;138.14;667.12;1595.29;2720.11;5774.2
0;023;1;77379;3.28;43.56;73.87;127.72;343.36
0;023;2;131141;7.56;89.12;203.23;420.19;1456.89
0;023;3;152835;81.88;190.65;446.7;1084.5;2291.66
0;023;4;169966;126.28;715.7;1707.6;2794.09;8890.22
0;024;1;129898;41.56;76.98;105.9;138.78;227.36
0;024;2;358442;53.88;88.08;118.44;166.28;305.2
0;024;3;267854;80.36;148.74;248.11;402.76;1021.98
0;024;4;180351;189.42;593.62;1387.49;2633.48;5471.83
0;025;1;101971;3.2;18.8;38.72;59.68;123.64
0;025;2;24210;4.44;22.68;54.72;87.88;329.82
0;025;3;119563;0;24.44;73.54;389.64;4290.96
0;025;4;5429;57.76;591.93;786.88;1965.8;2026.25
0;026;1;67699;1.96;44.04;70.2;123.2;276.76
0;026;2;89838;6.16;58.16;100.44;205.36;799.2
0;026;3;105821;49.84;142.68;289.32;594.88;1700.7
0;026;4;214241;159.68;385.98;967.22;2577.8;7808.96
0;040;1;13582;0;0.56;21.16;57.32;455.9
0;040;2;32317;0;9.14;62.6;152.72;568.41
0;040;3;51286;0;48;189.76;431.76;1282.42
0;040;4;47322;14.44;125.72;465.04;1107.11;3363.94
0;041;1;69349;2.52;55.44;97.7;183;694.24
0;041;2;416503;12.76;82.2;155.08;302.08;1111.32
0;041;3;719197;46.14;143.2;296.2;656.2;2465.08
0;041;4;315504;99.16;422.28;830.24;1662.48;3920.41
0;042;1;235430;0;3.56;29.44;79.24;280.82
0;042;2;713543;0.64;21.24;61.24;129.36;384.36
0;042;3;848955;9.96;59.92;130.2;276.38;901.03
0;042;4;365163;40.04;159.04;377.93;994.44;2481.36
0;043;1;271582;0;50.48;193.26;327.54;531.76
0;043;2;194188;0;63.08;208.95;382.6;722.48
0;043;3;57997;13.6;72.2;229.18;410.76;1053.12
0;043;4;27763;63.44;314;602.58;1262.84;9264.7
0;044;1;43999;0;7.84;34.72;106.44;468.44
0;044;2;193938;2.12;18.4;75.16;193.8;853.92
0;044;3;368909;2.36;39.6;136.44;346.96;1117.96
0;044;4;545642;35.64;268.56;661.52;1333.72;3494.54
0;045;1;81959;2.2;17.2;50.6;97.6;300.76
0;045;2;1198535;6.56;36.32;80.52;156.84;635.54
0;045;3;1230144;16.8;74.28;161.24;363.81;1068.99
0;045;4;1976179;66.72;275.28;636.44;1251.4;2935.47
0;046;1;14150;1.52;19.84;62.74;109.24;193.68
0;046;2;79957;1.84;31.84;68.54;117.64;259.12
0;046;3;56806;12.08;64.04;125.76;220.16;670.2
0;046;4;82735;39.92;207.44;543.36;1334.57;4340
0;047;1;59764;0.04;5.64;19.36;55.8;124.44
0;047;2;304940;2.12;15.92;41.56;83.84;190.16
0;047;3;217942;8.72;41.04;90.4;190.04;748.32
0;047;4;129007;42.02;181.37;383.2;889.07;2655.2
0;048;1;199135;0;6.32;24.08;75.48;283.45
0;048;2;254082;0.16;16.28;50.84;107.4;361.2
0;048;3;3644360;0;42.86;190.94;3327;7312.23
0;048;4;104204;27.64;294.22;793.24;1915.96;4857.2
0;049;1;41426;6.84;114.16;235.56;476.67;850.2
0;049;2;830604;0.84;100.18;613.6;5541;8050.86
0;049;3;240740;43.8;180.25;493.46;2076.42;7633.84
0;049;4;447416;99.01;624.92;1609.45;5128.84;12563.12
0;050;1;40337;5.4;71.24;166.75;352.43;739.24
0;050;2;115973;2.32;70.22;195.84;446.76;1241.48
0;050;3;145474;30.96;239.99;779.94;1243.54;2348.8
0;050;4;151051;172.86;739.6;1689.61;3332.04;9011.4
0;051;1;59697;0;17.24;43.72;88.12;318.47
0;051;2;61358;4.48;37.32;86.68;281.2;903.02
0;051;3;8578;9.2;56.4;206.06;492.08;1296.08
0;051;4;12250;525.2;796;1948.28;2580.4;2719.22
0;052;1;17400;0;0;5.12;23.16;89.28
0;052;2;67630;0;9.4;37.65;96.28;349.32
0;052;3;180641;2.2;33.44;106.64;247.6;1023.06
0;052;4;262912;37.04;204.24;502.89;1268.81;3845.19
0;053;1;199569;0;0;5.92;29.29;115.36
0;053;2;428147;0;6.3;31.84;91.22;313.67
0;053;3;521479;0;8.62;56.6;180.3;761.82
0;053;4;681358;28.8;277.3;778.15;1573.26;4846.97
0;054;1;111154;0;3.4;12.64;44.36;120.28
0;054;2;117949;0;7.6;29.44;70;184.76
0;054;3;15139;0;12.16;39;108.39;302.39
0;054;4;2366;5.36;6.32;148.78;219.33;1986.32
0;055;1;41591;0;5;23.3;62.64;216
0;055;2;112829;3.24;26.14;71.6;152.96;515.54
0;055;3;146204;5.8;47.72;138.32;336.24;1159
0;055;4;502188;53.04;310.28;752.96;1722.1;3850.88
0;056;1;33600;0;0;9.32;34.88;127.2
0;056;2;50469;0.04;18.92;51.16;126.5;366.6
0;056;3;42988;12.28;69.76;145.04;309.6;1016.24
0;056;4;58638;69.28;400.4;869.72;1757.41;3523.82
0;057;1;59856;0;0;0;7.24;36.56
0;057;2;41355;0;1.6;10.36;37.52;138.16
0;057;3;17612;0;13.2;61.72;154.44;348.16
0;057;4;25799;7.12;144;982.88;1306.78;3918.56
0;058;1;143766;0;0;0;0;80.4
0;058;2;306104;0;0;0;53.48;237.68
0;058;3;230090;0;26.41;85.67;203.4;883.88
0;058;4;184331;28.84;149.52;378.3;1174.88;2752.74
0;070;1;23307;20.6;47.44;66.18;99.6;189.68
0;070;2;36574;19.84;56.2;89.16;219.2;512.91
0;070;3;22986;51.2;138.07;223.29;448.62;1346.8
0;070;4;2084;676.64;676.64;1041.98;1407.33;1407.33
0;071;1;188775;9.8;29.08;52;72.12;103.33
