vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;4;4;46.9;9.4;10;10.8;13.4;16
0;001;2;26;26;618.5;5;14.6;26.1;34.3;38
0;001;3;45;45;1641.6;1.3;14.8;34.5;44.1;89
0;001;4;79;79;5421.1;15.8;36.1;48.4;77.5;177.8
0;002;1;2;2;15.2;3.4;3.4;7.6;11.8;11.8
0;002;2;7;7;359.1;10.6;12.8;16.3;93.3;191.8
0;002;3;35;33;2678.2;3.2;12.3;43.7;153.9;226.7
0;002;4;61;60;7888.7;4.3;33.1;101.4;185.6;413.9
0;003;1;74;61;4959.1;0.4;23;82.5;123.3;169.9
0;003;2;100;86;7832.3;8;53.1;84.8;119.5;189.4
0;003;3;187;187;19041;18.5;63.1;94.8;126.8;216.1
0;003;4;184;184;25172.3;45.6;77.7;106.9;170.4;301.2
0;004;1;31;26;994.6;1.2;5.7;16.5;55;123
0;004;2;88;82;3600;1.2;10.6;24.7;57.1;116.7
0;004;3;328;320;15144.3;4.6;17.2;35.5;63.7;124.2
0;004;4;1322;1311;109273.9;11.6;33.6;64.1;109.2;221.3
0;005;1;110;96;1911.2;0.8;8.8;14.4;23.5;63.4
0;005;2;118;106;2082.4;2;9;13.1;24.1;52.4
0;005;3;79;73;2660.4;1.6;11.3;24.1;44.9;136.8
0;005;4;126;122;5993.2;5.2;17.3;33.7;58;129.4
0;020;1;152;124;476.4;0.3;0.4;1;4.5;15.3
0;020;2;134;115;834.7;0.4;0.8;2.9;9.5;31.8
0;020;3;147;129;1453.6;0.4;0.9;4.4;15.8;44.5
0;020;4;176;171;4491.8;0.4;4.8;15.3;33.6;94.7
0;021;1;1492;1241;4023.7;0.4;0.4;1.1;1.9;12.5
0;021;2;1050;893;5478.2;0.4;0.8;1.5;4.8;27
0;021;3;680;612;10425.7;0.4;1.1;5.3;17.4;68.7
0;021;4;527;507;15081;0.7;5.5;15.4;37.1;113.9
0;022;1;230;196;605;0.3;0.4;0.8;2;13.3
0;022;2;263;233;1391.6;0.4;0.4;1.1;6;24.4
0;022;3;103;87;1269.1;0.4;0.9;6;20.8;58.1
0;022;4;72;65;2344.4;0.3;7.5;19.5;54.2;108.5
0;023;1;607;457;1228.1;0.4;0.4;1.1;1.9;9.7
0;023;2;290;244;1573.7;0.4;0.8;1.6;4.6;15.7
0;023;3;188;173;1952.1;0.4;0.7;1.9;14.7;45
0;023;4;42;41;1788.7;4.5;7.5;23.3;54.1;119.6
0;024;1;1410;1165;1750;0.4;0.4;0.9;1.6;4.1
0;024;2;1648;1430;3157;0.4;0.4;1.2;2;8
0;024;3;515;457;2741.3;0.4;0.8;1.6;6.4;22.9
0;024;4;67;66;1431;0.4;1.6;9.7;24.9;106.5
0;025;1;3509;626;1192;0.3;0.4;0.8;1.6;8
0;025;2;172;72;222.1;0.4;0.6;1.2;4.5;12
0;025;3;44;18;270.8;0.4;1.6;6.5;14.3;100
0;025;4;4;4;161.8;26.1;27.7;39.8;53.2;56.1
0;026;1;671;232;906.2;0.4;0.4;1.1;4.1;19.1
0;026;2;391;234;2056;0.4;0.7;1.6;8.3;44.5
0;026;3;196;149;3336.4;0.4;4.5;12;31;78.1
0;026;4;65;61;2667.6;2;9.7;22.5;63;136.1
0;040;1;268;22;174.2;0.4;3;7.1;10.3;18
0;040;2;237;58;815;0.8;3.4;7.7;16;49.5
0;040;3;116;59;1094.7;1;7.1;11;24.1;48
0;040;4;25;19;359.5;0.4;1.7;11.1;27.5;80.4
0;041;1;595;125;935.5;0.3;0.8;3.3;10.4;25
0;041;2;976;257;2879.7;0.4;3.3;7.5;15;33.4
0;041;3;613;286;4904.3;0.8;6;11.7;22.3;50
0;041;4;104;85;2424;4;11.3;17;38.3;85.8
0;042;1;2384;282;2845.3;1;4;7;12;27
0;042;2;3163;828;9541;1.1;5;8;14;31.7
0;042;3;1393;775;12076.7;1.7;6;11;19.5;44.3
0;042;4;197;170;4223.6;3;9.6;19;33.5;67.3
0;043;1;1310;74;652.5;0.3;2.5;5;9.1;31
0;043;2;508;125;1248.1;1;3.3;6;11.4;27.9
0;043;3;112;73;1610.8;1;7.5;14.7;24.9;63.3
0;043;4;10;9;175.9;6;10;19.3;25.1;35.5
0;044;1;654;115;1072.9;0.5;2;5.7;12;27.7
0;044;2;946;262;2824.1;1;4.4;8.5;12.9;29.9
0;044;3;942;357;4904.3;0.8;5;9.5;17.3;40.4
0;044;4;300;223;5724.8;0.9;6.8;16.9;35.4;76.1
0;045;1;768;97;792.5;0.7;3;6;11.1;27.2
0;045;2;2577;576;6348.1;1.5;5;9;14.2;30
0;045;3;1236;743;11438.9;1.2;5.7;10.6;19.4;43.7
0;045;4;489;406;10049.5;2.2;8.5;16.9;31.4;73.1
0;046;1;2399;257;2389;1;3.4;7.2;11.7;25.7
0;046;2;5484;1197;13576.7;0.9;4.5;8;14;33.4
0;046;3;2304;1358;20278.1;1.4;5.5;10.3;18.1;42.9
0;046;4;786;676;16104.7;1.1;7.5;16.3;31.4;70.7
0;047;1;2186;153;1113.9;0.6;3;5.5;9.3;20.5
0;047;2;4638;705;6187.6;0.6;4;7.1;11;23.1
0;047;3;1295;589;7730;1.1;5;9.9;16;38.9
0;047;4;136;108;2579.6;2.9;10;17.5;30.6;67.6
0;048;1;2118;140;901.1;0.5;1.2;4;8;18
0;048;2;2043;313;3790.9;1;4.5;8;15;35
0;048;3;1366;370;4930.3;1;5;9;16.4;41.5
0;048;4;50;38;1035.2;4.3;8.1;19.4;35.9;77.9
0;049;1;313;297;6092.4;3;9;15;28;52.1
0;049;2;390;145;3767.1;2.5;8.3;15;31.2;75.5
0;049;3;127;116;3471.8;4;10.5;17.3;32.5;92
0;049;4;92;86;3277.6;3;13;28;50.5;103.5
0;050;1;418;185;2032.2;1.7;4;7;13;31.8
0;050;2;380;143;1759.3;1.5;4;6.3;16.6;42.8
0;050;3;118;81;1634.3;1.1;7.5;13;28;59.5
0;050;4;31;29;788.1;2.3;11.8;17.1;42.3;73.3
0;051;1;2741;1380;9905.5;1.3;3;5;9;20
0;051;2;439;262;2518.1;1;2.7;5.4;11.6;33.4
0;051;3;101;78;791.3;2;3.3;8;11;28
0;051;4;18;16;299.9;3.7;7;14;23.8;51
0;052;1;647;57;309;0.3;2;4.5;8.3;13
0;052;2;578;167;2007.7;1;3.7;7.5;14;39
0;052;3;537;270;3756.1;0.7;4;9;18;46.1
0;052;4;235;185;3344.1;0.9;5.2;10.3;22.7;60.9
0;053;1;6741;776;4792.5;0.8;3.3;4.6;7.7;14.3
0;053;2;3449;705;6284.6;0.9;4;6.9;11;24
0;053;3;1825;544;6681.9;1.3;5;8.6;14;34.5
0;053;4;231;197;4484.4;2.3;8.9;16.4;31.3;61.3
0;054;1;3396;162;838.4;0.6;2;4;6.5;12.2
0;054;2;1151;124;834.2;0.5;2.3;4.3;8;19
0;054;3;127;26;240.3;1;2.9;6.5;11.5;24.3
0;054;4;7;5;168.8;23;26;36.6;40;43.2
0;055;1;661;109;791.2;0.6;2;4.9;10;22.1
0;055;2;408;119;1252;0.5;3.4;8;13.1;36.4
0;055;3;214;104;1470;0.7;4.4;9.8;20.3;40
0;055;4;102;81;1859.7;0.7;5.4;15.8;28.3;60.4
0;056;1;1013;181;914.4;0.4;1.5;4.2;6.8;14
0;056;2;282;96;757.7;0.8;2.9;6.7;11.1;18.8
0;056;3;83;45;691;2;5.3;11;19.7;44
0;056;4;27;22;385.5;3.4;6.3;11.5;19.4;51.8
0;057;1;12122;553;2123.3;0.3;1;3;5.4;10
0;057;2;1125;140;1008.5;0.6;3.2;5.3;9.3;18.9
0;057;3;157;66;776.4;0.3;4.9;8;13.1;36.5
0;057;4;17;11;224.4;3.4;6;20;25.2;57
0;058;1;9804;331;2205.5;0.4;2;4.9;8.1;20.3
0;058;2;4491;636;6756.4;0.8;4.2;7.7;13.3;30
0;058;3;1438;573;8614.3;1.2;5.5;11;19.1;44.3
0;058;4;231;178;4930.2;1.3;9.5;18.4;33.5;82.5
0;070;1;372;234;820.4;0.3;0.5;1.4;5;13.2
0;070;2;145;111;594.1;0.3;0.7;2.8;6.8;18
0;070;3;18;15;168;0.3;0.8;11.9;20.6;26.9
0;070;4;5;5;43.7;0.4;0.8;8.5;12.3;21.8
0;071;1;3626;1977;1369.3;0.3;0.3;0.3;0.6;1.4
0;071;2;1696;1126;2879.5;0.3;0.3;0.4;0.9;12.8
0;071;3;61;40;376.1;0.3;0.3;6;9.9;51
0;071;4;6;5;30.5;0.3;4;4.6;10.3;11.3
0;072;1;3520;809;1473.7;0.3;0.4;0.5;1.7;7.6
0;072;2;467;153;630.9;0.3;0.4;0.7;2.5;13.4
0;072;3;47;21;149.3;0.4;0.8;3.7;9.7;21.8
0;072;4;2;2;14.8;5;5;7.4;9.8;9.8
0;073;1;12227;6441;3783.4;0.3;0.3;0.4;0.6;1.5
0;073;2;2403;1449;1173.2;0.3;0.3;0.4;0.7;2
0;073;3;181;105;400.7;0.3;0.3;0.6;1.5;20.4
0;073;4;13;12;292.4;0.4;6.5;13.3;23;90.7
0;080;1;200;173;1425.5;0.7;3.4;7;10.9;22
0;080;2;64;55;716.6;0.5;4.6;8.9;21.5;37.3
0;080;3;10;9;289.6;1;14.8;23.8;39.8;122.9
0;080;4;1;1;1.2;1.2;1.2;1.2;1.2;1.2
0;081;1;291;8;83;1;4.4;8;10.1;37
0;081;2;287;20;173.9;1.5;2.8;5.3;10;35.3
0;081;3;52;12;142.9;0.5;1.8;5.9;18.3;44
0;081;4;6;3;62.9;3.4;3.4;14;45.5;45.5
0;082;1;1060;201;1256.6;0.4;2;4.6;7.6;20
0;082;2;1205;219;1817.8;0.6;3;6.6;10.6;23.7
0;082;3;361;140;1468.9;1.6;4.6;7.3;11.4;24.9
0;082;4;17;12;412.9;0.9;9.6;22.8;47.8;121.4
0;090;1;93;33;159.5;0.3;0.6;2.4;4.1;29.5
0;090;2;196;157;2906.4;0.9;3;10.9;24.8;62.3
0;090;3;47;45;1063.4;2;6.2;18.3;31.3;61.4
0;090;4;76;75;2565.3;1.6;6;24.4;55.7;102
0;091;1;229;197;973.5;0.4;0.7;2.3;6.3;14.6
0;091;2;147;133;1152.5;0.4;0.8;3.3;9.5;33
0;091;3;22;21;207;0.4;2.4;6.7;9.2;42.8
0;091;4;42;42;886.1;1.3;9.6;16.4;24.1;64.2
0;092;1;2193;1944;5532.1;0.4;0.8;1.6;3.8;8.8
0;092;2;278;252;1353.6;0.4;1.2;3.5;7.3;16
0;092;3;41;40;595.7;2;3.4;6.4;13.1;63.5
0;092;4;8;8;287.8;2.9;13.4;35.4;52.2;82.9
0;093;1;7034;5009;13547.2;0.4;0.9;1.8;3.5;8
0;093;2;549;430;2421.7;0.4;1.3;3.2;6.8;17.3
0;093;3;48;41;748.5;0.5;2.2;7.8;23.6;68
0;093;4;4;4;74.9;1.3;3.1;16.6;34.4;40.4
0;094;1;2000;1013;3185.4;0.3;0.6;1.5;3.7;10.3
0;094;2;326;193;1106.4;0.4;0.8;2.4;6.6;24.1
0;094;3;46;34;522.5;0.5;2.3;9.2;26.3;57
0;094;4;7;6;166.9;2.9;7.2;11.5;20.8;113
0;095;1;330;238;708.9;0.3;0.7;1.6;5;9
0;095;2;65;45;193.6;0.4;1.1;3;5.5;15
0;095;3;8;8;45.6;0.4;1.1;2.8;7.1;23.1
0;096;1;736;362;973.5;0.3;0.4;1.2;3.4;9.2
0;096;2;165;78;274.8;0.4;0.8;1.7;5.1;13.7
0;096;3;12;7;68.6;0.8;6.3;9.5;13.1;18.3
0;097;1;10939;1879;6769.7;0.3;0.9;2.5;5;10.3
0;097;2;499;189;1228.7;0.4;1.6;4.6;9;19.2
0;097;3;34;21;394.7;0.8;6.6;9;14.9;39.2
0;097;4;4;3;199.1;16.6;16.6;51.2;131.3;131.3
0;098;1;14114;7928;21201.8;0.3;0.8;1.7;3.7;8
0;098;2;1547;875;4059.9;0.4;0.9;2.4;5.7;14.9
0;098;3;104;72;779;0.8;1.9;6.4;12;35.3
0;098;4;12;12;400.3;0.5;13.6;23.8;40.4;105.7
0;110;1;638;171;2680;0.4;1.6;7.5;15;71.4
0;110;2;712;247;4169.5;0.4;3.3;7.5;21;65
0;110;3;378;210;5029.7;1;6;14.5;28.9;77.4
0;110;4;66;56;2704.4;4;14.2;31.5;57.2;176.1
0;111;1;1943;74;438.5;0.4;2.9;4.8;7.7;15
0;111;2;1271;127;957.3;0.9;2.9;6;10;19.2
0;111;3;235;67;799.2;1;4.5;10;15;32.5
0;111;4;15;14;344.3;0.3;5;16.5;34.3;90.3
0;112;1;738;260;1162.9;0.9;2;3.7;5.7;11.1
0;112;2;247;62;407;0.6;2.3;4.8;9.2;18
0;112;3;87;31;282.8;1;2.6;6.6;10.5;27.6
0;112;4;9;7;150.7;4.5;5.4;18.3;36.9;43
0;113;1;6670;4313;25669.5;1.1;3;4.7;7.6;13.7
0;113;2;4063;2819;22002.6;1.2;4;6;9.6;20
0;113;3;634;505;6225.9;1.7;4.6;8;13;34.5
0;113;4;63;53;1493.9;3.1;7.7;18.5;42.9;87.6
0;114;1;5564;2563;6859.5;0.3;0.5;1.1;3.3;10
0;114;2;753;416;3437.1;0.3;1.1;4;10.2;32
0;114;3;168;120;2627.3;0.5;3.6;9.6;23.2;78.8
0;114;4;32;29;822.2;4.8;10.6;21.6;33.6;110.7
0;115;1;2478;753;3773.6;0.6;2;4;6.5;12.9
0;115;2;1277;269;2201.1;0.6;3.4;6.1;10.6;20.5
0;115;3;145;89;1131.4;1;4;7.9;17.3;37.6
0;115;4;27;26;563.9;0.6;8.3;11.7;39;45.4
0;120;1;341;310;1440.8;0.4;0.8;1.7;5.9;16
0;120;2;643;611;4907.7;0.4;1.2;2;10;30.8
0;120;3;320;314;5112.5;0.4;1.6;9.1;20.5;56.6
0;120;4;213;208;6031.3;1.2;7.1;18.6;40.5;90.7
0;121;1;1243;517;3270.4;0.4;0.8;1.6;7.4;27
0;121;2;1580;869;11391.9;0.4;1.6;7.2;16.4;44.6
0;121;3;765;586;14371.5;0.8;7;13.4;31.4;83.7
0;121;4;292;273;12446.8;3.4;15;30;58.8;146
0;122;1;142;49;489.2;0.8;2.6;4.6;9.7;32.9
0;122;2;191;89;1288.6;0.4;2.5;10;17;53.8
0;122;3;116;84;2068.5;0.8;9.3;17.3;30.5;66.6
0;122;4;65;58;2681.8;4.4;17.1;35.7;65;123.9
0;130;1;20;17;257.1;2;5.5;16.4;19.5;39.2
0;130;2;110;107;2358.3;2.9;9.7;15.1;31.5;59.3
0;130;3;327;313;9425.1;4.3;11.3;21.6;39.1;83.7
0;130;4;841;829;34781.1;4.3;15.4;29.2;53.8;120.4
0;131;1;78;57;2511.2;2;22.8;39.6;66.3;94.9
0;131;2;177;165;6283.1;5;12.7;31.8;51.8;95.2
0;131;3;235;221;9817.8;6.7;19.6;34;57.9;115.8
0;131;4;81;78;6408.5;3.9;35;61.6;96;248.9
0;132;1;15;10;109.1;2;4.6;7.2;8.3;49.3
0;132;2;28;16;133;1;4.6;6;8.8;33.3
0;132;3;9;6;57.2;5;6;7.7;9.7;21.1
0;132;4;3;1;10;10;10;10;10;10
0;133;1;898;342;3567;0.8;4.6;8;13;28.7
0;133;2;652;354;4658.4;0.9;5.4;9.1;17;38.2
0;133;3;1098;688;10369.6;1.1;6.2;11.1;19;41.8
0;133;4;325;262;6190.8;1;6.7;14.7;25.8;74
0;134;1;737;201;1827.8;1;4.6;8;11.4;21.4
0;134;2;1774;631;7281.8;1.1;5;9.1;14.3;31.3
0;134;3;1156;634;9200.9;1.8;6;10.9;18.2;43.7
0;134;4;298;202;3957.4;1.7;6.3;12.3;24.5;58.4
0;135;1;618;54;349.7;0.7;3.4;5.1;8.9;16
0;135;2;563;136;1247.1;1;4.5;6.6;11.7;26.4
0;135;3;239;130;1961.2;2.9;7;11.7;20;41.6
0;135;4;44;36;783.2;0.6;4.6;13.9;32.4;65.5
0;136;1;1440;314;3973.8;0.6;3;7.5;15.6;37.7
0;136;2;4740;1445;18255;0.9;4;8;15;41.1
0;136;3;2795;1402;25008.7;1.5;6;12;22.3;54.7
0;136;4;344;274;7535.2;2;8.6;16.3;35.3;91.7
0;137;1;790;662;9380.4;1.7;5.7;10;16.7;40.2
0;137;2;1763;1616;32784.6;3.3;8.6;14.6;24.7;55.1
0;137;3;1814;1723;45204.5;3.9;10.8;18.9;33.5;71.7
0;137;4;1063;1030;37602.4;3;13.2;26;47.8;100.1
0;138;1;278;223;1590.2;1.7;4.3;6.3;9.4;15.8
0;138;2;129;106;909.3;1.3;4.6;6.8;11;23.5
0;138;3;50;43;309.6;1.3;3.3;5.3;9.4;19.9
0;138;4;16;14;162.3;3.3;4.6;8.3;9.4;40
0;139;1;8054;7579;80682.1;2.1;5.3;8.6;13.3;26
0;139;2;8762;8377;126391.7;3.1;7.9;11.7;18.7;37.3
0;139;3;5744;5524;107826.3;3.1;9;14.4;24.5;51.3
0;139;4;1962;1913;50788;2.5;9.7;18.9;32.7;77.4
0;140;1;5571;3489;40435;2;6;9.3;13.7;29
0;140;2;9215;6423;92915.2;3;7.3;10.9;17.1;37
0;140;3;6439;4971;95867.1;3.3;8.5;13.3;22.8;54.3
0;140;4;1853;1650;45372.6;3;10.3;18.9;35;82.1
