vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;12082004;24678.62;32733;44918.58;69404.98;142457.1
0;002;10254459;33584.1;41842.04;50670.11;72450.14;160629.35
0;003;25457017;3485.47;18681.76;26837.85;41515.13;92559.89
0;004;116104513;11929.83;26814;41162.05;62129.51;114061.77
0;005;9830031;3776.78;10604.13;16448.69;25995.06;57926.2
0;020;11544316;3671.51;6232.31;10061.72;18156.18;40783.57
0;021;64658329;3766.64;7780.47;10552.4;16485.77;38257.77
0;022;7907035;2698.3;5213.25;7397.09;12333.84;30400.71
0;023;10693456;1218.55;2897.75;5328.89;9974.56;31194.33
0;024;23531233;2443.79;3186.51;3739.56;5104.25;14151.66
0;025;5715975;800.34;1099.49;1387.03;2065.56;8832.94
0;026;13702231;1472.51;4329.92;6991.34;11795.78;33983.82
0;040;3298037;881.67;1618.4;3365.65;6692.27;21328.97
0;041;22860928;1192.44;2811.66;5319.82;9564.56;22523.18
0;042;99095536;1161.73;3424.86;6214.94;10736.49;22502.41
0;043;7450836;793.95;1615.16;2555.43;3892.71;9869.9
0;044;24265780;699.09;1907.3;4632.7;9378.94;25654.34
0;045;125263450;1576.89;3323.21;5321.25;9691.55;26219.25
0;046;6838072;906.53;2059.84;3460.11;5777.69;14300.87
0;047;29834916;999.57;2041.71;3107.04;4778.99;10355.46
0;048;22098839;814.25;1732.01;3224.39;5736.12;12180.83
0;049;7321651;1421.04;4001.27;7084.49;12699.13;28537.67
0;050;4736090;1020.76;2542.83;4606.19;8429.83;19203.5
0;051;2666131;975.62;1540.5;2122.55;2984.43;6305.33
0;052;11414942;710.77;1291.71;2696.94;5455.22;15736.37
0;053;43793659;686.83;1019.66;1650.35;3267.56;9347.76
0;054;10462258;625.5;907.99;1382.28;2384.06;4854.35
0;055;14690318;824.89;2023.15;3968.98;7672.21;20528.32
0;056;5769651;662.59;1155.89;2071.03;4261.5;12354.12
0;057;11189362;577.01;685.11;841.19;1187.96;2905.88
0;058;35326267;583.08;804.96;991.25;2023.93;8773.82
0;070;1987964;1205.88;1707.69;2401.76;4400.78;9703.41
0;071;16960519;1459.2;2371.93;2822.45;3303.6;4431.95
0;072;4041310;860.96;1336.37;1750.13;2635.19;4896.41
0;073;9855342;1354.15;1574.28;1776.56;2023.96;3432.82
0;080;1084542;857.74;1535.77;2325.21;3519.14;6079.99
0;081;2273081;855.46;1539.99;2305.98;3603.45;6711.58
0;082;7502668;670.56;1301.85;2290.69;3967.32;9543.1
0;090;4137819;1266.75;2209.87;10547.21;17172.53;45059.39
0;091;6989725;2127.14;4274.38;8205.09;23526.9;24786.91
0;092;11403981;1292.88;1993.55;2671.35;3673.81;5387.92
0;093;16082396;1360.98;1787.79;2075.29;2469.21;3928.88
0;094;4375360;874.64;1232.45;1692.38;2512.82;6846.8
0;095;1678965;1046;1406.28;1824.23;2626.12;4401.29
0;096;2949852;1154.42;1749.11;2400.45;3123.94;5182.29
0;097;10830120;780.44;915.12;1177.69;1423.41;2520.35
0;098;25316260;966.65;1298.17;1665.41;2259.83;3701.26
0;110;10290263;874.22;1644.08;2828;5327;17462.78
0;111;13993137;716.2;1358.68;2234.98;3627.88;7523.71
0;112;2603817;572.02;931.64;1534.03;2543.21;6614.09
0;113;30954461;645.44;1094.5;1561.25;2247.29;4399.88
