vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1613308;1356.65;2859.91;4880.96;9735.24;21581.93
0;002;1438170;3251.69;6164.48;8093.43;11868.13;27678.23
0;003;6955650;76.48;3411.83;6366.51;11273.3;27269.67
0;004;17613493;767.1;3031.74;5529.49;9190.2;20414.88
0;005;870594;143;429.08;852.02;2111.98;6755.49
0;020;906195;88.32;214.7;533.43;1405.72;4127.06
0;021;4073653;75.16;259.73;477.2;870.16;3325.25
0;022;267337;40.16;69.52;116.35;259.49;2043.92
0;023;512646;8.68;56.14;111.68;281.69;1647.1
0;024;977103;53.32;90.4;125.98;202.5;588.38
0;025;232108;3.28;17.12;37.56;59.04;160.64
0;026;525195;9.96;54.72;102.94;220.61;1232.12
0;040;134333;0;11.4;60.32;232.84;1015.24
0;041;1588535;16.92;101.58;212.18;486.98;2215.68
0;042;2135652;0;20.47;67.6;158.72;646.56
0;043;591193;0;57.64;193.36;342.64;679.5
0;044;1140849;2.16;32.64;122.12;341.43;1576
0;045;4577766;9.44;49.4;116.2;289.62;1261.2
0;046;276829;2.92;33.56;82.8;150.36;626
0;047;664060;1.88;14.96;44.54;93.56;271.96
0;048;3669418;0;13.72;56.04;204.4;4990.96
0;049;1656267;8.96;165.8;729.97;4557.92;7854.36
0;050;496905;0;66.76;254.46;657.55;2551.27
0;051;132125;2.8;19.12;57.4;126.96;706.55
0;052;554776;0;6.04;46.74;143.68;1091.28
0;053;1776358;0;2.08;18.4;76.56;434.52
0;054;232362;0;4.2;17.36;54.76;148.36
0;055;553207;0;21.26;73.46;202.53;1078.13
0;056;174104;0;4.8;30.5;95.55;461.32
0;057;148863;0;0;1.4;9.16;52.2
0;058;1001975;0;0;0;0;133.12
0;070;63571;28.12;49.6;69.68;127.2;381.72
0;071;432024;10.88;32.82;57.32;79.96;125.8
0;072;127951;3.68;25.6;48.96;70.12;131.52
0;073;190900;5.04;11.04;21.4;38.68;81.6
0;080;47086;7.2;24.4;51.16;110.52;334.96
0;081;107350;0;10.4;61.72;164.52;440.2
0;082;324580;0;8.86;43.92;139.56;589.43
0;090;297389;33.56;86.08;351.99;779.24;3574.96
0;091;305831;55.6;111.48;194.9;381.53;1628.53
0;092;579524;48.32;86.08;124.23;180.88;328.66
0;093;648714;35.08;54.16;71.64;97.84;196.96
0;094;263172;21.88;46.28;68.6;121.12;406.28
0;095;54500;30;49.52;65.06;89.3;170.92
0;096;86751;30.56;50.28;70.52;97.6;187.12
0;097;518900;20.64;37.36;49.88;66.86;129.04
0;098;1207702;28.08;49.32;67.76;99.84;186.29
0;110;892767;6.8;49.88;113.66;348.6;2089.05
0;111;248693;0;6.28;21.92;62.68;155.24
0;112;134125;0;5.88;19.8;52.52;403.86
0;113;898072;0;6.76;25.39;65.2;204.36
0;114;891143;0.4;22.08;49.2;99.35;842
0;115;391092;0;0;0;40.56;182.12
0;120;1340750;109.48;220.5;355.62;678.12;2517.55
0;121;2531996;25.08;79.8;184.13;519.92;2650.97
0;122;537735;18.08;74.18;202.7;786.1;3326.62
0;130;4684895;333.92;992.58;1887.69;3498.16;7946.92
0;131;1083955;0;195.52;843.82;2073.88;4316.25
0;132;10384;0;3.92;29.84;82.68;714.08
0;133;782522;0;24.32;120.58;336.28;1586.25
0;134;1615687;39.6;101.48;170.17;302.12;1274.48
0;135;321447;2.12;23.56;72.48;165.2;682.55
0;136;4607465;1.92;65.68;179.2;549.6;2095.61
0;137;5187908;28.52;153.25;336;885.76;2458.54
0;138;38342;2.96;17.28;35.84;63.65;134.36
0;139;11306274;16.6;64.48;163.16;341.1;1356.36
0;140;9490886;9.44;101.56;196.92;373.66;1367.4
0;141;923597;1;8.44;23.48;56.36;207
0;142;458150;0;38.64;105.36;256.95;1323.04
0;143;817711;1.2;27.46;75.9;185.12;1024.11
0;144;3323046;0;2.68;33.76;115.36;505.88
0;160;97973;156.52;293.22;379.2;1056.58;2509.87
0;161;352782;14.16;45.04;104.77;239.48;1219.92
0;162;1351497;428.98;650.28;957.58;1746.37;4428.96
0;163;2923008;297.16;435.38;591.28;928.24;2829.05
0;164;1248;1247.89;1247.89;1247.89;1247.89;1247.89
0;165;2853401;427.06;601.46;823.68;1339.51;3612.68
0;166;3027324;274.3;412.29;554.2;810.38;1738.93
0;167;433167;20.64;69.48;142;435.1;1818.72
0;168;2728484;64.94;169.48;302.04;596.87;2889.51
0;169;879000;152.52;283.79;427.07;832.02;3604.81
0;170;180286;37.16;97.2;176.28;403.25;1300.8
0;171;806101;7.72;19.92;42.98;97.52;413.93
0;172;1591682;96.77;407.37;987.11;2159.53;6352.23
0;173;6790468;37.4;76.6;126.36;246.23;1623.64
0;174;4241327;97.52;198.76;427.08;1066.4;1489.16
0;175;4164780;3.92;78.8;126.31;203.08;636.48
0;176;116851;4.48;9.76;18.44;38.76;129.08
0;177;130061;6.92;14.68;34;91;565.18
0;178;230323;17.08;57.6;158.04;485.75;2023.52
0;179;282798;7.16;17.96;35.94;55.16;98.84
0;180;682624;13.84;70.64;194.5;570.66;2821.54
0;190;3543342;6.56;44.84;140.8;388.28;1276.44
0;191;1678015;20.32;87.06;107.12;170.29;454
0;192;2655304;30.08;86;96.28;137.52;238.6
0;193;297064;34.08;442.88;914.96;1782.84;5044
0;194;4872519;10;47.12;106.5;231.24;977.66
0;195;382141;17.22;64.1;115.88;200.16;1357.76
0;196;227149;0;2.12;22.76;201.9;1331.39
0;197;1871967;3.92;52.2;98.76;182.2;1194.56
0;198;398120;0;9.52;44.08;113.2;432.06
0;199;198764;0.28;8.2;29.12;72.48;207.08
0;200;197532;0;9.92;48.28;123.2;603.96
0;201;1754873;1.05;10.26;30.76;77.88;300.32
0;202;312311;1.68;16.84;44.8;105.4;462.45
0;203;316927;0;4.44;17.38;54.06;154.96
0;204;478669;0;3.36;13.64;50.22;176.12
0;205;55757;0.16;14.96;57.17;127.04;391.32
0;206;1131631;3.76;67.76;255.32;810.06;3410.76
0;207;920812;0;10.52;40.56;114.14;608.58
0;220;5232275;59.56;104.36;236.14;970.43;4678.57
0;221;15469844;129.36;244.49;445.48;1023.27;3927.15
0;222;223085;19.72;49.04;88.19;237.83;1360.13
0;223;1156435;51.36;112.16;189.4;427.32;2048.72
0;224;1002086;44.44;81;173.64;422.66;1953.72
0;225;2202384;39.72;67.4;102.92;166.52;468.84
0;226;896802;9.32;25.48;41.24;64.2;220.2
0;227;1071461;29.56;52.6;73.53;109.36;256
0;228;1197989;18.68;38.52;54.21;71.24;120.24
0;229;1844790;36.92;90.16;220.86;717.27;3873.28
