vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;4;61491;12231.82;12231.82;12231.82;18513.53;24795.24
0;001;1;2;4;5188;965.87;965.87;1086.24;1628.38;2050.14
0;001;1;3;3;1140;125.73;125.73;229.17;785.56;785.56
0;001;1;4;2;867;15.27;15.27;433.69;852.12;852.12
0;001;1;6;4;1287;82.54;96.31;243.15;547.34;718.47
0;001;1;7;4;348;29.9;31.91;60.83;142.16;196.58
0;001;1;9;3;950;190.55;190.55;329.86;429.54;429.54
0;001;1;12;4;2576;77.53;408.46;807.03;879.77;884.87
0;001;2;1;16;193901;6.29;12231.82;12231.82;12231.82;25404.1
0;001;2;2;14;18295;965.87;965.87;1206.62;1206.62;2443.35
0;001;2;3;14;5998;80.47;334.79;439.63;559.23;812.29
0;001;2;4;8;346;15.27;15.27;15.27;52.31;164.98
0;001;2;6;16;4681;8.18;84.08;182.98;389.43;1574.38
0;001;2;7;11;1399;22.62;26.88;147.03;171.9;318.19
0;001;2;9;14;4044;115.51;212.58;245.89;365.12;496.88
0;001;2;12;16;8702;83.9;189.33;576.12;894.24;1165.42
0;001;3;1;35;430373;296.24;12231.82;12231.82;12231.82;22995.21
0;001;3;2;34;40247;951.59;1188.79;1206.62;1206.62;1567.77
0;001;3;3;35;20628;229.17;407.72;546.03;696.59;1197.68
0;001;3;4;24;2761;15.27;15.27;22.9;148.27;463.99
0;001;3;6;36;12081;19.63;201.71;297.2;445.55;742.88
0;001;3;7;33;4368;40.61;81.78;113.1;171.27;298.47
0;001;3;9;33;10864;190.55;221.84;297.15;409.45;568.82
0;001;3;10;1;295;294.89;294.89;294.89;294.89;294.89
0;001;3;12;36;20983;38.35;242.08;645.9;815.62;1098.77
0;001;4;1;151;2005281;8973.53;12231.82;12231.82;12858.11;24463.64
0;001;4;2;149;211746;965.87;1206.62;1206.62;1444.66;2660.68
0;001;4;3;151;160522;360.24;618.96;833.04;1270.28;2795.05
0;001;4;4;125;111946;15.27;61.08;234.97;884.67;3781.23
0;001;4;5;1;10;10.49;10.49;10.49;10.49;10.49
0;001;4;6;152;155097;164.91;445.47;743.13;1328.62;3040.32
0;001;4;7;140;46838;26.62;130.2;236.13;377.97;1039.46
0;001;4;9;151;64226;190.55;277.27;386.88;523.57;824.49
0;001;4;10;9;2650;290.53;294.89;294.89;294.89;294.89
0;001;4;12;152;190392;203.77;648.06;911.58;1406.77;4398.6
0;002;2;1;4;36140;7878.28;8301.48;9014;9768.33;10233.34
0;002;2;2;4;5566;1206.62;1296.9;1387.19;1485.95;1584.72
0;002;2;3;4;4911;669.58;768.75;883.17;1686.71;2475.01
0;002;2;4;4;3551;110.15;228.79;549.14;1546.64;2342.42
0;002;2;6;4;3717;335.6;504.94;969.47;1353.78;1442.91
0;002;2;7;2;346;114.79;114.79;172.82;230.86;230.86
0;002;2;9;4;1402;102.92;166.97;381.01;534.17;537.35
0;002;2;12;4;4639;792.25;819.98;935.39;1499.64;1976.23
0;002;3;1;27;247038;7846.61;8273.08;8724.69;8741.7;14262.69
0;002;3;2;27;33958;963.03;1206.62;1206.62;1387.19;1396.38
0;002;3;3;27;21446;455.5;561.12;731.8;897.79;1061.56
0;002;3;4;27;22803;220.52;437.32;673.11;1450.48;1682.08
0;002;3;6;27;17355;144.35;236.78;579.52;954.43;1307.69
0;002;3;7;19;3331;11.31;33.93;79.95;192.27;847.86
0;002;3;9;27;8675;51.46;154.38;330.82;477.9;610.62
0;002;3;12;27;20215;402.78;629.49;748.53;813.83;1070.39
0;002;4;1;107;1073976;6935.86;8724.69;10233.34;10239.63;16469.74
0;002;4;2;107;154166;1062.16;1206.62;1278.85;1398.49;2508.94
0;002;4;3;105;140569;638.75;888.04;1086.38;1473.98;3133.09
0;002;4;4;107;204749;256.55;554.94;937.99;1724.42;6599.48
0;002;4;6;107;114851;338.29;528.45;867.13;1386.85;2863.74
0;002;4;7;84;58873;26;99.03;256.41;873.81;2225.02
0;002;4;9;104;43048;190.55;293.2;396.66;533.64;724.73
0;002;4;10;1;581;581.06;581.06;581.06;581.06;581.06
0;002;4;12;107;143769;386.22;752.33;1018.66;1463.49;3760.8
0;003;1;1;45;96036;348.62;1998.47;1998.47;1998.47;5822.99
0;003;1;2;12;4770;39.88;128.03;232.76;711.43;1002.91
0;003;1;3;10;1905;50.29;125.73;125.73;264.05;546.03
0;003;1;4;36;6079;15.27;15.27;15.27;117.58;1067.13
0;003;1;6;54;9727;13.09;32.73;65.99;155.75;1483.75
0;003;1;7;9;675;22.62;31.2;62.4;124.8;145.51
0;003;1;8;4;11846;2261.79;2728.27;3194.76;3194.76;3194.76
0;003;1;9;8;586;19.14;51.19;51.46;94.41;172.36
0;003;1;10;1;2359;2359.12;2359.12;2359.12;2359.12;2359.12
0;003;1;12;59;9146;34.74;103.87;117.96;167.44;498.1
0;003;2;1;67;224645;1998.47;1998.47;2022.37;5822.99;5841.86
0;003;2;2;8;3158;39.88;43.86;67.79;964.45;965.87
0;003;2;3;15;4327;50.29;60.35;208.72;546.03;546.03
0;003;2;4;49;7368;15.27;15.27;61.08;145.95;730.96
0;003;2;6;83;13859;13.09;41.45;79.61;192.99;430.59
0;003;2;7;33;3573;19.5;67.86;101.4;142.64;228.8
0;003;2;8;7;16172;1385.34;2261.79;2261.79;2431.41;3194.76
0;003;2;9;9;988;50.43;51.46;86.45;137.37;225.49
0;003;2;10;14;6188;290.53;294.89;442.33;589.78;589.78
0;003;2;12;90;14678;34.74;116.55;138.47;179.81;391.31
0;003;3;1;170;549692;1998.47;1998.47;2022.37;4976.58;5841.86
0;003;3;2;12;3939;39.88;39.88;39.88;844.07;965.87
0;003;3;3;48;11505;50.29;50.29;125.73;546.03;546.03
0;003;3;4;121;16652;15.27;15.27;115.8;145.95;452.45
0;003;3;6;186;34984;13.09;41.45;123.97;227.92;469.39
0;003;3;7;60;7930;20.23;67.86;109.43;182.03;281.24
0;003;3;8;20;58071;2261.79;2544.5;3053.4;3208.9;3336.12
0;003;3;9;21;2218;51.19;51.46;73.22;139.31;225.49
0;003;3;10;31;16219;294.89;294.89;589.78;589.78;884.67
0;003;3;12;196;36924;74.31;130.48;161.63;219.02;351.17
0;003;4;1;248;972048;70.72;1998.47;4976.58;5005.96;5994.8
0;003;4;2;47;18655;39.88;47.85;196.37;596.96;1196.4
0;003;4;3;105;78377;50.29;50.29;125.73;895.58;2975.89
0;003;4;4;211;101600;15.27;30.1;132.9;252.12;2602.38
0;003;4;6;259;108794;26.18;136.05;261.08;493.4;1318.6
0;003;4;7;119;28057;14.61;83.58;143;259.63;904.8
0;003;4;8;40;110536;1653.93;2385.16;2798.95;3194.76;3336.12
0;003;4;9;63;10026;51.19;51.46;102.92;168.47;406.45
0;003;4;10;50;29476;294.89;294.89;589.78;589.78;1474.45
0;003;4;12;262;117955;107.77;147.6;208.11;400.29;1498.6
0;004;1;1;8;7076;29.5;269.31;534.35;1470.61;2497.92
0;004;1;2;13;5826;118.4;118.4;233.96;630.6;1294.04
0;004;1;3;9;10362;94.3;349.88;958.77;1831.4;3147.21
0;004;1;4;6;1288;30.35;143.63;219.04;264.49;411.15
0;004;1;6;13;3268;13.09;41.44;251.92;404.39;643.21
0;004;1;7;7;825;8.96;65.42;115.01;160.83;210.6
0;004;1;9;6;848;51.46;86.18;122.12;168.47;297.15
0;004;1;12;15;6126;27.2;139;175.21;783.02;1270.96
0;004;2;1;38;34223;41.96;118;560;1229.01;3104.56
0;004;2;2;54;24229;115.56;118.4;306.13;606.47;1543.68
0;004;2;3;45;54310;88.01;244.26;775.2;2069.31;3090.97
0;004;2;4;47;17260;15.27;65.54;158.32;306.77;1561.3
0;004;2;6;59;27174;13.09;62.16;305.76;629.12;1602.8
0;004;2;7;44;12970;22.3;129.03;191.57;295.54;753.32
0;004;2;8;1;1498;1498.43;1498.43;1498.43;1498.43;1498.43
0;004;2;9;20;3656;50.94;51.46;138.61;258.41;436.27
0;004;2;12;62;39151;87.05;281.14;406.59;785.32;1655.99
0;004;3;1;130;140023;23.6;282.14;748.89;1536.08;3225.53
0;004;3;2;208;100181;115.56;118.4;237.42;679.58;1538.53
0;004;3;3;217;398445;88.01;1089.22;1937.02;2711.46;3099.43
0;004;3;4;190;78100;15.27;109.32;236.67;452.37;1304.45
0;004;3;6;227;161034;80.18;310.82;599.45;926.38;1665.06
0;004;3;7;202;111402;41.6;156.66;347.41;639.45;1383.37
0;004;3;9;63;9628;51.19;51.46;115.51;200.34;385.27
0;004;3;12;230;224553;221.18;514.44;798.17;1284.12;2272.34
0;004;4;1;1205;1401260;35.36;291.87;783.71;1824.25;3289.47
0;004;4;2;1643;999229;115.56;118.4;347.55;887.78;1732.39
0;004;4;3;1766;4568301;992.4;2196.66;2781.98;3013.34;3627.4
0;004;4;4;1709;2925435;74.08;288.88;656.67;1668.76;7574.3
0;004;4;5;13;3334;16.78;160.31;286.89;320.61;427.48
0;004;4;6;1782;2331521;301.99;687.15;1116.73;1755.9;2975.52
0;004;4;7;1696;1526778;99.97;335.95;616.47;1068.8;2725.58
0;004;4;8;6;11360;932.99;1017.79;1340.41;3307.85;3420.92
0;004;4;9;694;129102;51.19;51.46;136.57;242.28;496.88
0;004;4;10;50;19437;290.53;294.89;294.89;294.89;884.67
0;004;4;12;1782;3323741;506.98;965.56;1495.04;2345.29;4582.76
0;005;1;1;31;37076;59;230.99;1364.31;1783.18;2699.79
0;005;1;2;41;21327;116.65;118.4;428.98;829.84;1380.58
0;005;1;3;23;4727;50.29;88.01;123.55;243.93;568.36
0;005;1;4;23;2128;15.27;15.27;51.27;106.17;276.95
0;005;1;6;36;4948;13.09;24;77.22;175.08;498.41
0;005;1;7;26;3556;22.62;67.86;112.88;177.59;268.6
0;005;1;9;31;6287;51.46;115.51;190.82;297.15;385.27
0;005;1;12;42;10644;31.16;138.32;199.35;343.41;631.44
0;005;2;1;117;152986;64.12;691.45;1182.94;1907.04;2892.01
0;005;2;2;139;86257;115.56;168.53;577.83;944.97;1419.36
0;005;2;3;101;34893;88.01;125.73;247.1;440.41;794.36
0;005;2;4;92;13859;15.27;15.27;80.48;150.98;493.82
0;005;2;5;1;6;6.29;6.29;6.29;6.29;6.29
0;005;2;6;130;20675;13.09;57.81;119.97;214.86;515.67
0;005;2;7;100;16625;10.85;67.86;125.12;233.18;465.96
0;005;2;8;5;7488;1074.34;1074.34;1526.7;1724.62;2087.96
0;005;2;9;115;27688;51.46;137.5;265.9;297.15;414.7
0;005;2;10;2;590;294.89;294.89;294.89;294.89;294.89
0;005;2;12;143;43214;115.02;177.71;242.6;416.84;653.29
0;005;3;1;101;122690;64.12;568.58;1115.02;1814.43;2606.29
0;005;3;2;110;67616;118.4;190.63;523.86;945.4;1384.35
0;005;3;3;90;40656;88.01;132.35;352.72;563.96;971.84
0;005;3;4;83;13777;15.27;51.27;106.17;194.64;575.1
0;005;3;6;111;25524;20.72;65.08;126.52;325.05;604.94
0;005;3;7;87;18642;35.74;93.6;156;298.76;571.66
0;005;3;8;5;8764;763.35;791.62;961.25;2827.22;3420.92
0;005;3;9;94;23240;51.46;139.58;294.82;297.15;499
0;005;3;10;1;295;294.89;294.89;294.89;294.89;294.89
0;005;3;12;113;45944;90.92;208.5;330.37;492.09;860.5
0;005;4;1;112;148197;59;495.57;1359.03;1821.6;2635.61
0;005;4;2;123;82401;115.56;267.67;598.72;930.8;1336.09
0;005;4;3;122;143037;123.55;546.03;928.59;1617.32;2817.35
0;005;4;4;112;43213;30.54;111.89;217.63;390.24;865.89
0;005;4;6;129;82285;68.43;215.33;491.2;922.86;1726.42
0;005;4;7;118;51449;58.46;140.54;310.87;552.52;1381.36
0;005;4;8;9;19720;1017.79;1159.15;2304.1;3194.75;3307.84
0;005;4;9;105;29794;51.46;171.98;273.3;360.88;616.14
0;005;4;12;129;108101;249;446.02;701.77;1010.1;2055.17
0;020;1;1;115;82350;256.49;282.14;783.71;828.03;1346.57
0;020;1;2;102;42125;115.56;176.18;454.26;494.14;686.59
0;020;1;3;90;20100;50.29;125.73;224.65;279.46;561.12
0;020;1;4;51;3945;15.27;15.27;58.81;117.34;215.06
0;020;1;6;110;25663;78.53;126.52;185.42;287.94;570.37
0;020;1;7;53;3993;13;27.16;45.24;90.48;301.6
0;020;1;9;6;459;51.46;51.46;68.95;102.65;115.24
0;020;1;12;105;28665;6.8;54.08;175.52;408.11;818.11
0;020;2;1;158;116965;282.14;346.9;783.71;833.11;1316.64
0;020;2;2;148;61099;115.56;221.92;454.26;454.26;719.85
0;020;2;3;127;42776;50.29;125.73;229.17;462.74;775.2
0;020;2;4;97;11257;15.05;15.27;58.81;132.89;289.28
0;020;2;6;158;48199;78.53;177.78;269.93;394.83;642.65
0;020;2;7;105;21310;13;39;101.79;192.27;754.26
0;020;2;9;15;1480;51.19;51.46;86.45;115.51;203.63
0;020;2;12;157;52593;27.97;104.09;210.07;511.77;907.44
0;020;3;1;161;135784;216.64;314.41;783.71;1175.57;1580
0;020;3;2;147;69771;86.67;447.54;454.26;604.73;905.65
0;020;3;3;153;90734;120.71;279.46;467.14;673.98;1956.16
0;020;3;4;88;16044;15.27;58.81;89.35;240.32;535.46
0;020;3;6;160;72307;78.53;240.08;377.86;584.88;1084.2
0;020;3;7;105;35021;13.43;57.84;154.33;321.22;909.72
0;020;3;9;19;1537;18.87;51.46;86.18;115.51;159.3
0;020;3;12;160;79102;24.46;163.58;408.02;739.77;1149.37
0;020;4;1;204;216051;282.14;607.44;886.01;1430.37;2284.15
0;020;4;2;199;117082;118.4;352.83;526.49;766.04;1192.43
0;020;4;3;202;253882;297.39;664.94;1089.22;1774.18;2833.77
0;020;4;4;163;51777;15.27;74.08;185.33;358.49;1036.48
0;020;4;6;205;145187;148.33;420.37;624.98;892.21;1569.33
0;020;4;7;167;73614;22.38;101.23;237.39;539.01;1505.5
0;020;4;9;25;2173;50.7;51.19;51.46;102.38;203.63
0;020;4;12;204;179547;166.88;484.77;777.03;1168.49;1834.54
0;021;1;1;1134;1780868;256.49;783.71;1371.5;2703.81;3330.79
0;021;1;2;1094;701505;115.56;451.42;725.11;843.51;1086.25
0;021;1;3;872;212108;88.01;132.35;229.17;279.46;461.46
0;021;1;4;710;45226;15.27;15.27;15.27;74.08;240.18
0;021;1;5;1;83;82.61;82.61;82.61;82.61;82.61
0;021;1;6;1095;301466;20.72;119.97;209.41;334.83;785.23
0;021;1;7;547;56104;11.19;22.62;54.32;108.64;333.58
0;021;1;8;19;36847;141.36;480.63;1159.15;3223.03;9923.58
