vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;1068;512.82;512.82;534.21;555.61;555.61
0;001;2;34;23740;422.23;545.29;651.6;730.31;1120.15
0;001;3;91;82205;545.29;650.3;776.07;1037.03;1496.64
0;001;4;116;237213;588.25;1157.52;1636.79;2596.73;4680.39
0;002;2;8;7802;745.73;871.67;956.29;1071.61;1257.46
0;002;3;66;69884;756.66;879.54;971.28;1142.09;1616.82
0;002;4;91;190396;759.32;1083.44;1553.39;2463.73;5493.43
0;003;1;323;253181;259.49;575.7;753.1;963.73;1297.58
0;003;2;389;389126;520.62;744.07;922.87;1143.79;1651.85
0;003;3;82;102502;571.88;933.59;1179.35;1407.55;2222.33
0;003;4;72;127547;785.39;1084.52;1582.04;2087.89;3314.08
0;004;1;1;1109;1109.46;1109.46;1109.46;1109.46;1109.46
0;004;2;19;13545;229.86;274.4;620.97;979.28;2071.81
0;004;3;118;128724;251.08;652.87;961.76;1436.99;2314.39
0;004;4;950;1645094;345.77;888.4;1458.19;2195.89;4114.53
0;005;1;2;1036;378.1;378.1;518.07;658.04;658.04
0;005;2;19;16108;376.52;494.72;673.34;1071.39;2657.65
0;005;3;154;181443;402;669.28;1031.16;1508.67;3082.53
0;005;4;503;803860;514.84;904;1370.81;1992.97;3362.99
0;006;3;4;3297;661.41;683.04;819.95;965.6;995.97
0;006;4;5;8615;1130.14;1166.89;1419.73;1751.55;3146.28
0;020;1;281;131736;248.28;321.63;384.29;534.97;997.7
0;020;2;107;56552;213.81;337.12;437.24;666.72;1119.16
0;020;3;288;213180;213.57;338.68;566.04;904.47;2091.74
0;020;4;167;180393;285.25;430.97;779.57;1422.04;2930.31
0;021;1;1228;510896;256.44;319.7;373.71;457.56;707.49
0;021;2;1418;724292;279.57;363.24;436.93;560.61;972.6
0;021;3;849;677529;279.31;420.46;598.17;888.25;2060.74
0;021;4;451;546204;307.08;568.12;898.51;1556.15;3049.36
0;022;1;261;87787;227.81;267.64;306.24;360.24;493.88
0;022;2;320;147061;240.87;293.31;346.15;486.36;1054.1
0;022;3;211;169260;248.27;364.59;647.44;997.78;1800.29
0;022;4;137;173432;244.68;578.73;971.26;1678.26;3210.05
0;023;1;925;263916;203.64;231.53;259.79;309;420.71
0;023;2;520;216291;210.01;254.14;318.24;436.24;855.56
0;023;3;218;216882;278.29;449.46;620.08;1002.47;3483.23
0;023;4;47;83102;369.23;679.56;1475.52;2259.01;5063.69
0;024;1;1759;497379;215.08;244.44;269.82;299.6;382.62
0;024;2;1771;586995;225.57;256.01;289.67;344.94;569.6
0;024;3;780;500002;246.16;316.41;446.29;669;1803.08
0;024;4;128;140937;239.87;476.2;928.65;1297.32;3048.02
0;026;1;2168;560747;190.24;213.79;234.42;270.26;383.26
0;026;2;800;264612;201.27;231.15;268;334.77;628.21
0;026;3;294;196586;245.61;344.94;491.84;831.09;1613.54
0;026;4;43;59766;323.42;719.79;1012.22;1810.22;3422.23
0;040;1;113;34583;195.18;232.31;279.73;345.23;533.7
0;040;2;189;80307;211.48;264.76;323.95;459.55;1007.62
0;040;3;106;73717;254.45;351.46;504.35;788.15;1571.18
0;040;4;23;23168;244.15;383.03;857.2;1386.44;2196.69
0;041;1;322;110075;211.48;243.96;286.84;353.87;635.44
0;041;2;1031;410268;213.06;263.79;328.82;438.39;838.65
0;041;3;1248;707341;234.42;331.54;459.21;654.96;1288.41
0;041;4;136;101261;248.72;380;580.79;975.51;1858.12
0;042;1;1842;684091;203.42;245.42;295.3;405.93;744.91
0;042;2;6202;3227661;232.55;316.91;425.21;602.45;1090.33
