vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;1;12401;12400.61;12400.61;12400.61;12400.61;12400.61
0;001;1;2;1;1126;1125.65;1125.65;1125.65;1125.65;1125.65
0;001;1;3;1;364;363.61;363.61;363.61;363.61;363.61
0;001;1;4;1;15;15.48;15.48;15.48;15.48;15.48
0;001;1;6;1;112;111.61;111.61;111.61;111.61;111.61
0;001;1;7;1;89;89.1;89.1;89.1;89.1;89.1
0;001;1;9;1;193;193.18;193.18;193.18;193.18;193.18
0;001;1;12;1;878;877.61;877.61;877.61;877.61;877.61
0;001;2;1;3;31833;7031.58;7031.58;12400.61;12400.61;12400.61
0;001;2;2;4;3509;48.51;536.82;1099.8;1217.65;1260.83
0;001;2;3;4;1410;127.47;233.43;351.5;471.48;579.36
0;001;2;4;2;673;59.63;59.63;336.5;613.38;613.38
0;001;2;6;4;870;90.6;92.81;197.52;342.25;384.48
0;001;2;7;3;209;31.35;31.35;52.8;125.07;125.07
0;001;2;9;3;474;87.37;87.37;193.18;193.18;193.18
0;001;2;12;4;2479;240.29;384.05;642.7;855.25;952.91
0;001;3;1;33;453594;12400.61;12400.61;12400.61;12650.89;22259.66
0;001;3;2;33;40464;979.19;1125.65;1223.27;1223.27;1586.52
0;001;3;3;33;20616;339.4;391.33;579.05;796.08;1211.33
0;001;3;4;22;2463;15.48;15.48;38.7;134.74;535.25
0;001;3;6;33;12770;111.61;194.25;289.32;556.38;797.39
0;001;3;7;31;4550;36.3;76.96;143.46;223.56;262.35
0;001;3;9;32;9316;193.18;193.45;270.63;336.66;461.13
0;001;3;10;1;299;298.96;298.96;298.96;298.96;298.96
0;001;3;12;33;32927;165.35;656.81;1078.12;1364.93;1568.89
0;001;4;1;163;2257273;9769.71;12400.61;12413.35;13008.43;24801.22
0;001;4;2;163;244524;979.19;1141.66;1306.26;1482.61;2812.89
0;001;4;3;163;189009;416.2;624.62;900.29;1402.86;3101.38
0;001;4;4;127;234291;15.48;46.44;309.6;1716.4;8449.66
0;001;4;6;163;188162;178.99;367.57;668.54;1384.09;4080.3
0;001;4;7;155;69916;43.56;131;219.11;399.96;1871.4
0;001;4;9;157;73029;193.18;241.77;373.76;573.08;1251.64
0;001;4;10;8;2392;298.96;298.96;298.96;298.96;298.96
0;001;4;12;163;289795;299.12;903.04;1288.94;1924.79;4780.47
0;002;1;1;1;8892;8891.62;8891.62;8891.62;8891.62;8891.62
0;002;1;2;1;1220;1220.4;1220.4;1220.4;1220.4;1220.4
0;002;1;3;1;676;675.93;675.93;675.93;675.93;675.93
0;002;1;4;1;474;474.32;474.32;474.32;474.32;474.32
0;002;1;6;1;326;326.29;326.29;326.29;326.29;326.29
0;002;1;7;1;224;224.42;224.42;224.42;224.42;224.42
0;002;1;9;1;368;367.91;367.91;367.91;367.91;367.91
0;002;1;12;1;688;688.5;688.5;688.5;688.5;688.5
0;002;2;1;5;39088;2288.53;7987.01;8392.22;8845.1;11575.4
0;002;2;2;5;8182;994.45;1403.46;1406.33;1445.38;2932.69
0;002;2;3;5;3834;678.8;678.8;785.88;793.21;897.41
0;002;2;4;5;4126;431.94;562.48;744.92;744.97;1641.52
0;002;2;6;5;4495;244;582.11;1063.74;1201.73;1403.85
0;002;2;7;2;380;172.6;172.6;189.91;207.22;207.22
0;002;2;9;4;1215;52.17;201.06;361.98;406.47;438.94
0;002;2;12;5;4076;466.69;789.3;908.8;931.93;979.45
0;002;3;1;27;258751;7987.01;8845.1;9163.64;10374.56;13712.68
0;002;3;2;27;34124;994.45;1101.23;1223.27;1406.33;1515.86
0;002;3;3;27;23880;464.64;571.72;793.21;1033.18;1349.32
0;002;3;4;26;16196;152.89;423.6;515.75;745.47;1351.74
0;002;3;6;27;14911;216.03;304.3;456.77;614.69;1266.36
0;002;3;7;19;2997;18.15;47.29;69.3;127.05;1194.28
0;002;3;9;25;8359;104.34;234.2;286.37;438.8;606.02
0;002;3;10;1;299;298.96;298.96;298.96;298.96;298.96
0;002;3;12;27;23183;100.43;550.37;910.25;1150.57;1454.48
0;002;4;1;80;873726;8845.1;9286.15;10374.56;11840.65;16250.87
0;002;4;2;80;132558;994.45;1121.44;1388.71;1684.58;3811.59
0;002;4;3;80;125377;678.8;903.15;1163.52;1941.44;3863.95
0;002;4;4;80;185390;309.59;700.35;961.04;1780.15;7740.67
0;002;4;6;80;99819;348.14;571.83;899.89;1583.65;3796.47
0;002;4;7;59;22008;36.3;69.3;198;471.22;1216.68
0;002;4;9;79;30812;117.1;245.62;331.03;474.27;816.18
0;002;4;10;3;1196;298.96;298.96;298.96;597.92;597.92
0;002;4;12;80;132667;493.49;881;1261.24;1817.21;5292.35
0;003;1;1;39;98158;346.68;2026.05;2026.05;2884.14;5922.46
0;003;1;2;17;11915;40.43;173.73;976.32;1096.35;1467.35
0;003;1;3;11;2839;50.99;50.99;127.47;553.56;553.56
0;003;1;4;20;2704;12.15;15.48;23.22;151.44;778.4
0;003;1;6;36;2733;11.06;21.01;42.7;124.26;254.32
0;003;1;7;15;1489;10.56;21.12;79.2;171.6;303.6
0;003;1;8;4;9975;2407.64;2407.64;2436.3;2579.61;2694.27
0;003;1;9;5;472;51.9;51.9;87.37;87.64;193.12
0;003;1;10;4;2691;298.96;298.96;448.44;1046.36;1494.8
0;003;1;12;43;7468;5.43;65.52;144.72;269.13;395.15
0;003;2;1;79;221115;2026.05;2026.05;2026.05;2884.14;5928.83
0;003;2;2;17;11836;40.43;366.14;976.32;1020.69;1291.63
0;003;2;3;42;13363;50.99;50.99;345.61;553.56;553.56
0;003;2;4;42;4495;15.48;15.48;46.46;154.9;319.76
0;003;2;6;82;17111;11.06;32.07;64.54;149.26;556.17
0;003;2;7;24;2650;14.08;31.78;106.92;169.4;264
