vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;30;9;15;22;34;79
0;002;33;8;20;27;36;95
0;003;28;11;19;24;31;58
0;004;60;11;30;51;77;143
0;005;29;6;15;23;36;75
0;020;21;1;7;13;26;69
0;021;20;3;8;12;22;62
0;022;16;2;5;9;19;58
0;023;13;2;4;7;13;47
0;024;10;2;4;6;9;31
0;025;3;1;2;2;3;8
0;026;16;1;3;5;17;62
0;040;13;1;2;6;14;45
0;041;14;1;4;10;18;44
0;042;18;2;6;12;22;54
0;043;7;1;2;5;7;21
0;044;17;1;2;9;22;61
0;045;21;3;7;13;25;71
0;046;17;2;5;10;20;56
0;047;11;2;5;7;12;29
0;048;9;1;3;6;11;25
0;049;15;1;5;10;16;43
0;050;11;1;4;7;12;31
0;051;5;1;3;4;6;10
0;052;9;1;2;5;11;29
0;053;6;1;2;3;7;21
0;054;4;1;1;3;5;11
0;055;11;1;3;7;15;36
0;056;7;1;2;3;8;24
0;057;2;1;1;1;2;6
0;058;5;1;1;1;3;22
0;070;4;1;2;3;5;11
0;071;4;1;2;3;4;7
0;072;2;1;1;2;2;5
0;073;2;1;1;2;2;4
0;080;7;2;4;5;8;16
0;081;6;1;2;4;7;15
0;082;7;1;3;5;9;23
0;090;18;1;3;14;23;58
0;091;9;2;3;5;11;29
0;092;3;1;2;3;4;8
0;093;3;1;2;2;3;5
0;094;4;1;1;2;3;9
0;095;3;2;2;3;4;7
0;096;4;1;2;3;4;7
0;097;2;1;1;2;2;4
0;098;3;1;2;2;3;5
0;110;10;1;2;5;10;41
0;111;7;1;3;5;8;18
0;112;4;1;2;3;5;12
0;113;4;1;2;3;5;10
0;114;3;1;1;2;3;8
0;115;3;1;1;2;4;9
0;120;17;5;10;13;19;44
0;121;13;2;4;9;17;39
0;122;20;2;4;11;24;73
0;130;24;4;11;19;31;64
0;131;9;1;3;7;13;21
0;132;9;1;2;6;10;30
0;133;12;1;4;9;16;36
0;134;13;2;7;11;16;31
0;135;10;1;3;6;12;32
0;136;11;1;3;6;13;32
0;137;18;3;8;13;22;46
0;138;7;2;4;5;8;15
0;139;11;2;5;8;13;30
0;140;13;2;7;10;15;33
0;141;6;1;3;5;7;14
0;142;11;1;4;8;14;33
0;143;10;1;4;7;11;27
0;144;7;1;2;4;9;21
0;160;15;3;8;10;17;46
0;161;11;2;3;6;14;35
0;162;26;10;14;20;32;63
0;163;17;8;10;12;17;40
0;164;12;11;11;12;13;13
0;165;18;8;11;15;20;39
0;166;13;7;9;11;13;25
0;167;9;2;2;4;11;26
0;168;15;3;7;11;17;41
0;169;15;3;9;12;17;37
0;170;20;4;10;16;25;46
0;171;9;2;4;6;11;25
0;172;46;8;20;34;60;125
0;173;10;2;2;6;12;33
0;174;7;1;3;6;9;18
0;175;4;1;2;2;3;11
0;176;5;1;2;3;5;17
0;177;6;1;2;3;6;18
0;178;21;2;7;15;26;68
0;179;2;1;2;2;3;5
0;180;20;1;6;12;27;63
0;190;9;1;4;7;12;25
0;191;6;1;2;3;7;19
0;192;3;1;2;2;3;9
0;193;27;2;11;24;42;62
0;194;14;2;7;11;17;36
0;195;11;2;6;9;13;26
0;196;5;1;1;1;4;21
0;197;7;1;2;4;9;24
0;198;7;1;2;4;8;19
0;199;8;1;3;5;9;19
0;200;9;1;3;6;11;28
0;201;7;1;2;4;8;20
0;202;6;1;2;4;7;16
0;203;4;1;1;3;5;11
0;204;6;1;2;4;7;18
0;205;10;1;4;8;12;25
0;206;8;1;2;5;10;25
0;207;8;1;3;5;10;22
0;220;13;3;4;8;16;42
0;221;20;7;11;15;22;50
0;222;9;2;4;6;10;28
0;223;12;2;6;9;14;31
0;224;10;2;3;7;12;28
0;225;4;2;3;3;5;10
0;226;4;1;2;3;4;10
0;227;5;1;2;4;6;13
